都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
滋賀県,"野洲町,",都市計画,"撮影,写測修正","12500,,2500","40.4KM2,40.4KM2",滋賀県野洲町助言610714F0035,(株)パスコ,"61.06.01,62.03.31",610701
滋賀県,"甲良町,",都市計画,"撮影,写測図化","20000,,10000","14.7KM2,14.7KM2",滋賀県甲良町助言610825F0058,(株)パスコ,"61.07.10,61.09.30",611001
滋賀県,"野洲町,",下水道台帳,"撮影,写測図化","4000,,500","40.4KM2,2.8KM2",滋賀県野洲町助言611016F0081,(株)パスコ,"61.09.20,62.03.05",611313
滋賀県,"多賀町,",工業団地計画,"撮影,写測図化,編集","4000,,500,,1000","6.2KM2,2.0KM2,2.0KM2",地域振興整備公団助言611218F0125,(株)パスコ,"61.12.04,62.02.28",
滋賀県,"八日市市,",都市計画,"撮影,写測図化","12500,,2500","94.6KM2,53.2KM2",滋賀県八日市市助言610613F0020,アジア航測(株),"61.05.22,61.12.25",610421
滋賀県,"能登川町,",都市計画,"撮影,撮影,写測図化,写測図化,写測修正","8000,,12500,,1000,,2500,,2500","31.3KM2,31.3KM2,2.7KM2,8.2KM2,23.1KM2",滋賀県能登川町助言610920F0072,アジア航測(株),"61.08.15,62.03.10",611140
滋賀県,"中主町,",下水道台帳,"撮影,写測図化","4000,,500","4.0KM2,0.2KM2",滋賀県中主町助言620130F0135,アジア航測(株),"61.10.22,62.02.28",
滋賀県,"栗東町,",都市計画,"撮影,写測修正","12500,,2500","45.7KM2,15.0KM2",滋賀県栗東町助言620307F0152,関西航測(株),"62.02.24,62.03.28",611977
滋賀県,"今津町,",都市計画,"撮影,写測修正,編集","12500,,2500,,2500","38.7KM2,6.8KM2,16.9KM2",滋賀県今津町助言610702F0032,富士測量(株),"61.05.23,61.08.31",610598
滋賀県,"甲南町,",道路台帳,"撮影,写測修正","8000,,1000","49.3KM2,5.6KM2",滋賀県甲南町助言610731F0052,ワールド航測コンサルタント(株),"61.07.23,61.12.20",610863
滋賀県,"守山市,",都市計画,"カラー撮影,写測修正,編集","8000,,1000,,2500","44.2KM2,44.2KM2,44.2KM2",滋賀県守山市助言610820F0056,関西航測(株),"61.07.09,62.05.31",610913
滋賀県,"大津市,草津市,信楽町,栗東町,",ダム計画,カラー撮影,8000,70.9KM2,大戸川ダム調査事務所助言611027F0092,関西航測(株),"61.09.26,62.02.12",611434
滋賀県,"余呉町,",ダム計画,写測図化,1000,1.9KM2,高時川ダム調査事務所助言611028F0098,朝日航洋(株),"61.10.01,61.12.15",
京都府,"城陽市,",道路台帳,基準点,1級,23point,京都府城陽市助言610811F0055,国際航業(株),"61.08.01,61.10.09",610866
京都府,"綾部市,",工業団地造成,基準点,2級,13point,京都府企業局開発事業課助言620112F0127,内外エンジニアリング(株),"61.11.22,62.02.20",
京都府,"京都市,",土地区画整理,"基準点,平板,平板","2級,,500,,250","4point,1.0KM2,1.0KM2",京都府京都市助言611016F0089,"牧草コンサルタンツ(株),(株)エルド,(株)西村測量設計","61.09.01,62.03.20",
京都府,"網野町,",農地開発,"基準点,平板","2級,,1000","2point,0.6KM2",近畿農政局丹後開拓建設事業所助言610917F0071,サンスイコンサルタント(株),"61.07.09,61.10.30",
京都府,"綾部市,",ほ場整備,"基準点,平板","2級,,500","3point,0.2KM2",京都府綾部市助言610904F0061,北伸開発(株),"61.09.01,62.02.28",
京都府,"八幡市,田辺町,",道路計画,"基準点,水準","2級,,3級","9point,15.4km",浪速国道工事事務所助言611122F0105,(株)野間測地コンサルタント,"61.10.30,62.03.20",
京都府,"綾部市,",ほ場整備,"基準点,平板","2級,,500","7point,0.6KM2",京都府綾部市助言610725F0046,(株)滝下測量設計事務所,"61.07.21,62.02.28",
京都府,"宮津市,",農地開発,"基準点,写測図化","3級,,1000","2point,0.4KM2",近畿農政局丹後開拓建設事業所助言610623F0028,アジア航測(株),"61.06.16,61.09.16",
京都府,"大宮町,",農地開発,"基準点,写測図化","3級,,1000","4point,0.4KM2",近畿農政局丹後開拓建設事業所助言611016F0085,内外エンジニアリング(株),"61.10.02,61.12.21",
京都府,"久美浜町,",農地開発,"基準点,写測図化","3級,,1000","2point,0.3KM2",近畿農政局丹後開拓建設事業所助言611016F0079,(株)新農村開発センター,"61.08.12,61.11.14",
京都府,"弥栄町,",農地開発,"基準点,写測図化","3級,,1000","2point,1.7KM2",近畿農政局丹後開拓建設事業所助言610822F0057,西日本建設コンサルタント(株),"61.07.22,61.11.06",
京都府,"久美浜町,",農地開発,"基準点,写測図化","3級,,1000","2point,0.4KM2",近畿農政局丹後開拓建設事業所助言610911F0066,拓工設計(株),"61.07.30,61.11.11",
京都府,"綾部市,",ほ場整備,"基準点,平板","3級,,500","8point,0.6KM2",京都府綾部市助言610728F0047,(株)町井測量設計事務所,"61.08.01,62.02.28",
京都府,"京都市,",地盤変動調査,水準,1級,68.0km,京都府京都市助言620113F0131,(株)ジェクト,"62.01.20,62.03.20",611837
京都府,"京都市,向日市,長岡京市,大山崎町,",地盤変動調査,水準,1級,33.8km,京都府助言620130F0136,(株)ジェクト,"62.01.27,62.03.25",611896
京都府,"舞鶴市,",検潮●点設置,水準,1級,3.4km,舞鶴海洋気象●助言611205F0107,吉永測量設計(株),"61.12.01,61.12.20",
京都府,"宮津市,",下水道計画,水準,2級,10.2km,京都府流域下水道建設事務所助言610714F0037,吉永測量設計(株),"61.07.20,61.08.30",
京都府,"八幡市,田辺町,",道路計画,路線,,2.4km,浪速国道工事事務所助言611205F0110,牧草コンサルタンツ(株),"61.11.01,62.03.20",
京都府,"綾部市,",ほ場整備,平板,500,0.1KM2,京都府綾部市助言611205F0109,(株)福井測量設計事務所,"61.11.15,62.03.31",
