都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,附図番号
岡山県,"建部町,",ほ場整備,"基準点,平板","3級,,500","3point,0.9KM2",岡山県建部町助言610528G0020,西日本建設コンサルタント(株),"61.05.26,62.02.20",
岡山県,"大佐町,",ほ場整備,"基準点,平板","3級,,500","4point,10.8KM2",岡山県大佐町助言610708G0048,西日本建設コンサルタント(株),"61.06.20,61.07.31",610689
岡山県,"神郷町,",ほ場整備,"基準点,平板","3級,,500","3point,0.1KM2",岡山県神郷町助言610729G0053,西日本建設コンサルタント(株),"61.08.01,61.10.30",
岡山県,"岡山市,",下水道計画,"基準点,水準,平板","3級,,3級,,250","2point,2.5km,1.3KM2",岡山県岡山市助言610920G0091,"西谷技術コンサルタント(株),(株)エイトコンサルタント","61.09.10,62.02.28",
岡山県,"美星町,",ほ場整備,平板,500,1.4KM2,美星土地改良区助言610606G0033,西日本建設コンサルタント(株),"61.06.10,61.08.30",
岡山県,"美星町,",ほ場整備,平板,500,0.7KM2,美星土地改良区助言610606G0034,(株)美作測量事務所,"61.06.10,61.08.30",
岡山県,"勝田町,",ほ場整備,平板,500,0.3KM2,岡山県勝田町助言610619G0039,(株)成和測量,"61.06.16,61.07.31",
岡山県,"八束村,",道路計画,"撮影,写測図化","8000,,1000","17.8KM2,5.9KM2",鳥取県倉吉土木事務所助言610813G0069,国際航業(株),"61.06.03,61.08.31",610872*
岡山県,"倉敷市,",都市計画,"撮影,写測修正","15000,,2500","299.0KM2,44.9KM2",岡山県倉敷市助言610730G0060,(株)パスコ,"61.07.21,62.03.31",610846
岡山県,"岡山市,",道路計画,"撮影,写測図化","2000,,250","2.3KM2,0.3KM2",岡山県岡山市助言610819G0064,(株)パスコ,"61.07.15,61.10.07",
岡山県,"倉敷市,",下水道計画,"撮影,写測図化","4000,,500","5.6KM2,1.1KM2",岡山県倉敷市助言610902G0081,(株)パスコ,"61.08.15,61.11.15",611068
岡山県,"笠岡市,",下水道計画,"撮影,写測図化","4000,,500","2.1KM2,0.7KM2",岡山県笠岡市助言611128G0133,(株)パスコ,"61.11.05,62.03.20",
岡山県,"津山市,加茂町,富村,奥津町,上齋原村,阿波村,鏡野町,勝田町,勝央町,奈義町,勝北町,大原町,東粟倉村,西粟倉村,美作町,作東町,柵原町,",森林計画,撮影,16000,1218.0KM2,岡山県助言610509G0011,アジア航測(株),"61.05.10,61.09.10",610078
岡山県,"吉永町,",土地利用計画,"撮影,写測図化","8000,,1000","7.0KM2,1.1KM2",岡山県吉永町助言610823G0079,西日本建設コンサルタント(株),"61.08.11,61.11.10",611066
岡山県,"倉敷市,",下水道台帳,"撮影,写測図化","4000,,500","1.4KM2,0.7KM2",岡山県倉敷市助言610619G0040,朝日航洋(株),"61.06.16,61.09.15",
岡山県,"岡山市,総社市,高梁市,有漢町,北房町,賀陽町,",道路計画,撮影,8000,80.8KM2,日本道路公団岡山工事事務所助言611031G0122,朝日航洋(株),"61.10.20,62.01.07",611506
岡山県,"玉野市,",下水道計画,"空三,写測図化",",,500","13M,0.5KM2",岡山県玉野市助言610912G0089,(株)パスコ,"61.09.15,62.01.20",
岡山県,"岡山市,",道路計画,写測図化,1000,2.2KM2,岡山国道工事事務所助言620121G0151,国際航業(株),"61.12.18,62.03.20",
岡山県,"岡山市,総社市,",道路計画,写測図化,1000,7.0KM2,日本道路公団岡山工事事務所助言620220G0158,(株)オオバ,"62.01.25,62.03.25",
岡山県,"倉敷市,",道路計画,写測図化,1000,0.8KM2,岡山県倉敷市助言620204G0154,朝日航洋(株),"61.12.18,62.03.14",
岡山県,"岡山県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","17.5KM2,196.8KM2,1174.7KM2",中国郵政局助言610730G0059,直営,"61.09.02,62.07.20",
広島県,"府中市,",文化財調査,"基準点,基準点,水準","1級,,4級,,3級","3point,22point,4.3km",広島県教育委員会助言620302G0160,ワールド航測コンサルタント(株),"62.02.14,62.03.20",
広島県,"世羅町,甲奴町,",土地改良,"基準点,基準点,水準,平板","2級,,3級,,3級,,1000","3point,1point,10.0km,0.5KM2",中国四国農政局広島中部台地開拓建設事業所助言610813G0070,復建調査設計(株),"61.08.01,61.11.10",
広島県,"広島市,",土地区画整理,"基準点,水準,平板","2級,,4級,,250","5point,9.5km,0.3KM2",広島県広島市助言611111G0127,復建調査設計(株),"61.08.12,62.02.28",
広島県,"広島市,",道路計画,"基準点,水準","2級,,2級","8point,6point",広島県広島市助言620114G0150,復建調査設計(株),"61.12.23,62.03.25",
広島県,"三原市,",道路計画,"基準点,水準","2級,,3級","9point,3.0km",福山工事事務所助言610509G0010,広島建設コンサルタント(株),"61.04.16,61.08.30",
広島県,"広島市,",道路計画,基準点,2級,30point,広島県広島市助言610729G0058,(株)荒谷建設コンサルタント,"61.08.01,62.03.25",
広島県,"竹原市,本郷町,河内町,",空港計画,"基準点,基準点,平板","2級,,3級,,1000","3point,4point,3.1KM2",広島県新空港建設事務所助言610902G0085,(株)陸地コンサルタント,"61.09.01,61.10.20",
広島県,"広島市,熊野町,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","5point,10point,3.0km",広島県道路公社助言611009G0107,新東測量(株),"61.09.27,61.10.25",
広島県,"福山市,",ほ場整備,"基準点,平板","2級,,500","5point,0.1KM2",広島県福山市助言620226G0159,エボシ技工調査設計(株),"62.02.23,62.03.31",
広島県,"福富町,",道路台帳,"基準点,基準点,平板","2級,,4級,,500","11point,17.0km,0.5KM2",広島県福富町助言620305G0165,(株)安芸技術協力,"62.03.15,62.06.30",
広島県,"豊町,",道路台帳,"基準点,基準点,平板","2級,,4級,,500","15point,4.0km,0.1KM2",広島県豊町助言620305G0166,(株)安芸技術協力,"62.03.15,62.05.30",
広島県,"東城町,",ほ場整備,"基準点,平板","2級,,500","11point,0.5KM2",広島県東城町助言610616G0038,広島県土地改良事業団体連合会,"61.07.01,61.12.20",
広島県,"大朝町,千代田町,豊平町,",文化財調査,"基準点,撮影,写測図化","3級,,8000,,1000","3point,7.1KM2,1.8KM2",広島県大朝町助言611013G0110,日本航業(株),"61.10.01,62.03.05",
広島県,"吉和村,",森林計画,基準点,3級,5point,大阪営林局助言610416G0004,共和測量(株),"61.06.20,61.07.30",
広島県,"本郷町,",空港計画,水準,1級,20.0km,第三港湾建設局広島港工事事務所助言611104G0124,(株)荒谷建設コンサルタント,"61.11.01,61.11.25",
広島県,"三原市,",ほ場整備,"水準,撮影,写測図化","3級,,8000,,1000","10.5km,23.2KM2,3.1KM2",広島県三原市助言610930G0106,アジア航測(株),"61.09.18,62.03.14",611241
広島県,"久井町,",ほ場整備,"水準,撮影,写測図化","3級,,8000,,1000","12.0km,14.7KM2,1.2KM2",広島県久井町助言611009G0109,アジア航測(株),"61.09.16,62.02.28",611361
広島県,"芸北町,",道路台帳,"平板,基準点","500,,4級","0.1KM2,4.5km",広島県芸北町助言611205G0138,(株)安芸技術協力,"61.11.28,62.03.31",
広島県,"尾道市,福山市,",道路計画,"撮影,写測図化","8000,,1000","9.2KM2,1.5KM2",広島県三原土木建築事務所助言620302G0162,国際航業(株),"62.02.01,62.03.10",611969
広島県,"府中市,甲山町,",ダム計画,"撮影,写測図化,写測図化","5000,,500,,1000","16.0KM2,0.1KM2,0.4KM2",八田原ダム工事事務所助言610509G0012,(株)パスコ,"61.04.29,61.07.31",610079
広島県,"吉田町,",道路台帳,"撮影,写測修正","8000,,1000","31.1KM2,0.1KM2",広島県吉田町助言610528G0021,アジア航測(株),"61.05.10,61.06.30",610338
広島県,"廿日市町,",都市計画,"撮影,写測図化,写測修正","8000,,1000,,1000","3.9KM2,0.7KM2,1.5KM2",広島県廿日市町助言610619G0041,アジア航測(株),"61.06.18,61.09.30",610550
広島県,"広島市,大竹市,湯来町,加計町,筒賀村,戸河内町,",河川計画,撮影,12500,403.4KM2,太田川工事事務所助言610924G0093,アジア航測(株),"61.10.01,62.01.31",611228*
広島県,"広島市,湯来町,佐伯町,吉和村,加計町,筒賀村,戸河内町,",森林計画,撮影,16000,650.0KM2,広島県助言610512G0014,日本航業(株),"61.04.18,61.07.21",610331*
広島県,"江田島町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","30.1KM2,20.1KM2,10.0KM2",広島県江田島町助言610902G0083,(株)広島航測コンサルタント,"61.07.24,61.10.31",611070
広島県,"西城町,高野町,比和町,",森林計画,撮影,16000,1043.0KM2,島根県助言610512G0013,(社)日本林業技術協会,"61.05.22,61.09.24",610330*
広島県,"沼隈町,",都市計画,"カラー撮影,写測修正,編集","10000,,2000,,10000","40.0KM2,6.1KM2,30.5KM2",広島県沼隈町助言610602G0028,国際航業(株),"61.04.12,61.10.31",610345
広島県,"本郷町,",空港計画,"カラー撮影,写測図化","8000,,1000","8.0KM2,5.2KM2",第三港湾建設局広島港工事事務所助言620206G0156,アジア航測(株),"61.12.27,62.03.14",611916
広島県,"甲山町,",ダム計画,写測図化,500,0.9KM2,八田原ダム工事事務所助言610528G0022,(株)パスコ,"61.06.01,61.08.30",
広島県,"大竹市,",都市計画,"写測図化,編集","2500,,10000","22.2KM2,22.2KM2",広島県大竹市助言610616G0036,日本航業(株),"61.05.17,61.10.06",610452
広島県,"福山市,神辺町,",河川管理,写測修正,1000,1.0KM2,福山工事事務所助言611018G0113,国際航業(株),"61.09.30,62.03.19",
広島県,"広島市,府中町,",都市計画,写測修正,2500,58.2KM2,広島県広島市助言610729G0054,(株)広島航測コンサルタント,"61.06.17,62.03.20",
広島県,"広島県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","10.3KM2,80.1KM2,609.7KM2",中国郵政局助言610512G0015,直営,"61.05.13,62.03.20",
広島県,"広島県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","17.5KM2,196.8KM2,1174.7KM2",中国郵政局助言610730G0059,直営,"61.09.02,62.07.20",
山口県,"宇部市,山口市,",山口テクノパーク造成計画,基準点,2級,15point,地域振興整備公団山口宇部支部助言611016G0116,(株)中庭測量コンサルタント,"61.10.20,62.03.10",
山口県,"豊北町,",土地改良,"基準点,水準,平板","2級,,3級,,1000","2point,2.0km,0.1KM2",中国四国農政局豊北開拓建設事業所助言611020G0118,(有)中国開発コンサルタント,"61.09.22,61.12.16",
山口県,"豊田町,",ほ場整備,"基準点,平板","2級,,500","4point,0.3KM2",豊田町土地改良区助言610924G0098,山口県土地改良事業団体連合会,"61.09.20,62.03.30",
山口県,"阿東町,",ほ場整備,"基準点,平板","2級,,500","2point,0.3KM2",徳佐農業協同組合助言610924G0099,山口県土地改良事業団体連合会,"61.09.15,61.10.30",
山口県,"福栄村,",ほ場整備,"基準点,平板","2級,,1000","4point,0.3KM2",山口県萩土地改良事務所助言611208G0141,山口県土地改良事業団体連合会,"61.11.25,62.02.28",
山口県,"下関市,菊川町,",ほ場整備,"基準点,平板","2級,,500","17point,0.7KM2",山口県下関土地改良事務所助言611226G0147,山口県土地改良事業団体連合会,"62.01.05,62.03.20",
山口県,"長門市,",ほ場整備,"基準点,平板","2級,,500","3point,0.4KM2",山口県長門市助言620123G0152,山口県土地改良事業団体連合会,"62.01.30,62.03.25",
山口県,"長門市,",ほ場整備,"基準点,平板","2級,,500","2point,0.3KM2",山口県長門市助言620128G0153,山口県土地改良事業団体連合会,"62.02.01,62.05.31",
山口県,"宇部市,小野田市,楠町,",港湾計画,水準,1級,24.0km,第四港湾建設局宇部港工事事務所助言611028G0121,(株)宇部建設コンサルタント,"61.10.30,61.12.15",
山口県,"防府市,",道路台帳,平板・修正,500,0.6KM2,山口県防府市助言620107G0148,(株)パスコ,"61.12.18,62.03.25",
山口県,"田布施町,柳井市,",ほ場整備,"撮影,写測図化","7000,,1000","6.5KM2,2.1KM2",山口県田布施町助言610822G0077,国際航業(株),"61.07.22,61.11.30",611064
山口県,"豊北町,",ほ場整備,"撮影,写測図化","8000,,1000","30.0KM2,4.4KM2",山口県豊北町助言610920G0092,国際航業(株),"61.07.31,62.02.28",611227
山口県,"柳井市,",道路台帳,"撮影,写測図化,写測修正","8000,,1000,,1000","18.5KM2,0.1KM2,0.4KM2",山口県柳井市助言611121G0128,国際航業(株),"61.10.22,62.02.28",611669
山口県,"山口市,防府市,",道路計画,"撮影,写測図化","8000,,1000","15.6KM2,2.2KM2",山口工事事務所助言610813G0067,(株)パスコ,"61.07.05,61.10.31",610870
山口県,"岩国市,",道路計画,"撮影,写測修正","10000,,1000","15.8KM2,1.9KM2",山口工事事務所助言611021G0119,(株)パスコ,"61.09.30,62.02.10",611503
山口県,"徳山市,",道路台帳,"撮影,撮影,空三,写測図化","4000,,10000,,,,500","4.1KM2,441.0KM2,298M,1.7KM2",山口県徳山市助言611104G0123,(株)パスコ,"61.10.13,62.03.25",611533
山口県,"秋穂町,",ほ場整備,"撮影,写測図化","8000,,1000","3.6KM2,0.5KM2",山口県秋穂町助言610606G0035,アジア航測(株),"61.05.25,61.07.24",610376
山口県,"宇部市,",ほ場整備,"撮影,写測図化","8000,,1000","3.6KM2,0.2KM2",山口県土地改良事業団体連合会助言610730G0061,アジア航測(株),"61.07.16,61.08.31",
山口県,"岩国市,和木町,",河川計画,撮影,12500,403.4KM2,太田川工事事務所助言610924G0093,アジア航測(株),"61.10.01,62.01.31",611228*
山口県,"美東町,",ほ場整備,"撮影,写測図化","8000,,1000","17.1KM2,1.8KM2",山口県美東町助言610814G0071,日本航業(株),"61.07.25,62.01.31",611250
山口県,"須佐町,",ほ場整備,"撮影,写測図化","8000,,1000","17.0KM2,1.8KM2",山口県須佐町助言610924G0095,日本航業(株),"61.09.20,62.02.28",611230
山口県,"宇部市,",隧道補修工事用平面図作成,"撮影,写測図化","8000,,1000","23.0KM2,1.8KM2",山口県企業局厚東川工業用水道事務所助言611128G0134,日本航業(株),"61.11.07,62.02.10",611675
山口県,"岩国市,柳井市,久賀町,大島町,東和町,橘町,由宇町,玖珂町,周東町,大畠町,上関町,大和町,田布施町,平生町,熊毛町,",森林計画,撮影,16000,665.0KM2,山口県助言610506G0008,(社)日本林業技術協会,"61.04.22,61.07.31",610075
山口県,"由宇町,大畠町,萩市,",道路計画,写測図化,1000,0.6KM2,山口工事事務所助言610528G0027,国際航業(株),"61.04.29,61.06.30",
山口県,"防府市,",下水道台帳,"写測図化,写測修正","500,,500","0.1KM2,0.2KM2",山口県防府市助言611204G0136,(株)パスコ,"61.11.05,62.03.20",
山口県,"防府市,",都市計画,写測図化,500,0.7KM2,山口県防府市助言611208G0142,(株)パスコ,"61.11.28,62.02.28",
山口県,"下関市,",都市計画,"写測図化,写測修正","2500,,2500","18.8KM2,57.0KM2",山口県下関市助言611219G0146,(株)パスコ,"61.12.10,62.03.20",611771
山口県,"下関市,",下水道計画,写測図化,500,2.0KM2,山口県下関市助言620109G0149,(株)パスコ,"61.12.27,62.03.20",
山口県,"新南陽市,",下水道計画,写測図化,500,0.5KM2,山口県新南陽市助言611107G0126,朝日航洋(株),"61.09.25,61.12.20",
山口県,"光市,",都市計画,写測修正,2500,21.4KM2,山口県光市助言610924G0097,アジア航測(株),"61.09.01,62.01.20",611232
山口県,"岩国市,和木町,玖珂町,本郷村,周東町,錦町,美川町,美和町,",森林計画,写測修正,5000,27.0KM2,山口県助言610506G0009,(社)日本林業技術協会,"61.04.22,61.07.31",
山口県,"山口県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","10.3KM2,80.1KM2,609.7KM2",中国郵政局助言610512G0015,直営,"61.05.13,62.03.20",
山口県,"山口県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","17.5KM2,196.8KM2,1174.7KM2",中国郵政局助言610730G0059,直営,"61.09.02,62.07.20",
山口県,"山口県,",郵便地図調整,編集,10000,84.5KM2,中国郵政局助言620213G0157,直営,"62.03.09,62.12.20",
徳島県,"徳島市,",四国縦貫自動車道建設,"基準点,水準","1級,,3級","3point,5.5km",日本道路公団高松建設局徳島工事事務所助言610517H0005,四国建設コンサルタント(株),"61.05.17,61.07.31",
徳島県,"徳島市,鳴門市,松茂町,北島町,",構造物の変動調査,水準,1級,17.3km,水資源開発公団旧吉野川河口堰管理所助言611015H0049,津乃峰測量設計(株),"61.10.16,61.11.15",
徳島県,"小松島市,阿南市,那賀川町,",道路計画,"撮影,写測修正","8000,,1000","16.2KM2,7.0KM2",徳島工事事務所助言610731H0022,国際航業(株),"61.07.28,61.11.20",610825
徳島県,"徳島市,",総合計画,"撮影,撮影,撮影,写測修正,写測修正,写測修正","4000,,8000,,12500,,500,,1000,,2500","39.3KM2,188.1KM2,188.1KM2,7.8KM2,37.9KM2,85.0KM2",徳島県徳島市助言610911H0038,国際航業(株),"61.08.26,62.03.31",611109
徳島県,"鳴門市,板野町,",道路計画,"撮影,写測図化,写測修正","12500,,2500,,2500","34.7KM2,5.4KM2,10.4KM2",徳島工事事務所助言610903H0035,アジア航測(株),"61.09.02,62.01.30",611058
徳島県,"相生町,上那賀町,木沢村,木頭村,日和佐町,牟岐町,海南町,",森林計画,撮影,16000,557.0KM2,徳島県助言610414H0001,日本産業航空(株),"61.04.10,61.07.31",610009
徳島県,"板野町,",総合計画,"撮影,写測修正","20000,,10000","43.0KM2,36.1KM2",徳島県板野町助言610901H0033,(株)航空撮影センター,"61.09.01,61.10.30",611032
徳島県,"池田町,西祖谷山村,",河川計画,カラー撮影,12500,78.6KM2,吉野川ダム統合管理事務所助言611219H0058,国際航業(株),"61.12.15,62.02.10",611763
徳島県,"脇町,美馬町,",四国縦貫自動車道の調査,カラー撮影,7000,28.0KM2,日本道路公団高松建設局徳島工事事務所助言611112H0053,復建調査設計(株),"61.11.21,61.12.30",611556
徳島県,"阿南市,",河川計画,写測図化,2500,6.4KM2,徳島工事事務所助言610609H0007,国際航業(株),"61.06.01,61.07.31",
徳島県,"上勝町,",河川計画,写測図化,2500,7.5KM2,徳島県企業局助言611226H0060,国際航業(株),"61.12.20,62.03.15",611818
徳島県,"宍喰町,",港湾計画平面図作成,"写測図化,写測修正","2500,,2500","1.5KM2,1.8KM2",高知県助言610818H0025,(株)パスコ,"61.08.11,61.10.02",
徳島県,"神山町,川島町,木沢村,池田町,東祖谷山村,",地すべり調査計画,写測図化,2000,6.8KM2,徳島県助言610624H0014,アジア航測(株),"61.06.01,61.07.10",
徳島県,"勝浦町,",畑地帯総合土地改良,写測図化,1000,8.0KM2,徳島県助言611224H0059,アジア航測(株),"61.12.22,62.03.10",611800
徳島県,"脇町,美馬町,",道路計画,写測図化,1000,4.2KM2,日本道路公団高松建設局徳島工事事務所助言620218H0066,復建調査設計(株),"62.02.20,62.04.15",
徳島県,"阿南市,",河川計画,写測修正,5000,34.8KM2,徳島工事事務所助言610617H0012,アジア航測(株),"61.06.10,61.08.20",610479
徳島県,"貞光町,鴨島町,",郵便地図調整,編集,10000,329.1KM2,四国郵政局助言610731H0021,直営,"61.08.18,61.09.23",
香川県,"満濃町,",道路計画,"基準点,水準","3級,,3級","11point,6.5km",香川工事事務所助言611211H0055,(株)五星測研,"61.12.11,62.03.20",
香川県,"庵治町,",森林計画,基準点,3級,12point,高知営林局助言610421H0004,直営,"61.05.12,61.09.30",
香川県,"高松市,",地盤変動調査,水準,1級,17.9km,香川県助言610903H0036,太平測量(株),"61.10.01,61.12.25",611059
香川県,"善通寺市,",都市計画,"撮影,写測修正,写測修正","12500,,2500,,10000","52.0KM2,23.5KM2,23.5KM2",香川県善通寺市助言610827H0031,アジア航測(株),"61.08.20,61.10.30",611010
香川県,"高松市,",文化財調査,"撮影,写測図化","7000,,1000","7.8KM2,0.8KM2",香川県高松市助言611023H0051,朝日航洋(株),"61.11.10,61.12.20",611406
香川県,"高松市,",下水道計画,写測図化,500,1.0KM2,香川県高松市助言610721H0017,国際航業(株),"61.07.14,62.01.08",
香川県,"琴南町,",ダム計画,写測図化,5000,10.0KM2,香川工事事務所助言610917H0041,国際航業(株),"61.09.10,61.10.31",611136
香川県,"内海町,",ダム計画,写測図化,1000,4.2KM2,香川県土庄土木事務所助言620224H0069,国際航業(株),"62.02.20,62.03.25",611955
香川県,"綾歌町,",道路計画,写測図化,1000,0.6KM2,香川工事事務所助言611009H0047,朝日航洋(株),"61.10.09,61.11.28",
香川県,"綾南町,",道路計画,写測図化,1000,0.3KM2,香川工事事務所助言620224H0068,朝日航洋(株),"62.02.21,62.03.29",
香川県,"三野町,高瀬町,",郵便地図調整,編集,10000,329.1KM2,四国郵政局助言610731H0021,直営,"61.08.18,61.09.23",
香川県,"高松市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,504.0KM2,260.0KM2",四国郵政局助言610917H0040,直営,"61.09.29,61.11.30",
愛媛県,"一本松町,",道路改築計画,"基準点,基準点","3級,,4級","3point,1.5km",大洲工事事務所助言610911H0037,(株)富士建設コンサルタント,"61.09.20,62.03.20",
愛媛県,"柳谷村,",路線整備,"撮影,写測図化,写測図化","25000,,1000,,5000","53.0KM2,0.4KM2,10.0KM2",中村工事事務所助言610517H0006,国際航業(株),"61.05.12,61.08.31",610163*
愛媛県,"松山市,",松山市民野外活動センター等計画,"撮影,写測図化","4000,,500","2.4KM2,1.0KM2",愛媛県松山市助言610626H0015,(株)パスコ,"61.06.25,61.07.10",
愛媛県,"八幡浜市,大洲市,五十崎町,肱川町,河辺村,明浜町,宇和町,野村町,城川町,吉田町,広見町,日吉村,",森林計画,撮影,16000,571.0KM2,愛媛県助言610731H0020,(株)パスコ,"61.06.13,61.10.31",610823
愛媛県,"松山市,",松山市1/500地形図修正,"撮影,写測修正","4000,,500","44.3KM2,38.1KM2",愛媛県松山市助言610826H0027,(株)パスコ,"61.09.01,62.03.25",610941
愛媛県,"丹原町,",ダム計画,"撮影,写測図化","12500,,2500","19.5KM2,6.0KM2",愛媛県助言620123H0062,(株)パスコ,"62.01.21,62.03.05",611870
愛媛県,"八幡浜市,",都市計画,"撮影,写測修正","30000,,10000","95.9KM2,6.5KM2",愛媛県八幡浜市助言610811H0023,アジア航測(株),"61.08.01,61.09.30",610856
愛媛県,"東予市,",都市計画図の修正,"撮影,写測修正","15000,,2500","118.1KM2,47.0KM2",愛媛県東予市助言611219H0057,(株)パスコ四国支店,"61.12.03,62.02.06",611761
愛媛県,"松山市,伊予市,重信町,川内町,砥部町,",道路計画,"カラー撮影,写測図化","7000,,1000","36.0KM2,11.0KM2",日本道路公団高松建設局松山工事事務所助言610917H0042,"(株)パスコ,アジア航測(株)","61.08.27,61.12.24",611138
愛媛県,"今治市,吉海町,宮窪町,伯方町,",道路計画,カラー撮影,7000,30.9KM2,本州四国連絡橋公団第三建設局今治工事事務所助言610901H0034,アジア航測(株),"61.08.27,61.09.30",611033
愛媛県,"伊方町,",かんがい排水事業計画平面図作成,写測図化,1000,3.5KM2,愛媛県八幡浜地方局助言611007H0046,国際航業(株),"61.09.13,61.12.11",611256
愛媛県,"西条市,",下水道計画,写測図化,500,1.7KM2,愛媛県西条市助言610616H0011,(株)パスコ,"61.06.10,61.08.31",
愛媛県,"西条市,",下水道計画,写測図化,500,0.5KM2,愛媛県西条市助言611211H0056,(株)パスコ,"61.11.28,62.02.25",
愛媛県,"伊予市,",道路計画,写測図化,1000,0.2KM2,松山工事事務所助言610612H0009,アジア航測(株),"61.05.19,61.07.31",
愛媛県,"今治市,吉海町,",道路計画,写測修正,1000,7.2KM2,本州四国連絡橋公団第三建設局今治工事事務所助言620108H0061,アジア航測(株),"61.12.02,62.02.10",
愛媛県,"宇和町,上浦町,大三島町,松山市,",郵便地図調整,編集,10000,329.1KM2,四国郵政局助言610731H0021,直営,"61.08.18,61.09.23",
愛媛県,"伯方町,岩城村,西条市,大西町,保内町,伊方町,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,504.0KM2,260.0KM2",四国郵政局助言610917H0040,直営,"61.09.29,61.11.30",
愛媛県,"西条市,",郵便地図調整,編集,10000,63.0KM2,四国郵政局助言620221H0067,直営,"62.03.23,62.03.30",
高知県,"高知市,",土地区画整理,基準点,2級,10point,高知県高知市助言610414H0002,昭和測量工業(株),"61.04.17,61.10.31",
高知県,"高知市,",土地区画整理,"基準点,水準","2級,,3級","6point,3point",高知県高知市助言610901H0032,昭和測量工業(株),"61.09.10,62.01.20",
高知県,"土佐市,須崎市,",道路改良計画,"基準点,基準点,水準","3級,,4級,,4級","4point,1.3km,1.3km",土佐国道工事事務所助言611013H0048,(株)四電技術コンサルタント,"61.10.06,62.02.28",
高知県,"檮原町,大方町,中村市,",路線整備,"撮影,写測図化,写測図化","25000,,1000,,5000","53.0KM2,0.4KM2,10.0KM2",中村工事事務所助言610517H0006,国際航業(株),"61.05.12,61.08.31",610163*
高知県,"中村市,宿毛市,",道路計画,"撮影,撮影","4000,,12500","2.8KM2,136.3KM2",中村工事事務所助言620306H0070,朝日航洋(株),"62.02.25,62.03.31",611982
高知県,"高知市,南国市,伊野町,",道路計画,"カラー撮影,写測図化","7000,,1000","52.5KM2,9.5KM2",日本道路公団高松建設局高知工事事務所助言610911H0039,朝日航洋(株),"61.09.05,61.12.23",611110
高知県,"土佐市,",道路台帳,写測図化,1000,0.2KM2,高知県土佐市助言620212H0063,国際航業(株),"62.02.01,62.06.30",
高知県,"東洋町,土佐清水市,",港湾計画平面図作成,"写測図化,写測修正","2500,,2500","1.5KM2,1.8KM2",高知県助言610818H0025,(株)パスコ,"61.08.11,61.10.02",
高知県,"土佐山田町,香北町,",発電所及び貯水池の管理図作成,"写測図化,基準点","500,,1級","0.1KM2,8.6km",高知県企業局助言610612H0010,アジア航測(株),"61.06.10,62.01.23",
高知県,"佐賀町,",公園計画,写測図化,500,0.2KM2,高知県中村土木事務所助言611020H0050,アジア航測(株),"61.10.06,61.12.27",
高知県,"中村市,大方町,大方町,",開拓計画,写測図化,1000,3.3KM2,中国四国農政局高知西南開拓建設事業所助言620217H0064,復建調査設計(株),"62.02.07,62.03.25",
高知県,"土佐清水市,大月町,",開拓計画,写測図化,1000,3.4KM2,中国四国農政局高知西南開拓建設事業所助言620217H0065,(株)荒谷建設コンサルタント,"62.02.08,62.03.25",
高知県,"安芸市,池川町,仁淀村,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,504.0KM2,260.0KM2",四国郵政局助言610917H0040,直営,"61.09.29,61.11.30",
福岡県,"中間市,鞍手町,",土地区画整理,基準点,2級,2point,地域振興整備公団九州支部助言620119I0107,九州測量設計(株),"62.01.12,62.02.12",
福岡県,"前原町,",道路台帳,基準点,3級,23point,福岡県道路公社助言620323I0126,東亜測量(株),"62.03.23,62.03.25",
福岡県,"福岡市,",都市計画,"基準点,平板","3級,,250","2point,2.0KM2",福岡県福岡市助言610522I0008,大正測量設計(株),"61.05.26,61.06.22",
福岡県,"柳川市,大川市,大和町,三橋町,高田町,",地盤変動調査,水準,1級,62.0km,福岡県助言620108I0105,高崎測量設計(株),"61.12.27,62.03.25",611825
福岡県,"大牟田市,柳川市,大川市,大和町,三橋町,高田町,",地盤変動調査,水準,1級,125.0km,福岡県筑後農林事務所助言620216I0112,高崎測量設計(株),"62.02.18,62.03.19",611950*
福岡県,"久留米市,",地盤変動調査,水準,1級,8.2km,福岡県久留米市助言620216I0114,大成測量設計(株),"62.02.18,62.03.15",611952
福岡県,"春日市,",道路台帳,"撮影,撮影,写測修正","4000,,12500,,500","14.2KM2,14.2KM2,7.2KM2",福岡県春日市助言610418I0003,アジア航測(株),"61.06.01,61.09.30",610349
福岡県,"椎田町,",ほ場整備,"撮影,写測図化","8000,,1000","10.9KM2,2.7KM2",福岡県椎田町助言611117I0083,アジア航測(株),"61.11.17,62.01.22",611655
福岡県,"直方市,",石炭鉱害復旧計画,"撮影,空三","4000,,","8.9KM2,29M",石炭鉱害事業団九州支部助言620226I0118,アジア航測(株),"62.03.01,62.03.31",
