都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,作業機関,実施時期,附図番号
和歌山県,"龍神村,花園村,高野町,",道路台帳,"撮影,写測図化","8000,,1000","40.9KM2,2.1KM2",和歌山県,玉野総合コンサルタント(株)600128F1130,"59.12.25,60.03.20",
和歌山県,"すさみ町,串本町,古座川町,古座町,",道路台帳,"撮影,空三","4000,,","260.0KM2,191M",和歌山県,関西航測(株)591015F1078,"59.08.24,59.12.20",
和歌山県,"日置川町,",道路台帳,"撮影,写測図化","8000,,1000","136.1KM2,4.6KM2",和歌山県日置川町,和歌山航測(株)590725F1039,"59.07.05,59.12.31",590463
和歌山県,"南部川村,田辺市,上富田町,白浜町,日置川町,すさみ町,大塔村,中辺路町,龍神村,本宮町,古座川町,",森林調査,"撮影,空三","20000,,","850.0KM2,192M",大阪国税局,日本工事測量(株)590912F1057,"59.09.13,60.03.31",590856
和歌山県,"橋本市,",道路台帳,"撮影,写測図化","8000,,1000","107.9KM2,11.8KM2",和歌山県橋本市,朝日航洋(株)600208F1131,"60.01.21,61.03.31",591695
和歌山県,"南部川村,",道路台帳,写測図化,1000,6.0KM2,和歌山県南部川村,国際航業(株)591015F1073,"59.07.13,60.03.31",
和歌山県,"田辺市,白浜町,中辺路町,上富田町,日置川町,大塔村,",道路台帳,写測図化,1000,13.8KM2,和歌山県,サンヨー開発測量(株)591015F1075,"59.08.24,59.12.20",
和歌山県,"すさみ町,串本町,古座川町,古座町,",道路台帳,写測図化,1000,8.2KM2,和歌山県,玉野総合コンサルタント(株)591015F1079,"59.08.24,59.12.10",
和歌山県,"新宮市,本宮町,熊野川町,北山村,那智勝浦町,太地町,",道路台帳,写測図化,1000,9.2KM2,和歌山県,(株)日建技術コンサルタント591015F1081,"59.08.25,59.12.20",
和歌山県,"御坊市,由良町,日高町,美浜町,川辺町,中津村,南部町,南部川村,印南町,",道路台帳,写測図化,1000,13.7KM2,和歌山県,和歌山航測(株)591015F1077,"59.08.24,59.12.20",
和歌山県,"和歌山市,九度山町,かつらぎ町,吉備町,",郵便地図調整,"編集,編集,編集","5000,,25000,,10000","168.0KM2,453.4KM2,402.0KM2",近畿郵政局,直営590509F1013,"59.06.01,59.11.25",
鳥取県,"鳥取市,",都市開発整備,"基準点,撮影,写測図化","2級,,3000,,500","20point,7.5KM2,3.9KM2",地域振興整備公団鳥取都市開発事務所,国際航業(株)590413G0066,"59.04.13,59.07.31",590170
鳥取県,"鳥取市,",道路台帳,"基準点,撮影,撮影,写測図化,写測図化","3級,,4000,,8000,,500,,1000","10point,159.0KM2,79.0KM2,47.4KM2,7.1KM2",鳥取県鳥取市,(株)大阪写真測量所590702G0130,"59.06.25,61.12.20",590220
鳥取県,"佐治村,",国有林境界調査,基準点,簡級,5point,大阪営林局,"直営,西谷技術コンサルタント(株)590404G0054","59.04.15,59.12.10",
鳥取県,"鳥取市,",地盤変動調査,水準,1級,23.1km,鳥取県,(株)八州590702G0131,"59.07.05,59.07.20",590221
鳥取県,"米子市,境港市,",干拓事業,水準,2級,70.0km,中国四国農政局中海干拓事務所,(有)中国開発コンサルタント590605G0101,"59.06.01,59.08.05",
鳥取県,"青谷町,",農地開発,平板,500,0.1KM2,鳥取県青谷町,椿測量設計(株)590713G0136,"59.07.16,59.09.30",
鳥取県,"気高町,",道路計画,"撮影,写測図化","12500,,2500","13.2KM2,4.1KM2",鳥取工事事務所,国際航業(株)590907G0159,"59.08.02,59.11.30",
鳥取県,"倉吉市,羽合町,東郷町,北条町,関金町,",河川管理,撮影,12500,119.0KM2,倉吉工事事務所,(株)パスコ590921G0163,"59.09.21,59.11.30",590924
鳥取県,"米子市,境港市,",港湾計画,"撮影,写測修正","12500,,2500","22.9KM2,12.0KM2",第三港湾建設局境港工事事務所,アジア航測(株)591224G0197,"59.12.27,60.03.25",591425
鳥取県,"船岡町,八東町,若桜町,用瀬町,佐治村,智頭町,",森林計画,撮影,16000,572.0KM2,鳥取県,(株)大阪写真測量所590507G0080,"59.04.28,59.09.30",590175
鳥取県,"米子市,西伯町,",河川計画,"空三,写測図化",",,2500","14M,9.7KM2",倉吉工事事務所,(株)パスコ591205G0189,"59.11.20,60.03.30",591375
鳥取県,"関金町,",砂防計画,写測図化,5000,53.0KM2,倉吉工事事務所,(株)パスコ590905G0158,"59.09.03,60.01.15",590718
鳥取県,"名和町,",農村整備モデル,写測修正,5000,45.5KM2,鳥取県名和町,西日本建設コンサルタント(株)590627G0124,"59.06.19,59.07.31",590216
島根県,"六日市町,",ほ場整備,"基準点,平板","2級,,500","4point,0.3KM2",島根県六日市町,(有)松江測地社590613G0109,"59.06.15,59.09.28",
島根県,"松江市,美保関町,八束町,",農地開発,"基準点,基準点","2級,,3級","7point,11point",農林水産省中国四国農政局中海干拓事務所,若鈴コンサルタンツ(株)591015G0172,"59.10.12,59.12.10",
島根県,"松江市,安来市,東出雲町,美保関町,八束町,",干拓事業,水準,2級,70.0km,中国四国農政局中海干拓事務所,(有)中国開発コンサルタント590605G0101,"59.06.01,59.08.05",
島根県,"大田市,",道路台帳,"撮影,写測図化","8000,,1000","333.2KM2,26.3KM2",島根県大田市,"国際航業(株),(有)大田測量設計590412G0060","59.01.19,60.12.20",590163
島根県,"松江市,",道路台帳,"撮影,写測修正","4000,,500","50.0KM2,2.4KM2",島根県松江市,"国際航業(株),日発技研(株)600114G0004","59.11.01,60.03.20",591507
島根県,"松江市,",都市計画,"撮影,写測修正","25000,,5000","175.2KM2,35.0KM2",島根県松江市,"国際航業(株),日発技研(株)600114G0005","59.11.01,60.03.20",591508
島根県,"頓原町,",道路計画,"撮影,写測図化","8000,,1000","11.6KM2,0.6KM2",松江国道工事事務所,(株)パスコ591023G0177,"59.10.16,59.12.10",
島根県,"六日市町,",道路台帳,"撮影,写測図化","8000,,1000","311.9KM2,4.6KM2",島根県六日市町,アジア航測(株)590507G0078,"59.05.10,59.12.25",590174
島根県,"浜田市,益田市,江津市,美保関町,仁多町,羽須美村,石見町,旭町,三隅町,匹見町,日原町,",道路台帳,"撮影,写測図化","8000,,1000","226.9KM2,4.6KM2",島根県,アジア航測(株)591001G0164,"59.09.04,60.02.28",590925
島根県,"安来市,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,4000,,1000,,500","94.8KM2,17.2KM2,10.4KM2,3.9KM2",島根県安来市,大成測量設計(株)590718G0138,"59.06.30,61.02.10",590406
島根県,"広瀬町,",道路台帳,"撮影,写測図化","8000,,1000","248.0KM2,6.1KM2",島根県広瀬町,西日本建設コンサルタント(株)590702G0128,"59.06.13,60.02.28",590219
島根県,"平田市,",宅地開発,"撮影,写測図化","4000,,500","0.7KM2,0.3KM2",島根県平田市,ワールド航空事業(株)590620G0119,"59.05.30,59.07.31",
島根県,"平田市,",下水道計画,"空三,写測図化",",,500","8M,0.2KM2",島根県平田市,ワールド航空事業(株)590521G0089,"59.04.24,59.06.30",
島根県,"三隅町,",港湾計画,"写測図化,空三","5000,,","39.7KM2,11M",運輸省第三港湾建設局境港工事事務所,(株)パスコ591011G0170,"59.10.22,60.01.31",590931
島根県,"安来市,",道路計画,写測図化,1000,1.3KM2,松江国道工事事務所,大成測量設計(株)591224G0196,"59.12.21,60.03.20",
島根県,"頓原町,",ほ場整備,写測図化,1000,2.1KM2,財団法人島根県農業開発公社,ワールド航空事業(株)590613G0111,"59.05.23,59.07.11",
島根県,"松江市,安来市,東出雲町,玉湯町,",河川管理,写測修正,2500,3.4KM2,出雲工事事務所,(株)パスコ600129G0009,"60.01.23,60.03.30",
岡山県,"岡山市,",道路計画,"基準点,水準","1級,,3級","4point,7.0km",日本道路公団広島建設局岡山工事事務所,大東測量設計(株)591018G0175,"59.10.20,60.01.20",
岡山県,"岡山市,",道路計画,"基準点,水準,水準","1級,,2級,,3級","6point,1.5km,6.8km",日本道路公団広島建設局岡山工事事務所,(株)八雲建設コンサルタント590613G0105,"59.05.08,59.08.05",
岡山県,"岡山市,",道路計画,"基準点,平板","3級,,250","7point,0.1KM2",岡山県岡山市,(株)八雲建設コンサルタント590521G0092,"59.06.01,59.07.30",
岡山県,"岡山市,",都市計画,"基準点,撮影,写測図化","3級,,4000,,500","5point,3.2KM2,0.2KM2",岡山県岡山市,朝日航洋(株)591128G0186,"59.12.01,60.03.20",
岡山県,"新見市,",道路台帳,"水準,撮影,写測図化,写測修正","3級,,8000,,1000,,1000","95.0km,460.8KM2,7.0KM2,1.5KM2",岡山県新見市,"国際航業(株),共同測量設計(株)590611G0107","59.05.25,61.05.25",590208
岡山県,"湯原町,",道路台帳,"撮影,写測図化","8000,,1000","142.3KM2,3.6KM2",岡山県湯原町,国際航業(株)591108G0180,"59.11.10,60.10.31",591147
岡山県,"吉井町,",道路台帳,"撮影,写測図化","8000,,1000","87.0KM2,11.4KM2",岡山県吉井町,国際航業(株)591215G0193,"59.05.01,60.03.30",591379
岡山県,"岡山市,",文化財調査,"撮影,写測図化","4000,,500","0.7KM2,0.2KM2",岡山県岡山市,国際航業(株)600114G0002,"59.12.20,60.03.01",
岡山県,"津山市,",都市計画,"撮影,写測図化","4000,,500","1.6KM2,0.3KM2",岡山県津山市,(株)パスコ590717G0137,"59.07.01,59.11.30",
岡山県,"岡山市,",道路台帳,"撮影,空三,写測図化","8000,,,,1000","510.0KM2,691M,1.7KM2",岡山県岡山市,(株)パスコ590912G0161,"59.10.01,60.03.31",590922
岡山県,"玉野市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","46.0KM2,57.0KM2,7.1KM2,3.2KM2",岡山県玉野市,(株)パスコ591029G0179,"59.10.29,61.03.31",591146
岡山県,"岡山市,山陽町,",文化財調査,"撮影,写測図化","4000,,500","3.0KM2,0.3KM2",岡山県総務部県史編纂室,(株)パスコ600209G0015,"60.01.30,60.03.31",
岡山県,"芳井町,",都市計画,"撮影,写測図化","12500,,2500","177.8KM2,80.8KM2",岡山県芳井町,日本航業(株)590521G0091,"59.06.01,59.11.30",590180
岡山県,"新見市,大佐町,神郷町,哲多町,哲西町,美甘村,新庄村,勝山町,",森林計画,撮影,16000,604.0KM2,岡山県,日本航業(株)590523G0094,"59.05.09,59.08.31",590183
岡山県,"鴨方町,",都市計画,"撮影,写測修正","12500,,2500","63.0KM2,36.4KM2",岡山県鴨方町,西日本建設コンサルタント(株)590521G0087,"59.05.01,59.08.31",590177
岡山県,"高梁市,",道路台帳,"撮影,写測図化","8000,,1000","229.0KM2,16.1KM2",岡山県高梁市,西日本建設コンサルタント(株)590521G0088,"59.05.17,61.06.30",590178
岡山県,"里庄町,",道路台帳,"撮影,写測図化","8000,,1000","27.0KM2,2.2KM2",岡山県里庄町,西日本建設コンサルタント(株)590713G0134,"59.07.01,60.03.15",590402
岡山県,"清音村,",道路台帳,"撮影,写測図化","8000,,1000","24.0KM2,3.0KM2",岡山県清音村,西日本建設コンサルタント(株)590817G0148,"59.07.20,60.02.28",590700
岡山県,"金光町,",道路台帳,"撮影,写測図化","8000,,1000","35.0KM2,4.9KM2",岡山県金光町,西日本建設コンサルタント(株)591112G0182,"59.07.13,60.02.28",591149
岡山県,"賀陽町,",都市計画,"撮影,写測修正","10000,,2500","128.0KM2,7.6KM2",岡山県賀陽町,西日本建設コンサルタント(株)600128G0006,"59.12.20,60.03.25",591589
岡山県,"久米南町,",道路台帳,"撮影,写測図化","8000,,1000","133.0KM2,12.0KM2",岡山県久米南町,西日本建設コンサルタント(株)600201G0010,"59.12.01,62.03.10",591593
岡山県,"柵原町,",道路台帳,"撮影,写測図化","8000,,1000","115.0KM2,7.9KM2",岡山県柵原町,西日本建設コンサルタント(株)600201G0011,"59.12.25,60.12.20",591594
岡山県,"倉敷市,",下水道台帳,"撮影,写測図化","4000,,500","1.7KM2,0.4KM2",岡山県倉敷市,朝日航洋(株)591217G0194,"59.12.01,60.03.15",
岡山県,"長船町,",道路台帳,"カラー撮影,写測図化","8000,,1000","29.3KM2,6.0KM2",岡山県長船町,国際航業(株)591119G0183,"59.10.25,60.10.24",591273
岡山県,"岡山市,",文化財調査,"カラー撮影,写測図化","8000,,1000","6.8KM2,1.2KM2",岡山県岡山市,国際航業(株)600225G0023,"60.02.01,60.03.20",
岡山県,"笠岡市,里庄町,",道路計画,"空三,写測図化",",,1000","9M,1.4KM2",岡山国道工事事務所,国際航業(株)600205G0012,"60.01.25,60.03.27",
岡山県,"笠岡市,",下水道計画,"空三,写測図化",",,500","13M,0.5KM2",岡山県笠岡市,(株)パスコ600305G0027,"60.03.05,60.03.25",
岡山県,"井原市,",道路台帳,"空三,写測図化",",,1000","168M,19.6KM2",岡山県井原市,西日本建設コンサルタント(株)600114G0003,"59.12.06,61.11.30",591505
岡山県,"川上村,",道路台帳,"空三,写測図化",",,1000","132M,3.5KM2",岡山県川上村,大島測量設計(株)590727G0143,"59.07.25,60.12.10",
岡山県,"岡山市,",宅地開発,写測図化,1000,1.1KM2,岡山県岡山市,(株)パスコ600305G0026,"60.03.10,60.04.30",
岡山県,"作東町,",都市計画,"写測図化,編集","2500,,5000","55.0KM2,52.9KM2",岡山県作東町,日本航業(株)590627G0123,"59.06.26,59.09.15",590215
岡山県,"哲多町,",ほ場整備,写測図化,1000,0.3KM2,岡山県哲多町,西日本建設コンサルタント(株)590611G0103,"59.06.01,59.06.30",
岡山県,"美星町,",土地改良,写測図化,1000,2.5KM2,岡山県井笠地方振興局,西日本建設コンサルタント(株)591126G0185,"59.10.17,60.01.31",
岡山県,"建部町,",道路台帳,写測図化,1000,9.1KM2,岡山県建部町,西日本建設コンサルタント(株)591129G0188,"59.10.09,61.03.31",
岡山県,"美星町,",土地改良,写測図化,1000,3.0KM2,岡山県井笠地方振興局,朝日航洋(株)590627G0125,"59.06.23,59.08.10",
岡山県,"奥津町,",ダム計画,写測図化,1000,2.5KM2,苫田ダム工事事務所,朝日航洋(株)590828G0153,"59.08.24,59.11.30",
岡山県,"美星町,",土地改良,写測図化,1000,3.5KM2,岡山県井笠地方振興局,朝日航洋(株)590905G0156,"59.08.17,59.10.31",
広島県,"呉市,",道路台帳,"基準点,水準,撮影,写測図化,写測図化,写測図化","2級,,3級,,8000,,2500,,1000,,1000","16point,90.0km,162.0KM2,145.2KM2,32.2KM2,3.7KM2",広島県呉市,アジア航測(株)590611G0104,"59.06.25,62.01.31",590205
広島県,"三良坂町,",ダム計画,"基準点,基準点,水準,平板","2級,,3級,,2級,,500","9point,11point,20.0km,0.3KM2",江の川総合開発調査事務所,"復建調査設計(株),(有)大成エンジニアリング591018G0174","59.10.18,60.03.30",
広島県,"東広島市,",土地造成計画,"基準点,水準","2級,,3級","18point,10point",地域振興整備公団賀茂学園都市開発事務所,(株)陸地コンサルタント590529G0096,"59.06.01,59.09.30",
広島県,"広島市,",道路計画,基準点,2級,12point,広島県広島市,中電技術コンサルタント(株)590611G0106,"59.05.07,60.02.28",
広島県,"広島市,",国有林境界調査,基準点,簡級,5point,大阪営林局,"直営,西谷技術コンサルタント(株)590404G0054","59.04.15,59.12.10",
広島県,"広島市,",下水道計画,水準,2級,7.6km,広島県太田川流域下水道事務所,西日本調査設計(株)590709G0132,"59.07.12,59.09.30",
広島県,"府中市,",河川管理,水準,3級,11.4km,福山工事事務所,中国技術工業(株)590903G0155,"59.09.15,60.01.31",
広島県,"豊栄町,",道路台帳,"撮影,写測図化,写測修正","8000,,1000,,1000","72.9KM2,4.8KM2,2.4KM2",広島県豊栄町,国際航業(株)590412G0062,"58.12.21,59.11.30",590164
広島県,"府中市,",道路台帳,"撮影,写測図化","8000,,1000","112.0KM2,11.6KM2",広島県府中市,国際航業(株)590426G0076,"59.03.26,60.09.30",590172
広島県,"宮島町,",都市計画,"撮影,写測図化,編集","12500,,2500,,10000","30.2KM2,30.2KM2,30.2KM2",広島県宮島町,国際航業(株)590515G0083,"59.05.01,59.10.31",590176
広島県,"甲奴町,",道路台帳,"撮影,写測図化,写測修正","8000,,1000,,1000","65.2KM2,3.3KM2,0.1KM2",広島県甲奴町,国際航業(株)591015G0171,"59.09.19,60.02.28",591056
広島県,"広島市,",道路台帳,"撮影,写測図化","8000,,1000","22.5KM2,14.6KM2",広島県広島市,(株)パスコ590417G0069,"59.04.25,60.03.31",590171
広島県,"東広島市,",土地造成計画,"撮影,写測図化,写測図化","3000,,500,,1000","5.0KM2,1.8KM2,1.5KM2",地域振興整備公団賀茂学園都市開発事務所,(株)パスコ590702G0127,"59.07.10,59.11.30",590218
広島県,"広島市,",道路計画,"撮影,写測図化","8000,,1000","5.0KM2,0.9KM2",広島県広島市,(株)パスコ591019G0176,"59.09.26,59.11.15",591061
広島県,"向島町,",道路台帳,"撮影,撮影,写測図化","8000,,25000,,1000","18.6KM2,18.6KM2,2.4KM2",広島県向島町,(株)パスコ600205G0013,"60.01.16,60.12.20",591669
広島県,"広島市,",道路平面図,"撮影,写測図化","8000,,1000","13.6KM2,0.4KM2",広島県広島市,(株)パスコ600220G0020,"60.02.25,60.03.31",591676
広島県,"三次市,庄原市,高宮町,甲田町,世羅町,世羅西町,上下町,総領町,甲奴町,油木町,神石町,豊松村,三和町,福山市,豊栄町,吉舎町,三良坂町,三和町,",森林計画,撮影,16000,1047.0KM2,広島県,アジア航測(株)590501G0077,"59.04.30,59.05.30",590173
広島県,"大竹市,",道路台帳,"撮影,撮影,写測図化","8000,,20000,,1000","170.0KM2,182.0KM2,4.4KM2",広島県大竹市,日本航業(株)590613G0110,"59.06.06,60.03.11",590210
広島県,"庄原市,",道路台帳,"撮影,写測図化","8000,,1000","302.6KM2,10.8KM2",広島県庄原市,(株)広島航測コンサルタント590828G0152,"59.07.10,60.03.25",590705
広島県,"安浦町,",道路台帳,"撮影,写測図化","8000,,1000","64.3KM2,3.7KM2",広島県安浦町,(株)広島航測コンサルタント600225G0021,"59.05.01,60.03.10",591677
広島県,"廿日市町,",都市計画,"カラー撮影,写測修正,写測修正","10000,,2500,,10000","47.0KM2,3.8KM2,4.7KM2",広島県廿日市町,国際航業(株)591220G0195,"59.12.03,60.03.20",591423
広島県,"上下町,",都市計画,写測図化,2500,5.8KM2,広島県上下町,(株)パスコ600301G0024,"60.02.22,60.03.31",591740
広島県,"庄原市,",公園計画,写測図化,1000,1.8KM2,国営備北丘陵公園工事事務所,アジア航測(株)591016G0173,"59.11.01,59.12.25",
広島県,"三原市,",道路台帳,写測図化,1000,14.1KM2,広島県三原市,(株)広島航測コンサルタント590627G0121,"59.08.01,61.03.30",
広島県,"下蒲刈町,",道路台帳,写測図化,1000,2.4KM2,広島県下蒲刈町,(株)広島航測コンサルタント600129G0008,"59.10.11,60.03.31",
広島県,"河内町,本郷町,",道路計画,写測図化,1000,3.6KM2,広島県,(株)広島航測コンサルタント600215G0016,"60.02.10,60.03.25",
広島県,"安浦町,",都市計画,写測図化,2500,9.3KM2,広島県安浦町,(株)広島航測コンサルタント600225G0022,"59.05.01,60.03.10",591678
広島県,"向島町,",都市計画,写測修正,2500,3.7KM2,広島県向島町,(株)パスコ600218G0019,"60.01.16,60.12.20",
山口県,"下関市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","2point,2.6km,0.2KM2",山口県下関市,復建調査設計(株)600216G0017,"60.02.16,60.03.21",
山口県,"豊北町,",土地改良,"基準点,写測図化","2級,,1000","1point,0.1KM2",中国四国農政局豊北開拓建設事業所,(株)八雲建設コンサルタント591212G0190,"59.12.11,60.01.30",
山口県,"小野田市,",宅地開発,"基準点,水準,平板","2級,,3級,,1000","4point,4point,0.6KM2",地域振興整備公団宇部支所,(株)宇部セントラルコンサルタント600129G0007,"59.12.17,60.02.16",
山口県,"豊北町,",土地改良,"基準点,写測図化","2級,,1000","1point,0.1KM2",中国四国農政局豊北開拓建設事業所,都コンサルタント(株)591212G0191,"59.12.13,60.01.28",
山口県,"小郡町,",都市計画,"撮影,写測図化,写測図化,編集","12500,,2500,,10000,,10000","70.0KM2,21.0KM2,13.3KM2,21.0KM2",山口県小郡町,国際航業(株)590605G0102,"59.05.18,59.08.20",590190
山口県,"徳地町,",ほ場整備,"撮影,写測図化","8000,,1000","13.5KM2,2.3KM2",山口県徳地町,国際航業(株)590620G0118,"59.06.11,59.11.30",590212
山口県,"阿知須町,",ほ場整備,"撮影,写測図化","8000,,1000","16.5KM2,7.0KM2",山口県阿知須町,国際航業(株)590808G0146,"59.08.01,60.01.31",590701
山口県,"下関市,",かんがい排水,"撮影,写測図化","12500,,2500","12.0KM2,0.7KM2",山口県下関市,国際航業(株)591215G0192,"59.11.11,60.01.31",
山口県,"徳山市,",道路台帳,"撮影,写測図化,編集","4000,,500,,500","33.0KM2,4.6KM2,12.0KM2",山口県徳山市,(株)パスコ591002G0166,"59.09.01,60.03.25",590927
山口県,"下関市,",都市計画,"撮影,撮影","12500,,30000","200.0KM2,250.0KM2",山口県下関市,(株)パスコ600209G0014,"60.02.01,60.03.22",591670
山口県,"菊川町,",道路台帳,"撮影,写測図化","8000,,1000","117.0KM2,3.4KM2",山口県菊川町,アジア航測(株)590530G0097,"59.05.20,60.03.30",590186
山口県,"小野田市,",都市計画,"撮影,写測修正","12500,,2500","60.0KM2,42.8KM2",山口県小野田市,アジア航測(株)590530G0099,"59.05.15,59.08.31",590187
山口県,"小野田市,",下水道台帳,"撮影,写測図化","4000,,500","6.6KM2,1.0KM2",山口県小野田市,アジア航測(株)590530G0100,"59.05.20,59.08.31",
山口県,"新南陽市,",道路台帳,"撮影,写測図化","8000,,1000","40.0KM2,1.9KM2",山口県新南陽市,朝日航洋(株)590713G0135,"59.07.10,60.02.28",590403
山口県,"宇部市,",都市計画,"撮影,撮影,写測図化,写測図化,編集","12500,,30000,,2500,,10000,,10000","240.0KM2,207.0KM2,112.0KM2,96.0KM2,112.0KM2",山口県宇部市,朝日航洋(株)590831G0154,"59.08.10,60.03.25",590714
山口県,"下関市,",下水道台帳,写測図化,500,0.4KM2,山口県下関市,(株)パスコ590731G0145,"59.07.10,59.12.20",
山口県,"防府市,",下水道台帳,写測図化,500,0.4KM2,山口県防府市,(株)パスコ590817G0147,"59.07.23,59.12.20",
山口県,"下関市,",道路台帳,写測図化,1000,39.7KM2,山口県下関市,(株)パスコ591112G0181,"59.11.01,60.03.20",591148
山口県,"防府市,",道路台帳,"写測図化,平板・修正","500,,500","0.1KM2,0.4KM2",山口県防府市,(株)パスコ591226G0198,"59.12.17,60.03.25",
山口県,"防府市,",都市計画,写測図化,500,1.0KM2,山口県防府市,(株)パスコ600109G0001,"59.12.14,60.03.16",
山口県,"下関市,",下水道台帳,写測図化,500,1.1KM2,山口県下関市,(株)パスコ600218G0018,"59.12.27,60.03.25",
山口県,"豊北町,",土地改良,"写測図化,基準点","1000,,2級","0.1KM2,3point",中国四国農政局豊北開拓建設事業所,サンスイコンサルタント(株)591004G0168,"59.10.05,59.12.04",
山口県,"豊北町,",ほ場整備,写測図化,1000,0.3KM2,山口県豊北町,富士測量(株)591119G0184,"59.11.19,59.12.28",
山口県,"旭村,",文化財調査,写測図化,500,0.4KM2,山口県旭村,朝日航洋(株)590730G0144,"59.07.16,60.03.30",
山口県,"徳山市,防府市,下松市,光市,新南陽市,大和町,田布施町,熊毛町,鹿野町,徳地町,",森林計画,写測修正,5000,23.0KM2,山口県,(社)日本林業技術協会590523G0093,"59.05.08,59.07.31",590182
徳島県,"鳴門市,",道路台帳,"基準点,基準点,撮影,写測図化","フリーネット,,2級,,4000,,500","37point,62point,135.2KM2,30.6KM2",徳島県鳴門市,(株)パスコ590522H0188,"59.04.12,63.04.30",590420
徳島県,"板野町,",道路計画,"路線,水準",",,3級","1.5km,1.5km",日本道路公団高松建設所徳島工事事務所,(株)八雲建設コンサルタント590522H0182,"59.05.15,60.03.31",
徳島県,"上勝町,佐那河内村,池田町,",地すべり地調査対策,"撮影,写測図化","12000,,2000","6.0KM2,3.6KM2",徳島県,国際航業(株)590507H0166,"59.05.01,59.06.30",
徳島県,"山城町,",災害山地崩壊地調査,"撮影,写測図化","20000,,5000","72.0KM2,71.5KM2",徳島県,国際航業(株)590528H0206,"59.05.25,59.07.31",590421
徳島県,"小松島市,",道路台帳,"撮影,写測図化","8000,,1000","62.0KM2,8.0KM2",徳島県小松島市,国際航業(株)591022H0414,"59.10.20,60.08.30",591016
徳島県,"神山町,美郷村,",道路台帳,"撮影,写測図化","8000,,1000","7.0KM2,0.3KM2",徳島県,アジア航測(株)591218H0010,"59.11.30,60.01.29",
徳島県,"半田町,貞光町,穴吹町,山川町,美郷村,木屋平村,神山町,木沢村,木頭村,東祖谷山村,一宇村,",森林計画,撮影,16000,423.0KM2,徳島県,(株)大阪写真測量所590416H0147,"59.04.26,59.07.31",590417
徳島県,"松茂町,",都市計画,"撮影,写測図化","12500,,2500","31.8KM2,13.4KM2",徳島県松茂町,中庭測量(株)590531H0216,"59.04.24,59.08.24",590422
徳島県,"那賀川町,",ほ場整備,"写測図化,写測修正,編集","1000,,2500,,2500","0.7KM2,0.6KM2,1.1KM2",徳島県,国際航業(株)600215H0009,"60.01.17,60.02.28",
徳島県,"海南町,",ほ場整備,写測図化,1000,1.3KM2,徳島県海南町,国際航業(株)600312H0014,"60.03.15,60.04.10",
徳島県,"由岐町,牟岐町,",河川台帳,写測図化,2500,1.8KM2,徳島県日和佐土木事務所,アジア航測(株)600122H0003,"59.12.27,60.02.24",
徳島県,"松茂町,北島町,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","14.0KM2,269.8KM2,852.8KM2",四国郵政局,直営590709H0259,"59.07.24,59.09.24",
香川県,"琴南町,",森林計画,基準点,1級,1point,高知営林局,(財)林野弘済会590416H0148,"59.05.25,59.10.10",
香川県,"財田町,",ほ場整備,"水準,写測図化","簡級,,1000","6.0km,1.8KM2",三豊郡財田町土地改良区,(株)五星測研590720H0279,"59.07.10,59.08.20",
香川県,"志度町,",都市計画,"撮影,写測修正","10000,,2500","37.8KM2,8.0KM2",香川県志度町,国際航業(株)590406H0132,"59.04.10,59.05.25",590428
香川県,"満濃町,琴平町,仲南町,",国営公園計画,"撮影,写測図化","12500,,2500","68.0KM2,17.0KM2",四国地方建設局,国際航業(株)590606H0225,"59.06.06,59.10.30",590432
香川県,"坂出市,",博覧会場計画,"撮影,写測図化","8000,,1000","4.7KM2,1.3KM2",財団法人香川県瀬戸大橋架橋記念博覧会協会,国際航業(株)590927H0379,"59.09.30,59.11.30",590848
香川県,"大野原町,",道路台帳,"撮影,写測図化","8000,,1000","19.0KM2,2.4KM2",香川県大野原町,アジア航測(株)591009H0400,"59.10.01,60.03.30",590899
香川県,"白鳥町,大内町,津田町,",道路計画,"撮影,写測図化,写測修正","12500,,2500,,2500","52.5KM2,8.6KM2,11.0KM2",香川工事事務所,アジア航測(株)591122H0005,"59.11.10,60.03.15",591235
香川県,"丸亀市,",下水道台帳,"撮影,写測図化","4000,,500","7.0KM2,2.0KM2",香川県丸亀市,(株)大阪写真測量所590608H0229,"59.06.08,59.12.15",
香川県,"高松市,香川町,塩江町,",河川台帳,"撮影,写測図化","8000,,1000","22.0KM2,1.1KM2",香川県高松土木事務所,(株)五星測研591220H0013,"59.12.01,60.02.08",591381
香川県,"高松市,寒川町,長尾町,三木町,",道路台帳,"撮影,写測図化","8000,,1000","15.2KM2,0.4KM2",香川県中部土地改良事務所,(株)四国調査設計事務所591126H0008,"59.11.24,60.02.23",591279
香川県,"坂出市,",道路台帳,写測図化,1000,0.2KM2,香川県坂出市,国際航業(株)590406H0134,"59.04.09,59.05.31",
香川県,"津田町,",道路計画,写測図化,1000,0.4KM2,香川工事事務所,国際航業(株)591122H0007,"59.11.27,60.01.20",
香川県,"丸亀市,",道路台帳,写測図化,1000,7.9KM2,香川県丸亀市,アジア航測(株)590428H0163,"59.06.01,59.12.15",590430
