都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,備考,2018.01.14修正
北海道,"北竜町,",中山間北竜地区,基準点,3級,4point,助言13.06.13A0081北海道　空知支庁,技研測量設計㈱,"13.06.13
13.06.26",,
北海道,"羽幌町,",地籍調査,基準点,2級,3point,助言13.06.19A0082羽幌町,㈱極東コンサルタント,"13.06.20
13.11.30",,
北海道,"熊石町,",道路計画,基準点,3級,8point,助言13.06.19A0083函館開発建設部,北海道測量事業協同組合,"13.06.19
13.08.20",,
北海道,"津別町,",道路台帳作成,基準点,2級,4point,助言13.06.19A0084網走開発建設部,㈱ドボク管理,"13.06.19
13.09.07",,
北海道,"北村,",江別奈井江線,基準点,3級,6point,助言13.06.19A0085北海道　札幌土木現業所,三和測量㈱,"13.06.19
13.09.03",,
北海道,"長沼町,",恵庭栗山線,"基準点,基準点","2級,,3級","2point,2point",助言13.06.19A0086北海道　札幌土木現業所,協友測量設計㈱,"13.06.19
13.08.27",,
北海道,"長沼町,",町道長沼新道線,"基準点,基準点","2級,,3級","1point,1point",助言13.06.19A0087北海道　札幌土木現業所,フキタ測量設計㈱,"13.06.19
13.09.10",,
北海道,"砂川市,",道路計画,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,9point",助言13.06.19A0088北海道　札幌土木現業所,明成コンサルタント㈱,"13.06.20
13.09.20",,
北海道,"富良野市,",道営ほ場整備事業,基準点,2級,7point,助言13.06.19A0089北海道　上川支庁,"北海道土地改良事業団体連合
会","13.06.19
13.08.30",,
北海道,"厚真町,",ほ場整備共和地区,基準点,3級,5point,助言13.06.19A0090北海道　胆振支庁,㈱みずほ設計事務所,"13.06.20
13.12.10",,
北海道,"帯広市,",地盤沈下状況把握,水準,1級,26km,助言13.06.22A0091帯広市,㈱ズコーシャ,"13.06.25
13.10.31",,
北海道,"深川市,",旭川芦別線,基準点,2級,3point,助言13.06.22A0092北海道　札幌土木現業所,蟻戸測量設計㈱,"13.07.01
13.09.03",,
北海道,"新十津川町,",徳富川改修工事,基準点,3級,5point,助言13.06.22A0093北海道　札幌土木現業所,北武コンサルタント㈱,"13.06.25
13.12.20",,
北海道,"共和町,",河川計画調査,基準点,3級,26point,助言13.06.22A0094北海道　小樽土木現業所,和光技研㈱,"13.06.22
13.07.31",,
北海道,"南茅部町,",磯谷川通常砂防工事,基準点,3級,5point,助言13.06.22A0095北海道　函館土木現業所,明治コンサルタント㈱,"13.06.22
13.10.30",,
北海道,"紋別市,",遠軽雄武線防雪工事,基準点,3級,4point,助言13.06.22A0096北海道　網走土木現業所,㈲網走測量設計社,"13.06.22
13.08.31",,
北海道,"江別市,",かんがい排水南美原,基準点,3級,5point,助言13.06.22A0097北海道　石狩支庁,北王コンサルタント㈱,"13.06.22
13.11.30",,
北海道,"蘭越町,",総合整備事業,"基準点,基準点","3級,,4級","6point,12point",助言13.06.22A0098北海道　後志支庁,パブリックコンサルタント㈱,"13.06.22
13.11.30",,
北海道,"帯広市,",河川計画,基準点,3級,24point,助言13.06.22A0099北海道　十勝支庁,平田技術コンサルタント㈱,"13.06.22
13.08.31",,
北海道,"三石町,",地すべり対策,"撮影,写測図化,平板,水準","4000,,500,,500,,簡級","0.5KM2,0.1KM2,0.1KM2,0.9km",助言13.06.22A0100室蘭開発建設部,北海航測㈱,"13.04.25
13.08.22",,
北海道,"根室市,",根室浜中釧路線用地測量,"基準点,基準点","3級,,4級","7point,36point",助言13.06.22A0101北海道　釧路土木現業所,小林技術コンサルタント㈱,"13.06.25
13.08.31",,
北海道,"沼田町,",改修工事用地測量,基準点,3級,9point,助言13.06.22A0102北海道　札幌土木現業所,㈱三洋コンサルタント,"13.06.22
13.08.06",,
北海道,"虻田町,",用地測量,"基準点,基準点,基準点","2級,,3級,,4級","4point,2point,4point",助言13.06.22A0103北海道　室蘭土木現業所,㈱菅原測量設計,"13.06.25
13.10.31",,
北海道,"比布町,",自転車歩道整備,基準点,3級,4point,助言13.06.22A0104北海道　上川支庁,㈱葵開発コンサル,"13.06.22
13.08.31",,
北海道,"美幌町,",道路計画,"基準点,基準点","2級,,3級","1point,3point",助言13.06.22A0105北海道　網走支庁,北海航測㈱,"13.06.28
13.07.30",,
北海道,"雨竜町,",土地総瑞穂調査設計１,基準点,3級,29point,助言13.06.26A0106北海道　空知支庁,㈱北開測地,"13.07.02
13.11.19",,
北海道,"栗沢町,",土地改良事業道央地区,"基準点,基準点","2級,,3級","1point,6point",助言13.06.26A0107札幌開発建設部,㈱アルト技研,"13.06.26
13.06.30",,
北海道,"留辺蘂町,",道路法面改良計画,基準点,3級,9point,助言13.06.26A0108網走開発建設部　北見道路事務所,㈱シビテック,"13.06.26
13.06.29",,
北海道,"羽幌町,",基幹水利施設補修羽幌,基準点,3級,3point,助言13.06.26A0109北海道　留萌支庁,技研測量設計㈱,"13.06.26
13.07.14",,
北海道,"遠軽町,",用地測量,基準点,2級,7point,助言13.06.26A0110北海道　網走土木現業所,㈱村越工務所,"13.06.26
13.09.28",,
北海道,"赤平市,",公共基準点移転,基準点,2級,1point,助言13.06.26A0111赤平市,㈱計良調査設計,"13.07.06
13.08.20",,
北海道,"東川町,東神楽町,美瑛町,上富良野町,旭川市,",道路計画,"カラー撮影,数値図化,水準,空三","12500,,2500,,簡級,,12500","142.2KM2,31.6KM2,36.5km,45M",助言13.06.27A0112旭川開発建設部,三和航測㈱,"13.06.27
13.11.02",,
北海道,"厚田村,",ため池知津狩地区,基準点,3級,2point,助言13.06.27A0113北海道　石狩支庁,㈱田西設計コンサル,"13.06.27
13.06.30",,
北海道,"釧路市,",釧路市都市計画現況図作成のため,"写測修正,写測修正,既成図数値化,既成図数値化","10000,,2500,,10000,,2500","179.2KM2,141KM2,179.2KM2,141KM2",助言13.06.28A0114釧路市,北海道地図㈱,"13.06.27
14.03.29",,
北海道,"興部町,西興部村,",道路台帳作成,基準点,2級,6point,助言13.07.02A0115網走開発建設部,平田技術コンサルタント㈱,"13.07.02
13.09.14",,
北海道,"広尾町,",農地管理,"カラー撮影,空三","10000,,10000","407KM2,277M",助言13.07.02A0116広尾町,北海航測㈱,"13.07.02
14.03.29",,
北海道,"長沼町,",３級基準点移設,基準点,3級,1point,助言13.07.02A0117札幌開発建設部,㈱アルファ技研,"13.07.02
13.08.31",,
北海道,"紋別市,",港湾敷地確定測量,基準点,3級,6point,助言13.07.03A0118網走開発建設部,スミセキ・ジオテクノ㈱,"13.07.03
13.10.31",,
北海道,"占冠村,",夕張新得線道路改良,基準点,2級,2point,助言13.07.03A0119北海道　旭川土木現業所,㈱松村測量設計,"13.07.03
13.09.28",,
北海道,"留辺蘂町,",置戸温根湯線交安工事,基準点,3級,8point,助言13.07.03A0120北海道　網走土木現業所,北林測量㈱,"13.07.03
13.09.20",,
北海道,"美幌町,",道路台帳一般国道243号,基準点,2級,5point,助言13.07.03A0121網走開発建設部,五大建設コンサルタント㈱,"13.07.05
13.09.14",,
北海道,"妹背牛町,",道営農道特別事業川２東,基準点,3級,5point,助言13.07.03A0122北海道　空知支庁,技研測量設計㈱,"13.07.03
13.07.20",,
北海道,"早来町,",用水路の調査設計,基準点,3級,31point,助言13.07.03A0123北海道　胆振支庁,北王コンサルタント㈱,"13.07.03
13.12.10",,
北海道,"浦幌町,",中山間農地防災事業,基準点,3級,4point,助言13.07.03A0124北海道　十勝支庁,㈱富士雄設計コンサルタント,"13.07.03
13.10.31",,
北海道,"虻田町,",有珠山噴火地形変動調査,基準点,3級,8point,助言13.07.03A0125北海道　室蘭土木現業所,日章測量設計㈱,"13.07.03
13.10.31",,
北海道,"乙部町,",農村振興地理情報システム整,"カラー撮影,空三","10000,,10000","118.4KM2,80M",助言13.07.03A0126乙部町,北海航測㈱,"13.07.03
14.01.20",目的：整備の誤りか,
北海道,"千歳市,",道路計画千歳市,"基準点,基準点","2級,,3級","4point,9point","助言13.07.09A0127札幌開発建設部　札幌新道建設事務
所",㈱田宮設計事務所,"13.07.09
13.10.25",,
北海道,"幌加内町,",雨竜川小規模改修工事,基準点,3級,3point,助言13.07.09A0128北海道　札幌土木現業所,北岡土木設計㈱,"13.07.09
13.09.03",,
北海道,"栗山町,",土地総事業旭大第２地区,基準点,3級,21point,助言13.07.09A0129北海道　空知支庁,㈱ノーヴァエンジニア,"13.07.09
13.10.31",,
北海道,"北竜町,",農業振興整備事業,"カラー撮影,空三,その他","10000,,10000,,2500","138.3KM2,115M,81KM2",助言13.07.09A0130北竜町,㈱シン技術コンサル,"13.07.05
13.09.28",,
北海道,"妹背牛町,",道路計画図作成,基準点,3級,8point,助言13.07.09A0131妹背牛町,池田測技綜業㈲,"13.07.09
13.09.28",,
北海道,"妹背牛町,",道路計画図作成,基準点,3級,9point,助言13.07.09A0132妹背牛町,池田測技綜業㈲,"13.07.09
13.09.28",,
北海道,"厚岸町,",基準点設置,基準点,2級,6point,助言13.07.09A0133厚岸町,㈱ジーアイエス北海道,"13.08.01
13.12.20",,
北海道,"北村,",岩見沢大橋架換工事,基準点,3級,5point,助言13.07.09A0134北海道　札幌土木現業所,㈱高陽技研,"13.07.10
13.08.10",,
北海道,"厚田村,",道路計画厚田村,基準点,3級,5point,助言13.07.09A0135北海道　札幌土木現業所,㈱アイネス,"13.07.09
13.10.30",,
北海道,"南幌町,",農村振興事業夕張太西,基準点,3級,45point,助言13.07.09A0136北海道　空知支庁,三砂測量設計㈱,"13.07.09
14.02.28   ",,
北海道,"池田町,",道営畑総事業池田北西部,基準点,3級,11point,助言13.07.09A0137北海道　十勝支庁,㈱安井測量設計事務所,"13.07.10
13.12.20",,
北海道,"穂別町,",農村振興地理情報システム整,"カラー撮影,空三,その他","10000,,10000,,2500","346.3KM2,252M,177KM2",助言13.07.09A0138穂別町,ユニオンデーターシステム㈱,"13.07.06
13.12.20",,
北海道,"北竜町,",増毛稲田線防雪工事,基準点,2級,2point,助言13.07.09A0139北海道　札幌土木現業所,㈱松村測量設計,"13.07.09
13.11.26",,
北海道,"深川市,",道路計画深川市多度志,基準点,3級,6point,助言13.07.09A0140北海道　札幌土木現業所,㈱東亜エンジニアリング,"13.07.09
13.09.28",,
北海道,"厚田村,",農村振興GISデータ整備事業,"カラー撮影,空三,写真図","10000,,10000,,2500","165KM2,279M,165KM2",助言13.07.11A0141厚田村,ユニオンデーターシステム㈱,"13.07.11
13.10.25",,事業量修正
北海道,"豊富町,幌延町,天塩町,",河川改修計画平面図作成,カラー撮影,12500,493.6KM2,助言13.07.12A0142留萌開発建設部,三和航測㈱,"13.07.12
13.11.30",,
北海道,"浦臼町,",用地買収樺戸地区,基準点,3級,4point,助言13.07.11A0143札幌開発建設部,北海道測量事業協同組合,"13.07.13
13.08.23",,
北海道,"黒松内町,",中山間朱太川地区,基準点,3級,10point,助言13.07.11A0144北海道　後志支庁,㈱東亜エンジニアリング,"13.07.09
13.12.10",,
北海道,"北村,",ほ場整備砂浜東地区,基準点,3級,74point,助言13.07.11A0145北海道　空知支庁,岩見沢測量設計㈱,"13.07.11
14.03.15",,
北海道,"長万部町,",道路管理,基準点,3級,7point,助言13.07.11A0146函館開発建設部,北海道測量事業協同組合,"13.07.11
13.10.22",,
北海道,"福島町,",道路管理,基準点,3級,10point,助言13.07.11A0147函館開発建設部,スミセキ・ジオテクノ㈱,"13.07.11
13.10.05",,
北海道,"滝川市,",熊穴川統合改修工事,基準点,3級,3point,助言13.07.11A0148北海道　札幌土木現業所,日測技研㈱,"13.07.12
13.10.30",,
北海道,"網走市,女満別町,佐呂間町,",道路計画図作成,"カラー撮影,数値図化,数値図化","12500,,2500,,1000","19.8KM2,11.5KM2,4.5KM2",助言13.07.16A0149網走開発建設部,㈱シン技術コンサル,"13.07.16
14.03.13",,
北海道,"佐呂間町,",畑総二倉地区調査１,基準点,3級,4point,助言13.07.11A0150北海道　網走支庁,㈱中神土木設計事務所,"13.07.11
14.02.28",,
北海道,"鶴居村,",国営総合農地防災事業,基準点,3級,8point,助言13.07.16A0151釧路開発建設部　釧路農業事務所,サンケイ企画㈱,"13.07.16
13.07.19",,
北海道,"沼田町,",地域用水環境,基準点,3級,4point,助言13.07.16A0152北海道　空知支庁,㈱帝国設計事務所,"13.07.16
13.07.31",,
北海道,"北檜山町,",道営ほ場整備大矢谷地区,基準点,2級,5point,助言13.07.16A0153北海道　檜山支庁,"北海道土地改良事業団体連合
会","13.07.16
13.09.10",,
北海道,"比布町,",ほ場整備事業比布西地区,"基準点,基準点","2級,,3級","2point,14point",助言13.07.16A0154北海道　上川支庁,藤井測量設計㈱,"13.07.16
14.02.19",,
北海道,"鷹栖町,",中山間整備事業成和地区,基準点,4級,39point,助言13.07.16A0155北海道　上川支庁,北岡土木設計㈱,"13.07.16
14.02.19",,
北海道,"旭川市,",開拓財産測量嵐山地区,基準点,3級,10point,助言13.07.16A0156北海道　上川支庁,㈱矢本測量,"13.07.16
13.10.18",,
北海道,"帯広市,",土地改良帯広東地区,基準点,3級,6point,助言13.07.16A0157北海道　十勝支庁,㈱矢本測量,"13.07.16
13.07.31",,
北海道,"京極町,",基盤整備促進事業四区地区,基準点,3級,3point,助言13.07.16A0158北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"栗山町,",基盤整備促進事業南角田地,基準点,3級,5point,助言13.07.16A0159北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"鷹栖町,",基盤整備促進事業北野西地,基準点,3級,5point,助言13.07.16A0160北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"陸別町,",基盤整備促進事業南斗満地,基準点,3級,4point,助言13.07.16A0161北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"大樹町,",基盤整備促進事業中島西地,基準点,3級,5point,助言13.07.16A0162北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"広尾町,",基盤整備促進事業紋別地区,基準点,3級,9point,助言13.07.16A0163北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"上士幌町,",基盤整備促進事業北開東地,基準点,3級,6point,助言13.07.16A0164北海道土地改良事業団体連合会,"北海道土地改良事業団体連合
会","13.07.20
13.08.31",,
北海道,"北見市,",道路計画北見市,"基準点,基準点","2級,,4級","32point,288point",助言13.07.16A0165網走開発建設部,パブリックコンサルタント㈱,"13.07.16
13.10.23",,
北海道,"上川町,",農業振興整備事業,"カラー撮影,空三,写真図","10000,,10000,,2500","158.4KM2,112M,92.6KM2",助言13.07.17A0166上川町,㈱シン技術コンサル,"13.07.17
14.01.31",,
北海道,"厚真町,",農地管理,"カラー撮影,空三","10000,,10000","287KM2,171M",助言13.07.17A0167厚真町,北海航測㈱,"13.07.17
13.11.30",,
北海道,"南富良野町,",一般国道237号敷地調査,基準点,2級,4point,助言13.07.16A0168旭川開発建設部,北海道測量事業協同組合,"13.07.16
13.07.25",,
北海道,"追分町,",町道道路改良工事,基準点,3級,3point,助言13.07.16A0169追分町,ダイシン設計㈱,"13.07.16
13.09.20",,
北海道,"増毛町,",農業振興整備事業,"カラー撮影,空三,写真図","12500,,12500,,2500","165.3KM2,51M,69KM2",助言13.07.18A0170増毛町,和光技研㈱,"13.07.16
14.02.28",,
北海道,"占冠村,",固定資産現況調査,"カラー撮影,カラー撮影,空三,空三,写真図,写真図","8000,,20000,,8000,,20000,,1000,,5000","39.3KM2,660.2KM2,29M,78M,13.4KM2,348KM2",助言13.07.18A0171占冠村,㈱道測テクニス,"13.07.16
15.05.30",,
北海道,"沼田町,",農村振興地理情報システム整備,"カラー撮影,空三,写真図","10000,,10000,,2500","166.9KM2,63M,52.6KM2",助言13.07.18A0172沼田町,㈱道測テクニス,"13.07.16
13.11.30",,
北海道,"士別市,",農地管理,"カラー撮影,水準,空三","10000,,簡級,,10000","615.7KM2,150km,416M",助言13.07.18A0173士別市,北海航測㈱,"13.07.16
14.02.28",,
北海道,"池田町,",畑総事業池田北西部地区,基準点,3級,6point,助言13.07.16A0174北海道　十勝支庁,丸菱測量設計㈱,"13.07.17
13.12.20",,
北海道,"厚真町,",道営ほ場整備共和第２地区,"基準点,基準点","2級,,3級","6point,4point",助言13.07.19A0175北海道　胆振支庁,"北海道土地改良事業団体連合
会","13.07.19
13.09.28",,
北海道,"厚真町,",道営ほ場整備吉野地区,"基準点,基準点","2級,,3級","3point,4point",助言13.07.19A0176北海道　胆振支庁,ロイヤルコンサルタント㈱,"13.07.23
13.08.03",,
