都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
香川県,"満濃町,",公園計画,"基準点,基準点","3級,,4級","13point,16.0km",四国地方建設局国営讃岐丘陵公園出張所助言601029H0074,復建調査設計(株),"60.11.01,61.02.28",,,
香川県,"丸亀市,飯山町,綾歌町,塩江町,綾上町,琴南町,満濃町,",河川計画,"撮影,撮影","12500,,25000","100.8KM2,123.7KM2",香川工事事務所助言601112H0075,国際航業(株),"60.10.29,60.12.20",601514,,
香川県,"引田町,白鳥町,",道路計画,"撮影,写測図化","12000,,2500","39.3KM2,21.4KM2",香川工事事務所助言600701H0033,アジア航測(株),"60.06.26,60.10.30",,,
香川県,"大内町,",都市計画,"撮影,写測修正,写測修正","20000,,2500,,10000","69.8KM2,4.5KM2,34.5KM2",香川県大内町助言600703H0032,アジア航測(株),"60.06.26,60.10.30",600631,,
香川県,"坂出市,",道路台帳,"撮影,写測図化","8000,,1000","145.0KM2,5.4KM2",香川県坂出市助言601112H0077,アジア航測(株),"60.11.06,61.03.30",601516,,
香川県,"満濃町,",公園計画,"撮影,空三","8000,,","10.8KM2,8M",四国地方建設局国営讃岐丘陵公園出張所助言610207H0090,アジア航測(株),"61.02.01,61.03.31",601916,,
香川県,"仲南町,",道路台帳,"撮影,写測図化","8000,,1000","58.8KM2,4.0KM2",香川県仲南町助言600723H0048,三洋航測(株),"60.07.01,62.01.31",600842,,
香川県,"観音寺市,山本町,大野原町,",総合計画,撮影,12500,24.0KM2,香川県観音寺市助言610217H0094,朝日航洋(株),"61.02.17,61.02.28",601954,,
香川県,"高松市,",下水道計画,"カラー撮影,写測図化","4000,,500","8.2KM2,1.8KM2",香川県高松市助言600729H0051,朝日航洋(株),"60.07.29,60.11.15",,,
香川県,"塩江町,三木町,",河川管理,"空三,写測図化",",,1000","23M,0.7KM2",香川県高松土木事務所助言600910H0065,(株)五星測研,"60.09.07,60.11.08",,,
香川県,"綾南町,綾歌町,",道路計画,"空三,写測図化",",,1000","6M,0.8KM2",香川工事事務所助言600626H0031,朝日航洋(株),"60.06.19,60.09.10",,,
香川県,"満濃町,",道路計画,写測図化,1000,0.2KM2,四国地方建設局国営讃岐丘陵公園出張所助言600723H0044,国際航業(株),"60.07.09,60.08.30",,,
香川県,"高松市,",道路計画,写測図化,1000,1.2KM2,香川工事事務所助言600920H0067,国際航業(株),"60.09.18,60.11.30",,,
香川県,"善通寺市,",道路台帳,写測図化,1000,10.0KM2,香川県善通寺市助言600412H0017,アジア航測(株),"60.04.04,60.10.30",,,
香川県,"三木町,丸亀市,宇多津町,財田町,",郵便地図調整,"編集,編集","10000,,25000","224.0KM2,85.0KM2",四国郵政局助言600709H0037,直営,"60.07.24,60.09.30",,,
香川県,"高松市,直島町,国分寺町,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,197.0KM2,147.0KM2",四国郵政局助言601001H0069,直営,"60.10.01,60.12.02",,,
香川県,"志度町,",郵便地図調整,編集,10000,60.0KM2,四国郵政局助言610228H0096,直営,"61.03.09,61.03.29",,,
愛媛県,"新居浜市,",都市計画,基準点,1級,17point,愛媛県新居浜市助言601225H0083,(株)パスコ,"60.12.15,61.01.31",,,
愛媛県,"西条市,小松町,丹原町,川内町,",道路計画,"基準点,水準","1級,,3級","28point,34point",日本道路公団高松建設局松山工事事務所助言601216H0082,"八千代エンジニヤリング(株),(株)地計社","60.12.20,61.01.26",,,
愛媛県,"新居浜市,",下水道計画,水準,2級,25.0km,愛媛県新居浜市助言610203H0089,日本上下水道設計(株),"61.02.01,61.03.25",,,
愛媛県,"大洲市,",道路台帳,"撮影,写測図化","4000,,500","17.9KM2,2.0KM2",愛媛県大洲市助言600723H0043,国際航業(株),"60.07.16,60.12.20",600840,,
愛媛県,"大洲市,長浜町,",河川計画,"撮影,撮影,写測図化,写測図化","8000,,12500,,1000,,2500","5.7KM2,104.0KM2,0.4KM2,45.5KM2",大洲工事事務所助言600729H0050,国際航業(株),"60.08.01,63.03.31",600917,,
愛媛県,"内子町,",道路台帳,"撮影,写測図化,写測修正","8000,,1000,,1000","120.6KM2,12.0KM2,10.7KM2",愛媛県内子町助言601029H0073,国際航業(株),"60.09.20,62.01.30",601463,,
愛媛県,"西条市,",下水道計画,"撮影,写測図化","4000,,500","10.6KM2,0.5KM2",愛媛県西条市助言610214H0091,(株)パスコ,"61.01.07,61.03.25",601924,,
愛媛県,"新居浜市,",下水道計画,"撮影,写測図化","4000,,500","16.6KM2,5.2KM2",愛媛県新居浜市助言610214H0092,(株)パスコ,"60.12.24,61.03.25",601925,,
愛媛県,"波方町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","13.3KM2,4.5KM2,4.5KM2",愛媛県波方町助言600701H0034,アジア航測(株),"60.06.30,60.07.30",600622,,
愛媛県,"松山市,",空港計画,"撮影,撮影,撮影,写測図化,写測図化","8000,,15000,,20000,,1000,,3000","5.3KM2,14.1KM2,57.8KM2,0.5KM2,5.4KM2",第三港湾建設局松山港工事事務所助言600807H0059,アジア航測(株),"60.08.05,60.10.31",600940,,
愛媛県,"伊方町,",かんがい排水計画,"撮影,写測図化","8000,,1000","5.0KM2,5.0KM2",愛媛県八幡浜地方局助言600827H0062,アジア航測(株),"60.08.27,60.11.15",,,
愛媛県,"伊予市,",道路計画,"撮影,写測図化","8000,,1000","9.8KM2,0.6KM2",松山工事事務所助言600910H0064,アジア航測(株),"60.09.05,60.12.15",,,
愛媛県,"川之江市,",下水道台帳,"撮影,写測図化","4000,,500","3.2KM2,0.1KM2",愛媛県川之江市助言610215H0093,三和航測(株),"61.02.20,61.03.31",,,
愛媛県,"砥部町,",都市計画,"撮影,写測修正","12500,,2500","95.2KM2,10.3KM2",愛媛県砥部町助言600527H0027,セントラル航業(株),"60.05.10,60.10.31",600285,,
愛媛県,"宇和町,野村町,",ダム計画,"カラー撮影,撮影","12500,,4000","53.1KM2,7.0KM2",野村ダム管理所助言610307H0100,国際航業(株),"61.02.28,61.03.31",601996,,
愛媛県,"土居町,新居浜市,西条市,丹原町,川内町,",道路計画,"写測図化,空三","1000,,","2.4KM2,16M",日本道路公団高松建設所西条工事事務所助言600619H0030,(株)中庭測量コンサルタント,"60.06.28,60.08.26",,,
愛媛県,"伊予三島市,",河川管理,写測図化,2500,5.2KM2,吉野川ダム統合管理事務所助言610130H0087,三和航測(株),"61.02.01,61.03.20",,,
愛媛県,"新宮村,松山市,松前町,",郵便地図調整,"編集,編集","10000,,25000","224.0KM2,85.0KM2",四国郵政局助言600709H0037,直営,"60.07.24,60.09.30",,,
愛媛県,"愛媛県,",郵便地図調整,"編集,編集,編集","25000,,10000,,5000","335.7KM2,68.9KM2,5.0KM2",四国郵政局助言600426H0021,直営,"60.05.20,60.06.08",,,
高知県,"高知市,春野町,",道路計画,"基準点,基準点","3級,,4級","5point,4.4km",土佐国道工事事務所助言610304H0099,(株)五星測研,"61.02.28,61.03.29",,,
高知県,"中村市,",空港計画(西南空港候補地調査),"撮影,写測図化","12500,,2500","12.6KM2,1.0KM2",幡多広域市町村圏協議会助言601019H0070,国際航業(株),"60.09.26,60.12.10",601382,,
高知県,"南国市,",道路台帳,"撮影,写測図化","8000,,1000","125.0KM2,15.2KM2",高知県南国市助言601019H0071,国際航業(株),"60.09.01,61.07.31",601383,,
高知県,"物部村,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","8.0KM2,291.1KM2,0.5KM2,4.5KM2",高知県物部村助言600417H0018,(株)パスコ,"60.04.20,61.01.23",600062,,
高知県,"越知町,",道路台帳,"撮影,写測図化","8000,,1000","109.8KM2,6.0KM2",高知県越知町助言600426H0020,(株)パスコ,"60.04.22,61.02.28",600138,,
高知県,"宿毛市,",道路計画,"カラー撮影,写測図化","12500,,2500","22.1KM2,4.5KM2",中村工事事務所助言600709H0039,国際航業(株),"60.07.04,60.10.20",600701,,
高知県,"須崎市,",都市計画,"カラー撮影,写測図化","25000,,5000","240.7KM2,24.0KM2",高知県須崎市助言601029H0072,アジア航測(株),"60.10.23,61.03.31",601462,,
高知県,"春野町,中土佐町,",改良計画,写測図化,1000,0.5KM2,土佐国道工事事務所助言600703H0035,国際航業(株),"60.06.18,60.09.30",,,
高知県,"伊野町,",河川改修,写測図化,1000,0.8KM2,高知工事事務所助言600710H0040,国際航業(株),"60.06.25,60.08.31",,,
高知県,"中村市,",河川計画,写測図化,2500,0.9KM2,中村工事事務所助言600807H0058,国際航業(株),"60.07.19,60.11.30",,,
高知県,"南国市,土佐山田町,春野町,",都市計画,写測図化,2500,26.2KM2,高知県助言610228H0097,国際航業(株),"61.02.18,61.03.20",601984,,
高知県,"土佐山田町,香北町,物部村,",発電所及び貯水池の管理図作成,"写測図化,写測図化","500,,2500","0.1KM2,8.5KM2",高知県企業局助言600601H0028,アジア航測(株),"60.06.01,60.09.28",,,
高知県,"吾川村,",道路計画,写測図化,1000,0.5KM2,土佐国道工事事務所助言600703H0036,アジア航測(株),"60.06.18,60.10.25",,,
高知県,"夜須町,",道路計画,写測図化,1000,0.4KM2,土佐国道工事事務所助言600807H0055,アジア航測(株),"60.07.31,60.10.15",,,
高知県,"窪川町,",農地開発,写測図化,1000,2.6KM2,中国四国農政局助言601205H0081,アジア航測(株),"60.11.12,61.02.05",,,
高知県,"中村市,大方町,土佐清水市,大月町,",農地開発,写測図化,1000,5.8KM2,中国四国農政局高知西南開拓建設事業所助言601226H0085,"アジア航測(株),国際航業(株)","60.12.17,61.03.12",,,
高知県,"須崎市,",道路計画,写測図化,1000,0.4KM2,土佐国道工事事務所助言601225H0084,ワールド航空事業(株),"60.12.23,61.03.20",,,
高知県,"大豊町,",道路防災調査,写測図化,1000,0.3KM2,土佐国道工事事務所助言610120H0086,ワールド航空事業(株),"61.01.18,61.03.20",,,
高知県,"吾川村,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,197.0KM2,147.0KM2",四国郵政局助言601001H0069,直営,"60.10.01,60.12.02",,,
高知県,"高知県,",郵便地図調整,"編集,編集,編集","25000,,10000,,5000","335.7KM2,68.9KM2,5.0KM2",四国郵政局助言600426H0021,直営,"60.05.20,60.06.08",,,
山口県,"小野田市,",灯台位置移転に伴う新座標決定,基準点,3級,1point,第七管区海上保安本部助言610327I0176,村井測量(株),"61.03.22,61.03.31",,,
山口県,"下関市,",港湾計画,カラー撮影,20000,100.0KM2,運輸省第四港湾建設局門司港工事事務所助言601018I0104,国際航業(株),"60.10.21,60.11.30",601573*,,
福岡県,"北九州市,",道路台帳,"基準点,撮影,撮影,写測修正,写測図化","1級,,4000,,8000,,500,,1000","146point,98.0KM2,97.0KM2,33.2KM2,10.9KM2",福岡県北九州市助言600520I0043,(株)パスコ,"60.05.20,61.02.19",600511,,
福岡県,"大任町,赤村,犀川町,椎田町,築城町,豊前市,",耶馬渓導水に係る調査設計,"基準点,水準","1級,,簡級","9point,60.0km",福岡県北九州市助言610224I0165,西日本技術開発(株),"61.02.20,61.06.30",,,
福岡県,"北九州市,",深浅測量位置測定用基準点設置,基準点,3級,1point,運輸省第四港湾建設局門司港工事事務所助言610322I0173,村井測量(株),"61.03.17,61.03.31",,,
福岡県,"大牟田市,柳川市,大和町,高田町,",地盤変動調査,水準,1級,125.0km,福岡県筑後農林事務所助言610203I0163,アジア航測(株),"61.02.05,61.03.27",601972*,,
福岡県,"柳川市,大川市,",地盤変動調査,水準,1級,11point,福岡県助言610120I0153,(株)東亜建設コンサルタント,"61.01.20,61.03.25",601901,,
福岡県,"福岡市,",下水道計画,水準,2級,230.0km,福岡県福岡市助言601120I0126,"石川測量(株),西技測量設計(株),武蔵測量設計(株),三興測量設計(株),第一土地(株)","60.11.01,61.02.08",,,
福岡県,"粕屋町,",都市計画,"撮影,写測図化,編集,編集","10000,,2500,,5000,,10000","23.7KM2,13.9KM2,13.9KM2,13.9KM2",福岡県粕屋町助言600610I0050,国際航業(株),"60.06.10,60.06.21",600791,,
福岡県,"筑穂町,",道路台帳,"撮影,撮影,写測図化,写測図化","8000,,25000,,1000,,10000","123.2KM2,144.1KM2,6.0KM2,74.3KM2",福岡県筑穂町助言601023I0108,アジア航測(株),"60.10.23,61.12.28",601577,,
福岡県,"大和町,",道路台帳,"撮影,写測図化","8000,,1000","22.2KM2,12.0KM2",福岡県大和町助言600828I0085,東亜測量(株),"60.08.28,61.02.20",601100,,
福岡県,"柳川市,",道路台帳,"撮影,空三","4000,,","27.6KM2,78M",福岡県柳川市助言601218I0142,東亜測量(株),"60.12.18,61.03.29",,,
福岡県,"筑紫野市,",道路台帳,"撮影,写測図化","4000,,500","87.5KM2,10.0KM2",福岡県筑紫野市助言600430I0040,福高測量(株),"60.04.28,60.10.31",600136,,
福岡県,"久留米市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","124.0KM2,20.6KM2,60.6KM2,0.4KM2",福岡県久留米市助言600430I0041,大成測量設計(株),"60.05.13,61.10.31",600137,,
福岡県,"久留米市,",下水道台帳,"撮影,写測修正","8000,,1000","25.3KM2,25.3KM2",福岡県久留米市助言600620I0057,大成測量設計(株),"60.06.25,60.10.05",600798,,
福岡県,"若宮町,",道路台帳,"撮影,写測図化","4000,,500","101.0KM2,9.2KM2",福岡県若宮町助言600930I0097,大成測量設計(株),"60.10.01,61.09.30",601566,,
福岡県,"甘木市,",道路台帳,"撮影,写測図化","4000,,500","187.7KM2,20.0KM2",福岡県甘木市助言601012I0099,大成測量設計(株),"60.10.16,61.11.04",601568,,
福岡県,"若宮町,",都市計画,"撮影,写測修正","12500,,2500","118.0KM2,87.1KM2",福岡県若宮町助言601115I0118,大成測量設計(株),"60.11.13,61.03.20",601594,,
福岡県,"筑後市,",ほ場整備,"撮影,写測図化","6000,,1000","3.0KM2,0.4KM2",福岡県筑後市助言610225I0167,大成測量設計(株),"61.02.25,61.03.20",,,
福岡県,"前原町,",道路台帳,"撮影,写測図化","4000,,500","13.2KM2,0.5KM2",福岡県前原町助言610322I0174,大成測量設計(株),"61.03.17,61.04.25",,,
福岡県,"岡垣町,",下水道計画,"撮影,写測図化","4000,,500","6.8KM2,4.3KM2",福岡県岡垣町助言600719I0067,(株)ジェクト,"60.07.20,60.11.13",,,
福岡県,"北九州市,",道路台帳,"撮影,撮影,写測修正,写測図化","4000,,8000,,500,,1000","106.0KM2,41.0KM2,36.6KM2,6.7KM2",福岡県北九州市助言600821I0078,(株)ジェクト,"60.08.20,61.05.26",601093,,
福岡県,"築城町,",都市計画,"撮影,写測修正,写測修正","20000,,5000,,10000","177.0KM2,67.9KM2,67.9KM2",福岡県築城町助言600510I0042,日本航測(株),"60.06.01,60.08.31",600510,,
福岡県,"三潴町,",道路台帳,"撮影,写測図化","4000,,500","15.8KM2,7.9KM2",福岡県三潴町助言600610I0049,西日本航業(株),"60.06.15,60.10.31",600790,,
福岡県,"小竹町,",道路台帳,"撮影,写測図化","4000,,500","14.1KM2,5.6KM2",福岡県小竹町助言600924I0094,西日本航業(株),"60.09.25,61.08.30",601563,,
福岡県,"福岡市,春日市,大野城市,筑紫野市,太宰府市,小郡市,久留米市,小郡市,甘木市,山田市,大川市,古賀町,宇美町,志免町,築城町,椎田町,豊前市,吉富町,上陽町,立花町,",河川管理,"撮影,写測修正","12500,,2500","3203.1KM2,331.9KM2",福岡県土木部河川課助言600408I0037,"アジア建設コンサルタント(株),アジア航測(株),(株)オオバ,国際航業(株),第一復建(株)","60.02.15,60.05.15",,,地名修正
福岡県,"宮田町,",道路台帳,"撮影,写測図化","4000,,500","53.0KM2,10.4KM2",福岡県宮田町助言601202I0130,朝日航洋(株),"60.11.29,62.03.20",601741,,
福岡県,"北九州市,",港湾計画,カラー撮影,20000,100.0KM2,運輸省第四港湾建設局門司港工事事務所助言601018I0104,国際航業(株),"60.10.21,60.11.30",601573*,,
福岡県,"福岡市,",鉄道計画,"空三,写測図化","500,,","5M,0.3KM2",日本国有鉄道下関工事事務所助言601012I0101,東日本航空(株),"60.10.16,60.11.13",,,
福岡県,"稲築町,",鉱害復旧のため,写測図化,500,0.1KM2,石炭鉱害事業団九州支部助言600726I0074,アジア航測(株),"60.08.01,60.08.20",,,
福岡県,"豊前市,",都市計画,"写測図化,編集,写測修正","2500,,5000,,10000","40.1KM2,40.1KM2,110.1KM2",福岡県豊前市助言600924I0093,アジア航測(株),"60.09.25,60.11.10",601562,,
福岡県,"高田町,",道路台帳,写測図化,1000,19.1KM2,福岡県高田町助言600828I0084,大成測量設計(株),"60.08.28,61.03.10",,,
福岡県,"志摩町,",河川管理,写測図化,500,1.8KM2,福岡県志摩町助言610131I0160,大成測量設計(株),"61.02.01,61.12.25",,,
福岡県,"久留米市,",道路計画,写測図化,500,0.9KM2,福岡県久留米市助言610219I0164,"大成測量設計(株),平和測量(株)","61.02.17,61.03.25",,,
福岡県,"福岡市,",道路台帳,"写測修正,写測図化","500,,500","28.8KM2,72.6KM2",福岡県福岡市助言600531I0047,"国際航業(株),(株)パスコ,アジア航測(株),九州測量設計(株),(株)中庭測量コンサルタント,朝日航洋(株)","60.06.01,60.08.26",600515,,
