都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.10地名修正
鳥取県,"羽合町,",都市計画,"撮影,写測修正","12500,,2500","34.8KM2,12.4KM2",鳥取県羽合町助言601004G0119,日本航業(株),"60.09.09,61.01.31",601501,,
鳥取県,"東伯町,",都市計画,"撮影,写測図化,写測修正","12500,,2500,,2500","23.1KM2,6.7KM2,7.4KM2",鳥取県東伯町助言601125G0139,西日本建設コンサルタント(株),"60.10.07,61.01.31",601684,,
鳥取県,"郡家町,船岡町,河原町,八東町,",河川管理,"撮影,写測図化,写測修正","8000,,1000,,1000","51.3KM2,0.7KM2,0.9KM2",鳥取県郡家土木事務所助言601213G0152,西日本建設コンサルタント(株),"60.11.06,61.03.20",601779,,
鳥取県,"鳥取市,国府町,岩美町,福部村,郡家町,河原町,若桜町,用瀬町,智頭町,",河川計画,"カラー撮影,カラー撮影","12500,,25000","271.0KM2,198.0KM2",鳥取工事事務所助言600820G0096,日本航業(株),"60.09.01,60.11.30",601058,,
鳥取県,"関金町,江府町,",砂防計画,"空三,写測図化,写測修正,編集",",,5000,,5000,,5000","8M,51.0KM2,23.0KM2,1.0KM2",倉吉工事事務所助言601021G0125,(株)パスコ,"60.10.02,61.03.20",601507,,
鳥取県,"米子市,",下水道計画,写測図化,500,0.3KM2,鳥取県米子市助言600430G0036,(株)パスコ,"60.04.16,60.07.09",,,
鳥取県,"米子市,岸本町,溝口町,",河川計画,"写測図化,写測修正","2500,,2500","3.8KM2,3.2KM2",倉吉工事事務所助言600826G0098,(株)パスコ,"60.08.10,61.02.28",,,
鳥取県,"倉吉市,羽合町,三朝町,北条町,",河川計画,"写測図化,写測修正","2500,,2500","5.1KM2,9.9KM2",倉吉工事事務所助言600930G0116,(株)パスコ,"60.09.07,61.03.30",,,
島根県,"六日市町,",ほ場整備,"基準点,平板","2級,,500","3point,0.3KM2",島根県六日市町助言601021G0123,(有)松江測地社,"60.10.28,61.03.20",,,
島根県,"出雲市,",河川計画,"基準点,水準,縦横断","3級,,3級,,","5point,12.0km,1.8KM2",出雲工事事務所助言601126G0141,"(株)古川測量,出雲グリーン(株)","60.11.11,61.02.28",,,
島根県,"益田市,",文化財調査,平板,250,0.1KM2,島根県益田市助言600419G0035,岡崎測量(有),"60.04.15,60.04.30",,,
島根県,"松江市,",道路台帳,"撮影,写測修正","4000,,500","149.0KM2,4.3KM2",島根県松江市助言600805G0085,"国際航業(株),日発技研(株)","60.07.13,60.12.20",601047,,
島根県,"大田市,",都市計画,"撮影,写測修正","28000,,10000","333.2KM2,100.0KM2",島根県大田市助言600912G0103,国際航業(株),"60.07.26,60.12.20",601184,,
島根県,"浜田市,",都市計画,"撮影,撮影,撮影,写測図化,写測修正,写測図化","8000,,12500,,30000,,1000,,2500,,10000","7.4KM2,160.0KM2,482.0KM2,1.0KM2,41.0KM2,59.0KM2",島根県浜田市助言600626G0066,(株)パスコ,"60.06.15,61.03.25",600609,,
島根県,"松江市,安来市,美保関町,八束町,",河川管理,撮影,12500,271.1KM2,出雲工事事務所助言610319G0184,(株)パスコ,"61.03.10,61.03.31",602019*,,
島根県,"益田市,",空港計画,"撮影,撮影,写測図化","12500,,8000,,2500","33.0KM2,15.0KM2,8.4KM2",島根県助言600401G0029,アジア航測(株),"60.03.16,60.05.31",600009,,
島根県,"江津市,益田市,桜江町,石見町,金城町,弥栄村,美都町,三隅町,匹見町,津和野町,",道路台帳,"撮影,写測図化","8000,,1000","144.4KM2,6.4KM2",島根県助言601111G0132,アジア航測(株),"60.10.14,61.02.28",,,
島根県,"木次町,",ダム計画,写測図化,1000,0.7KM2,出雲工事事務所助言610317G0183,(株)パスコ,"61.02.17,61.03.30",,,
島根県,"出雲市,",都市計画,"写測図化,撮影","10000,,30000","175.4KM2,486.2KM2",島根県出雲市助言600806G0088,アジア航測(株),"60.07.27,61.01.22",601050,,
島根県,"出雲市,",道路計画,写測図化,1000,0.5KM2,島根県出雲土木建築事務所助言601205G0145,アジア航測(株),"60.10.26,60.12.14",,,
島根県,"益田市,",道路計画,写測図化,2500,2.6KM2,浜田工事事務所助言610114G0163,アジア航測(株),"61.01.08,61.03.30",,,
島根県,"安来市,",道路計画,写測図化,1000,2.2KM2,松江国道工事事務所助言600529G0048,大成測量設計(株),"60.05.28,60.09.30",,,
島根県,"斐川町,",道路台帳,写測図化,1000,3.6KM2,島根県斐川町助言600430G0038,ワールド航空事業(株),"60.04.03,60.05.31",,,
島根県,"平田市,",下水道台帳,写測図化,500,0.8KM2,島根県平田市助言600924G0113,ワールド航空事業(株),"60.08.24,61.01.31",,,
島根県,"多伎町,",下水道計画,写測図化,500,0.1KM2,島根県多伎町助言610218G0172,ワールド航空事業(株),"61.01.28,61.03.20",,,
島根県,"江津市,",都市計画,写測修正,2500,114.0KM2,島根県江津市助言600806G0086,ワールド航空事業(株),"60.07.10,60.10.30",601048,,
島根県,"島根県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","2.0KM2,268.3KM2,1382.6KM2",中国郵政局助言600822G0097,直営,"60.09.10,60.11.30",,,
岡山県,"岡山市,",道路計画,"基準点,水準","1級,,3級","3point,2.4km",日本道路公団広島建設局岡山工事事務所助言600404G0031,(株)帝国コンサルタント,"60.02.26,60.05.16",,,
岡山県,"熊山町,",道路計画,基準点,2級,7point,日本道路公団広島建設局備前工事事務所助言601205G0147,大東測量設計(株),"60.11.19,61.03.18",,,
岡山県,"備前市,",道路計画,基準点,2級,5point,日本道路公団広島建設局備前工事事務所助言601205G0146,(株)オオバ,"60.11.19,61.03.18",,,
岡山県,"岡山市,備前市,瀬戸町,山陽町,熊山町,吉永町,和気町,",道路計画,"基準点,水準,平板","2級,,3級,,1000","5point,53.0km,0.8KM2",日本道路公団広島建設局備前工事事務所助言601111G0133,"(株)エイトコンサルタント,高島コンサルタント(株),倉敷測量開発(株),(株)岡山測量設計事務所","60.11.01,61.03.31",,,
岡山県,"瀬戸町,",道路計画,基準点,2級,4point,日本道路公団広島建設局備前工事事務所助言610331G0187,大日コンサルタント(株),"61.02.28,61.07.27",,,
岡山県,"鴨方町,",ほ場整備,"基準点,平板","2級,,500","6point,0.1KM2",岡山県鴨方町助言600805G0083,鳥城測量(株),"60.07.25,60.08.31",,,
岡山県,"作東町,",ほ場整備,"基準点,平板","2級,,500","8point,0.1KM2",岡山県作東町助言610310G0182,中央測量(株),"61.02.27,61.03.20",,,
岡山県,"御津町,",ほ場整備,"基準点,平板","2級,,500","3point,0.2KM2",御津町土地改良区助言610303G0177,(有)津山測量設計コンサルタント,"61.03.06,61.03.31",,,
岡山県,"美甘村,",ほ場整備,"基準点,平板","2級,,500","10point,20.4KM2",岡山県美甘村助言610218G0171,(株)美作測量事務所,"61.02.15,61.03.31",,,
岡山県,"御津町,",ほ場整備,"基準点,平板","2級,,500","3point,0.2KM2",御津町土地改良区助言610303G0176,(有)杉山測量,"61.03.06,61.03.31",,,
岡山県,"岡山市,",道路計画,"基準点,撮影,写測図化","3級,,4000,,500","18point,3.3KM2,0.2KM2",岡山県岡山市助言610108G0160,国際航業(株),"61.01.16,61.03.31",,,
岡山県,"総社市,",文化財調査,"基準点,水準,写測図化","3級,,3級,,1000","4point,3.5km,0.6KM2",岡山県総社市助言601004G0118,(株)パスコ,"60.09.24,60.11.15",,,
岡山県,"建部町,",ほ場整備,"基準点,平板","3級,,500","3point,0.5KM2",岡山県建部町助言600610G0054,倉敷測量開発(株),"60.06.15,61.02.20",,,
岡山県,"勝田町,",ほ場整備,"基準点,平板","3級,,500","7point,0.3KM2",岡山県勝田町助言610207G0168,(株)大成測量,"61.02.15,61.03.31",,,
岡山県,"勝田町,",ほ場整備,"基準点,平板","3級,,500","4point,0.1KM2",岡山県勝田町助言600610G0050,(有)杉山測量,"60.05.07,60.07.31",,,
岡山県,"岡山市,早島町,",都市計画,"基準点,平板","3級,,500","10point,0.8KM2",岡山県土地開発公社助言601119G0140,シンワ技研コンサルタント(株),"60.03.10,60.12.28",,,
岡山県,"岡山市,",下水道計画,"基準点,水準,撮影,写測図化","3級,,3級,,4000,,500","4point,3.0km,5.0KM2,0.2KM2",岡山県岡山市助言601224G0157,朝日航洋(株),"61.01.10,61.02.28",,,
岡山県,"倉敷市,建部町,",森林計画,基準点,3級,10point,大阪営林局助言600405G0033,直営,"60.04.12,60.10.30",,,
岡山県,"加茂川町,",ほ場整備,平板,500,0.1KM2,岡山県加茂川町助言600617G0061,日進測量(株),"60.07.20,60.09.20",,,
岡山県,"鏡野町,",ほ場整備,"平板,基準点,基準点","500,,3級,,4級","0.1KM2,1point,1point",岡山県鏡野町助言600628G0063,鳥城測量(株),"60.07.01,60.07.31",,,
岡山県,"加茂川町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,2point",岡山県加茂川町助言600617G0062,西日本建設コンサルタント(株),"60.07.20,60.09.20",,,
岡山県,"美星町,",ほ場整備,平板,500,0.8KM2,岡山県美星土地改良区助言600628G0068,西日本建設コンサルタント(株),"60.06.12,60.09.30",,,
岡山県,"加茂川町,",ほ場整備,平板,500,0.1KM2,岡山県加茂川町助言600617G0060,(株)美作測量事務所,"60.07.20,60.09.20",,,
岡山県,"加茂川町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,2point",岡山県加茂川町助言600617G0059,(有)杉山測量,"60.07.20,60.09.20",,,
岡山県,"勝田町,",ほ場整備,"平板,基準点","500,,3級","0.3KM2,3point",岡山県勝田町助言600629G0069,(株)ワコー設計,"60.07.01,60.08.31",,,
岡山県,"加茂川町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,3point",岡山県加茂川町助言600617G0058,光和測量設計(株),"60.07.20,60.09.20",,,
岡山県,"勝央町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,4point",岡山県勝央町助言600708G0074,勝英測量(株),"60.06.20,60.07.20",,,
岡山県,"八束村,",道路計画,"撮影,写測図化","12500,,2500","46.0KM2,15.4KM2",鳥取県倉吉土木事務所助言600730G0081,国際航業(株),"60.05.05,60.08.15",600925*,,
岡山県,"笠岡市,",道路台帳,"撮影,写測図化","8000,,1000","121.6KM2,40.2KM2",岡山県笠岡市助言601204G0143,国際航業(株),"60.10.29,62.03.31",601688,,
岡山県,"総社市,",道路台帳,"撮影,撮影,写測図化,写測図化","4000,,8000,,500,,1000","6.9KM2,239.2KM2,2.5KM2,23.6KM2",岡山県総社市助言600610G0051,(株)パスコ,"60.05.27,62.04.30",600585,,
岡山県,"倉敷市,",道路台帳,"撮影,写測図化,写測修正","8000,,1000,,1000","396.4KM2,88.8KM2,28.0KM2",岡山県倉敷市助言600611G0053,(株)パスコ,"60.06.21,62.02.28",600587,,
岡山県,"和気町,",都市計画,"撮影,写測修正","10000,,2500","112.5KM2,32.2KM2",岡山県和気町助言610319G0185,(株)パスコ,"61.03.13,61.07.31",602020,,
岡山県,"和気町,",下水道台帳,撮影,4000,6.7KM2,岡山県和気町助言610319G0186,(株)パスコ,"61.03.13,61.07.31",602021,,
岡山県,"津山市,",道路台帳,"撮影,撮影,写測図化,写測図化,水準","4000,,8000,,500,,1000,,3級","39.2KM2,262.8KM2,8.4KM2,22.0KM2,20point",岡山県津山市助言600708G0073,アジア航測(株),"60.06.26,62.01.31",600723,,
岡山県,"備前市,",下水道台帳,"撮影,写測図化","4000,,500","9.0KM2,2.0KM2",岡山県備前市助言600830G0101,西日本建設コンサルタント(株),"60.08.01,61.03.25",601182,,
岡山県,"山手村,",道路台帳,"撮影,カラー撮影,写測図化,写測修正","5000,,10000,,1000,,2500","15.2KM2,14.8KM2,1.5KM2,10.3KM2",岡山県山手村助言601111G0131,西日本建設コンサルタント(株),"60.09.25,61.08.31",601676,,
岡山県,"山陽町,",道路台帳,"カラー撮影,写測図化","8000,,1000","21.5KM2,2.3KM2",岡山県山陽町助言600918G0111,国際航業(株),"60.09.01,61.01.31",601290,,
岡山県,"建部町,",道路計画,写測図化,1000,0.5KM2,岡山国道工事事務所助言601015G0122,国際航業(株),"60.10.05,60.12.20",,,
岡山県,"旭町,久米町,",土地改良,写測図化,5000,2.8KM2,岡山県津山地方振興局建設部助言600404G0030,(株)パスコ,"60.04.01,60.04.30",,,
岡山県,"総社市,",下水道台帳,写測図化,500,1.4KM2,岡山県総社市助言600610G0052,(株)パスコ,"60.05.27,62.04.30",,,
岡山県,"玉野市,",下水道台帳,写測図化,500,0.9KM2,岡山県玉野市助言600708G0075,(株)パスコ,"60.07.10,61.02.14",,,
岡山県,"倉敷市,",都市計画,写測図化,1000,0.7KM2,岡山県倉敷市助言601030G0128,(株)パスコ,"60.10.25,60.12.05",,,
岡山県,"岡山市,",道路台帳,写測図化,1000,222.6KM2,岡山県岡山市助言610108G0159,"(株)パスコ,国際航業(株),西日本建設コンサルタント(株)","60.09.06,62.01.31",,,
岡山県,"岡山市,総社市,",道路計画,写測図化,1000,2.5KM2,岡山国道工事事務所助言610113G0162,(株)パスコ,"61.01.07,61.03.20",,,
岡山県,"岡山市,",河川計画,"写測図化,水準","1000,,3級","6.5KM2,15.0km",岡山河川工事事務所助言600527G0047,日本航業(株),"60.05.27,60.08.31",,,
岡山県,"美星町,",土地改良,写測図化,1000,2.9KM2,岡山県井笠地方振興局助言600610G0056,朝日航洋(株),"60.06.05,60.09.30",,,
岡山県,"作東町,",農地開発,写測図化,1000,1.7KM2,中国四国農政局助言600930G0115,朝日航洋(株),"60.09.28,60.11.25",,,
岡山県,"奥津町,",ダム計画,写測図化,1000,5.0KM2,苫田ダム工事事務所助言601126G0138,朝日航洋(株),"60.11.25,61.03.31",,,
岡山県,"邑久町,",都市計画,"写測修正,撮影","2500,,12500","69.6KM2,162.8KM2",岡山県邑久町助言600704G0071,(株)パスコ,"60.07.03,60.10.30",600721,,
岡山県,"岡山県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","2.0KM2,268.3KM2,1382.6KM2",中国郵政局助言600822G0097,直営,"60.09.10,60.11.30",,,
岡山県,"岡山県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,128.6KM2,132.9KM2",中国郵政局助言610127G0165,直営,"61.03.01,61.03.31",,,
広島県,"広島市,",道路計画,基準点,2級,14point,広島県広島市助言600704G0072,復建調査設計(株),"60.07.01,61.02.28",,,
広島県,"吉舎町,三良坂町,総領町,",ダム計画,"基準点,基準点,水準,平板","2級,,3級,,2級,,500","20point,17point,13.4km,0.1KM2",江の川総合開発調査事務所助言601030G0126,"復建調査設計(株),大成エンジニアリング(株)","60.11.26,61.03.31",,,
広島県,"福山市,",道路計画,"基準点,基準点,水準","2級,,4級,,4級","3point,13point,2.2km",福山工事事務所助言601205G0150,復建調査設計(株),"60.09.07,60.12.20",,,
広島県,"本郷町,",空港計画,"基準点,基準点","2級,,3級","23point,40point",広島県新空港建設事務所助言601213G0155,(株)陸地コンサルタント,"60.07.30,61.02.15",,,
広島県,"千代田町,",土地区画整理,"基準点,基準点,水準,平板","3級,,4級,,4級,,500","7point,7.2km,5.5km,0.3KM2",広島県広島開発事業局助言600516G0045,広島建設コンサルタント(株),"60.04.23,60.07.31",,,
広島県,"福富町,",道路台帳,"基準点,基準点,平板","3級,,4級,,500","15point,25.0km,0.8KM2",広島県福富町助言601209G0153,(株)安芸技術協力,"60.12.20,61.06.30",,,
広島県,"広島市,府中町,海田町,",鉄道計画,"水準,撮影,写測図化,写測修正","3級,,8000,,1000,,1000","3point,20.0KM2,1.1KM2,2.9KM2",日本国有鉄道下関工事事務所助言610221G0173,国際航業(株),"61.02.24,61.03.20",,,
広島県,"東城町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,1point",広島県東城町助言600813G0089,広島県土地改良事業団体連合会,"60.08.01,60.12.01",,,
広島県,"東城町,",ほ場整備,"平板,基準点","500,,2級","0.2KM2,3point",広島県東城町助言600813G0090,広島県土地改良事業団体連合会,"60.08.01,60.12.01",,,
広島県,"東城町,",ほ場整備,"平板,基準点","500,,2級","0.2KM2,3point",広島県東城町助言600813G0091,広島県土地改良事業団体連合会,"60.08.01,60.12.01",,,
広島県,"東城町,",ほ場整備,"平板,基準点","500,,2級","0.2KM2,3point",広島県東城町助言600813G0092,広島県土地改良事業団体連合会,"60.08.01,60.12.01",,,
広島県,"東城町,",ほ場整備,"平板,基準点","500,,2級","0.1KM2,2point",広島県東城町助言600813G0093,広島県土地改良事業団体連合会,"60.08.01,60.12.01",,,
広島県,"神辺町,",道路台帳,"撮影,写測図化","8000,,1000","56.5KM2,11.9KM2",広島県神辺町助言600729G0078,国際航業(株),"60.07.01,61.03.31",600922,,
広島県,"広島市,",道路台帳,"撮影,写測図化","8000,,1000","36.0KM2,16.5KM2",広島県広島市助言600610G0055,(株)パスコ,"60.06.10,61.03.31",600589,,
広島県,"尾道市,",道路台帳,"撮影,写測図化","8000,,1000","110.7KM2,22.0KM2",広島県尾道市助言601102G0127,(株)パスコ,"60.10.11,62.02.28",601509,,
広島県,"三次市,",道路台帳,"撮影,写測図化","8000,,1000","311.6KM2,21.3KM2",広島県三次市助言601206G0148,(株)パスコ,"60.11.30,61.12.25",601775,,
広島県,"三次市,",都市計画,"撮影,写測修正","30000,,10000","399.9KM2,250.6KM2",広島県三次市助言601206G0149,(株)パスコ,"60.11.30,61.12.25",601776,,
広島県,"尾道市,",下水道計画,"撮影,写測図化","4000,,500","15.3KM2,2.2KM2",広島県尾道市助言610207G0167,(株)パスコ,"61.01.10,61.03.25",,,
広島県,"本郷町,",都市計画,"撮影,写測図化","12500,,2500","143.0KM2,82.6KM2",広島県本郷町助言600508G0041,アジア航測(株),"60.04.30,61.02.28",600264,,
広島県,"東広島市,",下水道計画,"撮影,写測図化","4000,,500","5.3KM2,2.4KM2",広島県東広島市助言610108G0158,日本航業(株),"60.12.27,61.03.25",,,
広島県,"筒賀村,",砂防計画,"撮影,写測図化,編集","8000,,1000,,5000","25.2KM2,11.4KM2,11.4KM2",広島県可部農林事務所助言600724G0077,(株)広島航測コンサルタント,"60.07.05,60.10.31",600921,,
広島県,"君田村,",道路台帳,"撮影,写測図化","8000,,1000","111.8KM2,23.2KM2",広島県君田村助言600919G0108,(株)広島航測コンサルタント,"60.08.28,61.07.31",601287,,
広島県,"河内町,",都市計画,"撮影,写測図化","12500,,2500","144.5KM2,87.7KM2",広島県河内町助言601206G0151,(株)広島航測コンサルタント,"60.10.24,61.03.25",601778,,
広島県,"三和町,",道路台帳,"撮影,平板","4000,,500","127.3KM2,13.6KM2",広島県三和町助言600405G0032,広建測量設計(株),"58.07.27,62.03.31",600161,,
広島県,"福山市,府中市,神辺町,新市町,",河川計画,カラー撮影,8000,99.4KM2,福山工事事務所助言601031G0129,国際航業(株),"60.09.28,60.12.25",,,
広島県,"広島市,東広島市,",管理図作成,"カラー撮影,編集","20000,,5000","50.6KM2,17.5KM2",呉防衛施設局助言601111G0134,アジア航測(株),"60.11.01,61.03.10",601679,,
広島県,"広島市,廿日市町,",都市計画,"カラー撮影,写測図化,写測修正","12500,,2500,,2500","147.5KM2,76.2KM2,21.8KM2",広島県広島市助言600626G0067,日本航業(株),"60.06.03,61.03.22",600610,,
広島県,"安芸津町,",都市計画,"カラー撮影,写測図化,編集","12500,,2500,,10000","127.0KM2,65.4KM2,65.4KM2",広島県安芸津町助言601113G0136,日本航業(株),"60.11.11,61.05.31",601681,,
広島県,"上下町,",都市計画,写測図化,1000,1.6KM2,広島県上下町助言600521G0046,(株)パスコ,"60.03.20,60.05.30",,,
広島県,"神辺町,",河川計画,写測修正,1000,0.7KM2,福山工事事務所助言610224G0174,国際航業(株),"61.02.06,61.03.29",,,
広島県,"福富町,豊栄町,",森林計画,写真図,5000,133.3KM2,広島県助言600603G0049,(株)パスコ,"60.06.25,61.01.30",600583,,
広島県,"広島県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","2.0KM2,268.3KM2,1382.6KM2",中国郵政局助言600822G0097,直営,"60.09.10,60.11.30",,,
広島県,"広島県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,128.6KM2,132.9KM2",中国郵政局助言610127G0165,直営,"61.03.01,61.03.31",,,
山口県,"岩国市,",道路計画,"基準点,基準点,水準,平板","2級,,4級,,3級,,250","2point,1.7km,6.2km,0.1KM2",山口県岩国市助言601115G0137,(有)高山測量,"60.11.15,61.03.20",,,
山口県,"美祢市,",道路計画,基準点,3級,18point,山口県美祢土木事務所助言610212G0170,"(株)エイトコンサルタント,(株)大協コンサルタント","60.12.05,61.03.30",,,地名修正
山口県,"徳地町,",土地改良,"撮影,写測図化","8000,,1000","4.0KM2,0.7KM2",山口県土地改良事業団体連合会山口出張所助言600624G0064,国際航業(株),"60.06.17,60.07.31",,,
山口県,"下関市,",道路計画,"撮影,写測修正","8000,,1000","13.5KM2,0.8KM2",山口工事事務所助言610307G0178,国際航業(株),"61.01.17,61.03.31",,,
山口県,"徳山市,",道路台帳,"撮影,写測図化","4000,,500","15.5KM2,6.4KM2",山口県徳山市助言600930G0117,(株)パスコ,"60.08.20,61.03.25",,,
山口県,"下関市,",下水道台帳,"撮影,写測図化","4000,,500","5.7KM2,1.7KM2",山口県下関市助言610121G0164,(株)パスコ,"60.12.09,61.02.28",601880,,
山口県,"周東町,",ほ場整備,"撮影,写測図化","8000,,1000","47.3KM2,6.0KM2",山口県周東町助言600813G0095,アジア航測(株),"60.07.16,61.01.31",601057,,
山口県,"橘町,",都市計画,"撮影,写測修正","12500,,2500","33.6KM2,29.4KM2",山口県橘町助言600507G0040,(株)広島航測コンサルタント,"60.04.12,60.05.30",600263,,
山口県,"岩国市,和木町,玖珂町,周東町,美川町,美和町,本郷村,錦町,",森林計画,撮影,16000,697.0KM2,山口県助言600509G0042,(社)日本林業技術協会,"60.04.30,60.07.31",600265,,
山口県,"山口市,",文化財調査,"撮影,写測図化","3000,,500","12.0KM2,1.7KM2",山口県山口市助言600919G0104,朝日航洋(株),"60.08.01,60.12.25",,,
山口県,"新南陽市,",道路台帳,"撮影,写測図化,写測修正","4000,,500,,500","28.1KM2,5.0KM2,1.5KM2",山口県新南陽市助言600924G0106,朝日航洋(株),"60.07.22,61.12.20",,,
山口県,"山口市,",都市計画,"撮影,写測修正","12500,,2500","92.0KM2,72.8KM2",山口県山口市助言610307G0181,朝日航洋(株),"61.01.10,61.06.30",602016,,
山口県,"光市,",都市計画,"カラー撮影,写測修正","12500,,2500","148.9KM2,13.4KM2",山口県光市助言601015G0121,アジア航測(株),"60.09.25,61.01.20",601503,,
山口県,"防府市,",文化財調査,写測図化,500,0.1KM2,山口県防府市助言600502G0039,(株)パスコ,"60.04.15,60.05.13",,,
山口県,"防府市,",下水道台帳,写測図化,500,0.4KM2,山口県防府市助言601031G0130,(株)パスコ,"60.10.12,61.03.20",,,
山口県,"防府市,",都市計画,写測図化,500,0.6KM2,山口県防府市助言601204G0142,(株)パスコ,"60.11.19,61.02.28",,,
山口県,"防府市,",道路台帳,"写測図化,平板","500,,500","0.1KM2,0.2KM2",山口県防府市助言601206G0154,(株)パスコ,"60.12.10,61.03.20",,,
山口県,"萩市,",下水道台帳,写測図化,500,0.8KM2,山口県萩市助言601219G0156,(株)パスコ,"60.12.07,61.03.25",,,
山口県,"下関市,",都市計画,写測図化,2500,35.7KM2,山口県下関市助言610201G0166,(株)パスコ,"60.11.02,61.03.20",601918,,
山口県,"旭村,",文化財調査,写測図化,500,0.5KM2,山口県旭村助言600919G0105,朝日航洋(株),"60.07.20,60.12.25",,,
山口県,"新南陽市,",下水道台帳,写測図化,500,0.3KM2,山口県新南陽市助言600924G0107,朝日航洋(株),"60.07.17,60.10.30",,,
山口県,"新南陽市,",下水道台帳,写測図化,500,0.2KM2,山口県新南陽市助言610108G0161,朝日航洋(株),"61.01.10,61.03.30",,,
山口県,"山口市,宇部市,小野田市,美祢市,秋穂町,小郡町,阿知須町,楠町,山陽町,美東町,秋芳町,",森林計画,写測修正,5000,38.0KM2,山口県助言600509G0043,(社)日本林業技術協会,"60.04.30,60.07.31",,,地名修正
山口県,"山口県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","2.0KM2,268.3KM2,1382.6KM2",中国郵政局助言600822G0097,直営,"60.09.10,60.11.30",,,
山口県,"山口県,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,128.6KM2,132.9KM2",中国郵政局助言610127G0165,直営,"61.03.01,61.03.31",,,
徳島県,"藍住町,",四国縦貫自動車道建設,"基準点,基準点,水準","1級,,3級,,3級","2.5km,2.5km,2.5km",日本道路公団高松建設局徳島工事事務所助言610130H0088,(株)フジタ建設コンサルタント,"61.01.31,61.03.26",,,
徳島県,"阿波町,",四国縦貫自動車道建設,"基準点,基準点,水準,路線","1級,,3級,,3級,,","2point,3.5km,3.5km,3.5km",日本道路公団高松建設局徳島工事事務所助言601203H0080,大成エンジニアリング(株),"60.12.10,61.02.26",,,
徳島県,"上勝町,木沢村,神山町,木屋平村,木頭村,",道路台帳,"撮影,写測図化","8000,,1000","92.9KM2,3.5KM2",徳島県助言600521H0025,国際航業(株),"60.05.03,60.09.30",,,
徳島県,"上勝町,木屋平村,",地すべり調査対策,"撮影,写測図化","12000,,2000","9.1KM2,4.5KM2",徳島県助言600614H0029,国際航業(株),"60.06.04,60.07.25",,,
徳島県,"木頭村,",災害山腹崩壊地の調査,"撮影,写測図化","12000,,2000","9.1KM2,0.5KM2",徳島県助言600715H0041,国際航業(株),"60.05.20,60.07.31",,,
徳島県,"鳴門市,",道路計画,"撮影,写測図化,写真図","8000,,1000,,8000","24.8KM2,0.7KM2,24.8KM2",徳島工事事務所助言600816H0060,アジア航測(株),"60.08.10,60.10.20",,,
徳島県,"徳島市,鳴門市,松茂町,北島町,藍住町,板野町,上板町,吉野町,",土地改良事業計画基礎図の作成,"撮影,写測修正","25000,,5000","200.0KM2,80.0KM2",中国四国農政局助言601126H0079,アジア航測(株),"60.11.26,60.12.27",601623,,
徳島県,"脇町,穴吹町,",河川計画,"撮影,写測修正","12500,,5000","15.3KM2,3.0KM2",徳島工事事務所助言610228H0098,アジア航測(株),"61.02.17,61.03.29",601985,,
徳島県,"池田町,山城町,井川町,三加茂町,東祖谷山村,西祖谷山村,",森林計画,撮影,16000,580.0KM2,徳島県助言600417H0019,日本航業(株),"60.04.20,60.07.31",600063,,
徳島県,"板野町,上板町,吉野町,土成町,",土地改良,"撮影,写測図化","12000,,2000","42.1KM2,18.4KM2",徳島県吉野川北岸農業開発事務所助言610228H0095,三和航測(株),"61.02.22,61.03.25",601982,,
徳島県,"阿南市,",道路台帳,"撮影,写測図化","8000,,1000","252.7KM2,14.1KM2",徳島県阿南市助言600527H0026,(株)航空撮影センター,"60.05.27,61.12.28",600277,,
徳島県,"池田町,",地すべり対策,写測図化,2000,1.2KM2,徳島県池田土木事務所助言600709H0038,国際航業(株),"60.06.16,60.07.25",,,
徳島県,"上板町,",ほ場整備,写測図化,1000,2.2KM2,徳島県上板町助言600830H0061,三和航測(株),"60.08.30,60.10.30",,,
徳島県,"鷲敷町,",河川管理(写真図作成),写真図,2500,3.0KM2,徳島県助言601114H0078,国際航業(株),"60.11.05,60.12.01",,,
徳島県,"鳴門市,阿南市,",郵便地図調整,"編集,編集,編集","5000,,10000,,25000","5.0KM2,197.0KM2,147.0KM2",四国郵政局助言601001H0069,直営,"60.10.01,60.12.02",,,
徳島県,"徳島市,",郵便地図調整,編集,10000,60.0KM2,四国郵政局助言610228H0096,直営,"61.03.09,61.03.29",,,
香川県,"高松市,丸亀市,坂出市,善通寺市,飯山町,国分寺町,",道路計画,"基準点,水準","1級,,3級","23point,26point",日本道路公団高松建設局高松工事事務所助言601112H0076,大東測量設計(株),"60.11.25,61.02.26",,,
