都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,2018.01.09修正
北海道,"大野町,",土地改良,写測図化,2000,3.0KM2,函館開発建設部助言630226A0703,朝日航洋(株),"62.12.11,63.03.05",,,
北海道,"幌延町,豊富町,",河川計画,"写測図化,写測図化","2500,,5000","1.5KM2,154.3KM2",留萌開発建設部助言620626A0262,日測技研(株),"62.06.26,62.12.25",620524,,
北海道,"名寄市,風連町,",河川計画(天塩川),写測図化,2500,39.4KM2,旭川開発建設部助言620713A0302,日測技研(株),"62.07.18,62.11.30",620708,,
北海道,"上湧別町,遠軽町,",河川改修計画,写測図化,2500,16.2KM2,網走開発建設部助言620805A0404,日測技研(株),"62.07.18,62.12.24",620929,,
北海道,"追分町,",ダム計画,"写測図化,基準点","1000,,2級","1.4KM2,3point",室蘭開発建設部助言620605A0168,(株)菊地測量設計事務所,"62.06.06,62.09.18",,,
北海道,"美幌町,",土地利用基本図作成,写測修正,5000,245.0KM2,北海道美幌町助言630316A0711,国際航業(株),"63.03.01,63.05.30",622375,,
北海道,"七飯町,",都市計画,写測修正,2500,40.0KM2,北海道七飯町助言621224A0685,(株)パスコ,"62.11.27,64.03.20",621958,,
北海道,"浜頓別町,",土地改良,写測修正,10000,42.0KM2,稚内開発建設部助言6208●A0367,日測技研(株),"62.07.20,62.09.10",620922,,
北海道,"小樽市,石狩町,江別市,恵庭市,千歳市,静内町,浦河町,池田町,長万部町,大成町,熊石町,蘭越町,寿都町,古平町,仁木町,伊達市,豊浦町,岩見沢市,北村,美唄市,",郵便地図調整,"編集,編集","40000,,5000","5273.6KM2,329.2KM2",北海道郵政局助言620414A0012,直営,"62.05.06,63.03.31",,,
岩手県,"盛岡市,",水力発電計画,写測図化,5000,59.2KM2,新エネルギー財団助言620827K0421,アジア航測(株),"62.08.03,62.10.15",621057*,,
宮崎県,"日之影町,高千穂町,",水力発電計画,写測図化,5000,59.2KM2,新エネルギー財団助言620827K0421,アジア航測(株),"62.08.03,62.10.15",621057*,,
青森県,"弘前市,",文化財調査,基準点,1級,2point,青森県弘前市助言620811B0090,(株)パスコ,"62.08.03,62.09.20",,,
青森県,"黒石市,",土地区画整理,"基準点,基準点,基準点,平板","1級,,2級,,3級,,500","1point,1point,2.5km,0.3KM2",青森県黒石市助言621210B0213,佐藤技術(株),"62.12.01,63.03.20",,,
青森県,"五所川原市,",ほ場整備,"基準点,平板","2級,,1000","2point,0.4KM2",小田川土地改良区助言620928B0127,八光測量(株),"62.09.15,62.10.15",,,
青森県,"岩木町,",土地区画整理,"基準点,平板","2級,,500","2point,0.2KM2",青森県岩木町助言621204B0209,(株)サン設計,"62.12.01,63.03.10",,,
青森県,"八戸市,",港湾計画,基準点,2級,14point,運輪省第二港湾建設局八戸港工事事務所助言620521B0013,佐藤技術(株),"62.06.05,62.07.10",,,
青森県,"八戸市,",土地区画整理,"基準点,平板","2級,,500","2point,1.1KM2",八戸市湊高台第一土地区画整理組合助言620810B0082,佐藤技術(株),"62.08.01,63.03.15",,,
青森県,"弘前市,",土地区画整理,"基準点,平板","2級,,500","4point,0.7KM2",弘前市宮川土地区画整理組合助言620928B0128,佐藤技術(株),"62.09.14,63.03.15",,,
青森県,"青森市,",道路計画,"基準点,水準","3級,,3級","6point,2point",青森工事事務所助言620817B0097,国際航業(株),"62.07.31,62.11.10",,,
青森県,"十和田市,",道路計画,"基準点,水準","3級,,3級","5point,5point",青森工事事務所助言621030B0168,アジア航測(株),"62.10.09,63.02.25",,,
青森県,"青森市,",道路計画,"基準点,水準","3級,,3級","5point,9.5km",青森工事事務所助言620818B0104,(株)北日本建設コンサルタント,"62.07.24,62.10.09",,,
青森県,"八戸市,",道路計画,"基準点,水準","3級,,3級","2point,5.5km",青森工事事務所助言630203B0262,セントラルコンサルタント(株),"63.02.01,63.03.19",,,
青森県,"佐井村,",道路計画,"基準点,平板","3級,,1000","9point,0.2KM2",青森県佐井村助言620810B0088,(株)みちのく測量,"62.07.12,63.03.10",,,
青森県,"青森市,",道路計画,"基準点,水準","4級,,3級","1point,1point",青森工事事務所助言620715B0051,(株)復建技術コンサルタント,"62.06.18,62.10.31",,,
青森県,"蟹田町,",道路台帳,"基準点,平板","4級,,500","12.5km,1.3KM2",青森県蟹田町助言621204B0208,(株)コサカ技研,"62.10.25,62.12.25",,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","40.0km,40.0km",青森県青森市助言620430B0006,東北測量(株),"62.05.25,62.06.24",620095,,
青森県,"青森市,",地盤変動調査,水準,1級,10.4km,運輪省第二港湾建設局青森港工事事務所助言620430B0008,東北測量(株),"62.05.12,62.09.21",620097,,
青森県,"青森市,",地盤変動調査,"水準,水準","1級,,2級","3.0km,10.0km",青森県助言620615B0028,東北測量(株),"62.05.10,62.06.10",620424,,
青森県,"八戸市,",地盤変動調査,水準,1級,63.0km,青森県八戸市助言620918B0116,(株)コサカ技研,"62.09.15,62.11.15",621203,,
青森県,"碇ケ関村,",道路台帳,平板,500,0.2KM2,青森県碇ヶ関村助言620630B0040,(株)パスコ,"62.06.29,62.09.25",,,地名修正
青森県,"六ケ所村,",道路台帳,平板,500,0.1KM2,青森県六ヶ所村助言630125B0253,(株)コサカ技研,"63.01.18,63.02.20",,,地名修正
青森県,"階上町,",道路台帳,平板,500,0.2KM2,青森県階上町助言630125B0254,(株)コサカ技研,"63.01.18,63.02.20",,,
青森県,"青森市,",道路台帳,平板,500,1.1KM2,青森県青森市助言621030B0167,(有)福士調査設計事務所,"62.11.01,63.03.20",,,
青森県,"平舘村,",道路台帳,平板,500,0.3KM2,青森県平館村助言620601B0020,直営,"62.07.01,62.11.30",,,地名修正
青森県,"藤崎町,",下水道計画,"撮影,写測図化","4000,,500","2.2KM2,0.9KM2",青森県藤崎町助言620526B0018,(株)パスコ,"62.05.19,63.02.10",,,
青森県,"弘前市,",下水道計画,"撮影,写測図化","4000,,500","7.8KM2,0.6KM2",青森県弘前市助言620615B0032,(株)パスコ,"62.06.15,62.09.30",620428,,
青森県,"青森市,八戸市,百石町,下田町,階上町,",道路計画,"撮影,撮影,写測図化","8000,,12500,,2500","29.0KM2,258.0KM2,11.5KM2",青森工事事務所助言620928B0133,(株)パスコ,"62.09.22,62.12.15",621294,,
青森県,"百石町,",下水道計画,"撮影,写測図化","4000,,500","2.8KM2,0.4KM2",青森県百石町助言621214B0223,(株)パスコ,"62.11.20,63.03.25",,,
青森県,"八戸市,三沢市,百石町,",送油管改修計画,"撮影,写測図化","4000,,500","39.3KM2,0.9KM2",仙台防衛施設局助言620803B0076,アジア航測(株),"62.07.20,62.09.30",620871,,
青森県,"十和田湖町,",道路計画,"撮影,写測図化","8000,,1000","10.8KM2,1.2KM2",青森県十和田土木事務所助言620928B0131,アジア航測(株),"62.09.02,62.12.20",621292,,
青森県,"黒石市,平賀町,",地形図作成,撮影,12500,23.2KM2,浅瀬石川ダム工事事務所助言621012B0146,アジア航測(株),"62.09.25,62.11.20",621425,,
青森県,"八戸市,福地村,南部町,三戸町,名川町,",河川管理,撮影,12500,300.0KM2,青森工事事務所助言621204B0203,アジア航測(株),"62.10.29,63.02.25",621833*,,
青森県,"黒石市,",道路計画,"撮影,写測図化","8000,,1000","12.4KM2,1.1KM2",青森県弘前土木事務所助言621204B0205,アジア航測(株),"62.11.03,63.01.11",621835,,
青森県,"大畑町,東通村,むつ市,",森林計画,撮影,16000,479.0KM2,青森県助言620601B0024,東北測量(株),"62.05.20,62.11.20",620321,,
青森県,"青森市,",道路計画,"撮影,写測図化","8000,,1000","9.5KM2,0.9KM2",青森県弘前土木事務所助言621210B0216,東北測量(株),"62.10.26,63.01.07",,,
青森県,"黒石市,",道路計画,"撮影,写測図化","8000,,1000","8.2KM2,1.5KM2",青森県弘前土木事務所助言621210B0217,東北測量(株),"62.10.26,63.01.07",,,
青森県,"青森市,",都市計画,"撮影,写測図化","4000,,500","1.7KM2,0.6KM2",日本国有鉄道清算事業団東北資産管理部助言621210B0219,東北測量(株),"62.10.12,63.03.09",,,
青森県,"十和田市,六戸町,上北町,天間林村,",道路計画,写測図化,1000,7.6KM2,青森県十和田土木事務所助言620727B0071,"アジア航測(株),東北測量(株)","62.07.01,62.10.08",,,
青森県,"倉石村,",農地開発,写測図化,1000,0.4KM2,東北農政局五戸台地開拓建設事業所助言620817B0102,アジア航測(株),"62.07.30,62.09.27",,,
青森県,"平舘村,",道路計画,写測図化,1000,1.7KM2,青森県助言620918B0120,アジア航測(株),"62.08.21,62.12.18",,,地名修正
青森県,"八戸市,",道路計画,写測図化,1000,1.2KM2,青森工事事務所助言630120B0251,アジア航測(株),"63.01.09,63.03.10",,,
青森県,"八戸市,",道路計画,写測図化,1000,0.2KM2,青森工事事務所助言620715B0052,東北測量(株),"62.06.30,62.08.31",,,
青森県,"七戸町,",道路計画,写測図化,1000,1.8KM2,青森工事事務所助言620918B0119,東北測量(株),"62.08.29,62.11.10",,,
青森県,"倉石村,",農地開発,写測図化,1000,0.8KM2,東北農政局五戸台地開拓建設事業所助言620727B0067,北海航測(株),"62.07.10,62.10.17",,,
青森県,"弘前市,八戸市,百石町,五戸町,新郷村,倉石村,",郵便地図調製,編集,10000,1644.0KM2,東北郵政局助言620427B0005,直営,"62.05.11,62.06.30",,,
青森県,"岩崎村,深浦町,",郵便地図調製,編集,10000,2515.0KM2,東北郵政局助言620624B0037,直営,"62.06.20,62.07.31",*,,
岩手県,"遠野市,",土地区画整理,基準点,1級,3point,岩手県遠野市助言630113B0243,東日本航空(株),"62.12.25,63.03.25",,,
岩手県,"宮古市,",土地区画整理,"基準点,平板","1級,,500","4point,0.2KM2",岩手県宮古市助言620615B0026,国際航業(株),"62.06.20,63.03.20",,,
岩手県,"陸前高田市,",土地区画整理,"基準点,平板","2級,,500","6point,0.5KM2",岩手県陸前高田市助言620811B0092,昭和測量工業(株),"62.08.10,62.10.31",,,
岩手県,"石鳥谷町,",土地区画整理,"基準点,平板","2級,,500","4point,0.2KM2",岩手県石鳥谷町助言620827B0107,アジア航測(株),"62.07.24,62.11.18",,,
岩手県,"紫波町,",土地区画整理,"基準点,平板","2級,,500","6point,0.3KM2",岩手県紫波町助言630304B0276,アジア航測(株),"63.03.01,63.04.30",,,
岩手県,"久慈市,",土地区画整理,"基準点,平板","2級,,500","7point,0.5KM2",岩手県久慈市助言620817B0103,(財)福岡土地区画整理協会,"62.08.20,63.03.20",,,
岩手県,"大船渡市,",土地区画整理,"基準点,平板","2級,,500","4point,0.1KM2",大船渡市石橋前地区土地区画整理組合助言621007B0135,(株)菊池技研コンサルタント,"62.03.01,63.03.31",,,
岩手県,"矢巾町,",土地区画整理,"基準点,平板","2級,,500","5point,0.3KM2",矢巾町広宮沢土地区画整理組合助言620810B0083,佐藤技術(株),"62.08.01,62.10.31",,,
岩手県,"矢巾町,",土地区画整理,"基準点,基準点,平板","2級,,3級,,500","1point,1.0km,0.6KM2",矢巾町明堂土地区画整理組合助言621210B0218,佐藤技術(株),"62.12.01,63.03.20",,,
岩手県,"盛岡市,",土地区画整理,"基準点,水準,平板","2級,,3級,,500","6point,3.8km,0.4KM2",岩手県盛岡市助言620810B0084,(株)宅地開発研究所,"62.08.20,62.12.31",,,
岩手県,"大船渡市,",ダム計画,"基準点,平板","3級,,500","2point,0.1KM2",岩手県大船渡土木事務所助言621020B0153,アジア航測(株),"62.10.01,63.03.20",,,
岩手県,"一戸町,",道路計画,基準点,3級,3point,北上川ダム統合管理事務所助言620410B0001,(財)林業土木コンサルタンツ,"62.04.01,62.08.31",,,
岩手県,"釜石市,",ダム計画,基準点,3級,4point,岩手県日向ダム建設事務所助言620702B0043,(財)林業土木コンサルタンツ,"62.06.30,62.08.20",,,
岩手県,"山形村,",道路計画,基準点,3級,1point,岩手県久慈土木事務所助言621221B0227,(財)林業土木コンサルタンツ,"62.12.01,62.12.25",,,
岩手県,"胆沢町,",ダム計画,"基準点,水準,水準","3級,,1級,,3級","15point,29.8km,22.2km",新石淵ダム調査事務所助言621110B0176,"田端測量設計(株),(有)南部測量設計","62.10.20,62.12.20",,,
岩手県,"花巻市,",道路計画,"基準点,基準点,水準","3級,,4級,,3級","3point,8.7km,4.6km",岩手工事事務所助言621201B0201,"(株)光生エンジニアリング,セントラルコンサルタント(株)","62.11.10,62.12.27",,,
岩手県,"大迫町,",ダム計画,基準点,4級,18point,落合ダム建設事務所助言620803B0077,(株)パスコ,"62.07.24,62.10.01",,,
岩手県,"花巻市,",土地区画整理,平板,500,0.4KM2,岩手県花巻市助言620803B0080,佐藤技術(株),"62.08.01,62.10.31",,,
岩手県,"花巻市,",土地区画整理,平板,500,0.4KM2,岩手県花巻市助言620803B0081,佐藤技術(株),"62.08.01,62.10.31",,,
岩手県,"浄法寺町,二戸市,軽米町,大野村,種市町,安代町,一戸町,九戸村,葛巻町,山形村,久慈市,野田村,",森林計画,撮影,16000,1950.0KM2,岩手県助言620514B0011,東日本航空(株),"62.05.02,62.11.29",620161,,
岩手県,"盛岡市,花巻市,釜石市,宮古市,北上市,",都市計画,"撮影,写測図化","12500,,2500","43.1KM2,6.5KM2",日本国有鉄道清算事業団東北資産管理部助言621130B0193,東日本航空(株),"62.10.27,63.03.15",,,
岩手県,"大船渡市,陸前高田市,釜石市,三陸町,大槌町,山田町,宮古市,田老町,田野畑村,普代村,野田村,久慈市,種市町,",道路計画,"撮影,撮影","8000,,12500","83.0KM2,683.4KM2",三陸国道工事事務所助言621110B0175,国際航業(株),"62.09.25,62.12.10",630629*,,
岩手県,"遠野市,住田町,",道路計画,撮影,8000,105.0KM2,岩手県助言621210B0215,国際航業(株),"62.11.24,62.12.25",621884,,
岩手県,"西根町,",都市計画,"撮影,写測修正,写測図化,編集","12500,,2500,,2500,,10000","70.0KM2,28.6KM2,11.1KM2,39.7KM2",岩手県西根町助言620803B0078,(株)パスコ,"62.07.17,62.11.20",620873,,
岩手県,"玉山村,",広域農道整備計画,"撮影,写測図化","8000,,1000","38.0KM2,4.5KM2",岩手県盛岡地方振興局岩手北部土地改良事業所助言620827B0108,アジア航測(株),"62.08.06,62.10.31",,,
岩手県,"二戸市,一戸町,浄法寺町,安代町,葛巻町,",河川管理,撮影,12500,300.0KM2,青森工事事務所助言621204B0203,アジア航測(株),"62.10.29,63.02.25",621833*,,
岩手県,"胆沢町,",砂防計画,"撮影,写測図化","8000,,1000","5.0KM2,1.1KM2",岩手工事事務所助言621214B0225,アジア航測(株),"62.11.18,63.03.31",,,
岩手県,"花巻市,",土地改良,"撮影,写測図化","12500,,2000","34.7KM2,12.3KM2",岩手県花巻地方振興局花巻土地改良事業所助言620602B0042,第一航業(株),"62.07.01,62.09.10",620570,,
岩手県,"川井村,",道路台帳,"撮影,写測図化","8000,,1000","0.7KM2,0.7KM2",岩手県川井村助言621110B0173,北海航測(株),"62.10.19,63.03.20",,,
岩手県,"二戸市,一戸町,岩手町,",鉄道計画,"撮影,写測図化","12500,,2500","113.0KM2,12.9KM2",日本鉄道建設公団盛岡支社助言621124B0189,朝日航洋(株),"62.11.02,63.03.03",,,
岩手県,"普代村,",道路計画,写測図化,2500,1.7KM2,三陸国道工事事務所助言620918B0114,東日本航空(株),"62.08.20,62.11.10",,,
岩手県,"雫石町,",道路台帳,"写測図化,写測図化","1000,,5000","1.8KM2,4.1KM2",岩手県雫石町助言620715B0057,国際航業(株),"62.07.10,62.09.26",,,
岩手県,"大船渡市,",道路計画,写測図化,1000,3.7KM2,三陸国道工事事務所助言621210B0210,国際航業(株),"62.11.19,63.01.25",621879,,
