都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,05_地域修正,～の有無,2018.01.11地名修正
新潟県,中条町,都市計画,写測,2500,12.3KM2,中条町,セントラル航空測量,"54.7.10,54.9.17",401,,,郡削除,,
新潟県,聖籠町,地盤変動,水準,,25.0km,第一港湾建設局新潟港工事事務所,中野測量航業,"54.8.20,54.12.25",402,,,港→市,,
新潟県,黒埼町,総合計画,"撮影,写測","12500,,2500","60.0KM2,27.0KM2",黒埼町,オリジナルサーベー,"54.8.1,54.10.31",405,,,郡削除,,
新潟県,湯沢町,道路計画,"撮影,写測","8000,,1000","45.0KM2,1.0KM2",北陸地建長岡国道工事事務所,アジア航測,"54.9.1,54.11.30",470,,,郡削除,,
新潟県,塩沢町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","103.1KM2,23.1KM2,7.3KM2,0.3KM2",塩沢町,パシフイック航業,"54.8.17,54.12.31",545,,,郡削除,,
新潟県,見附市,道路台帳,"撮影,写測","8000,,1000","78.1KM2,10.2KM2",見附市,パシフイック航業,"54.8.20,54.10.31",546,,,,,
新潟県,新潟市,都市計画,写測,10000,110.0KM2,新潟市,中野測量航業,"54.8.20,54.12.17",557,,,,,
新潟県,"長岡市,三島町,与板町",ほ場整備,写測,1000,10.3KM2,新潟県信濃川左岸土地改良区,国際航業,"54.9.17,55.1.8",605,,,郡削除,,
新潟県,中之島村,農村総合整備,撮影,12500,77.4KM2,中之島村,中野測量航業,"54.9.17,55.11.30",681,,,郡削除,,
新潟県,湯之谷村,道路計画,"撮影,写測","12500,,2500","99.0KM2,7.0KM2",北陸地建長岡国道工事事務所,"アジア航測,パシフイック航業","54.10.5,54.11.30",,,,郡削除,,
新潟県,新潟市,鉄道計画,写測,500,0.5KM2,日本国有鉄道信濃川工事局,パシフイック航業,"54.10.20,55.3.31",,,,,,
新潟県,下田村,農用地造成,写測,1000,2.0KM2,北陸農政局,アジア航測,"54.10.12,54.12.25",,,,郡削除,,
新潟県,新津市,道路台帳,"撮影,写測","8000,,1000","109.0KM2,14.1KM2",新津市,国際航業,"54.9.15,56.6.30",689,,,,,
新潟県,新津市,都市計画,"撮影,写測","12500,,2500","46.0KM2,31.1KM2",新津市,国際航業,"54.9.15,55.3.31",689,,,,,
新潟県,新津市,下水道台帳及び河川現況図,"撮影,写測","4000,,500","12.8KM2,3.2KM2",新津市,国際航業,"54.9.15,55.3.31",,,,,,
新潟県,吉田町,道路台帳,"撮影,写測","8000,,1000","80.0KM2,6.9KM2",吉田町,オリジナルサーベー,"54.9.29,55.12.31",743,,,郡削除,,
新潟県,黒埼町,道路台帳,"撮影,写測","8000,,1000","68.0KM2,5.0KM2",黒埼町,オリジナルサーベー,"54.10.1,55.3.31",745,,,郡削除,,
新潟県,十日町市,農地開発,写測,1000,3.4KM2,北陸農政局,セントラル航業,"54.10.5,55.2.20",,,,,,
新潟県,新井市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","20.0KM2,220.3KM2,3.8KM2,9.0KM2",新井市,新井地区測量設計共同企業体,"54.10.11,57.4.30",774,,,他削除,,
新潟県,上越市,道路台帳,"撮影,写測","8000,,1000","251.7KM2,24.7KM2",上越市,中野測量航業,"54.9.12,57.3.15",775,,,,,
新潟県,白根市,道路台帳,"撮影,写測","4000,,1000","79.1KM2,6.5KM2",白根市,国際航業,"54.10.25,56.12.31",777,,,,,
新潟県,糸魚川市,道路台帳,写測,500,1.9KM2,糸魚川市,中野測量航業,"54.10.1,55.3.25",,,,,,
新潟県,上越市,道路計画,写測,1000,1.4KM2,北陸地建高田工事事務所,日本測量,"54.10.17,54.12.17",,,,,,
新潟県,十日町市,ほ場整備,写測,1000,5.1KM2,十日町市,セントラル航業,"54.11.1,55.1.31",,,,,,
新潟県,燕市,道路台帳,"撮影,写測,写測","8000,,500,,1000","60.0KM2,3.8KM2,27.3KM2",燕市,オリジナルサーベー,"54.11.20,56.3.31",866,,,,,
新潟県,燕市,下水道台帳,"撮影,写測","4000,,500","24.0KM2,0.99KM2",燕市,オリジナルサーベー,"54.11.20,56.3.31",,,,,,
新潟県,"小千谷市,十日町市,川西町,中里村,川口町,堀之内町",導水路計画,"撮影,撮影,撮影,写測,写測,写測","8000,,10000,,12500,,1000,,2000,,2500","17.8KM2,10.1KM2,32.2KM2,2.1KM2,5.0KM2,17.0KM2",日本国有鉄道信濃川工事局,パシフイック航業,"54.11.14,55.8.31",868,,,郡削除,,
新潟県,新津市,河川調査,"写測,写測","1000,,2500","3.0KM2,14.3KM2",新潟県,国際航業,"54.11.23,55.3.22",,,,,,
新潟県,聖籠町,地番想定計画,"撮影,写測","8000,,1000","29.4KM2,12.0KM2",新潟県新潟東港開発建設事務所,中野測量工業,"54.11.20,55.9.30",,,,港→市,,
新潟県,川口町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","72.3KM2,274.6KM2,2.0KM2,2.0KM2",川口町,パシフイック航業,"54.11.29,55.12.25",985,,,郡削除,,
新潟県,"巻町,岩室村,弥彦村",河川調査,"撮影,写測","12500,,2500","70.0KM2,13.3KM2",新潟県,東日本航空,"54.11.23,55.3.20",,,,郡削除,,
新潟県,佐和田町,河川調査,写測,1000,2.9KM2,新潟県,国際航業,"54.11.23,55.1.21",,,,郡削除,,
新潟県,上越市,農村総合整備,写測,2500,38.3KM2,上越市,中野測量航業,"55.1.9,55.3.31",1148,,,,,
新潟県,"新潟市,巻町,西川町,黒埼町",地盤沈下,水準,,58.0km,新潟県,中野測量航業,"55.2.21,55.3.31",1209,,,郡削除,,
富山県,入善町,都市計画,"撮影,撮影,写測,写測,写測","12500,,25000,,2500,,2000,,10000","50.1KM2,189.8KM2,8.8KM2,2.3KM2,71.6KM2",入善町,セントラル航業,"54.4.10,54.9.10",14,,,郡削除,,
富山県,八尾町,地すべり対策,"撮影,写測","8000,,1000","9.5KM2,1.9KM2",富山県富山農地林務事務所,"セントラル航業,北陸航測","54.5.10,54.7.31",85,,,郡削除,,
富山県,滑川市,道路台帳,"撮影,写測","4000,,500","62.9KM2,8.4KM2",滑川市,北陸航測,"54.7.1,55.9.30",274,,,滑川滑→市に,,
富山県,福光町,都市計画,"撮影,写測","10000,,2500","21.6KM2,7.9KM2",福光町,セントラル航業,"54.6.30,54.9.30",290,,,郡削除,,
富山県,福光町,道路台帳,"撮影,写測","4000,,500","110.0KM2,8.3KM2",福光町,セントラル航業,"54.6.30,55.2.29",291,,,郡削除,,
富山県,八尾町,治山計画,"撮影,写測","8000,,1000","7.2KM2,1.4KM2",富山県,セントラル航業,"54.6.5,54.9.20",,,,郡削除,,
富山県,魚津市,道路台帳,"撮影,写測","7000,,1000","132.4KM2,7.8KM2",魚津市,アジア航測,"54.3.1,55.3.31",311,,,,,
富山県,山田村,地すべり防止計画,"撮影,写測","8000,,1000","5.4KM2,1.2KM2",富山県,北陸航測,"54.7.10,54.8.31",338,,,郡削除,,
富山県,富山市,区画整理,平板,500,0.4KM2,富山県,"日本技術開発,高島コンサルタント,共同企業体","54.7.25,55.3.25",,,,,,
富山県,八尾町,区画整理,平板,500,0.4KM2,富山県,(株)上智,"54.7.30,55.3.25",,,,郡削除,,
富山県,高岡市,区画整理,平板,500,0.4KM2,富山県,北日本建設コンサルタント,"54.7.30,55.3.25",,,,,,
富山県,魚津市,都市計画,"写測新規,写測修正","2500,,2500","7.4KM2,24.0KM2",魚津市,アジア航測,"54.8.10,54.12.20",406,写測修正,,,,
富山県,氷見市,道路改良,"撮影,写測","8000,,1000","6.8KM2,0.6KM2",富山県,北陸航測,"54.8.7,54.9.10",,,,,,
富山県,氷見市,道路改良,"撮影,写測","4000,,500","3.7KM2,0.9KM2",富山県,北陸航測,"54.8.7,54.9.10",,,,,,
富山県,大島町,土地改良,"撮影,写測","20000,,5000","25.0KM2,7.9KM2",大島町,アジア航空,"54.8.18,54.11.7",467,,,郡削除,,
富山県,大山町,砂防計画,"撮影,写測","8000,,1000","6.1KM2,2.2KM2",北陸地建立山砂防工事事務所,国際航業,"54.8.16,54.11.23",469,,,郡削除,,
富山県,富山市,下水道計画,"撮影,写測,写測","4000,,8000,,500","25.7KM2,14.3KM2,14.9KM2",富山市,国際航業,"54.9.12,55.3.21",556,,,,,
富山県,宇奈月町,砂防計画,"撮影,撮影,写測","5000,,15000,,5000","8.7KM2,8.7KM2,6.5KM2",北陸地建黒部工事事務所,アジア航測,"54.9.25,55.2.4",,,,郡削除,,
富山県,"立山町,大山町",砂防計画,"撮影,撮影,写測,写測","8000,,12500,,1000,,2500","39.5KM2,29.2KM2,3.8KM2,2.2KM2",北陸地建立山砂防工事事務所,国際航業,"54.10.19,55.2.25",813,,,郡削除,,
富山県,黒部市,道路台帳,"撮影,写測","4000,,500","72.0KM2,4.5KM2",黒部市,パシフイック航業,"54.11.19,55.9.30",926,,,,,
富山県,富山市,公園台帳,写測,1000,4.4KM2,富山市,国際航業,"54.11.28,55.1.31",,,,,,
富山県,高岡市,ほ場整備,写測,1000,0.3KM2,高岡市土地改良協会,北陸航測,"54.11.13,55.1.20",,,,,,
富山県,福岡町,道路計画,"撮影,写測","4000,,500","3.4KM2,0.4KM2",富山県小矢部土木事務所,北陸航測,"54.12.12,55.2.29",,,,郡削除,,
富山県,婦中町,道路計画,"撮影,写測","4000,,500","2.4KM2,0.2KM2",富山県富山土木事務所,北陸航測,"54.12.10,55.2.4",,,,郡削除,,
富山県,高岡市,道路計画,写測,1000,1.0KM2,北陸地建富山工事事務所,アジア航測,"54.12.10,55.3.30",,,,,,
富山県,福光町,道路計画,"撮影,写測","8000,,1000","12.3KM2,1.4KM2",富山県福野土木事務所,北陸航測,"54.12.20,55.3.25",,,,郡削除,,
石川県,輪島市,総合計画,"撮影,写測","25000,,5000","280.0KM2,271.0KM2",輪島市,パシフイック航業,"54.4.2,55.3.20",15,,,,,
石川県県境福井県,"白峰村,県境和泉村",境界調査,"境界,図根",",,","8.7km,5point",大阪営林局,自営,"54.5.10,54.12.20",,,,郡削除,,県名修正
石川県,七尾市,地盤沈下,水準,,30.0km,石川県,国際航業,"54.8.15,54.9.30",404,,,,,
石川県,小松市,都市計画,写測,2500,126.0KM2,小松市,八洲測量,"54.8.5,55.3.25",466,,,郡削除,,
石川県,白峰村,砂防計画,写測,2500,3.1KM2,北陸地建金沢工事事務所,アジア航測,"54.8.16,54.10.19",,,,郡削除,,
石川県,山中町,森林計画,写図,5000,13.5KM2,石川県,セントラル航業,"54.8.17,54.11.15",544,,,郡削除,,
石川県,小松市,都市計画,写測,2500,10.0KM2,根上町,八洲測量,"54.8.5,55.3.31",682,,,郡削除,,
石川県,金沢市,道路台帳,"撮影,撮影","4000,,8000","159.0KM2,168.0KM2",金沢市,セントラル航業,"54.10,55.3.20",776,,,,,
石川県,"高松町,七尾市",道路計画,写測,1000,0.8KM2,北陸地建金沢工事事務所,セントラル航業,"54.11.10,54.12.25",,,,郡削除,,
石川県,内浦町,港湾計画,水準,,15.4km,石川県珠洲土木事務所,セントラル航業,"54.12.25,55.2.15",1129,,測量地域修正,,,
石川県,金沢市,河川改修,基準点,,4.7km,石川県金沢土木事務所,セントラル航業,"55.1.8,55.3.20",,,,,,
石川県,金沢市,河川改修,"撮影,写測","4000,,500","9.6KM2,0.9KM2",石川県金沢土木事務所,セントラル航業,"55.1.8,55.3.20",,,,,,
石川県,輪島市,農地開発,"撮影,写測","8000,,1000","60.0KM2,28.0KM2",北陸農政局外浦北部開拓建設事業所,セントラル航業他,"55.3.1,57.3.30",,,,郡削除,,
福井県,敦賀市,都市計画,"撮影,写測","12500,,2500","10.6KM2,5.0KM2",敦賀市,東洋航空事業,"54.2.26,54.3.31",13,,,,,
福井県,織田町,農村総合整備,"写測,写測,写測","2500,,5000,,10000","39.0KM2,39.0KM2,39.0KM2",福井県土地改良事業団体連合会,丸一調査設計,"54.5.1,54.7.1",60,写測修正,,郡削除,,
福井県,芦原町,道路台帳,"撮影,写測","8000,,1000","76.8KM2,5.0KM2",芦原町,国際航業,"54.4.1,54.9.30",61,,,郡削除,,
福井県,敦賀市,下水道事業,基準点,,20.4km,敦賀市,ノザキ測量,"54.6.15,54.8.31",,,,,,
福井県,永平寺町,総合計画,"撮影,写測","12500,,2500","50.5KM2,50.5KM2",永平寺町,開拓航営設計,"54.5.15,54.12.20",309,,,郡削除,,
福井県,,地盤沈下,"水準,水準","1等,,2等","70.0km,36.0km",福井県,三和測量建設,"54.9.10,54.11.10",465,写測修正,,平野，盆地,,
福井県,福井市,地盤沈下,水準,,75.0km,福井市,三和測量建設,"54.9.20,54.11.30",543,,,,,
福井県,上中町,ほ場整備,"撮影,写測","8000,,1000","80.0KM2,25.6KM2",福井県土地改良事業団体連合会,丸一調査設計,"54.9.25,55.6.25",685,,,郡削除,,
福井県,美浜町,農村総合整備,"撮影,写測","12500,,2500","80.0KM2,27.0KM2",福井県土地改良事業団体連合会,丸一調査設計,"54.10.20,55.6.20",686,,,郡削除,,
福井県,敦賀市,下水道事業,水準,,21.0km,敦賀市,ノザキ測量,"54.10.15,54.11.20",,,,,,
福井県,大野市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","14.4KM2,164.0KM2,6.4KM2,8.4KM2",大野市,国際航業,"54.10.5,56.7.31",690,,,,,
福井県,"三国町,芦原町,金津町,丸岡町,坂井町",道路台帳,"撮影,写測","8000,,1000","62.6KM2,2.2KM2",福井県,国際航業,"54.10.15,55.3.31",744,,,郡削除,,
福井県,朝日町,下水道事業,"撮影,写測","4000,,500","8.9KM2,3.7KM2",朝日町,三和測量建設,"54.10.18,55.2.29",812,,,郡削除,,
福井県,福井市,道路台帳,"撮影,写測","4000,,500","142.6KM2,21.6KM2",福井市,国際航業,"54.11.6,57.11.5",869,,,,,
福井県,勝山市,道路管理,"撮影,写測","8000,,1000","1.0KM2,0.8KM2",近畿地建福井工事事務所,アジア航測,"54.11.20,55.3.5",,,,,,
福井県,勝山市,道路台帳,写測,500,9.9KM2,勝山市,パシフイック航業,"54.10.20,55.3.31",,,,,,
福井県,小浜市,道路台帳,撮影,8000,105.0KM2,小浜市,パシフイック航業,"54.12.20,55.3.20",1075,,,,,
福井県,敦賀市,港湾計画,基準点,,5point,第一港湾建設局敦賀港工事事務所,平和測量建設,"55.2.10,55.3.30",,,測量地域修正,,,
福井県,清水町,道路台帳,"撮影,写測","8000,,1000","16.9KM2,0.5KM2",清水町,パシフイック航業,"55.2.1,55.3.31",,,,郡削除,,
岐阜県,羽島市,都市計画,写測,2500,35.0KM2,羽島市,中日本航空,"54.3.15,54.3.30",19,,,,,
岐阜県,"岐阜市,関市,各務原市,美濃市,郡上市,下呂市,山県市,七宗町,白川町",森林計画,撮影,16000,2101.0KM2,岐阜県,中日本航空,"54.4.25,54.7.31",78,,測量地域修正,郡展開,,
岐阜県,古川町,道路台帳,"撮影,写測","8000,,1000","98.1KM2,12.2KM2",古川町,パシフイック航業,"54.5.15,55.5.31",79,,,郡削除,,
岐阜県,金山町,ほ場整備,"撮影,写測","8000,,1000","31.3KM2,1.2KM2",金山町,パシフイック航業,"54.5.15,54.6.15",80,,,郡削除,,
岐阜県,恵那市,土地改良,写測,1000,5.0KM2,恵那市,中日本航空,"54.5.25,54.6.20",172,,,,,
岐阜県,,道路台帳,"撮影,写測","8000,,1000","4340.0KM2,93.0KM2",岐阜県,東日本航空他4社,"54.5.2,55.3.25",,,,県削除,,
岐阜県,八幡町,ほ場整備,"撮影,写測","8000,,1000","23.0KM2,1.0KM2",八幡町,(株)三栄測量,"54.6.10,54.8.30",244,,,郡削除,,
岐阜県,多治見市,都市計画,"撮影,写測","12500,,2500","20.0KM2,11.4KM2",多治見市,富士測量,"54.6.9,54.9.5",245,,,,,
岐阜県,岐阜市,河川管理,"撮影,写測","4000,,500","69.4KM2,3.4KM2",中部地建木曽川上流工事事務所,玉野測量設計,"54.6.12,54.11.24",,,測量地域修正,,,
岐阜県,可児町,都市計画,"撮影,写測新規,写測修正","12500,,2500,,2500","175.0KM2,50.9KM2,34.0KM2",可児町,中日本航空,"54.6.25,54.10.31",259,写測修正,,郡削除,,
岐阜県,高鷲村,農地計画,"撮影,写測","8000,,1000","114.0KM2,5.0KM2",高鷲村,三栄測量,"54.7.1,54.10.30",312,,,郡削除,,
岐阜県,中津川市,土地改良,"撮影,写測","8000,,1000","34.2KM2,4.9KM2",中津川市,中日本航空,"54.7.10,54.10.15",314,,,,,
岐阜県,美濃加茂市,都市計画,写測,2500,7.2KM2,美濃加茂市,アジア航測,"54.7.20,54.8.20",368,,,,,
岐阜県,"美山町,洞戸村",森林計画,写図,5000,174.0KM2,岐阜県,アジア航測,"54.8上,54.9上",,,,郡削除,,
岐阜県,美濃加茂市,道路台帳,"撮影,写測","4000,,500","125.8KM2,5.0KM2",美濃加茂市,中日本航空,"54.4.17,56.4.30",516,,,,,
岐阜県,"岐阜市,養老町",河川管理,写測,500,4.6KM2,中部地建木曽川上流工事事務所,東洋航空事業,"54.7.19,55.1.13",,,測量地域修正,郡削除,,
岐阜県県境福井県,"白鳥町,高鷲村,県境和泉村",鉄道計画,"撮影,写測","12500,,2500","83.1KM2,16.3KM2",日本鉄道建設公団名古屋支社,アジア航測,"54.9.1,54.11.27",580,,,県名修正,,
岐阜県,美濃加茂市,都市計画,"撮影,写測","12500,,2500","62.5KM2,30.0KM2",美濃加茂市,アジア航測,"54.9.8,54.12.20",609,,,,,
岐阜県,上石津町,ほ場整備,写測,1000,0.2KM2,岐阜県大垣土地改良事業所,東洋航空事業,"54.9.1,54.12.20",,,,郡削除,,
岐阜県,"大垣市,羽島市,岐南町,笠松町,海津市,養老町",地盤沈下,水準,,120.0km,岐阜県,吉位測量設計社,"54.10.15,54.12.15",697,,,郡展開,,
岐阜県,,河川計画,写測,500,1.4KM2,中部地建木曽川上流工事事務所,東日本航空,"54.9.12,54.11.6",,,,流域,,
岐阜県,"養老町,平田町,南濃町,海津町",農道計画,"撮影,写測","4000,,500","19.8KM2,4.0KM2",岐阜県大垣土地改良事業所,アジア航測,"54.9.18,55.1.17",,,,郡削除,,
岐阜県,美濃市,道路計画,写測,1000,0.6KM2,中部地建岐阜国道工事事務所,パシフイック航業,"54.9.25,54.10.28",,,,,,
岐阜県,岐阜市,道路計画,写測,1000,1.1KM2,中部地建岐阜国道工事事務所,中日本航空,"54.9.26,54.12.4",,,,,,
岐阜県,富加町,道路台帳,"撮影,写測","4000,,500","16.0KM2,2.8KM2",富加町,中日本航空,"54.9.1,56.3.31",734,,,郡削除,,
岐阜県,根尾村,ダム計画,"撮影,写測","8000,,1000","4.8KM2,0.4KM2",中部地建木曽川上流工事事務所,アジア航測,"54.10.12,54.12.2",,,,郡削除,,
岐阜県,関ケ原町,道路台帳,"撮影,写測","8000,,1000","53.8KM2,17.3KM2",関ヶ原町,中日本航空,"54.10.22,55.3.21",820,,,郡削除,,地名修正
岐阜県,神岡町,道路計画,"撮影,写測","8000,,1000","3.0KM2,1.1KM2",中部地建高山国道工事事務所,国際航業,"54.11.1,55.1.31",,,,郡削除,,
岐阜県,,地盤沈下,水準,,82.5km,中部地建木曽川上流工事事務所,昭栄エンジニアリング,"54.9.28,55.2.14",929,,,川,,
岐阜県,,地盤沈下,水準,,105.0km,中部地建木曽川上流工事事務所,飯沼コンサルタント,"54.9.28,55.2.14",930,,,川,,
岐阜県,,地盤沈下,水準,,80.9km,中部地建木曽川上流工事事務所,中京測量設計,"54.9.28,54.3.5",931,,,川,,
岐阜県,"中津川市,福岡町,付知町",鉄道計画,"撮影,写測","12500,,2500","55.2KM2,3.8KM2",日本鉄道建設公団名古屋支社,玉野測量,"54.11.7,54.12.20",,,,郡削除,,
