都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,実施時期,付図番号,,地域修正,05_地域修正,～の有無,2018.01.11地名修正
山口県,鹿野町,道路台帳,"撮影,写測","8000,,1000","173.0KM2,3.2KM2",鹿野町,広島航測コンサルタント,"54.6.18,55.3.20",232,,,郡削除,,
山口県,山口市,ほ場整備,"撮影,写測","8000,,1000","12.8KM2,5.6KM2",山口市,東洋航空事業,"54.7.2,54.10.15",315,,,,,
山口県,山口市,ほ場整備,"撮影,写測","8000,,1000","19.0KM2,3.1KM2",山口市,国際航業,"54.7.10,54.11.30",316,,,,,
山口県,美祢市,道路台帳,"撮影,写測","8000,,1000","250.0KM2,8.5KM2",美祢市,東洋航空事業,"54.8.1,55.3.31",377,,,,,
山口県,萩市,道路計画,"撮影,撮影,写測","4000,,8000,,1000","10.0KM2,120.0KM2,6.5KM2",萩市,アジア航測,"54.4.25,55.3.31",583,,,,,
山口県,防府市,道路台帳,写測,500,3.7KM2,防府市,パシフイック航業,"54.9.18,55.3.25",,,,,,
山口県,萩市,下水道計画,写測,500,0.9KM2,萩市,パシフイック航業,"54.8.25,54.11.20",,,,,,
山口県,豊北町,農地開発,写測,1000,0.4KM2,中国四国農政局豊北開拓建設事業所,玉野測量設計,"54.8.21,54.12.31",,,,郡削除,,
山口県,岩国市,都市計画,"撮影,撮影,写測新規,写測修正,写測修正,縮小,縮小","12500,,30000,,2500,,2500,,10000,,10000,,25000","101.7KM2,230.3KM2,3.6KM2,98.1KM2,118.4KM2,112.0KM2,230.3KM2",岩国市,国際航業,"54.10.11,54.11.10",717,写測修正,,,,
山口県,豊北町,農地開発,写測,1000,0.7KM2,中国四国農政局豊北開拓建設事業所,復建調査設計,"54.11.1,55.3.31",,,,郡削除,,
山口県,岩国市,道路台帳,撮影,4000,230.3KM2,岩国市,国際航業,"54.10.24,55.1.31",794,,,,,
山口県,山口市,道路台帳,平板,500,33.3KM2,山口市,"KK葉山コンサルタント,他3社","54.11.1,55.3.30",,,,,,
山口県,菊川町,ほ場整備,"撮影,写測","8000,,1000","37.0KM2,7.3KM2",菊川町,国際航業,"54.10.31,55.3.1",796,,,郡削除,,
山口県,小郡町,道路計画,基準点,,9point,中国地建山口工事事務所,復建調査設計,"54.11.30,55.2.25",,,,郡削除,,
山口県,由宇町,道路台帳,"撮影,写測","8000,,1000","58.0KM2,4.2KM2",由宇町,広島航測コンサルタント,"54.12.15,56.3.20",1078,,,郡削除,,
山口県,下松市,道路台帳及び都市計画,"撮影,撮影,写測,写測,写測","4000,,8000,,500,,1000,,2500","22.0KM2,90.0KM2,2.7KM2,2.8KM2,90.0KM2",下松市,東洋航空事業,"55.1.16,56.4.30",1105,,,,,
山口県,"徳山市,防府市",トンネル計画,写測,2500,3.4KM2,日本国有鉄道下関工事局,東洋航空事業,"55.1.21,55.2.22",,,,,,
山口県,下関市,(街路)都市計画,"撮影,写測","4000,,500","28.9KM2,3.1KM2",下関市,パシフイック航業,"55.1.18,55.3.31",1147,,,,,
山口県,大島町,道路台帳,"撮影,写測","8000,,1000","48.1KM2,4.7KM2",大島町,広島航測コンサルタント,"55.1.21,56.4.30",1171,,,郡削除,,
山口県,川上村,道路台帳,"撮影,写測","8000,,1000","81.3KM2,2.0KM2",川上村,広島航測コンサルタント,"55.1.18,57.3.31",1172,,,郡削除,,
山口県,久賀町,道路台帳,"撮影,写測","8000,,1000","23.1KM2,2.6KM2",久賀町,広島航測コンサルタント,"55.1.21,56.3.20",1173,,,郡削除,,
山口県,山口市,道路計画,基準点,,9point,中国地建山口工事事務所,明伸建設コンサルタント,"54.12.27,55.3.30",,,,,,
山口県,三隅町,道路台帳,"撮影,写測","8000,,1000","76.1KM2,2.5KM2",三隅町,日本航業,"55.2.12,56.3未",1225,,,郡削除,,
山口県,下関市,道路台帳,写測,1000,14.2KM2,下関市,パシフイック航業,"55.3.10,55.3.31",,,,,,
徳島県,"つるぎ町,東みよし町,那賀町",森林計画,撮影,16000,414.0KM2,徳島県,八洲測量,"54.5.1,54.7.31",66,,測量地域修正,郡展開,,
徳島県,上勝町,森林計画,写図,5000,100.0KM2,徳島県,大阪写真測量所,"54.6.1,54.7.31",221,,,郡削除,,
徳島県,徳島市,下水道台帳,写測,500,0.7KM2,徳島市,三和航測,"54.7.1,54.10.18",,,,,,
徳島県,"穴吹町,三加茂町,山城町",地すべり対策,"撮影,写測","12000,,2000","40.5KM2,4.5KM2",徳島県,アジア航測,"54.6.1,54.7.31",,,,郡削除,,
徳島県,脇町,農業用水計画,写測,2000,20.2KM2,徳島県吉野川北岸農業開発事務所,東洋航空事業,"54.6.21,54.8.31",373,,,郡削除,,
徳島県,鳴門市,道路計画,路線,,3.0km,本州四国連絡橋公団第一建設局鳴門工事事務所,パシフイック航業,"54.7.24,54.10.3",,,,,,
徳島県,,道路台帳,"撮影,写測","8000,,1000","440.2KM2,18.9KM2",徳島県,"国際航業,パシフイック航業","54.8.20,55.2.10",,,,県削除,,
徳島県,徳島市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","147.0KM2,198.0KM2,33.0KM2,75.8KM2",徳島市,アジア航測,"54.10.1,56.9.20",565,,,,,
徳島県,徳島市,都市計画,"写測,編集","2500,,2500","89.0KM2,99.0KM2",徳島市,アジア航測,"54.10.1,56.9.20",565,,,,,
徳島県,鳴門市,総合計画,"撮影,写測","12500,,2500","19.0KM2,14.0KM2",鳴門市,南紀航空,"54.8.1,54.11.30",566,,,,,
徳島県,山城町,地すべり対策,"撮影,写測","12000,,2000","6.3KM2,0.6KM2",徳島県池田土木事務所,三和航測,"54.10,54.11.28",,,,郡削除,,
徳島県,美郷村,地すべり対策,"撮影,写測","12000,,2000","6.1KM2,1.2KM2",徳島県川島土木事務所,三和航測,"54.10,54.11.20",,,,郡削除,,
徳島県,一宇村,地すべり対策,"撮影,写測","12000,,2000","21.3KM2,0.3KM2",徳島県脇町土木事務所,三和航測,"54.10,54.11.20",720,,,郡削除,,地名修正
徳島県,鳴門市,道路計画,"撮影,写測","8000,,1000","12.0KM2,0.8KM2",四国地建徳島工事事務所,国際航業,"54.10.12,54.12.25",780,,,,,
徳島県,阿南市,工業用水道計画,"撮影,写測","25000,,5000","22.0KM2,10.0KM2",四国通商産業局,東日本航空,"54.11.20,54.12.25",,,,,,
徳島県,木頭村,ダム計画,"撮影,写図","15000,,5000","97.0KM2,82.0KM2",四国地建細川内ダム調査事務所,アジア航測,"54.11.9,55.2.29",,,,郡削除,,
徳島県,由岐町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","1.9KM2,24.7KM2,0.4KM2,0.9KM2",由岐町,パシフイック航業,"54.12.17,55.5.31",1228,,,郡削除,,
徳島県,土成町,農業水利事業,写測,1000,1.8KM2,中国四国農政局吉野川北岸農業水利事業所,アジア航測,"54.12.28,55.3.10",,,,郡削除,,
徳島県,徳島市,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","147.0KM2,198.0KM2,33.0KM2,75.8KM2",徳島市,アジア航測,"54.12,57.3.31",1374,,,全域削除,,
徳島県,徳島市,都市計画,"写測,編集","2500,,2500","89.0KM2,99.0KM2",徳島市,アジア航測,"54.12,57.3.31",1374,,,全域削除,,
香川県,善通寺市,道路台帳,"撮影,写測","8000,,1000","9.5KM2,0.1KM2",善通寺市,アジア航測,"54.5.1,54.7.31",181,,,,,
香川県,高松市,下水道計画,写測,500,4.3KM2,高松市,アジア航測,"54.5.4,54.10.31",182,,,,,
香川県,高松市,都市計画,"写測,写測","2500,,10000","194.9KM2,194.9KM2",高松市,アジア航測,"54.5.4,54.10.31",182,写測修正,,,,
香川県,高松市,下水道台帳,写測,500,4.5KM2,高松市,パシフイック航業,"54.5.25,54.12.19",,,,,,
香川県,香川町,都市計画,"撮影,写測","12500,,2500","68.0KM2,27.5KM2",香川町,アジア航測,"54.8.6,54.10.15",494,,,郡削除,,
香川県,高松市,道路計画,"撮影,写測","4000,,500","4.2KM2,0.4KM2",香川県高松土木事務所,国際航業,"54.8.9,54.9.26",,,,,,
香川県,国分寺町,都市計画,"撮影,写測,写測","12500,,2500,,10000","26.0KM2,26.0KM2,26.0KM2",国分寺町,アジア航測,"54.8.20,54.9.25",567,写測修正,,郡削除,,
香川県,坂出市,鉄道計画,"撮影,写測","5000,,1000","8.1KM2,0.8KM2",日本国有鉄道大阪工事局,パシフイック航業,"54.11.1,55.3.31",,,,,,
香川県,大川町,農村総合整備,"写測新規,写測修正,縮小","2500,,2500,,10000","2.0KM2,32.8KM2,34.8KM2",大川町,大阪写真測量所,"54.10.1,54.11.30",718,写測修正,,郡削除,,
香川県,飯山町,都市計画,"撮影,写測","12500,,2500","39.2KM2,19.7KM2",飯山町,アジア航測,"54.11.20,55.2.20",1031,,,郡削除,,
香川県,高松市,河川計画,"撮影,写測","8000,,1000","31.5KM2,0.8KM2",香川県高松土木事務所,国際航業,"54.12.20,55.1.31",,,測量地域修正,,,
香川県,坂出市,道路計画,"撮影,写測","4000,,500","4.5KM2,0.9KM2",香川県,国際航業,"55.2.20,55.3.20",,,,,,
香川県,高松市,下水道台帳,"撮影,写測","4000,,500","1.4KM2,0.4KM2",高松市,パシフイック航業,"55.2.20,55.5.15",,,,,,
愛媛県,東予市,道路台帳,"撮影,写測","8000,,1000","18.6KM2,10.0KM2",東予市,パシフイック航業,"54.3.30,55.1.31",39,,,,,
愛媛県,松山市,道路台帳,"撮影,写測","4000,,500","14.8KM2,14.8KM2",松山市,パシフイック航業,"54.5.1,54.12.26",64,,,,,
愛媛県,"伊予市,松山市,北条市,今治市,東予市,上島町,松前町,砥部町,西条市,東温市",森林調査,撮影,16000,992.0KM2,愛媛県,国際航業,"54.5.20,54.10.31",122,,測量地域修正,郡展開,,
愛媛県,宇和町,ほ場整備,"撮影,写測","8000,,1000","6.0KM2,1.5KM2",愛媛県,三和航測,"54.5,54.6.24",123,,,郡削除,,
愛媛県,大洲市,道路計画,写測,1000,1.6KM2,四国地建大州工事事務所,国際航業,"54.6.11,54.7.31",,,,,,
愛媛県,今治市,街路計画,"撮影,写測","4000,,500","1.0KM2,0.4KM2",今治市,パシフイック航業,"54.6.27,54.7.15",,,,,,
愛媛県,"宇和海村,津島町,吉田町,内海村",保全計画,"撮影,撮影,写測,写測","4000,,10000,,500,,2000","4.0KM2,31.0KM2,0.2KM2,1.4KM2",第三港湾建設局松山港工事事務所,アジア航測,"54.8.27,54.10.31",495,,,郡削除,,
愛媛県,三間町,ほ場整備,"撮影,写測","8000,,1000","6.8KM2,1.1KM2",愛媛県,三和航測,"54.8.31,54.10.31",568,,,郡削除,,
愛媛県,"北条市,松山市,重信町,川内町",道路台帳,"撮影,写測","8000,,1000","384.9KM2,17.1KM2",愛媛県,パシフイック航業,"54.9.10,55.3.25",569,,,郡削除,,
愛媛県,今治市,道路台帳,"撮影,写測","8000,,1000","513.2KM2,10.8KM2",愛媛県,アジア航測,"54.9.10,55.3.25",570,,,郡削除,,
愛媛県,"別子山村,伊予三島市",道路改良,写測,1000,2.0KM2,四国地建富郷ダム調査事務所,アジア航測,"54.9.5,54.10.31",,,,郡削除,,
愛媛県,松山市,道路台帳,平板,500,1.3KM2,松山市,国際航業,"54.9.26,55.3.20",,,,,,
愛媛県,丹原町,道路台帳及び都市計画,"撮影,写測,写測","8000,,1000,,2500","103.4KM2,8.2KM2,35.6KM2",丹原町,パシフイック航業,"54.9.20,55.8.31",641,,,郡削除,,
愛媛県,"大洲市,五十崎町",農地造成,"撮影,写測","8000,,1000","16.2KM2,1.7KM2",中国四国農政局大洲喜多開拓建設事業所,東洋航空事業,"54.10.25,55.2.29",822,,,郡削除,,
愛媛県,松前町,道路台帳,"撮影,写測","8000,,1000","10.9KM2,3.9KM2",松前町,パシフイック航業,"54.11.1,55.3.31",,,,郡削除,,
愛媛県,大西町,道路台帳及び都市計画,"撮影,写測,写測","8000,,1000,,2500","18.7KM2,3.2KM2,18.7KM2",大西町,パシフイック航業,"54.11.28,55.8.31",947,,,郡削除,,
愛媛県,川内町,道路台帳及び都市計画,"撮影,写測,写測","8000,,1000,,2500","100.0KM2,6.5KM2,7.5KM2",川内町,パシフイック航業,"54.12.15,55.6.30",1227,,,郡削除,,
愛媛県,砥部町,道路台帳,"撮影,写測","8000,,1000","58.0KM2,4.9KM2",砥部町,国際航業,"55.2.7,55.3.25",1276,,,郡削除,,
愛媛県,御荘町,道路台帳,"撮影,写測","8000,,1000","51.0KM2,4.2KM2",御荘町,国際航業,"55.2.20,55.12.25",1373,,,全域削除,,
高知県,大豊町,道路計画,写測,1000,0.2KM2,四国地建土佐国道工事事務所,パシフイック航業,"54.3.2,54.3.31",,,,郡削除,,
高知県,"いの町,仁淀川町,中土佐町,佐川町,越知町,檮原町,日高村,津野町,四万十町",森林計画,撮影,20000,647.0KM2,高知県,東日本航空,"54.5.10,54.7.31",65,,測量地域修正,郡展開,,地名修正
高知県,宿毛市,道路計画,"撮影,写測","20000,,5000","35.1KM2,2.6KM2",高知県宿毛土木事務所,パシフイック航業,"54.4.19,54.4.30",100,,,,,
高知県,大月町,道路計画,"撮影,写測","20000,,5000","51.7KM2,8.2KM2",高知県宿毛土木事務所,パシフイック航業,"54.4.19,54.4.30",101,,,郡削除,,
高知県,本山町,都市計画,写測,2500,5.0KM2,本山町,アジア航測,"54.5.20,54.7.10",180,,,郡削除,,
高知県,大方町,農業構造改善事業,"撮影,写測","12500,,2500","16.5KM2,6.9KM2",大方町,日本航業,"54.5.15,54.8.15",183,,,郡削除,,
高知県,野市町,総合計画,"撮影,写測,写測","12500,,2500,,10000","43.0KM2,23.2KM2,23.2KM2",野市町,アジア航測,"54.4.16,54.7.31",220,写測修正,,郡削除,,
高知県,"須崎市,土佐市,中土佐町",森林計画,"写真図,写図","5000,,5000","170.0KM2,170.0KM2",高知県,大阪写真測量所,"54.8.1,54.12.25",374,「モザイク」を「写真図」と読み替え,,郡削除,,
高知県,高知市,"道路台帳,下水道台帳","撮影,写測","3000,,500","19.2KM2,11.5KM2",高知市,国際航業,"54.7.16,55.3.31",384,,,,,
高知県,吉川村,道路台帳,"撮影,写測","8000,,1000","12.0KM2,4.6KM2",吉川村,パシフイック航業,"54.8.10,54.10.31",430,,,郡削除,,
高知県,越知町,道路改良,"撮影,写測","8000,,1000","12.6KM2,0.5KM2",高知県越知土木事務所,三和航測,"54.10.1,54.10.14",,,,郡削除,,
高知県,大豊町,砂防計画,写測,1000,2.0KM2,四国地建吉野川砂防工事事務所,アジア航測,"54.9.20,55.1.31",,,,郡削除,,
高知県,宿毛市,治山計画,写測,2000,8.9KM2,高知県,アジア航測,"54.10.11,55.2.29",,,,,,
高知県,高知市,地盤沈下,水準,,25.0km,高知市,第一測量設計コンサルタント,"54.12.20,55.3.31",823,,,,,
高知県,"中村市,土佐清水市,三原村,大方町,大正町,十和村,西土佐村",道路台帳,"撮影,写測","8000,,1000","301.9KM2,6.6KM2",高知県,パシフイック航業,"54.10.26,55.3.25",,,,郡削除,,
高知県,"宿毛市,大月町,三原村",道路台帳,"撮影,写測","8000,,1000","231.3KM2,5.0KM2",高知県,国際航業,"54.10.26,55.3.25",,,,郡削除,,
高知県,"十和村,大正町,佐賀町,檮原町,窪川町",道路台帳,"撮影,写測","8000,,1000","228.0KM2,4.7KM2",高知県,アジア航測,"54.10.26,55.3.25",,,,郡削除,,地名修正
高知県,吉川村,河川計画,写測,2500,6.4KM2,四国地建高知工事事務所,国際航業,"54.12.15,55.3.25",,,測量地域修正,郡削除,,
高知県,高知市,基本計画,写測,500,1.0KM2,高知市,アジア航測,"55.1.23,55.3.25",,,,,,
徳島県,池田町,ダム管理,撮影,10000,32.0KM2,四国地建吉野川ダム統合管理事務所,アジア航測,"55.1.22,55.3.20",,,,郡削除,,県名修正
徳島県,"池田町,西祖谷山村",ダム管理,写測,5000,17.0KM2,四国地建吉野川ダム統合管理事務所,国際航業,"55.1.25,55.3.25",,,測量地域修正,郡削除,,県名修正
高知県,大月町,総合計画,"撮影,写測","8000,,2000","139.7KM2,104.2KM2",大月町,三和航測,"55.3.15,55.7.30",1278,,,郡削除,,
高知県,南国市,総合計画,"撮影,写測","4000,,500","3.3KM2,1.6KM2",南国市,開成測量,"55.1.24,55.3.30",,,,,,
高知県,宿毛市,道路計画,"撮影,写測","8000,,1000","41.0KM2,3.6KM2",高知県宿毛土木事務所,パシフイック航業,"55.1.28,55.3未",,,,,,
福岡県,"甘木市,三輪町",道路計画,"撮影,写測,写測","8000,,1000,,2500","6.5KM2,1.2KM2,3.1KM2",福岡県甘木土木事務所,大成測量設計,"54.4.15,54.5.20",95,,,郡削除,,
福岡県,"北九州市,直方市,行橋市,豊前市,苅田町,みやこ町,築上町,吉富町,上毛町",森林計画,"撮影,写図","16000,,5000","1090.0KM2,172.5KM2",福岡県,日本林業技術協会,"54.5.1,55.3.31",97,,,郡展開,,
福岡県,広川町,道路台帳,"撮影,写測","4000,,500","50.0KM2,6.2KM2",広川町,大成測量設計,"54.5.1,54.2.20",203,,,郡削除,,
福岡県,北九州市,自動車道計画,路線,,1.0km,日本道路公団福岡建設局,東光コンサルタンツ,"54.5.21,54.6.20",,,,,,
福岡県,久留米市,水道台帳,"撮影,写測","8000,,1000","38.0KM2,11.8KM2",久留米市企業局,大和測量,"54.5.9,54.8.17",213,,,,,
福岡県,北九州市,作付面積調査,撮影,10000,55.0KM2,農林水産省経済局統計情報部,国際航業,"54.10.22,54.11.8",387,,,,,
福岡県,北九州市,総合計画,"撮影,写測新規,写測修正","10000,,2500,,2500","465.0KM2,48.0KM2,17.0KM2",北九州市,パシフイック航業,"54.7,55.3",432,写測修正,,,,
福岡県,"宮田町,若宮町",河川改修,写測,2500,7.2KM2,九州地建遠賀川工事事務所,日本航測,"54.6.20,54.9.16",,,,郡削除,,
福岡県,稲築町,道路台帳,"撮影,写測","4000,,500","35.0KM2,2.4KM2",稲築町,大成測量設計,"54.8.1,55.3.31",443,,,郡削除,,
福岡県,福間町,道路台帳,"撮影,写測","4000,,500","55.6KM2,18.9KM2",福間町,国際航業,"54.8.6,56.3.30",527,,,郡削除,,
福岡県,大野城市,下水道事業,"撮影,写測","4000,,500","4.3KM2,2.0KM2",大野城市,国際航業,"54.8.20,54.12.20",,,,,,
福岡県,苅田町,道路台帳,"撮影,写測","8000,,1000","75.8KM2,8.1KM2",苅田町,国際航業,"54.8.20,56.6.30",532,,,郡削除,,
福岡県,行橋市,道路台帳,"撮影,写測","4000,,500","87.3KM2,20.0KM2",行橋市,国際航業,"54.8.20,55.8.31",533,,,,,
福岡県,小郡市,ほ場整備,"撮影,写測","6000,,1000","6.5KM2,3.4KM2",小郡市,大成測量設計,"54.8.25,55.3.1",535,,,,,
福岡県,"宮田町,鞍手町,玄海町,福間町",都市計画,写測,2500,126.0KM2,宮田町,メトロ航空,"54.9.1,55.3.31",538,,,郡削除,,
福岡県,福岡市,道路台帳,写測,500,4.4KM2,福岡市,国際航業,"54.8.21,54.10.18",,,,,,
福岡県,前原町,道路台帳,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","64.5KM2,40.0KM2,8.5KM2,2.8KM2",前原町,大成測量設計,"54.9.25,56.3.31",646,,,郡削除,,
福岡県,浮羽町,道路台帳,"撮影,写測","4000,,500","90.1KM2,15.2KM2",浮羽町,アジア建設コンサルタント,"54.9.10,55.2.10",648,,,郡削除,,
福岡県,広川町,都市計画,"撮影,写測","10000,,2500","12.0KM2,0.9KM2",広川町,大成測量設計,"54.9.3,54.11.14",658,,,郡削除,,
福岡県,筑後市,道路台帳,写測,500,3.9KM2,筑後市,大成測量設計,"54.9,55.3.31",,,,,,
福岡県,北九州市,道路管理,"撮影,写測","3000,,500","12.0KM2,5.4KM2",北九州市,パシフイック航業,"54.10.11,55.3.20",,,,,,
福岡県,久留米市,都市計画,写測,2500,98.1KM2,久留米市,大成測量設計,"54.10.4,55.3.11",881,,,,,
福岡県,柳川市,干拓計画,"撮影,写測","5000,,1000","1.2KM2,1.0KM2",柳川市,大成測量設計,"54.10.22,54.12.12",,,,,,
福岡県,福岡市,都市計画,写測,2500,86.8KM2,福岡市,パシフイック航業,"54.10.26,54.12.16",887,,,,,
福岡県,福岡市,区画整理,"撮影,写測","4000,,500","2.9KM2,1.2KM2",福岡市,東亜測量,"54.10.30,54.12.20",,,,,,
福岡県,桂川町,道路台帳,"撮影,写測","4000,,500","25.0KM2,3.0KM2",桂川町,大成測量設計,"54.11.6,56.2.28",1038,,,郡削除,,
福岡県,福岡市,道路計画,写測,500,0.9KM2,福岡市,日本航業,"54.11.7,55.1.25",,,,,,
福岡県,北九州市,地盤変動,"水準,水準","幹線,,支線","69.0km,109.0km",北九州市,東亜測量,"54.11.22,55.2.20",1050,,,,,
福岡県,頴田町,道路台帳,"撮影,写測","4000,,500","20.0KM2,1.8KM2",頴田町,大成測量設計,"54.11.26,55.10.31",1081,,,郡削除,,
福岡県,福岡市,区画整理,平板,500,0.2KM2,福岡市,第一復建,"54.12.3,54.12.24",,,,,,
福岡県,犀川町,農業基盤整備,"撮影,写測","8000,,1000","12.0KM2,2.5KM2",犀川町,日本航測,"54.11.29,55.3.31",1085,,,郡削除,,
福岡県,赤村,道路台帳,"撮影,写測","25000,,10000","148.9KM2,31.2KM2",赤村,大阪写真測量所,"54.11.30,55.4.30",,,,郡削除,,
福岡県,川崎町,鉱害事業及び道路台帳,"撮影,写測","4000,,500","36.0KM2,15.0KM2",川崎町,アジア航測,"54.12.1,56.3.31",1091,,,郡削除,,
福岡県,方城町,道路台帳,"撮影,写測","4000,,500","14.0KM2,3.1KM2",方城町,アジア建設コンサルタント,"54.12.3,55.4.30",1092,,,郡削除,,
福岡県,新吉富村,道路台帳,"撮影,写測","8000,,1000","30.6KM2,2.6KM2",新吉富村,国際航業,"54.12.21,56.10.30",1097,,,郡削除,,
福岡県,勝山町,道路台帳,"撮影,写測","8040,,1000","57.1KM2,4.8KM2",勝山町,国際航業,"54.12.21,56.10.30",1098,,,郡削除,,
福岡県,椎田町,道路台帳,"撮影,写測","4000,,500","65.2KM2,9.0KM2",椎田町,国際航業,"54.12.21,56.3.31",1099,,,郡削除,,
福岡県,吉富町,道路台帳,"撮影,写測","4000,,500","8.2KM2,1.7KM2",吉富町,国際航業,"54.12.21,56.10.30",,,,郡削除,,
福岡県,大平村,道路台帳,"撮影,写測","8000,,1000","86.8KM2,4.0KM2",大平村,国際航業,"54.12.21,56.10.30",1102,,,郡削除,,
福岡県,岡垣町,都市計画,"写測新規,写測修正","2500,,2500","22.0KM2,26.5KM2",岡垣町,国際航業,"54.12.26,55.3.30",1182,写測修正,,郡削除,,
福岡県,飯塚市,道路台帳,"撮影,写測","4000,,500","72.3KM2,3.9KM2",飯塚市,東洋航空事業,"55.1.17,56.3.31",1185,,,,,
福岡県,久留米市,道路台帳,"撮影,写測","4000,,500","16.0KM2,1.4KM2",久留米市,大成測量設計,"55.1.21,55.3.19",,,,,,
福岡県,大牟田市,土地改良,"撮影,写測","6000,,1000","7.5KM2,1.8KM2",大牟田市,大阪写真測量所,"55.1.22,55.3.21",,,,,,
福岡県,福岡市,鉄道防災計画,"撮影,写測","10000,,2500","25.3KM2,5.6KM2",日本国有鉄道下関工事局,アジア航測,"55.1.22,55.3.31",,,,,,
福岡県,玄海町,道路台帳,"撮影,写測","8000,,1000","34.6KM2,12.0KM2",玄海町,東洋航空事業,"55.1.28,56.7.31",1306,,,郡削除,,
福岡県,矢部村,道路台帳,撮影,8000,82.0KM2,矢部村,大成測量設計,"55.2.10,55.3.29",1310,,,郡削除,,
福岡県,星野村,道路台帳,撮影,8000,82.0KM2,星野村,大成測量設計,"55.2.10,55.3.29",1311,,,郡削除,,
福岡県,立花町,道路台帳,撮影,8000,87.0KM2,立花町,大成測量設計,"55.2.10,55.3.29",1312,,,郡削除,,
福岡県,黒木町,道路台帳,撮影,8000,136.0KM2,黒木町,大成測量設計,"55.2.10,55.3.29",1313,,,郡削除,,
福岡県,上陽町,道路台帳,撮影,8000,59.0KM2,上陽町,大成測量設計,"55.2.10,55.3.29",1314,,,郡削除,,
福岡県,大野城市,道路台帳,"撮影,写測","4000,,500","33.0KM2,6.2KM2",大野城市,国際航業,"55.2.8,56.8.31",1315,,,,,
福岡県,直方市,河川改修,撮影,12500,352.8KM2,九州地建遠賀川工事事務所,福岡航測協同組合,"55.2,55.3.25",,,測量地域修正,,,
福岡県,飯塚市,ほ場整備,"撮影,写測","8000,,1000","13.7KM2,1.5KM2",飯塚市,内外エンジニアリング(株),"55.2.13,55.2.25",,,,,,
福岡県,糸田町,都市計画,"撮影,写測","12500,,2500","35.0KM2,8.0KM2",糸田町,日本航測,"55.3.20,55.5.25",1368,,,全域削除,,
福岡県,福岡市,都市計画,写測,2500,24.1KM2,福岡市,アジア航測福岡支店,"55.2.22,55.3.30",1369,,,,,
福岡県,,"写真集成図,モザイク","撮影,写測","25000,,25000","2876.0KM2,2876.0KM2",地域振興整備公団九州支部,国際航業,"55.3.10,55.12.30",,,,県削除,,
佐賀県,諸富町,道路台帳,"撮影,写測","4000,,500","16.0KM2,2.2KM2",諸富町,大成測量設計,"54.3.31,55.2.20",96,,,郡削除,,
佐賀県,多久市,道路台帳,撮影,8000,75.0KM2,多久市,パシフイック航業,"54.4.16,54.10.30",98,,,,,
佐賀県,,鉄道計画,"写測,写測","500,,2500","0.6KM2,9.7KM2",日本国有鉄道下関工事局,アジア航測,"54.6.30,54.8.31",,,,郡削除,,北芳安町は不明のため削除
佐賀県,,干潟図作成,写測,10000,165.0KM2,九州農政局筑後川水系農業水利調査事務所,大成測量設計,"54.7.10,54.9.28",,,,有明海,,
佐賀県,有田町,道路台帳,"撮影,写測","4000,,1000","26.7KM2,2.4KM2",有田町,東洋航空事業,"54.8.24,55.9.30",655,,,郡削除,,
佐賀県,唐津市,道路台帳及び現況図作成,"撮影,撮影,写測,写測","4000,,8000,,500,,1000","47.8KM2,190.9KM2,25.8KM2,9.3KM2",唐津市,アジア航測,"54.11.23,57.3.20",1049,,,,,
佐賀県,佐賀市,地盤沈下,水準,,260.0km,佐賀県,国際航業,"54.12,55.3",1088,,測量地域修正,,,
佐賀県,浜玉町,道路台帳,"撮影,写測","4000,,500","52.1KM2,4.0KM2",浜玉町,アジア建設コンサルタント,"54.11.28,55.12.31",1090,,,郡削除,,
佐賀県,,海岸計画,撮影,8000,150.9KM2,九州地建武雄工事事務所,福岡航測,"55.1.18,55.3.31",,,,有明海,,
佐賀県,白石町,土地改良,写測,1000,1.0KM2,佐賀県武雄農林事務所,パシフイック航業,"55.1.17,55.2.29",,,,郡削除,,
佐賀県,鳥栖市,鉄道計画,"撮影(カラー),写測","4000,,500","7.5KM2,1.3KM2",日本国有鉄道下関工事局,国際航業,"55.1.18,55.2.29",,,,,,
佐賀県,"三瀬村,脊振村,東脊振村,神埼町,佐賀市",ダム計画,写測,5000,168.0KM2,北州地建佐賀河川総合開発工事事務所,パシフイック航業,"55.2.1,55.3.29",1201,,,郡削除,,地名修正
佐賀県,太良町,道路台帳,撮影,4000,65.0KM2,太良町,日本航業,"55.3.5,55.5.4",1367,,,,,
熊本県,合志町,道路台帳,"撮影,写測","8000,,1000","51.0KM2,11.0KM2",合志町,パシフイック航業,"54.4.5,54.9.30",94,,,郡削除,,
熊本県,富合町,道路台帳,"撮影,写測","4000,,500","26.0KM2,1.5KM2",富合町,大成測量設計,"54.5.20,55.11.20",210,,,郡削除,,
熊本県,苓北町,森林計画,撮影,16000,873.0KM2,熊本県,大阪写真測量所,"54.5.7,54.6.15",215,,測量地域修正,郡展開,,
熊本県,大津町,ほ場整備,写測,1000,4.7KM2,熊本県菊池事務所,東日本航空,"54.6.16,54.9.8",322,,,郡削除,,
