都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
佐賀県,"大和町,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","8point,68point,0.1KM2","大和町小川東土地区圃整理組合
助言H15.10.710288",玉野総合コンサルタント(株),"H15.10.14
H16.7.31",
佐賀県,"三田川町,",交差点改良工事に伴う移設,基準点,3級,1point,"佐賀県神埼土木事務所
助言H15.11.2110383",フジコンサルタント(株),"H15.10.20
H16.2.16",
佐賀県,"福富町,武雄市,",河川管理,"その他,その他,写真図","７０００,,7000,,1000","27.0KM2,13point,7.7KM2","九州地方整備局武雄河川事務所
助言H15.12.1910434",(株)宇宙情報技術研究所,"H15.12.19
H16.3.19",
佐賀県県境長崎県,"武雄市,嬉野町,県境大村市,",鉄道計画,"水準,写測修正,座標変換,空三,数値図化","簡級,,500,,500,,5000,,250","6.5km,2.7KM2,2.7KM2,6M,0.3KM2","独立行政法人鉄道建設･運輸施設支援機
構鉄道建設本部九州新幹線建設局
助言H15.12.2610456",朝目航洋(株),"H15.12.25
H16.3.17",
佐賀県,"佐賀市,鹿島市,諸富町,川副町,東与賀町,久保田町,大和町,神埼町,千代田町,三日月町,牛津町,芦刈町,北方町,大町町,江北町,白石町,福富町,有明町,塩田町,",地盤変動調査,水準,1級,274km,"佐賀県
助言H16.1.710466",国際技術コンサルタント(株),"H16.1.7
H16.3.31",
佐賀県,"伊万里市,",土地区画整理,"基準点,基準点","3級,,4級","3point,17point","佐賀県伊万里市
助言H16.1.1610475",玉野総合コンサルタント(株),"H16.1.16
H16.3.26",
佐賀県,"芦刈町,福富町,有明町,鹿島市,",海岸保全,"水準,水準","2級,,3級","10.6km,23.4km","九州地方整備局武雄河川事務所
助言H16.2.2010509",九州技術開発(株),"H16.2.20
H16.3.25",
福岡県県境佐賀県,"大川市,県境佐賀市,東与賀町,川副町,諸富町,",道路計画,"カラー撮影,水準,空三,数値図化","8000,,簡級,,8000,,1000","31.0KM2,30.0km,29M,7.8KM2","九州地方整備局佐賀国道事務所
助言H16.3.210514",アジア航測(株),"H16.3.2
H16.3.19",
佐賀県,"多久市,佐賀市,小城町,三日月町,",道路計画,"空三,数値図化","8000,,1000","30M,8.4KM2","九州地方整備局佐賀国道事務所
助言H16.3.510529",アジア航測(株),"H16.3.5
H16.3.19",
佐賀県,"三田川町,",公園計画,"カラー撮影,写真図","12500,,3000","28.1KM2,19.6KM2","九州地方整備局国営吉野ケ里歴史公園
事務所
助言H16.3.510533",(株)パスコ,"H16.3.5
H16.3.25",
長崎県,"佐世保市,東彼杵町,川棚町,",道路計画,"カラー撮影,水準,空三","4000,,簡級,,4000","38.0KM2,49.9km,113M","長崎工事事務所
助言H15.4.1810004",(株)パスコ,"H15.3.24
H15.8.31",
長崎県,"佐世保市,",土地区画整理,基準点,3級,3point,"佐世保市母ケ浦土地区圃整理組合
助言H15.5.610021",(有)兪光測量設計,"H15.4.30
H15.5.31",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","5point,6point,19point,6.0km,0.5KM2","長崎河川国道事務所
助言H15.5.910023",東武計圃(株),"H15.5.9
H15.12.15",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","5point,6point,19point,5.9km,0.5KM2","長崎河川国道事務所
助言H15.5.910024",第一復建(株),"H15.5.9
H15.12.15",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","5point,18point,20point,5.7km,0.5KM2","長崎河川国道事務所
助言H15.5.910025",平和測量設計(株),"H15.5.9
H15.12.15",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化,写真図","1級,,2級,,3級,,3級,,500,,500","5point,6point,18point,5.8km,0.5KM2,5.8KM2","長崎河川国道事務所
助言H15.5.910026",扇精光(株),"H15.5.9
H15.12.15",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,2級,,3級,,500","5point,6point,18point,5.8km,0.5KM2","長崎河川国道事務所
助言H15.5.910027",大成ジオテック(株),"H15.5.9
H15.12.15",
長崎県,"佐世保市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","5point,5point,20point,5.8km,0.5KM2","長崎河川国道事務所
助言H15.5.910028",(株)新世コンソーシアム,"H15.5.9
H15.12.15",
長崎県,"東彼杵町,",道路台帳,"基準点,基準点,基準点,水準,数値図修正","1級,,2級,,3級,,3級,,500","4point,7point,18point,5.9km,0.5KM2","長崎河川国道事務所
助言H15.5.910029",東亜建設技術(株),"H15.5.9
H15.12.15",
長崎県,"時津町,",土地区画整理,"基準点,座標変換","4級,,3級","78point,6point","長崎県時津町西時津土地区圃整理組合
助言H15.6.1810073",(株)高松測量設計,"H15.7.1
H17.3.31",
長崎県,"生月町,",総合計画,基準点,2級,10point,"長崎県生月町
助言H15.6.2410086",(株)GIS九州,"H15.6.9
H15.9.30",
長崎県,"江迎町,",下水道計画,"数値図化,空三,水準","500,,5000,,4級","0.4KM2,11M,6.0km","長崎県江迎町
助言H15.6.2710089",(株)パスコ,"H15.6.20
H15.9.5",
長崎県,"松浦市,",道路計画,写測図化,1000,0.5KM2,"長崎河川国道事務所
助言H15.7.1710147",扇精光(株),"H15.7.1
H15.8.31",
長崎県,"厳原町,",道路計画,"基準点,基準点","2級,,3級","3point,9point","長崎県対馬支庁
助言H15.7.1810153",東亜建設技術(株),"H15.7.18
H15.12.25",
長崎県,"大島村,",ほ場整備,"カラー撮影,写測図化,水準","8000,,1000,,簡級","2.7KM2,0.5KM2,7.2km","長崎県大島村
助言H15.8.2010194",扇精光(株),"H15.8.6
H15.12.26",
長崎県,"平戸市,",ダム計画,"基準点,基準点","2級,,4級","3point,50point","長崎県平戸市
助言H15.8.2010196",国際航業(株),"H15.8.1
H16.2.11",
長崎県,"深江町,",都市計画,"写測修正,座標変換","2500,,2500","23.4KM2,23.4KM2","長崎県深江町
助言H15.8.2010200",東亜建設技術(株),"H15.7.24
H15.12.15",
長崎県,"上対馬町,",道路計画,基準点,2級,5point,"長崎県対馬支庁
助言H15.8.2210233",扇精光(株),"H15.7.14
H15.11.10",
長崎県,"外海町,",下水道計画,"カラー撮影,水準,空三,数値図化","5000,,3級,,5000,,500","3.6KM2,14.0km,gM,0.4KM2","長崎県外海町
助言H15.9.1210259",(株)パスコ,"H15.9.12
H15.11.16",
長崎県,"長崎市,",道路計画,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,1000","3point,3point,10point,3.1km,0.2KM2","九州地方整備局長崎河川国道事務所
助言H15.10.710287",扇精光(株),"H15.9.24
H16.3.19",
長崎県,"長崎市,諫早市,森山町,愛野町,小浜町,島原市,深江町,千々石町,",道路計画,"カラー撮影,カラー撮影,水準,水準,空三,空三","4000,,8000,,簡級,,簡級,,4000,,8000","45.2KM2,6.8KM2,63.3km,3.5km,142M,5M","九州地方整備局長崎河川国道事務所
助言H15.10.1410293",(株)パスコ,"H15.10.14
H15.12.25",
長崎県,"諫早市,森山町,高来町,愛野町,吾妻町,",地盤変動調査,水準,2級,36.3km,"九州農政局諌早湾干拓事務所
助言H15.10.1410294",西目本開発(株),"H15.11.1
H15.12.20",
長崎県,"長崎市,三和町,高島町,",砂防計画,空三,10000,293M,"長崎県
助言H15.10.1610319",アジア航測(株),"H15.10.16
H15.10.24",
長崎県,"佐世保市,",座標変換,"座標変換,座標変換","1級,,1級","20point,182point","長崎県佐世保市
助言H15.10.2110320",扇精光(株),"H15.10.20
H15.11.29",
長崎県,"石田町,",原の辻遺跡地形図作成,"カラー撮影,水準,空三,写測図化","4000,,簡級,,4000,,500","2.1KM2,7.2km,5M,0.2KM2","長崎県石田町
助言H15.10.2410328",アジア航測(株),"H15.10.24
H15.12.25",
長崎県,"大村市,",空港管理,水準,3級,5.0km,"九州地方整備局長崎港湾･空港整備事務
所
助言H15.10.2410329",㈱ニュづエツク,"H15.10.24
H15.10.30",
長崎県,"大村市,",下水道台帳,"カラー撮影,水準,空三,数値図化","5000,,3級,,5000,,500","8.4KM2,22.9km,13M,1.8KM2","長崎県大村市
助言H15.10.2810332",アジア航測(株),"H15.10.14
H16.3.12",
長崎県,"佐世保市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","6point,50point,0.1KM2","長崎県佐世保市
助言H15.10.2910334",(財)長崎県土地区圃整理協会,"H15.10.20
H16.2.20",
長崎県,"大島村,鷹島町,福島町,生月町,田平町,江迎町,平戸市,小佐々町,小佐々町,吉井町,世知原町,波佐見町,川棚町,東彼杵町,松浦市,鹿町町,",砂防計画,空三,10000,709M,"長崎県
助言H15.10.2910335",(株)パスコ,"H15.10.23
H16.2.27",
長崎県,"松浦市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,6point,66point","長崎県松浦市
助言H15.11.1710368",(株)中庭測量コンサルタント,"H15.11.17
H16.3.19",
長崎県,"大村市,諫早市,高来町,小長井町,愛野町,吾妻町,瑞穂町,国見町,島原市,深江町,布津町,西有家町,西有家町,北有馬町,南有馬町,口之津町,加津佐町,南串山町,小浜町,千々石町,",砂防計画,空三,10000,716M,"長崎県
助言H15.11.2710390",中目本航空(株),"H15.11.10
H16.2.27",
長崎県,"島原市,深江町,",道路台帳,"基準点,基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,4級,,3級,,500","7point,7point,21point,102point,6.8km,0.5KM2","長崎河川国道事務所
助言H15.11.2810393",東武計圃(株),"H15.9.19
H16.3.22",
長崎県,"深江町,布津町,西有家町,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","7point,7point,21point,7.0km,0.6KM2","長崎河川国道事務所
助言H15.11.2810394",朝目航洋(株),"H15.9.19
H16.3.22",
長崎県,"小浜町,西有家町,西有家町,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","7point,7point,21point,7.0km,0.6KM2","長崎河川国道事務所
助言H15.11.2810395",(株)新世コンソーシアム,"H15.11.28
H16.3.22",
長崎県,"小浜町,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","5point,7point,23point,7.0km,0.6KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810396",九州開発エンジニヤリング,"H15.11.28
H16.3.22",
長崎県,"小浜町,",道路台帳,"基準点,基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,4級,,3級,,500","7point,7point,21point,105point,7.0km,0.6KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810397",国際航業(株),"H15.11.28
H16.3.22",
長崎県,"千々石町,小浜町,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","6point,7point,19point,7.0km,0.6KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810398",(株)ウエスコ,"H15.9.19
H16.3.22",
長崎県,"千々石町,愛野町,森山町,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","4point,7point,22point,7.0km,0.6KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810399",東亜建設技術(株),"H15.9.19
H16.3.22",
長崎県,"森山町,諫早市,",道路台帳,"基準点,基準点,基準点,水準,数値図化,写測図化","1級,,2級,,3級,,3級,,500,,500","7point,6point,20point,6.5km,0.5KM2,0.6KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810400",扇精光(株),"H15.9.19
H16.3.22",
長崎県,"諫早市,",道路台帳,"基準点,基準点,基準点,水準,数値図化","1級,,2級,,3級,,3級,,500","6point,6point,17point,7.0km,0.5KM2","九州地方整備局長崎河川国道事務所
助言H15.11.2810401",(株)パスコ,"H15.9.19
H16.3.22",
長崎県,"佐世保市,",土地区画整理,座標変換,3級,3point,"佐世保市母ケ浦土地区圃整理組合
助言H15.12.1010422",(有)兪光測量設計,"H15.12.10
H15.12.26",
長崎県,"美津島町,",海岸保全,"水準,空三,数値図化","簡級,,8000,,2000","26.9km,11M,0.6KM2","長崎県対馬支庁
助言H15.12.1510425",太洋技研(株),"H15.12.15
H16.3.25",
長崎県,"諫早市,",地盤変動調査,"水準,水準","1級,,2級","8.3km,23.6km","長崎県諌早市
助言H15.12.1510426",扇精光(株),"H16.1.15
H16.3.26",
長崎県,"峰町,上県町,上対馬町,",砂防計画,カラー撮影,10000,607.2KM2,"長崎県
助言H15.12.1710427",アジア航測(株),"H15.12.17
H16.2.27",
長崎県,"有川町,新魚目町,上五島町,若松町,奈良尾町,奈留町,宇久町,小値賀町,",砂防計画,カラー撮影,10000,730.0KM2,"長崎県
助言H15.12.1810431",東亜建設技術(株),"H15.12.21
H16.3.20",
長崎県,"富江町,玉之浦町,岐宿町,三井楽町,",砂防計画,カラー撮影,10000,334.0KM2,"長崎県
助言H15.12.2410437",国際航業(株),"H15.12.24
H16.3.10",
長崎県,"厳原町,美津島町,豊玉町,",砂防計画,カラー撮影,10000,804.0KM2,"長崎県
助言H15.12.2610453",東武計圃(株),"H15.12.26
H16.3.20",
長崎県,"飯盛町,",港湾計画,基準点,2級,3point,"長崎県諌早土木事務所
助言H16.1.710465",太洋技研(株),"H16.1.15
H16.2.27",
長崎県,"島原市,深江町,",河川管理,"カラー撮影,写真図,座標変換,座標変換","8000,,4500,,2級,,3級","60.1KM2,41.6KM2,24point,26point","雲仙復興事務所
助言H16.1.2310484","大成ジオテック(株)
九州オリエント測量設計(株)","H16.1.23
H16.3.26",
長崎県,"生月町,",海岸台帳作成,"カラー撮影,水準,写測図化","8000,,簡級,,1000","10.9KM2,6.0km,0.2KM2","長崎県県北振興局田平土木事務所
助言H16.2.1210495",（株）新栄設計事務所,"H16.2.12
H16.3.29",
長崎県,"諫早市,",地盤変動調査,"水準,水準","1級,,2級","7.1km,5.3km","長崎県諌早市水道局
助言H16.2.1210497",扇精光(株),"H16.2.12
H16.3.10",
長崎県,"有川町,",港湾計画,基準点,"2級,,3級","2point,2point","長崎県五島支庁有川土木事務所
助言H16.2.1210498",太洋技研(株),"H16.2.12
H16.2.27",
長崎県,"有川町,若松町,",海岸保全,"水準,空三","簡級,,10000","20.0km,2M","長崎県五島支庁有川土木事務所
助言H16.3.410524",東亜建設技術(株),"H16.3.4
H16.3.26",
長崎県,"松浦市,",下水道計画,"カラー撮影,水準,座標変換,空三,数値図化","5000,,簡級,,図根三角,,5000,,500","5.5KM2,10.9km,4point,13M,1.5KM2","長崎県松浦市
助言H16.3.810534",(株)パスコ,"H16.3.8
H16.3.19",
長崎県,"諫早市,",道路計画,"カラー撮影,水準,空三,数値図化","8000,,簡級,,8000,,1000","3.4KM2,3.7km,2M,0.3KM2","長崎県諌早土木事務所
助言H16.3.1710541",明治コンサルタント(株),"H16.3.17
H16.3.30",
長崎県,"高来町,",下水道計画,"カラー撮影,水準,空三,数値図化","5000,,3級,,5000,,500","12.0KM2,30.0km,33M,1.8KM2","長崎県高来町
助言H16.3.1710542",西目本開発(株),"H16.3.17
H16.3.31",
長崎県,"佐世保市,",道路台帳,座標変換,500,1751.0KM2,"長崎県佐世保市
助言H16.3.2610548",(株)パスコ,"H16.3.26
H16.3.29",
長崎県,"松浦市,",因定資産,"空三,写真図,水準","10000,,2500,,簡級","116M,95.6KM2,114.8km","長崎県松浦市
助言H16.3.3110551",国際航業(株),"H16.3.31
H16.3.31",
熊本県,"甲佐町,中央町,砥用町,矢部町,宇土市,不知火町,松橋町,三角町,大矢野町,",砂防計画,"空三,数値図化,写測図化","10000,,2500,,2500","202M,21.9KM2,21.9KM2","熊本県
助言H15.4.1810006",アジア航測(株),"H14.11.29
H15.7.31",
熊本県,"玉名市,菊水町,山鹿市,鹿本町,菊池市,七城町,泗水町,",河川計画,"写測修正,既成図数値化,座標変換","2500,,2500,,2500","79.5KM2,79.5KM2,79.5KM2","九州地方整備局菊池川河川事務所
助言H15.4.2510012",大成ジオテック(株),"H15.4.8
H16.2.27",
熊本県,"南小国町,一の宮町,久木野村,高森町,",砂防計画,"空三,数値図化,その他","2500,,2500,,2500","287M,18.8KM2,18.8KM2","熊本県阿蘇地域振興局
助言H15.4.2510013",中目本航空(株),"H15.4.28
H15.5.30",
熊本県,"菊鹿町,",道路計画,"基準点,基準点","3級,,4級","7point,96point","熊本県
助言H15.4.3010015",(株)水野建設コンサルタント,"H15.4.30
H15.7.31",
熊本県,"本渡市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,5point,0.1KM2","本渡市大矢崎土地区圃整理組合
助言H15.6.1810076",光亜コンサルタント(株),"H15.6.20
H15.12.20",
熊本県,"五木村,",道路計画,"座標変換,座標変換,基準点,基準点","2級,,3級,,2級,,3級","3point,2point,1point,1point","川辺川ダム砂防事務所
助言H15.6.2010078",(有)大地測量設計,"H15.6.24
H16.3.31",
熊本県,"苓北町,",土地改良,"基準点,平板","2級,,500","13point,0.2KM2","熊本県天草地域振興局
助言H15.6.2010081","熊本県土地改良事業団体連
合会","H15.7.1
H16.3.15",
熊本県,"松島町,龍ケ岳町,栖本町,倉岳町,御所浦町,姫戸町,",砂防計画,"空三,数値図化","10000,,2500","167M,23.5KM2","熊本県天草地域振興局
助言H15.6.3010114",(株)ウエスコ,"H15.3.19
H15.12.26",
熊本県,"阿蘇町,一の宮町,",砂防計画,"空三,数値図化,その他","2500,,2500,,250","217M,20.0KM2,20.0KM2","熊本県阿蘇地域振興局
助言H15.7.1110140",朝目航洋(株),"H15.7.22
H15.8.29",
熊本県,"宇土市,",換地を伴う確定測量,"基準点,平板","2級,,500","3point,0.2KM2","熊本県
助言H15.7.2310158","熊本県土地改良事業団体連
合会","H15.7.22
H15.8.29",
熊本県,"水俣市,津奈木町,",ほ場整備,"撮影,撮影,写測図化,水準","8000,,10000,,1000,,簡級","5.4KM2,14.8KM2,0.9KM2,16.6km","熊本県芦北地域振興局
助言H15.7.2510166",大成ジオテック(株),"H15.7.12
H15.8.29",
熊本県,"山鹿市,",座標変換,"座標変換,座標変換","2級,,3級","188point,66point","熊本県山鹿市
助言H15.7.2810167",東亜建設技術(株),"H15.8.1
H15.9.30",
熊本県,"田浦町,",道路計画,"座標変換,基準点,基準点","2級,,2級,,3級","2point,1point,1point","九州地方整備局熊本河川国道事務所
助言H15.7.3110171",九建設計(株),"H15.7.31
H15.10.31",
熊本県,"三加和町,",土地改良,"基準点,基準点","2級,,3級","5point,13point","熊本県
助言H15.8.610184","熊本県土地改良事業団体連
合会","H15.8.6
H15.10.22",
熊本県,"玉名市,",河川計画,基準点,3級,5point,"九州地方整備局菊池川河川事務所
助言H15.8.810193",応用地質(株),"H15.7.22
H15.12.19",
熊本県,"菊陽町,",工業団地開発,"基準点,基準点,基準点","2級,,3級,,4級","5point,10point,120point","熊本県菊陽町
助言H15.8.2210232",(株)問瀬コンサルタント,"H15.8.7
H16.3.16",
熊本県,"錦町,",土地改良,"基準点,基準点,平板","2級,,3級,,250","4point,7point,0.2KM2","熊本県
助言H15.8.2510234","熊本県土地改良事業団体連
合会","H15.8.26
H16.3.22",
熊本県,"一の宮町,",上水道計画,"カラー撮影,水準,空三,数値図化,数値図化","10000,,簡級,,10000,,1000,,2500","21.8KM2,26.0km,15M,2.7KM2,7.8KM2","熊本県一の宮町
助言H15.8.2810243",(株)パスコ,"H15.7.9
H16.3.12",
熊本県,"鹿本町,",固定資産,カラー撮影,10000,37.8KM2,"熊本県鹿本町
助言H15.9.1010244",(株)パスコ,"H15.7.24
H16.3.19",
熊本県,"芦北町,津奈木町,水俣市,",道路計画,"既成図数値化,座標変換","1000,,1000","13.7KM2,13.7KM2","九州地方整備局ハ代河川国道事務所
助言H15.9.1010247",玉野総合コンサルタント(株),"H15.9.2
H16.1.31",
熊本県,"甲佐町,",河川計画,基準点,2級,6point,"九州地方整備局熊本河川国道事務所
助言H15.9.1010250",(株)総合エンジニアリング,"H15.7.25
H16.3.26",
熊本県,"山鹿市,",土地改良,基準点,2級,2point,"熊本県
助言H15.9.1010256","熊本県土地改良事業団体連
合会","H15.9.10
H15ご11.28",
熊本県,"熊本市,",砂防計画,写真図,2500,18.2KM2,"熊本県
助言H15.9.1610260",東武計圃(株),"H15.3.24
H16.3.24",
熊本県,"大津町,長陽村,久木野村,",ダム計画,数値図化,2500,12.2KM2,"九州地方整備局立野ダムエ事事務所
助言H15.9.1610261",(株)鹿児島航測,"H15.7.24
H15.12.19",
熊本県,"大津町,長陽村,久木野村,",ダム計画,数値図化,500,2.2KM2,"九州地方整備局立野ダムエ事事務所
助言H15.9.1610262",東亜建設技術(株),"H15.8.8
H16.3.22",
熊本県,"西合志町,",土地区画整理,"基準点,基準点,基準点,水準,水準","2級,,3級,,4級,,3級,,4級","5point,28point,314point,16.5km,13.9km","熊本県西合志町
助言H15.9.1910268",東武計圃(株),"H15.9.18
H16.3.19",
熊本県,"熊本市,",道路計画,基準点,3級,7point,"九州地方整備局熊本河川国道事務所
助言H15.9.2410276",(株)水野建設コンサルタント,"H15.9.24
H15.12.26",
熊本県,"宇土市,",上水道管理,"撮影,空三,写真図","10000,,10000,,1000","93.8KM2,28M,12.5KM2","熊本県宇土市
助言H15.10.710291",(株)GIS九州,"H15.10.7
H16.3.25",
熊本県,"水上村,湯前町,山江村,球磨村,錦町,",総合計画,カラー撮影,10000,304.5KM2,"熊本県球磨地域振興局
助言H15.10.1410295",西南航測(株),"H15.9.15
H15.11.15",
熊本県,"鹿北町,",道路計画,基準点,3級,6point,"九州地方整備局熊本河川国道事務所
助言H15.10.1510296",(株)水野建設コンサルタント,"H15.10.7
H15.12.26",
熊本県,"相良村,",土地改良,"基準点,平板","2級,,500","5point,0.5KM2","熊本県
助言H15.10.2110323","熊本県土地改良事業団体連
合会","H15.10.21
H16.3.19",
熊本県,"山鹿市,",都市計画,基準点,3級,16point,"熊本県山鹿市
助言H15.11.710343",東亜建設技術(株),"H15.11.10
H16.2.27",
熊本県,"山鹿市,",砂防調査,"座標変換,数値図化","空三,,2500","96point,4.8KM2","熊本県鹿本地域振興局
助言H15.11.1210353",大成ジオテック(株),"H15.11.4
H16.3.15",
熊本県,"鹿北町,",砂防計画,"座標変換,数値図化","空三,,2500","166point,8.3KM2","熊本県鹿本地域振興局
助言H15.11.1710370",東亜建設技術(株),"H15.10.17
H16.3.15",
熊本県,"田浦町,",道路台帳,"座標変換,基準点,基準点","2級,,3級,,4級","1point,19point,61point","九州地方整備局熊本河川国道事務所
八代維持出張所
助言H15.11.1910374",(株)協同建設コンサルタント,"H15.10.18

H16.3.15",
熊本県,"人吉市,",砂防計画,"座標変換,数値図化","空三,,2500","106point,9.1KM2","熊本県球磨地域振興局
助言H15.11.2010375",(株)パスコ,"H15.10.16
H16.6.30",
熊本県,"熊本市,",砂防計画,数値図化,2500,7.3KM2,"熊本県熊本土木事務所
助言H15.12.210405",国際航業(株),"H15.10.14
H16.3.25",
熊本県,"宇土市,富合町,城南町,松橋町,小川町,泉村,砥用町,",砂防計画,"カラー撮影,空三","10000,,10000","122.9KM2,110M","熊本県宇城地域振興局
助言H15.12.210406",アジア航測(株),"H15.11.12
H15.12.19",
熊本県,"球磨村,",砂防計画,"空三,数値図化,写真図,座標変換","10000,,2500,,2500,,空三点","85M,11.9KM2,11.9KM2,152point","熊本県球磨地域振興局
助言H15.12.810416",大目本コンサルタント(株),"H15.12.8
H16.6.30",
熊本県,"矢部町,益城町,御船町,甲佐町,",土砂災害防止計画,"空三,数値図化,写真図,空三,数値図化,写真図","10000,,2500,,2500,,10000,,2500,,2500","239M,11.8KM2,11.8KM2,152M,10.5KM2,10.5KM2","熊本県上益城地域振興局
助言H15.12.1810432","アジア航測(株)
中目本航空(株)","H15.12.18
H16.3.25",
熊本県,"玉名市,岱明町,",道路計画,"基準点,基準点,基準点,水準,路線","2級,,3級,,4級,,3級,,中心線","4point,12point,90point,12.0km,4.0km","九州地方整備局熊本河川国道事務所
助言H15.12.2410436",国際航業(株),"H15.12.24
H16.3.26",
熊本県,"阿蘇町,長陽村,",道路台帳,基準点,3級,11point,"九州地方整備局熊本河川国道事務所
助言H15.12.2410444",(株)中九州コンサルタント,"H15.12.24
H16.3.15",
熊本県,"植木町,鹿北町,",道路台帳,"基準点,基準点","3級,,4級","11point,52point","九州地方整備局熊本河川国道事務所
助言H15.12.2410445",(株)長田測量設計,"H15.12.24
H16.3.15",
熊本県,"松橋町,小川町,",道路台帳,"基準点,基準点","3級,,4級","13point,55point","九州地方整備局熊本河川国道事務所
助言H15.12.2610447",(株)豊西測量設計,"H15.12.26
H16.3.15",
熊本県,"熊本市,",道路台帳,基準点,4級,160point,"熊本県熊本市
助言H15.12.2610449",(株)河津測量設計,"H15.12.26
H16.2.2",
熊本県,"熊本市,",道路台帳,基準点,4級,416point,"熊本県熊本市
助言H15.12.2610450",(株)都市開発コンサルタント,"H16.1.5
H16.3.26",
熊本県,"荒尾市,",都市計画,"カラー撮影,空三,水準,写真図","10000,,10000,,簡級,,2500","57.2KM2,54M,29.5km,57.2KM2","熊本県荒尾市
助言H15.12.2610454",中目本航空(株),"H15.12.26
H16.3.26",
熊本県,"長陽村,大津町,",道路計画,"水準,空三,数値図化","簡級,,10000,,1000","6.3km,22M,1.5KM2","九州地方整備局熊本河川国道事務所
助言H16.1.510461",朝目航洋(株),"H16.1.5
H16.3.26",
熊本県,"芦北町,津奈木町,",砂防計画,"空三,数値図化","10000,,2500","36M,6.1KM2","熊本県
助言H16.1.510462",朝目航洋(株),"H16.1.5
H16.3.15",
熊本県,"山鹿市,",河川管理,水準,2級,4.8km,"九州地方整備局菊池川河川事務所
助言H16.1.1410470",(株)有明測量開発社,"H16.1.14
H16.2.25",
熊本県,"牛深市,",土地改良,"基準点,基準点,平板","2級,,3級,,500","3point,3point,0.1KM2","熊本県
助言H16.1.1510472","熊本県土地改良事業団体連
合会","H16.1.16
H16.3.25",
熊本県,"本渡市,",土地改良,"基準点,平板","2級,,500","4point,0.1KM2","熊本県
助言H16.1.1510473","熊本県土地改良事業団体連
合会","H16.1.16
H16.3.19",
熊本県,"砥用町,",ほ場整備,基準点,2級,6point,"熊本県宇城地域振興局
助言H16.1.1510474","熊本県土地改良事業団体連
合会","H16.1.16
H16.2.28",
熊本県,"熊本市,",道路台帳,"座標変換,基準点","2級,,3級","117point,14point","熊本県熊本市
助言H16.1.1610476",(株)大進コンサルタント,"H16.1.16
H16.3.26",
熊本県,"荒尾市,",地盤変動調査,水準,1級,15.7km,"熊本県荒尾市
助言H16.1.2010479",(株)橋本測地設計事務所,"H16.1.20
H16.3.20",
熊本県,"芦北町,田浦町,",砂防計画,"水準,空三,数値図化,写真図","簡級,,10000,,2500,,2500","15.0km,207M,26.0KM2,26.0KM2","熊本県芦北地域振興局
助言H16.1.2010481",玉野総合コンサルタント(株),"H16.1.20
H16.2.27",
熊本県,"菊池市,七城町,鹿本町,植木町,",河川管理,水準,2級,17.3km,"九州地方整備局菊池川河川事務所
助言H16.1.2310486",東亜建設技術(株),"H16.1.23
H16.3.15",
熊本県,"水俣市,",砂防計画,"空三,数値図化,写真図","10000,,2500,,2500","161M,8.9KM2,8.9KM2","熊本県芦北地域振興局
助言H16.1.2810488",昭和(株),"H16.1.28
H16.3.15",
熊本県,"西合志町,",座標変換,"座標変換,座標変換,座標変換","1級,,2級,,3級","3point,2point,3point","熊本県西合志町
助言H16.2.210491",(株)大森エンジニアリング,"H16.2.2
H16.3.25",
熊本県県境大分県,"菊池市,県境上津江村,",ダム管理,"カラー撮影,水準,写測図化","8000,,簡級,,1000","36.2KM2,29.0km,10.0KM2","九州地方整備局菊池川河川事務所
助言H16.2.1210496",アジア航測(株),"H16.2.12
H16.3.15",
