都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期,
熊本県,"熊本市,",地籍調査,座標変換,3級,52point,"熊本県熊本市
助言H16.2.1810502",(株)有明測量開発社,"H16.2.20
H16.2.27",
熊本県,"三角町,",畑地帯総合整備,"基準点,基準点,基準点","2級,,4級,,3級","4point,18point,4point","熊本県宇城地域振興局
助言H16.2.1910503","熊本県土地改良事業団体連
合会","H16.2.19
H16.3.19",
熊本県,"錦町,",土地改良,基準点,2級,3point,"熊本県
助言H16.2.2010508","熊本県土地改良事業団体連
合会","H16.2.20
H16.3.19",
熊本県,"熊本市,",道路台帳,"座標変換,座標変換,座標変換","1級,,1級,,2級","50point,60point,103point","熊本県熊本市
助言H16.3.410521",(株)大進コンサルタント,"H16.3.4
H17.1.31",
熊本県,"竜北町,鏡町,泉村,東陽村,宮原町,千丁町,八代市,坂本村,山江村,小川町,",河川計画,"カラー撮影,カラー撮影,水準,数値図化","10000,,4000,,簡級,,500","730.0KM2,1.2KM2,4.2km,0.1KM2","熊本県
助言H16.3.1610540",アジア航測(株),"H16.3.16
H16.3.24",
熊本県,"熊本市,富合町,宇土市,",地盤変動調査,水準,1級,48.5km,"九州地方整備局熊本河川国道事務所
助言H16.3.2410545",大和コンサル(株),"H16.3.24
H16.3.31",
熊本県,"津奈木町,",道路計画,"座標変換,座標変換,基準点,基準点,基準点,平板","2級,,3級,,2級,,3級,,4級,,500","4point,2point,1point,2point,55point,0.1KM2","ハ代河川国道事務所
助言H16.3.2610549",(株)エスケイエンジニアリング,"H16.3.26
H16.3.31",
大分県,"大分市,",土地区画整理,"座標変換,座標変換","2級,,3級","1point,8point","大分市植田新都心西部土地区圃整理組
合
助言H15.4.2510009",復建調査設計(株),"H15.4.21
H15.4.30",
大分県,"日田市,",砂防計画,"数値図化,写真図","2500,,2500","48.6KM2,48.6KM2","大分県
助言H15.5.2110035",(株)パスコ,"H15.3.1
H15.10.31",
大分県,"佐伯市,",河川管理,"座標変換,座標変換,基準点,基準点","2級,,3級,,2級,,3級","2point,1point,2point,14point","佐伯河川国道事務所
助言H15.7.710136",九建設計(株),"H15.5.14
H15.12.22",
大分県,"国東町,",都市計画,"写測修正,座標変換,既成図数値化","2500,,2500,,2500","12.5KM2,12.5KM2,12.5KM2","大分県国東町
助言H15.7.1010138",(株)パスコ,"H15.5.26
H15.10.21",
大分県,"本匠村,弥生町,",官民境界平面図作成,"基準点,座標変換","3級,,3級","23point,3point","九州地方整備局佐伯河川国道事務所
助言H15.7.1810154",(株)中九州コンサルタント,"H15.5.31
H16.1.30",
大分県,"佐伯市,",砂防計画,"数値図化,水準","2500,,簡級","37.2KM2,110.0km","大分県
助言H15.8.510182",東亜建設技術(株),"H15.3.18
H15.10.31",
大分県,"日出町,",道路台帳,"基準点,基準点","2級,,3級","1point,8point","九州地方整備局大分河川国道事務所
大分維持出張所
助言H15.8.2610236",東洋測量設計(株),"H15.7.24
H15.12.19",
大分県,"日出町,別府市,",道路台帳,"基準点,基準点","2級,,3級","1point,9point","大分河川国道事務所大分維持出張所
助言H15.8.2810241",(株)中九州コンサルタント,"H15.7.24
H15.12.19",
大分県,"大分市,",道路計画,"カラー撮影,空三,水準,数値図化","4000,,4000,,簡級,,500","0.5KM2,3M,4.0km,0.5KM2","大分県大分市
助言H15.9.2610279",アジア航測(株),"H15.8.26
H16.3.15",
大分県,"大分市,",環境調査,"基準点,基準点,基準点,水準,水準,平板","2級,,3級,,4級,,3級,,4級,,500","5point,16point,264point,2.8km,11.6km,0.5KM2","大分県大分市
助言H15.10.1610318",(株)中庭測量コンサルタント,"H15.10.10
H16.3.19",
大分県,"天瀬町,中津江村,",砂防計画,数値図化,12500,26.2KM2,"大分県
助言H15.11.710341",(株)パスコ,"H15.10.22
H16.3.15",
大分県,"大分市,",砂防計画,"数値図化,写真図","2500,,2500","53.6KM2,53.6KM2","大分県
助言H15.11.710342",(株)目航コンサルタント,"H15.9.30
H16.3.15",
大分県,"大分市,",土地区画整理,"座標変換,座標変換,基準点,基準点","1級,,2級,,3級,,4級","1point,3point,2point,0.1KM2","大分市賀来西土地区圃整理組合
助言H15.11.2710387",梅林建設(株),"H15.11.25
H16.2.16",
大分県,"野津原町,",ダム計画,"カラー撮影,カラー撮影,写測修正,既成図数値化","8000,,25000,,1000,,1000","68.0KM2,378.0KM2,8.7KM2,35.4KM2","九州地方整備局大分川ダムエ事事務所
助言H15.11.2710389",大成ジオテック(株),"H15.11.27
H16.3.26",
大分県,"臼杵市,",砂防計画,数値図化,2500,30.6KM2,"大分県
助言H15.12.210409",(株)目建技術コンサルタント,"H15.10.1
H16.3.15",
大分県,"国東町,",農地開発,"カラー撮影,基準点,水準","10000,,1級,,簡級","150.0KM2,1point,2.1km","大分県国東町
助言H15.12.810415",(株)パスコ,"H15.12.8
H16.3.25",
大分県,"杵築市,日出町,",砂防計画,"写真図,数値図化,水準","2500,,2500,,簡級","163.5KM2,29.6KM2,42.0km","大分県
助言H15.12.1510424",中目本航空(株),"H15.12.15
H16.3.15",
大分県,"別府市,",砂防計画,"数値図化,写測図化","2500,,2500","25.5KM2,25.5KM2","大分県
助言H15.12.1710430",写測エンジ,"H15.12.17

H16.3.15",
大分県,"竹田市,大野町,",道路計画,"カラー撮影,カラー撮影,数値図化,水準","8000,,12500,,2500,,簡級","23.4KM2,19.8KM2,12.0KM2,51.7km","九州地方整備局佐伯河川国道事務所
助言H15.12.2410439",アジア航測(株),"H15.12.24
H16.3.19",
大分県,"宇目町,",道路計画,"基準点,基準点","2級,,3級","5point,10point","九州地方整備局佐伯河川国道事務所
助言H15.12.2410442",(株)中九州コンサルタント,"H15.12.25
H16.3.20",
大分県,"宇目町,",道路計画,"基準点,基準点","2級,,3級","6point,10point","九州地方整備局佐伯河川国道事務所
助言H15.12.2410443",九建設計(株),"H15.12.24
H16.3.20",
大分県,"大分市,",道路台帳,"座標変換,座標変換,基準点","1級,,3級,,3級","3point,1point,9point","九州地方整備局大分河川国道事務所
助言H16.1.510458",九建設計(株),"H16.1.5
H16.3.10",
大分県,"中津市,宇佐市,山香町,日出町,別府市,大分市,犬飼町,",道路管理,水準,1級,100.0km,"九州地方整備局大分河川国道事務所
助言H16.1.710463",(株)東亜コンサルタント,"H16.1.7
H16.3.15",
大分県,"国見町,国東町,武蔵町,安岐町,",砂防計画,"数値図化,水準,写真図","2500,,簡級,,2500","52.4KM2,152.0km,324.6KM2","大分県
助言H16.2.210490",国際航業(株),"H16.2.2
H16.3.15",
大分県,"大野町,竹田市,朝地町,",道路計画,数値図化,1000,7.8KM2,"九州地方整備局佐伯河川国道事務所
助言H16.2.1210494",国際航業(株),"H16.2.12
H16.3.26",
大分県,"宇目町,本匠村,",砂防計画,"数値図化,写真図","2500,,2500","22.0KM2,302.0KM2","大分県
助言H16.2.1210499",国際航業(株),"H16.2.12
H16.3.15",
大分県,"山香町,",砂防計画,"数値図化,その他,写真図","2500,,DTM,,2500","21.3KM2,21.3KM2,143.7KM2","大分県
助言H16.2.2010507",中目本航空(株),"H16.2.20
H16.3.25",
大分県,"庄内町,湯布院町,",道路台帳,"基準点,基準点,基準点,水準","1級,,2級,,3級,,3級","19point,18point,54point,24.0km","大分県大分土木事務所
助言H16.3.210516","(株)幸測量設計事務所
東亜コンサルタント(株)
精巧エンジニアリング(株)","H16.3.2
H16.3.30",
大分県,"中津市,宇佐市,山香町,日田市,天瀬町,玖珠町,九重町,湯布院町,日出町,別府市,大分市,",道路管理,"カラー撮影,写真図,カラー撮影","4000,,500,,12500","147.2KM2,19.3KM2,0.3KM2","九州地方整備局大分河川国道事務所
助言H16.3.310517",東亜建設技術(株),"H16.3.3
H16.3.24",
大分県,"日田市,",下水道計画,"撮影,空三,写測修正,数値図化,水準,座標変換","4000,,4000,,500,,500,,3級,,2級","3.0KM2,4M,0.6KM2,0.3KM2,3.3km,2point","大分県目田市
助言H16.3.310518",東亜建設技術(株),"H16.3.3
H16.3.25",
大分県県境福岡県,"中津市,三光村,本耶馬渓町,耶馬渓町,県境大平村,新吉富村,",河川管理,"カラー撮影,水準,空三,数値図化","12500,,簡級,,12500,,2500","131.1KM2,80.0km,41M,11.0KM2","九州地方整備局山国川河川事務所
助言H16.3.410526",アジア航測(株),"H16.3.4
H16.3.15",
大分県,"野津町,三重町,",砂防計画,"数値図化,写真図","2500,,2500","34.8KM2,301.4KM2","大分県
助言H16.3.410527",アジア航測(株),"H16.3.4
H16.3.15",
大分県,"庄内町,湯布院町,",道路台帳,"カラー撮影,空三,数値図化","4000,,4000,,500","17.3KM2,54M,1.4KM2","大分県大分土木事務所
助言H16.3.410528",アジア航測(株),"H16.3.4
H16.3.30",
大分県,"大分市,",都市計画,座標変換,2500,360.8KM2,"大分県大分市
助言H16.3.1510538",朝目航洋(株),"H16.3.15
H16.3.31",
大分県,"大分市,",道路台帳,"基準点,基準点,基準点,縦横断,平板","1級,,3級,,4級,,,,500","4point,15point,95point,3.7km,0.3KM2","九州地方整備局大分河川国道事務所
助言H16.3.3110552",協同エンジニアリング(株),"H16.3.31
H16.3.31",
宮崎県,"高原町,",座標変換,"座標変換,座標変換","地籍図根三角,,地籍図根多角","353point,9999point","宮崎県高原町
助言H15.4.910002",(株)両備システムズ,"H15.4.7
H15.4.21",
宮崎県,"諸塚村,",道路計画,数値図化,2500,2.0KM2,"宮崎県目向土木事務所
助言H15.5.610019",(株)パスコ,"H15.4.18
H15.5.16",
宮崎県,"北浦町,延岡市,北川町,北方町,日之影町,五ケ瀬町,高千穂町,",砂防計画,"空三,基準点,水準","8000,,1級,,簡級","2094M,21point,228.8km","宮崎県西臼杵支庁
助言H15.5.1410031",東亜建設技術(株),"H15.5.7
H15.9.30",
宮崎県,"延岡市,門川町,北方町,日之影町,北郷村,諸塚村,高千穂町,五ケ瀬町,椎葉村,",砂防計画,"水準,空三","簡級,,8000","192.8km,2270M","宮崎県延岡土木事務所
助言H15.5.2910040",アジア航測(株),"H15.3.19
H15.7.31",
宮崎県,"東郷町,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410043","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"北郷村,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410044","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"えびの市,",土地改良,"基準点,基準点","1級,,2級","4point,8point","宮崎県
助言H15.6.410045","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"田野町,",土地改良,基準点,2級,9point,"宮崎県
助言H15.6.410046","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"田野町,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410047","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"田野町,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410048","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"田野町,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410049","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"北川町,",土地改良,基準点,2級,3point,"宮崎県
助言H15.6.410050","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"北川町,",土地改良,基準点,2級,4point,"宮崎県
助言H15.6.410051","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"新富町,",土地改良,基準点,2級,11point,"宮崎県
助言H15.6.410052","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"日南市,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410053","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"都城市,",土地改良,基準点,2級,7point,"宮崎県
助言H15.6.410054","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"都城市,",土地改良,基準点,2級,2point,"宮崎県
助言H15.6.410055","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"都農町,",土地改良,基準点,2級,2point,"宮崎県都農町
助言H15.6.2010077","宮崎県土地改良事業団体連
合会","H15.6.20
H16.3.31",
宮崎県,"宮崎市,",下水道計画,"数値図修正,数値図化,座標変換,座標変換,水準,カラー撮影","500,,500,,2級,,500,,簡級,,5000","38.9KM2,9.9KM2,5point,38.9KM2,79.1km,88.3KM2","宮崎県宮崎市
助言H15.7.710137",玉野総合コンサルタント(株),"H15.7.15
H16.2.27",
宮崎県,"川南町,",土地改良,"カラー撮影,水準,空三,数値図化","10000,,簡級,,10000,,1000","21.8KM2,20.0km,7M,5.8KM2","宮崎県児湯農林振興局
助言H15.9.1010245",(株)パスコ,"H15.8.25
H15ご11.20",
宮崎県,"宮崎市,",座標変換,"座標変換,成果改算","2級,,2級水準","24point,29point","宮崎県宮崎市
助言H15.9.1010257",(株)中庭測量コンサルタント,"H15.9.10
H16.3.19",
宮崎県,"高岡町,",パイプライン計画,"撮影,水準,空三,数値図化","8000,,簡級,,8000,,1000","8.2KM2,9.0km,6M,1.5KM2","宮崎県中部農林振興局
助言H15.10.1510301",朝目航洋(株),"H15.9.11
H15.12.10",
宮崎県,"門川町,",道路計画,数値図化,2500,1.0KM2,"宮崎県目向土木事務所
助言H15.10.2810331",(株)パスコ,"H15.10.7
H15.12.15",
宮崎県,"高崎町,",土地改良,"撮影,水準点,空三,数値図化,数値図化,基準点","8000,,4級,,8000,,1000,,2500,,2級","8.3KM2,9.0km,8M,0.5KM2,0.7KM2,2point","宮崎県土地改良事業団体連合会
助言H15.11.1710367",(株)中庭測量コンサルタント,"H15.9.26
H15.12.15",
宮崎県,"川南町,高鍋町,",道路台帳,"基準点,基準点,基準点","2級,,3級,,4級","9point,15point,51point","九州地方整備局宮崎河川国道事務所
宮崎維持出張所
助言H15.11.2810392",南興測量設計(株),"H15.9.6

H16.3.1",
宮崎県,"日向市,門川町,北郷村,椎葉村,西郷村,南郷村,東郷町,",砂防計画,"水準,空三","簡級,,8000","274.0km,1774M","宮崎県目向土木事務所
助言H15.12.210410",玉野総合コンサルタント(株),"H15.11.19
H16.3.25",
宮崎県,"都城市,",土地区画整理,"基準点,基準点,基準点","1級,,3級,,4級","1point,5point,59point","宮崎県都城市
助言H15.12.410412","(株)南九州都市開発研究事務
所","H15.12.10
H16.7.30",
宮崎県,"宮崎市,佐土原町,新富町,",地盤変動調査,水準,1級,64.8km,"宮崎県
助言H16.1.1410468",(株)国土開発コンサルタント,"H16.1.14
H16.3.31",
宮崎県,"清武町,田野町,日南市,三股町,北郷町,日南市,南郷町,串間市,宮崎市,",砂防計画,"水準,空三","簡級,,8000","347.0km,1119M","宮崎県目南土木事務所
助言H16.1.2010482",朝目航洋(株),"H16.1.20
H16.3.25",
宮崎県,"都城市,宮崎市,日南市,南郷町,",道路計画,"カラー撮影,カラー撮影,カラー撮影,カラー撮影,水準,数値図化","8000,,4000,,12500,,12500,,簡級,,2500","4.1KM2,14.0KM2,194.0KM2,136.0KM2,50.0km,19.8KM2","九州地方整備局宮崎河川国道事務所
助言H16.2.1910505",東亜建設技術(株),"H16.2.20
H16.3.30",
宮崎県,"延岡市,北川町,",河川管理,カラー撮影,4000,17.9KM2,"宮崎県延岡土木事務所
助言H16.2.2510512",国際航業(株),"H16.2.25
H16.3.25",
宮崎県,"宮崎市,佐土原町,新富町,高鍋町,川南町,都農町,日向市,",河川管理,"カラー撮影,水準,空三,数値図化","12500,,簡級,,12500,,2500","192.0KM2,98.0km,58M,32.5KM2","九州地方整備局宮崎河川国道事務所
助言H16.3.210513",大成ジオテック(株),"H16.3.2
H16.3.29",
宮崎県,"延岡市,",因定資産調査,カラー撮影,10000,283.8KM2,"宮崎県延岡市
助言H16.3.410522",朝目航洋(株),"H16.3.4
H16.3.15",
宮崎県,"宮崎市,国富町,高岡町,田野町,",砂防計画,空三,10000,456M,"宮崎県宮崎土木事務所
助言H16.3.410523",太平洋航業(株),"H16.3.4
H16.3.25",
宮崎県,"えびの市,小林市,",砂防計画,"水準,空三,座標変換","簡級,,8000,,2級","123.0km,686M,1point","宮崎県小林土木事務所
助言H16.3.410525",太平洋航業(株),"H16.3.4
H16.3.25",
宮崎県,"宮崎市,",砂防計画,"数値図化,写真図","2500,,2500","14.5KM2,0.3KM2","宮崎県宮崎土木事務所
助言H16.3.1510539",(株)パスコ,"H16.3.15
H16.6.30",
宮崎県,"都城市,三股町,日南市,北郷町,田野町,高岡町,野尻町,小林市,えびの市,高原町,高崎町,高城町,山之口町,山田町,串間市,",砂防計画,"水準,空三","簡級,,8000","306.0km,1241M","宮崎県都城土木事務所
助言H16.3.2210543",(株)パスコ,"H16.3.22
H16.3.25",
