都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,測量計画機関（助言番号）,測量作業機関,実施時期
北海道,"音威子府村,占冠村,旭川市,",その他,"基準点測量,基準点測量","２級,,３級","2point,2point","北海道開発局旭川開発建設部
助言　　　H26.7.18  A0264","旭川設計測量株式会社","H26.7.16
H26.11.14"
北海道,"伊達市,",その他,基準点測量,２級,5point,"北海道開発局室蘭開発建設部
助言　　　H26.7.23  A0265","道建コンサルタント株式
会社","H26.7.15
H26.10.31"
北海道,"長沼町,",その他,基準点測量,２級,3point,"防衛省北海道防衛局
助言　　　H26.7.24  A0266","アサヒコンサルタント株式
会社","H26.7.15
H26.8.29"
北海道,"上ノ国町,",その他,基準点測量,３級,1point,"北海道渡島総合振興局
助言　　　H26.7.24  A0267","エイコー技研株式会社","H26.7.15
H26.10.30"
北海道,"仁木町,",その他,"基準点測量,基準点測量","２級,,３級","1point,3point","北海道開発局小樽開発建設部
助言　　　H26.7.28  A0268","ランド・スペース・ワークス
株式会社","H26.7.3
H26.10.10"
北海道,"倶知安町,",その他,"基準点測量,基準点測量","３級,,４級","13point,48point","北海道後志総合振興局
助言　　　H26.7.25  A0269","北日本測地株式会社","H26.7.18
H27.2.16"
北海道,"新ひだか町,",その他,数値図化,2500,15.9KM2,"北海道新ひだか町
助言　　　H26.7.22  A0270","株式会社シン技術コンサ
ル","H26.7.18
H27.1.20"
北海道,"平取町,日高町,",その他,基準点測量,３級,4point,"北海道日高振興局
助言　　　H26.7.28  A0271","株式会社細道コンサルタ
ント","H26.7.22
H27.2.10"
北海道,"浦河町,",その他,"基準点測量,基準点測量","１級,,３級","2point,2point","北海道日高振興局
助言　　　H26.7.28  A0272","株式会社桜井測量","H26.7.22
H27.2.10"
北海道,"登別市,",その他,基準点測量,２級,2point,"北海道登別市
助言　　　H26.7.28  A0273","昭和株式会社","H26.6.24
H26.10.15"
北海道,"弟子屈町,",その他,基準点測量,２級,5point,"北海道釧路総合振興局
助言　　　H26.7.25  A0274","株式会社松木測量設計","H26.7.18
H27.2.10"
北海道,"旭川市,",その他,基準点測量,街区多角点,1point,"北海道旭川市
助言　　　H26.7.23  A0275","株式会社土木開発セン
ター","H26.7.22
H26.10.10"
北海道,"当麻町,",その他,基準点測量,３級,8point,"北海道開発局旭川開発建設部
助言　　　H26.7.23  A0276","サンスイコンサルタント株
式会社","H26.7.22
H26.11.28"
北海道,"北広島市,",その他,基準点測量,３級,2point,"北海道北広島市
助言　　　H26.7.29  A0277","株式会社北企画エンジニ
アリング","H26.6.30
H26.8.25"
北海道,"利尻町,",その他,"基準点測量,基準点測量","３級,,４級","5point,17point","北海道宗谷総合振興局
助言　　　H26.7.29  A0278","株式会社北都測量社","H26.7.22
H26.10.15"
北海道,"根室市,",その他,"基準点測量,基準点測量","２級,,３級","1point,6point","北海道釧路総合振興局
助言　　　H26.8.20  A0279","小林技術コンサルタント
株式会社","H26.7.23
H26.10.30"
北海道,"幕別町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局
助言　　　H26.7.29  A0280","株式会社開発調査研究
所","H26.7.18
H26.12.10"
北海道,"愛別町,上川町,",その他,"基準点測量,基準点測量","２級,,３級","4point,2point","北海道上川総合振興局
助言　　　H26.7.23  A0281","株式会社阿部工測","H26.7.23
H26.11.20"
北海道,"江別市,",その他,基準点測量,３級,2point,"北海道開発局札幌開発建設部
助言　　　H26.7.29  A0282","大東測地株式会社","H26.7.23
H26.9.8"
北海道,"滝川市,",その他,基準点測量,３級,1point,"北海道開発局札幌開発建設部
助言　　　H26.8.1  A0283","大東測地株式会社","H26.7.23
H26.9.8"
北海道,"清水町,芽室町,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","18point,3point,40point","北海道開発局帯広開発建設部
助言　　　H26.7.29  A0284","スミセキ・ジオテクノ株式
会社","H26.6.11
H26.12.2"
北海道,"せたな町,",その他,"基準点測量,基準点測量","１級,,３級","1point,5point","北海道渡島総合振興局
助言　　　H26.7.28  A0285","エイコー技研株式会社","H26.8.11
H27.3.10"
北海道,"遠別町,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道留萌振興局
助言　　　H26.7.28  A0286","北海道キング設計株式会
社","H26.7.15
H26.11.28"
北海道,"妹背牛町,",その他,"基準点測量,基準点測量","３級,,４級","32point,94point","北海道空知総合振興局
助言　　　H26.8.1  A0287","北日本測地株式会社","H26.7.24
H27.2.13"
北海道,"西興部村,",その他,"基準点測量,基準点測量","１級,,２級","1point,1point","北海道オホーツク総合振興局
助言　　　H26.7.29  A0288","ダイシン設計株式会社","H26.7.26
H26.9.30"
北海道,"利尻町,",その他,"基準点測量,数値撮影(デジタル),数値図化","１級,,12,,1000","3point,45.478KM2,0.308KM2","北海道宗谷総合振興局
助言　　　H26.8.1  A0289","株式会社シン技術コンサ
ル","H26.7.24
H26.12.19"
北海道,"旭川市,",その他,"基準点測量,基準点測量","１級,,３級","3point,25point","北海道上川総合振興局
助言　　　H26.7.29  A0290","株式会社香島コンサルタ
ント","H26.7.25
H27.3.20"
北海道,"美瑛町,",その他,基準点測量,３級,8point,"北海道美瑛町
助言　　　H26.7.31  A0291   ","新栄コンサルタント株式
会社","H26.7.25
H26.10.30"
北海道,"上ノ国町,",その他,"数値撮影(デジタル),数値撮影(デジタル),数値図化,数値図化,写真地図作成(デジタルオルソ),写真地図作成(デジタルオルソ)","20,,30,,2500,,5000,,2500,,5000","121.4KM2,391.5KM2,27.9KM2,109.4KM2,27.9KM2,109.4KM2","北海道上ノ国町
助言　　　H26.7.29  A0292","株式会社シン技術コンサ
ル","H26.7.23
H27.3.27"
北海道,"富良野市,",その他,"復旧測量(基準点),復旧測量(水準)","２級,,２級","1point,1point","北海道開発局旭川開発建設部
助言　　　H26.8.1  A0293","旭川設計測量株式会社","H26.7.31
H26.12.22"
北海道,"東川町,",その他,基準点測量,２級,2point,"北海道上川総合振興局
助言　　　H26.7.31  A0294","アトラス・サーベイ株式会
社","H26.7.29
H26.12.1"
北海道,"羽幌町,",その他,基準点測量,３級,9point,"北海道留萌振興局
助言　　　H26.7.31  A0295","株式会社ルーラルエンジ
ニア","H26.7.29
H27.2.27"
北海道,"幌加内町,",その他,基準点測量,２級,2point,"北海道開発局旭川開発建設部
助言　　　H26.7.31  A0296","株式会社アクセスフィー
ルド","H26.7.25
H26.11.7"
北海道,"湧別町,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道オホーツク総合振興局
助言　　　H26.7.30  A0297","株式会社中神土木設計
事務所","H26.7.29
H27.1.30"
北海道,"枝幸町,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道枝幸町
助言　　　H26.8.7  A0298","株式会社グローバルサ
ポート","H26.7.29
H26.9.30"
北海道,"岩見沢市,",その他,基準点測量,３級,2point,"北海道空知総合振興局
助言　　　H26.8.7  A0299","株式会社泰斗エンジニア","H26.8.1
H26.9.22"
北海道,"滝上町,",その他,基準点測量,２級,2point,"北海道開発局網走開発建設部
興部道路事務所
助言　　　H26.8.4  A0300","株式会社ドボク管理","H26.8.4
H26.10.15"
北海道,"鹿追町,",その他,"基準点測量,基準点測量","３級,,４級","24point,126point","北海道十勝総合振興局
助言　　　H26.8.4  A0301","株式会社北開測地","H26.7.29
H27.2.18"
北海道,"芽室町,",その他,基準点測量,２級,30point,"北海道十勝総合振興局
助言　　　H26.8.4  A0302","北王コンサルタント株式
会社","H26.7.30
H27.2.20"
北海道,"釧路市,",その他,"基準点測量,水準測量","３級,,３級","50point,15.32km","北海道開発局釧路開発建設部
助言　　　H26.8.5  A0303","東邦コンサルタント株式
会社","H26.7.3
H26.12.17"
北海道,"大空町,",その他,基準点測量,２級,3point,"北海道オホーツク総合振興局
助言　　　H26.8.5  A0304","株式会社カワムラ","H26.7.31
H27.1.30"
北海道,"旭川市,",その他,基準点測量,街区多角点,1point,"北海道旭川市
助言　　　H26.8.5  A0305","株式会社ダイイチプラニ
ング","H26.8.4
H26.9.10"
北海道,"広尾町,",その他,基準点測量,３級,2point,"北海道開発局帯広開発建設部
助言　　　H26.8.5  A0306","株式会社富士雄設計コン
サルタント","H26.7.29
H26.11.14"
北海道,"湧別町,",その他,基準点測量,３級,8point,"北海道オホーツク総合振興局
助言　　　H26.8.5  A0307","益村測量設計株式会社","H26.7.30
H27.1.30"
北海道,"斜里町,",その他,"基準点測量,基準点測量","２級,,４級","1point,10point","北海道オホーツク総合振興局
助言　　　H26.8.5  A0308","サン技術コンサルタント株
式会社","H26.8.1
H26.10.30"
北海道,"大空町,",その他,基準点測量,２級,3point,"北海道オホーツク総合振興局
助言　　　H26.8.5  A0309","北王コンサルタント株式
会社","H26.8.11
H26.9.30"
北海道,"札幌市,",その他,基準点測量,３級,3point,"北海道石狩振興局
助言　　　H26.8.8  A0310","北盟測量株式会社","H26.8.4
H26.10.31"
北海道,"むかわ町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道胆振総合振興局
助言　　　H26.8.7  A0311","株式会社伸栄コンサル","H26.8.4
H26.10.20"
北海道,"登別市,",その他,基準点測量,３級,5point,"北海道胆振総合振興局
助言　　　H26.8.11  A0312","株式会社構研エンジニア
リング","H26.8.1
H26.12.10"
北海道,"足寄町,",その他,"基準点測量,基準点測量","３級,,４級","3point,67point","北海道足寄町
助言　　　H26.8.5  A0313","株式会社高崎","H26.6.4
H26.9.30"
北海道,"音更町,",その他,基準点測量,３級,1point,"北海道音更町
助言　　　H26.8.5  A0314","株式会社北開水工コンサ
ルタント","H26.8.2
H27.2.20"
北海道,"士幌町,",その他,"基準点測量,基準点測量","２級,,３級","1point,3point","北海道開発局帯広開発建設部
助言　　　H26.8.6  A0315","株式会社ズコーシャ","H26.7.31
H26.11.25"
北海道,"標津町,",その他,基準点測量,２級,2point,"北海道釧路総合振興局
助言　　　H26.8.6  A0316","北海道キング設計株式会
社","H26.7.31
H26.10.30"
北海道,"上川町,",その他,基準点測量,２級,8point,"北海道上川総合振興局
助言　　　H26.8.5  A0317","東日本設計株式会社","H26.7.1
H27.3.20"
北海道,"壮瞥町,",その他,"基準点測量,基準点測量","１級,,３級","1point,1point","北海道胆振総合振興局
助言　　　H26.8.7  A0318","株式会社伸栄コンサル","H26.8.5
H26.10.20"
北海道,"別海町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道根室振興局
助言　　　H26.8.6  A0319","有限会社サノ測量設計社","H26.7.28
H26.8.18"
北海道,"幕別町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局
助言　　　H26.8.6  A0320","株式会社ドーコン","H26.8.11
H27.3.20"
北海道,"幕別町,",その他,基準点測量,１級,5point,"北海道十勝総合振興局
助言　　　H26.8.6  A0321","和光技研株式会社","H26.8.5
H27.3.20"
北海道,"七飯町,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","20,,2500","275.5KM2,211.1KM2","北海道七飯町
助言　　　H26.8.8  A0322","株式会社ＧＩＳ北海道","H26.8.5
H27.3.31"
北海道,"仁木町,",その他,基準点測量,２級,1point,"北海道後志総合振興局
助言　　　H26.8.7  A0323","パブリックコンサルタント
株式会社","H26.8.5
H27.2.20"
北海道,"函館市,",その他,基準点測量,１級,1point,"北海道渡島総合振興局
助言　　　H26.8.7  A0324","株式会社小林土木工業
所","H26.8.6
H27.2.20"
北海道,"美唄市,",その他,基準点測量,３級,5point,"北海道開発局札幌開発建設部
助言　　　H26.8.11  A0325","株式会社サッコウ測地","H26.8.11
H26.10.24"
北海道,"幕別町,",その他,基準点測量,３級,1point,"北海道開発局帯広開発建設部
助言　　　H26.8.8  A0326","アラヤ総合設計株式会社","H26.8.6
H26.9.20"
北海道,"新ひだか町,",その他,"基準点測量,基準点測量","２級,,３級","1point,5point","北海道日高振興局
助言　　　H26.9.2  A0327","株式会社ルーラルエンジ
ニア","H26.8.8
H27.1.20"
北海道,"森町,",その他,基準点測量,２級,7point,"北海道開発局函館開発建設部
函館農業事務所
助言　　　H26.8.11  A0328","株式会社アルファ技研","H26.8.8
H26.12.26"
北海道,"幌加内町,",その他,基準点測量,２級,1point,"北海道上川総合振興局
助言　　　H26.8.19  A0329","大地コンサルタント株式
会社","H26.8.6
H27.3.20"
北海道,"小平町,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","北海道留萌振興局
助言　　　H26.8.19  A0330","株式会社　Ai測地コンサ
ル","H26.6.27
H26.10.15"
北海道,"留萌市,",その他,基準点測量,２級,3point,"北海道留萌振興局
助言　　　H26.8.19  A0331","留萌測量設計株式会社","H26.8.11
H26.10.1"
北海道,"士別市,",その他,基準点測量,２級,2point,"北海道開発局旭川開発建設部
助言　　　H26.8.19  A0332","株式会社　富士建設コン
サル","H26.8.18
H26.9.30"
北海道,"陸別町,",その他,基準点測量,３級,2point,"北海道十勝総合振興局
助言　　　H26.8.11  A0333","北武コンサルタント株式
会社","H26.8.8
H26.11.30"
北海道,"更別村,",その他,基準点測量,１級,1point,"北海道十勝総合振興局
助言　　　H26.8.11  A0334","北王コンサルタント株式
会社","H26.8.11
H26.9.19"
北海道,"別海町,",その他,基準点測量,２級,1point,"北海道釧路総合振興局
助言　　　H26.8.11  A0335","有限会社金子設計事務
所","H26.8.13
H26.10.30"
北海道,"別海町,",その他,基準点測量,２級,4point,"北海道開発局釧路開発建設部
助言　　　H26.8.11  A0336","株式会社アルト技研","H26.8.7
H27.1.13"
北海道,"苫小牧市,",その他,"基準点測量,基準点測量","１級,,３級","1point,7point","北海道開発局室蘭開発建設部
助言　　　H26.8.12  A0337","シバタ技術コンサルタン
ツ株式会社","H26.8.11
H26.10.30"
北海道,"美瑛町,",その他,"基準点測量,基準点測量","２級,,３級","6point,2point","北海道上川総合振興局
助言　　　H26.8.19  A0338","新栄コンサルタント株式
会社","H26.8.8
H26.10.30"
北海道,"栗山町,由仁町,新篠津村,江別市,岩見沢市,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","20,,2500","149.75KM2,79.35KM2","北海道開発局札幌開発建設部
助言　　　H26.8.13  A0339","株式会社シン技術コンサ
ル","H26.8.11
H27.3.11"
北海道,"共和町,",その他,基準点測量,３級,1point,"北海道後志総合振興局
助言　　　H26.8.12  A0340","株式会社道測テクニス","H26.8.12
H26.10.30"
北海道,"むかわ町,",その他,基準点測量,２級,3point,"北海道胆振総合振興局
助言　　　H26.8.12  A0341","新和測量株式会社","H26.8.12
H26.11.20"
北海道,"大空町,",その他,基準点測量,３級,3point,"北海道オホーツク総合振興局
助言　　　H26.8.12  A0342","株式会社大道測量設計","H26.8.18
H26.10.20"
北海道,"新得町,",その他,"基準点測量,基準点測量","１級,,３級","1point,2point","北海道十勝総合振興局
助言　　　H26.8.12  A0343","丸菱測量設計株式会社","H26.8.12
H26.11.28"
北海道,"当麻町,",その他,"基準点測量,基準点測量","１級,,３級","4point,34point","北海道上川総合振興局
助言　　　H26.8.19  A0344","株式会社協和コンサルタ
ント","H26.8.12
H26.10.30"
北海道,"当麻町,",その他,"基準点測量,基準点測量","１級,,３級","2point,30point","北海道上川総合振興局
助言　　　H26.8.19  A0345","株式会社東亜エンジニア
リング","H26.8.12
H26.10.30"
北海道,"天塩町,",その他,"基準点測量,基準点測量","１級,,３級","2point,7point","北海道天塩町
助言　　　H26.8.20  A0346","株式会社　ズコーシャ","H26.8.13
H27.1.30"
北海道,"北広島市,",その他,"基準点測量,基準点測量","３級,,２級","1point,1point","北海道空知総合振興局
助言　　　H26.8.14  A0347","株式会社  北海道技術コ
ンサルタント","H26.8.13
H26.10.31"
北海道,"遠別町,",その他,基準点測量,２級,1point,"北海道留萌振興局
助言　　　H26.8.20  A0348","協立測量設計株式会社","H26.8.11
H26.10.30"
北海道,"当麻町,",その他,基準点測量,３級,16point,"北海道開発局旭川開発建設部
助言　　　H26.8.20  A0349","冨洋設計株式会社","H26.8.14
H26.12.12"
北海道,"恵庭市,",その他,"基準点測量,基準点測量","２級,,３級","1point,1point","北海道空知総合振興局
助言　　　H26.8.20  A0350","株式会社 開発調査研究
所","H26.8.14
H27.1.30"
北海道,"洞爺湖町,",その他,基準点測量,２級,2point,"北海道開発局室蘭開発建設部
助言　　　H26.8.20  A0351","日章測量設計株式会社","H26.8.12
H26.10.28"
北海道,"豊浦町,",その他,基準点測量,１級,1point,"北海道開発局室蘭開発建設部
助言　　　H26.8.20  A0352","道建コンサルタント株式
会社","H26.8.12
H26.10.31"
北海道,"標茶町,",その他,基準点測量,２級,10point,"北海道釧路総合振興局
助言　　　H26.8.20  A0353","株式会社郡土木コンサル
タント","H26.8.13
H26.12.16"
北海道,"標茶町,",その他,基準点測量,２級,6point,"北海道釧路総合振興局
助言　　　H26.8.20  A0354","株式会社小出コンサルタ
ント","H26.8.15
H26.11.14"
北海道,"幕別町,",その他,基準点測量,３級,22point,"北海道十勝総合振興局
助言　　　H26.8.20  A0355","株式会社ルーラルエンジ
ニア","H26.8.13
H27.3.20"
北海道,"今金町,",その他,基準点測量,２級,8point,"北海道開発局函館開発建設部
助言　　　H26.8.21  A0356","道南測量設計株式会社","H26.8.19
H26.12.15"
北海道,"幕別町,",その他,基準点測量,３級,7point,"北海道十勝総合振興局
助言　　　H26.8.21  A0357","株式会社みずほ栄設計","H26.8.20
H27.2.10"
北海道,"厚真町,",その他,"基準点測量,基準点測量","１級,,３級","2point,6point","北海道胆振総合振興局
助言　　　H26.8.22  A0358","株式会社タナカコンサル
タント","H26.8.19
H26.11.20"
北海道,"長沼町,",その他,基準点測量,３級,20point,"北海道空知総合振興局
助言　　　H26.9.2  A0359","明成コンサルタント株式
会社","H26.8.6
H26.9.30"
北海道,"深川市,",その他,"基準点測量,基準点測量","１級,,３級","1point,32point","北海道空知総合振興局
助言　　　H26.9.17  A0360","株式会社ルーラルエンジ
ニア","H26.8.21
H27.3.20"
北海道,"弟子屈町,",その他,基準点測量,２級,2point,"北海道開発局釧路開発建設部
助言　　　H26.8.25  A0361","株式会社ズコーシャ","H26.8.20
H27.2.27"
北海道,"北見市,",その他,基準点測量,３級,4point,"北海道オホーツク総合振興局
助言　　　H26.8.25  A0362","北海道土木設計株式会
社","H26.8.21
H27.3.20"
北海道,"足寄町,",その他,基準点測量,３級,38point,"国土交通省土地・建設産業局地
籍整備課
助言　　　H26.8.25  A0363","高崎共同企業体","H26.8.18
H26.11.25"
北海道,"平取町,",その他,基準点測量,２級,2point,"北海道胆振総合振興局
助言　　　H26.8.22  A0364","株式会社タナカコンサル
タント","H26.8.22
H27.1.30"
北海道,"遠別町,",その他,基準点測量,２級,2point,"北海道留萌振興局
助言　　　H26.8.25  A0365","株式会社開発調査研究
所","H26.8.21
H27.3.20"
北海道,"旭川市,",その他,基準点測量,街区多角点,1point,"北海道旭川市
助言　　　H26.8.25  A0366","有限会社ユニオンコンサ
ル","H26.8.21
H26.10.10"
北海道,"森町,",その他,"基準点測量,基準点測量,基準点測量","１級,,２級,,３級","2point,5point,4point","北海道渡島総合振興局
助言　　　H26.9.3  A0367","北海航測株式会社","H26.8.22
H26.11.20"
北海道,"蘭越町,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","北海道後志総合振興局
助言　　　H26.9.3  A0368","北海道キング設計株式会
社","H26.8.25
H26.12.22"
北海道,"別海町,",その他,基準点測量,２級,6point,"北海道開発局釧路開発建設部
助言　　　H26.8.25  A0369","株式会社三幸測量設計
社","H26.8.19
H27.1.26"
北海道,"豊頃町,",その他,"基準点測量,基準点測量","１級,,３級","2point,3point","北海道十勝総合振興局
助言　　　H26.8.25  A0370","株式会社安井測量設計
事務所","H26.8.22
H26.11.28"
北海道,"佐呂間町,",その他,基準点測量,２級,6point,"北海道オホーツク総合振興局
助言　　　H26.8.25  A0371","株式会社ドボク管理","H26.8.25
H26.9.30"
北海道,"中標津町,",その他,修正測量,2500,53KM2,"北海道中標津町
助言　　　H26.8.26  A0372","株式会社北海道朝日航
洋","H26.7.29
H27.3.27"
北海道,"東神楽町,",その他,"基準点測量,基準点測量","２級,,３級","3point,4point","北海道上川総合振興局
助言　　　H26.8.27  A0373","株式会社アース設計事務
所","H26.8.18
H26.12.30"
北海道,"留萌市,",その他,基準点測量,３級,3point,"北海道留萌振興局
助言　　　H26.8.27  A0374","株式会社アイネス","H26.7.29
H27.1.30"
北海道,"弟子屈町,",その他,基準点測量,２級,4point,"北海道開発局釧路開発建設部
助言　　　H26.8.27  A0375","株式会社ズコーシャ","H26.8.26
H27.3.24"
北海道,"弟子屈町,",その他,基準点測量,２級,4point,"北海道開発局釧路開発建設部
助言　　　H26.8.27  A0376","内外エンジニアリング北
海道株式会社","H26.8.26
H27.3.20"
北海道,"湧別町,",その他,基準点測量,３級,7point,"北海道オホーツク総合振興局
助言　　　H26.8.27  A0377","東和工研株式会社","H26.8.26
H27.2.20"
北海道,"釧路市,",その他,MMS計測,500,135.3km,"北海道釧路市
助言　　　H26.8.27  A0378","株式会社ＧＩＳ北海道","H26.8.26
H27.2.25"
北海道,"三笠市,",その他,基準点測量,１級,5point,"北海道開発局札幌開発建設部
助言　　　H26.9.2  A0379","技研測量設計株式会社","H26.8.26
H26.11.21"
北海道,"下川町,",その他,基準点測量,２級,2point,"北海道上川総合振興局
助言　　　H26.8.27  A0380","株式会社イズム・グリーン","H26.8.22
H27.2.20"
北海道,"士別市,",その他,基準点測量,２級,1point,"北海道開発局旭川開発建設部
助言　　　H26.8.27  A0381","株式会社アサヒ建設コン
サルタント","H26.8.27
H26.12.12"
北海道,"小平町,",その他,基準点測量,３級,1point,"北海道留萌振興局
助言　　　H26.8.27  A0382","平田技術コンサルタント
株式会社","H26.8.22
H26.11.10"
北海道,"標津町,",その他,"基準点測量,基準点測量","２級,,３級","2point,6point","北海道根室振興局
助言　　　H26.8.28  A0383","株式会社アルファ水工コ
ンサルタンツ","H26.8.18
H26.9.30"
北海道,"遠軽町,",その他,基準点測量,２級,4point,"北海道オホーツク総合振興局
助言　　　H26.8.28  A0384","株式会社カワムラ","H26.8.26
H26.12.9"
北海道,"美深町,音威子府村,中川町,猿払村,浜頓別町,中頓別町,枝幸町,豊富町,幌延町,",その他,"数値撮影(デジタル),写真地図作成(デジタルオルソ)","40,,5000","2290KM2,2290KM2","北海道
助言　　　H26.9.2  A0385","株式会社かんこう","H26.8.12
H27.1.30"
北海道,"別海町,",その他,基準点測量,２級,4point,"北海道開発局釧路開発建設部
助言　　　H26.9.1  A0386","株式会社ズコーシャ","H26.8.22
H27.1.26"
北海道,"共和町,",その他,基準点測量,３級,2point,"北海道後志総合振興局
助言　　　H26.9.3  A0387","有限会社大野測量","H26.8.27
H26.11.20"
北海道,"福島町,",その他,"基準点測量,基準点測量","１級,,３級","1point,4point","北海道開発局函館開発建設部
江差道路事務所
助言　　　H26.9.3  A0388","建基コンサルタント株式
会社","H26.8.28
H27.1.14"
北海道,"当別町,",その他,基準点測量,１級,3point,"北海道開発局札幌開発建設部
札幌道路事務所
助言　　　H26.9.5  A0389","千廣測量株式会社","H26.8.18
H26.9.30"
北海道,"豊富町,稚内市,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道開発局稚内開発建設部
稚内道路事務所
助言　　　H26.9.17  A0390","宗谷測量株式会社","H26.8.28
H26.11.28"
北海道,"陸別町,",その他,"基準点測量,基準点測量","１級,,２級","18point,18point","北海道開発局帯広開発建設部
足寄道路事務所
助言　　　H26.9.2  A0391","株式会社土木技術コンサ
ルタント","H26.9.8
H26.11.30"
北海道,"新得町,",道路計画,MMS計測,500,9.32km,"北海道新得町
助言　　　H26.9.2  A0392","株式会社ＧＩＳ北海道","H26.8.30
H26.12.10"
北海道,"泊村,",その他,基準点測量,３級,3point,"北海道泊村
助言　　　H26.9.3  A0393","株式会社シー・イー・サー
ビス","H26.9.2
H26.10.30"
北海道,"新ひだか町,",その他,基準点測量,２級,1point,"北海道開発局室蘭開発建設部
助言　　　H26.9.3  A0394","株式会社アルト技研","H26.8.2
H27.2.20"
北海道,"士幌町,",その他,基準点測量,３級,4point,"北海道開発局帯広開発建設部
助言　　　H26.9.3  A0395","株式会社イーエス総合研
究所","H26.8.28
H27.1.23"
北海道,"砂川市,",その他,MMS計測,500,26.9km,"北海道砂川市
助言　　　H26.9.5  A0396","株式会社ＧＩＳ北海道","H26.9.2
H26.11.28"
北海道,"猿払村,",その他,基準点測量,２級,1point,"北海道開発局稚内開発建設部
助言　　　H26.9.19  A0397","サンスイコンサルタント株
式会社","H26.8.29
H27.2.19"
北海道,"浦河町,",その他,基準点測量,２級,2point,"北海道胆振総合振興局
助言　　　H26.9.4  A0398","株式会社日高測量","H26.9.1
H26.10.30"
北海道,"月形町,",その他,"基準点測量,基準点測量","１級,,３級","2point,5point","北海道開発局札幌開発建設部
助言　　　H26.9.19  A0399","スミセキ・ジオテクノ株式
会社","H26.9.8
H27.1.30"
北海道,"北広島市,",その他,基準点測量,２級,3point,"北海道開発局札幌開発建設部
助言　　　H26.9.19  A0400","嵯峨測量設計株式会社","H26.9.4
H26.12.9"
北海道,"美深町,",その他,基準点測量,３級,9point,"北海道上川総合振興局
助言　　　H26.9.8  A0401","株式会社ランドプランニン
グ","H26.9.3
H27.3.10"
北海道,"小平町,",その他,"基準点測量,基準点測量","２級,,３級","1point,2point","北海道留萌振興局
助言　　　H26.9.8  A0402","株式会社ズコーシャ","H26.7.15
H27.3.20"
北海道,"小平町,",その他,基準点測量,２級,3point,"北海道留萌振興局
助言　　　H26.9.8  A0403","株式会社協和コンサルタ
ント","H26.9.3
H26.12.22"
北海道,"えりも町,",その他,基準点測量,２級,1point,"北海道胆振総合振興局
助言　　　H26.9.5  A0404","日章測量設計株式会社","H26.9.4
H26.11.10"
北海道,"ニセコ町,",その他,"数値撮影(デジタル),数値図化","16,,1000","110.8KM2,9.8KM2","北海道開発局小樽開発建設部
助言　　　H26.9.11  A0405","株式会社北海道朝日航
洋","H26.9.2
H27.3.20"
北海道,"厚真町,",その他,基準点測量,３級,15point,"北海道胆振総合振興局
助言　　　H26.9.5  A0406","株式会社香島コンサルタ
ント","H26.9.3
H27.3.10"
北海道,"小樽市,",その他,MMS計測,2500,108km,"北海道小樽市
助言　　　H26.9.16  A0407","ＨＲＳ株式会社","H26.6.11
H26.11.20"
北海道,"平取町,",その他,基準点測量,３級,5point,"北海道日高振興局
助言　　　H26.9.11  A0408","株式会社帝国設計事務
所","H26.9.16
H27.3.10"
北海道,"浦河町,",その他,基準点測量,２級,2point,"北海道開発局室蘭開発建設部
浦河道路事務所
助言　　　H26.9.11  A0409","道建コンサルタント株式
会社","H26.9.3
H27.2.26"
北海道,"札幌市,",その他,水準測量,１級,81.368km,"北海道札幌市
助言　　　H26.9.25  A0410","株式会社山調住建コンサ
ルタント","H26.9.1
H27.3.10"
北海道,"名寄市,",その他,"基準点測量,基準点測量","１級,,３級","4point,11point","北海道上川総合振興局
助言　　　H26.9.16  A0411","株式会社帝国設計事務
所","H26.9.3
H27.3.10"
北海道,"当別町,",その他,基準点測量,２級,1point,"北海道開発局札幌開発建設部
助言　　　H26.9.22  A0412","日測技研株式会社","H26.7.31
H27.2.23"
北海道,"新ひだか町,",その他,"基準点測量,基準点測量","２級,,３級","2point,1point","北海道胆振総合振興局
助言　　　H26.9.17  A0413","アルファ計画株式会社","H26.6.20
H26.10.30"
北海道,"新ひだか町,",その他,数値図化,2500,9.7KM2,"北海道開発局室蘭開発建設部
助言　　　H26.9.17  A0414","国際航業株式会社","H26.8.22
H26.12.4"
北海道,"北竜町,沼田町,",その他,基準点測量,３級,16point,"北海道空知総合振興局
助言　　　H26.9.22  A0415","株式会社グリーン測量","H26.9.9
H27.2.10"
北海道,"枝幸町,",その他,MMS計測,500,7.7km,"北海道枝幸町
助言　　　H26.9.10  A0416","株式会社ＧＩＳ北海道","H26.9.9
H27.3.10"
