都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
和歌山県,"和歌山市,海南市,紀美野町,",河川管理,"カラー撮影,空三,数値図化,数値図修正","10000,,,,2500,,2500","245.8KM2,44M,10.0KM2,14.5KM2","和歌山県
助言　　　　H19.2.5　F 0479",(株)南紀航測センター,"H19.1.18
H19.3.31"
和歌山県,"九度山町,",道路計画,数値図化,2500,4.2KM2,"和歌山県伊都振興局
助言　　　H19.2.19　F 0491",(株)パスコ,"H19.2.15
H19.3.30"
和歌山県,"和歌山市,紀の川市,",河川管理,"水準,縦横断,深浅",3級,"27.6km,28.0km,15.6km","近畿地方整備局和歌山河川国道事務所
助言　　　H19.2.20　F 0495",(株)日建技術コンサルタント,"H18.12.22
H19.3.10"
兵庫県県境和歌山県,"伊丹市,県境和歌山市,海南市,橋本市,紀の川市,岩出市,かつらぎ町,九度山町,",河川管理,"既成図数値化,座標変換,数値図修正,数値図化","2500,,2500,,2500,,2500","83.9KM2,83.9KM2,83.9KM2,49.7KM2","近畿地方整備局和歌山河川国道事務所
助言　　　H19.2.20　F 0498",(株)かんこう,"H19.1.15
H19.3.10"
和歌山県,"紀の川市,岩出市,",道路計画,数値撮影,15000,267.0KM2,"和歌山県那賀振興局
助言　　　H19.2.22　F 0505",国際航業(株),"H19.2.16
H19.3.31"
和歌山県,"御坊市,田辺市,印南町,みなべ町,白浜町,上富田町,すさみ町,串本町,那智勝浦町,",道路管理,数値図修正,500,0.8KM2,"近畿地方整備局紀南河川国道事務所
助言　　　H19.2.22　F 0507",国際航業(株),"H19.2.20
H19.3.10"
和歌山県,"御坊市,",座標変換,"座標変換,座標変換","図根三角点,,図根多角点","8point,236point","和歌山県御坊市
助言　　　　H19.3.5　F 0522",直営,"H19.3.1
H19.4.30"
大阪府県境和歌山県,"和泉市,岬町,県境和歌山市,海南市,有田市,紀の川市,岩出市,かつらぎ町,",道路計画,"カラー撮影,ディジタルオルソ,空三","8000,,2500","100.3KM2,48.0KM2,85M","近畿地方整備局和歌山河川国道事務所
助言　　　　H19.3.6　F 0525",中日本航空(株),"H18.9.30
H19.3.30"
和歌山県,"田辺市,白浜町,",道路計画,"航空レーザ,数値撮影,ディジタルオルソ,数値図化,数値図修正,座標変換",",,8000,,1000,,1000,,1000,,1000","5.6KM2,5.6KM2,5.6KM2,0.6KM2,5.0KM2,5.0KM2","近畿地方整備局紀南河川国道事務所
助言　　　H19.3.12　F 0528",国際航業(株),"H19.1.26
H19.3.15"
和歌山県,"和歌山市,",都市計画,"カラー撮影,数値図修正","12500,,2500","26.5KM2,6.0KM2","和歌山県和歌山市
助言　　　H19.3.16　F 0535",アジア航測(株),"H19.3.7
H19.3.31"
和歌山県,"和歌山市,",国立公園施設用地調,"基準点,基準点","2級,,4級","2point,40point","環境省近畿地方環境事務所
助言　　　H19.3.16　F 0540",(株)パスコ,"H19.2.25
H19.3.28"
鳥取県,"米子市,境港市,日吉津村,大山町,南部町,伯耆町,江府町,",森林計画,撮影,16000,733.0KM2,"鳥取県
助言　　　H18.4.18 G 0004",(株)ワールド,"H18.4.24
H18.11.30"
鳥取県,"鳥取市,",鳥取市賀露西浜土地区画整理事業,"基準点,基準点","3級,,4級","7point,100point","鳥取市賀露西浜土地区画整理組合
助言　　　H18.5.11　G 0008",(株)山陰都市開発研究所,"H18.5.10
H18.6.30"
鳥取県,"米子市,",西部地区測量設計業,"基準点,基準点,基準点,水準","１級,,3級,,4級,,4級","3point,4point,8point,10.1km","中国地方整備局倉吉河川国道事務所
助言　　　H18.6.23 G 0028",(株)広洋コンサルタント,"H18.6.20
H18.9.29"
鳥取県,"大山町,",世界測地系への座標変換,"座標変換,座標変換","2級,,3級","8point,9point","中国地方整備局倉吉河川国道事務所
助言　　　H18.6.27 G 0030",(株)ヒロコン,"H18.6.27
H19.3.30"
鳥取県,"南部町,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","1point,2point,0.1KM2","鳥取県　南部町
助言　　　　H18.7.3 G 0033",鳥取県土地改良事業団体連合会,"H18.7.3
H19.3.30"
鳥取県,"大山町,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","8point,14point,16.0km","中国地方整備局倉吉河川国道事務所
助言　　　H18.7.10 G 0037",(株)ヒロコン,"H18.7.10
H19.3.30"
鳥取県,"米子市,",基盤図作成,"数値図化,数値図修正","500,,2500","132.2KM2,132.2KM2","鳥取県　米子市
助言　　　　H18.9.4 G 0103",アジア航測(株),"H18.8.30
H21.3.31"
鳥取県,"大山町,",道路計画,"既成図数値化,座標変換,写測修正","1000,,1000,,1000","4.9KM2,4.9KM2,4.9KM2","中国地方整備局倉吉河川国道事務所
助言　　　　H18.9.7 G 0106",国際航業(株),"H18.8.5
H19.3.16"
鳥取県,"空白,",土地改良(水土里情報利活用促進事業にかかるGIS),"ディジタルオルソ,その他","2500,,2500","2611.4KM2,225.0km","
鳥取県土地改良事業団体連合会

助言　　　H18.10.12 G 0124",鳥取県土地改良事業団休連合会,"
H18.10.1

H21.3.31"
鳥取県,"南部町,",国道道路整備,"基準点,基準点","2級,,3級","8point,12point","鳥取県西部総合事務所
助言　　　H18.10.23 G 0133",サンイン技術コンサルタント(株),"H18.9.26
H19.3.20"
鳥取県,"米子市,",道路計画,水準,3級,4.0km,"中国地方整備局倉吉河川国道事務所
助言　　　H18.11.2 G 0138",(株)エイトコンサルタント,"H18.10.16
H19.3.20"
鳥取県,"江府町,",ほ場整備,"基準点,基準点","3級,,4級","3point,0.1KM2","鳥取県　江府町
助言　　　H18.11.28 G 0164",鳥取県土地改良事業団体連合会,"H18.11.28
　H19.2.2"
鳥取県,"鳥取市,",ほ場整備,"基準点,基準点","3級,,4級","2point,5point","鳥取県　鳥取市
助言　　　H18.12.6 G 0172",鳥取県土地改良事業団体連合会,"H18.12.6
H19.3.20"
鳥取県,"江府町,",笠良原地区工業団地用地調査,"基準点,基準点","3級,,4級","6point,0.3KM2","鳥取県　江府町
助言　　　H18.12.13 G 0178",アサヒコンサルタント(株),"H18.12.13
H18.12.31"
鳥取県,"鳥取市,",総合計画,"数値図化,数値図修正","2500,,2500","26.2KM2,105.8KM2","鳥取県　鳥取市
助言　　　H18.12.25 G 0184",(株)ウェスコ,"H18.9.12
H19.3.20"
鳥取県,"米子市,湯梨浜町,",道路計画,"基準点,基準点,基準点,水準","１級,,3級,,4級,,4級","15point,19point,20point,24.0km","中国地方整備局倉吉河川国道事務所
助言　　　　H19.2.2 G 0202",(株)古川コンサルタント,"H19.2.2
H19.3.30"
島根県,"安来市,奥出雲町,津和野町,吉賀町,",森林計画,撮影,20000,685.0KM2,"島根県
助言　　　　H18.5.9 G 0006",(株)ワールド,"H18.4.25
H18.10.31"
島根県,"安来市,",ほ場整備,"基準点,基準点","3級,,4級","3point,0.1KM2","安来市土地改良区
助言　　　H18.5.10 G 0007",島根県土地改良事業団体連合会,"H18.5.15
H19.3.20"
島根県,"奥出雲町,",大曲地区ほ場整備事,"基準点,基準点,基準点","2級,,3級,,4級","1point,4point,0.1KM2","島根県　奥出雲町
助言　　　H18.5.12 G 0009",島根県土地改良事業団体連合会,"H18.5.10
H19.3.30"
島根県,"奥出雲町,",代山山県ほ場整備事,"基準点,基準点,基準点","2級,,3級,,4級","1point,9point,0.1KM2","島根県　奥出雲町
助言　　　H18.5.12 G 0010",島根県土地改良事業団体連合会,"H18.5.10
H19.3.30"
島根県,"浜田市,",美川北地区ほ場整備事業,"基準点,基準点","3級,,4級","3point,0.1KM2","浜田市土地改良区
助言　　　H18.5.16 G 0012",島根県土地改良事業団体連合会,"H18.5.15
H19.3.30"
島根県,"奥出雲町,",蔵屋地区ほ場整備事,"基準点,基準点","3級,,4級","6point,0.1KM2","島根県　奥出雲町
助言　　　H18.5.18 G 0013",島根県土地改良事業団体連合会,"H18.6.1
H19.3.20"
島根県,"雲南市,",ほ場整備,"基準点,基準点","3級,,4級","5point,0.1KM2","島根県雲南県土整備事務所
助言　　　H18.5.25 G 0018",島根県土地改良事業団体連合会,"H18.6.1
H19.3.20"
島根県,"松江市,",道路計画及び地籍調査,基準点,3級,4point,"島根県松江県土整備事務所
助言　　　　H18.6.1　G 0020",(株)共立エンジニヤ,"H18.5.31
H18.12.20"
島根県,"雲南市,",都市計画､世界測地系への座標変換,"数値図化,既成図数値化,数値図修正,座標変換","2500,,2500,,2500,,2500","38.7KM2,24.6KM2,24.6KM2,24.6KM2","島根県　雲南市
助言　　　　H18.6.8 G 0022",(株)ウェスコ,"H18.5.26
H18.7.31"
島根県,"飯南町,",ほ場整備,"基準点,基準点,座標変換","3級,,4級,,2級","6point,0.1KM2,2point","島根県雲南県土整備事務所
助言　　　H18.6.19 G 0025",島根県土地改良事業団体連合会,"H18.7.1
H19.3.30"
島根県,"松江市,",世界測地系への座標変換,座標変換,地籍図根点,17point,"島根県　松江市
助言　　　H18.6.30 G 0031",(有)松江測地社,"H18.6.30
H18.8.31"
島根県,"出雲市,大田市,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","20point,40point,25.0km","中国地方整備局松江国道事務所
助言　　　　H18.7.3 G 0032",(株)古川コンサルタント,"　H18.7.3
H18.10.31"
島根県,"海士町,",ほ場整備,"基準点,基準点","3級,,4級","4point,0.1KM2","島根県隠岐支庁
助言　　　H18.7.19 G 0042",島根県土地改良事業団休連合会,"H18.7.20
H19.3.15"
島根県,"出雲市,",統合型地理情報システム整備,"数値撮影,数値撮影,数値図化,数値図修正,数値図修正,直接定位計算","8000,,5000,,2500,,2500,,5000,,","543.4KM2,20.1KM2,92.6KM2,57.6KM2,286.6KM2,543.4KM2","島根県　出雲市
助言　　　H18.7.25 G 0050",アジア航測(株),"H18.7.1
H21.3.31"
島根県,"斐川町,",ほ場整備,基準点,4級,0.1KM2,"島根県出雲県土整備事務所
助言　　　H18.7.27 G 0051",島根県土地改良事業団体連合会,"H18.8.1
H19.3.30"
島根県,"松江市,",整備敷地造成工事､現地形及び用地測量業務,基準点,2級,3point,"島根県住宅供給公社
助言　　　H18.7.28 G 0054",(株)日本海技術コンサルタンツ,"
H18.7.28

H18.9.8"
島根県,"飯南町,",世界測地系への座標変換,座標変換,地籍図根点,12point,"島根県　飯南町
助言　　　H18.7.28 G 0055",(有)松江測地社,"H18.7.28
H19.3.31   "
島根県,"松江市,",世界測地系への座標変換,座標変換,地籍図根点,5point,"島根県　松江市
助言　　　　H18.8.9 G 0060",(有)松江測地社,"H18.8.9
H19.3.15"
島根県,"津和野町,",ほ場整備(津和野町直地地内),"基準点,基準点","3級,,4級","3point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.8.11　G 0061",島根県土地改良事業団休連合会,"H18.8.1
H19.3.25"
島根県,"津和野町,",ほ場整備(津和野町名賀地内),"基準点,基準点","3級,,4級","6point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.8.11　G 0062",島根県土地改良事業団体連合会,"H18.8.1
H19.3.25"
島根県,"江津市,",ほ場整備(江津市嘉久志町地内),"基準点,基準点","3級,,4級","6point,0.1KM2","島根県浜田県土整備事務所
助言　　　H18.8.14 G 0090",島根県土地改良事業団体連合会,"H18.8.1
H19.3.25"
島根県,"江津市,",ほ場整備(江津市千田町､跡市町地内),"基準点,基準点","3級,,4級","44point,0.2KM2","島根県浜田県土整備事務所
助言　　　H18.8.14 G 0091",島根県土地改良事業団体連合会,"H18.8.1
H19.3.25"
島根県,"江津市,",ほ場整備(江津市松川町地内),"基準点,基準点","3級,,4級","8point,0.1KM2","島根県浜田県土整備事務所
助言　　　H18.8.14 G 0092",島根県土地改良事業団体連合会,"H18.8.1
H19.3.25"
島根県,"江津市,",ほ場整備(江津市川平町地内),"基準点,座標変換","4級,,地籍図根点","0.1KM2,4point","島根県浜田県土整備事務所
助言　　　H18.8.14 G 0093",島根県土地改良事業団体連合会,"H18.8.1
H19.3.25"
島根県,"奥出雲町,",世界測地系への座標変換,座標変換,2級,2point,"島根県　奥出雲町
助言　　　H18.8.14 G 0094",(有)松江測地社,"H18.8.14
H19.3.20"
島根県,"安来市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","4point,10point,0.8KM2","島根県松江県土整備事務所
助言　　　H18.8.15 G 0095",島根県土地改良事業団体連合会,"H18.8.21
H20.3.30"
島根県,"江津市,",ほ場整備,"基準点,基準点","3級,,4級","5point,0.1KM2","江津市土地改良区
助言　　　H18.8.31　G 0100",島根県土地改良事業団体連合会,"H18.8.28
H19.2.28"
島根県,"安来市,松江市,出雲市,雲南市,",河川管理,"基準点,基準点,水準","１級,,2級,,3級","8point,2point,129.7km","中国地方整備局出雲河川事務所
助言　　　H18.9.14 G 0113",(株)共立エンジニヤ,"H18.9.14
H19.2.20"
島根県,"美郷町,",世界測地系への座標変換,座標変換,地籍図根点,31point,"島根県　美郷町
助言　　　H18.9.15 G 0114",(有)松江測地社,"H18.9.15
H19.3.31"
島根県,"出雲市,雲南市,斐川町,",河川管理,"撮影,空三,数値図修正","12500,,,,2500","141.1KM2,61M,10.6KM2","中国地方整備局出雲河川事務所
助言　　　H18.9.22 G 0116",(株)パスコ,"H18.9.19
H18.12.22"
島根県,"隠岐の島町,",世界測地系への座標変換,座標変換,地籍図根点,100point,"島根県　隠岐の島町
助言　　　H18.10.3 G 0122",株式会社ジェクト,"H18.10.20
H19.1.31"
島根県,"東出雲町,",世界測地系への座標変換,"座標変換,座標変換,座標変換","2級,,3級,,4級","2point,5point,80point","東出雲町出雲郷南土地区画整理組合
助言　　　H18.10.16 G 0125",都市企画センター(株),"　H18.7.1
H18.10.20"
島根県,"益田市,",ほ場整備(益田市美濃地町地内),"基準点,基準点","3級,,4級","5point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.10.20 G 0129",島根県土地改良事業団休連合会,"H18.10.1
H19.3.25"
島根県,"益田市,",ほ場整備(益田市大草町地内),"基準点,基準点","3級,,4級","4point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.10.20 G 0130",島根県土地改良事業団休連合会,"H18.10.1
H19.3.25"
島根県,"益田市,",ほ場整備(美都町都茂地内),"基準点,基準点","3級,,4級","2point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.10.20 G 0131",島根県土地改良事業団体連合会,"H18.10.1
H19.3.25"
島根県,"益田市,",ほ場整備(美都町小原地内),"基準点,基準点","3級,,4級","2point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.10.20 G 0132",島根県土地改良事業団休達合会,"H18.10.1
H19.3.25"
島根県,"海士町,西ノ島町,知夫村,隠岐の島町,",砂防計画,"数値撮影,直接定位計算,数値図化","10000,,,,2500","346.0KM2,346.0KM2,82.7KM2","島根県隠岐支庁
助言　　　H18.10.31　G 0137",国際航業(株),"H18.10.30
H19.2.28"
島根県,"津和野町,",砂防基盤図作成(津和野町),写測図化,2500,127.0KM2,"島根県益田県土整備事務所
助言　　　H18.11.7 G 0141",アジア航測(株),"H18.9.5
H19.3.23"
島根県,"吉賀町,",砂防基盤図作成(吉賀町),"空三,写測図化",",,2500","62M,110.4KM2","島根県益田県土整備事務所
助言　　　H18.11.7 G 0142",アジア航測(株),"H18.9.5
H19.2.1"
島根県,"浜田市,",都市再生街区基本調,基準点,2級,2point,"島根県　浜田市
助言　　　H18.11.14 G 0151",(株)大建コンサルタント,"H18.6.15
H18.12.8"
島根県,"浜田市,",都市再生街区基本調,基準点,3級,8point,"中国地方整備局浜田河川国道事務所
助言　　　H18.11.20 G 0156",(株)大建コンサルタント,"H18.6.15
H18.12.8"
島根県,"安来市,",都市再生街区基本調,基準点,3級,6point,"中国地方整備局松江国道事務所
助言　　　H18.11.20 G 0157",(株)広洋コンサルタント,"H18.6.15
H18.12.4"
島根県,"益田市,",ほ場整備(道谷工区),"基準点,基準点","3級,,4級","7point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.11.28 G 0165",島根県土地改良事業団体連合会,"H18.11.20
H19.3.23"
島根県,"益田市,",ほ場整備(矢尾工区),"基準点,基準点","3級,,4級","4point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.11.28 G 0166",島根県土地改良事業団体連合会,"H18.11.20
H19.3.23"
島根県,"益田市,",ほ場整備(石谷工区),"基準点,基準点,基準点","2級,,3級,,4級","1point,10point,0.1KM2","島根県益田県土整備事務所
助言　　　H18.11.28 G 0167",島根県土地改良事業団体連合会,"H18.11.20
H19.3.23"
島根県,"江津市,",河川管理,"基準点,基準点","１級,,4級","2point,0.1KM2","中国地方整備局浜田河川国道事務所
助言　　　H18.12.1　G 0170",(株)グランド調査開発,"H18.12.7
H19.2.23"
島根県,"出雲市,",出雲市統合型地理情報システム整備,"基準点,基準点","１級,,2級","84point,20point","島根県　出雲市
助言　　　H18.12.6 G 0175",出雲グリーン(株),"H18.12.1
H19.3.31"
島根県,"東出雲町,",土地区画整理事業,"基準点,基準点","2級,,3級","5point,5point","東出雲町下意東松原土地区画整理組合設立準備
助言　　　H19.1.15 G 0193",(株)第一コンサルタント   ,"H19.1.15
H19.3.31"
島根県,"空白,",土地改良(水土里情報利活用促進事業にかかるGIS),"ディジタルオルソ,その他","2500,,2500","7716.0KM2,285.0km","
島根県土地改良事業団体連合会

助言　　　H19.1.18 G 0196",島根県土地改良事業団体連合会,"
H19.1.22

H21.3.31"
島根県,"江津市,",宅地造成,基準点,3級,2point,"島根県　江津市
助言　　　H19.1.26 G 0200",(株)ワールド,"H19.1.26
H19.3.15"
島根県,"安来市,",区画整理,"基準点,基準点","3級,,4級","2point,10point","安来市今津道マン土地区画整理事業準備委員会
助言　　　H19.2.13 G 0208",(株)エイトコンサルタント,"H19.2.10
H19.5.31"
島根県,"大田市,",道路計画,"基準点,水準","2級,,3級","１point,2.3km","中国地方整備局松江国道事務所
助言　　　H19.2.14 G 0209",(株)ウェスコ,"H19.2.13
H19.3.20"
島根県,"雲南市,",新庄飯田線道路改良工事,基準点,2級,3point,"島根県雲南県土整備事務所
助言　　　H19.2.15 G 0210",出雲グリーン(株),"H19.2.19
H19.3.26"
島根県,"飯南町,",砂防基盤図データの作成,数値図化,2500,19.5KM2,"島根県雲南県土整備事務所
助言　　　　H19.3.6 G 0216",(株)ワールド,"H18.8.25
H19.3.23"
島根県,"邑南町,",砂防基盤図データの作成(邑智郡邑南町(石見･羽須美)地内),数値図化,2500,",148.1KM2","
島根県県央県土整備事務所

助言　　　　H19.3.6 G 0217","
(株)ワールド","
H18.9.2

H19.3.27"
島根県,"邑南町,",砂防基盤図データの作成(邑智郡邑南町(瑞穂)地内),数値図化,2500,",125.6KM2","
島根県県央県土整備事務所

助言　　　　H19.3.6 G 0218","
(株)アトラス","
H18.9.2

H19.3.27"
島根県,"江津市,",地形図作成,"カラー撮影,直接定位計算,数値図化","5000,,,,500","1.6KM2,1.6KM2,1.6KM2","島根県　江津市
助言　　　　H19.3.6 G 0219",(株)ワールド,"H18.11.27
H19.3.15"
島根県,"浜田市,益田市,",道路計画,"カラー撮影,直接定位計算,数値図化","8000,,,,1000","8.0KM2,8.0KM2,8.0KM2","中国地方整備局浜田河川国道事務所
助言　　　H19.3.14 G 0224",写測エンジニアリング(株),"H19.3.21
H19.7.31"
鳥取県県境岡山県,"三朝町,県境津山市,真庭市,鏡野町,美咲町,",地域森林計画樹立業,撮影,20000,886.0KM2,"岡山県
助言　　　H18.4.18 G 0005",中日本航空(株),"H18.4.18
H18.11.28"
岡山県,"和気町,",確定測量,基準点,2級,5point,"岡山県　和気町
助言　　　H18.6.21　G 0027",(株)なんば技研,"H18.6.20
H18.7.15"
岡山県,"玉野市,",下水道計画,"数値図化,写測修正,既成図数値化,座標変換,水準","500,,500,,500,,500,,4級","0.3KM2,0.2KM2,0.2KM2,0.2KM2,3.1km","岡山県　玉野市
助言　　　H18.7.12 G 0039",(株)パスコ,"H18.7.10
H18.8.31"
岡山県,"倉敷市,",道路台帳,"数値撮影,直接定位計算,数値図化,数値図修正","8000,,,,1000,,1000","54.9KM2,54.9KM2,12.6KM2,1.3KM2","岡山県　倉敷市
助言　　　H18.7.20 G 0045",(株)パスコ,"H18.7.14
H19.3.15"
岡山県,"岡山市,",土地区画整理,"基準点,基準点","3級,,4級","5point,265point","岡山市都市整備局西部第4地区区画整理事務所
助言　　　H18.7.25 G 0047",昭和(株),"H18.7.21
H19.3.25"
岡山県,"笠岡市,",都市計画,"写測修正,座標変換","2500,,2500","21.2KM2,28point","岡山県　笠岡市
助言　　　　H18.8.7 G 0058",(株)パスコ,"H18.8.3
H19.3.23"
岡山県,"岡山市,",用地測量,基準点,2級,3point,"中国地方整備局岡山河川事務所
助言　　　　H18.8.9 G 0059",(株)荒谷建設コンサルタント,"　H18.8.7
H18.11.30"
岡山県,"岡山市,",土地区画整理事業,"基準点,基準点","3級,,4級","3point,0.2KM2","岡山県　岡山市
助言　　　H18.8.28 G 0099",(株)サンワコン,"H18.8.11
H19.3.30"
岡山県,"新見市,",世界測地系への座標変換,座標変換,地籍図根点,6point,"岡山県　新見市
助言　　　　H18.9.4 G 0104",アセス(株),"H18.8.21
H19.3.20"
岡山県,"美咲町,",ほ場整備,基準点,2級,2point,"柵原町土地改良区
助言　　　　H18.9.4 G 0105",アセス(株),"H18.6.10
H19.3.20"
岡山県,"瀬戸内市,",地形図作成,"数値撮影,直接定位計算,数値図化,数値図修正","10000,,,,2500,,2500","125.5KM2,125.5KM2,96.2KM2,29.3KM2","岡山県　瀬戸内市
助言　　　　H18.9.7 G 0107",(株)パスコ,"H18.9.7
H19.3.23"
岡山県,"玉野市,",下水道計画,"数値図化,写測修正,座標変換,既成図数値化,水準","500,,500,,500,,500,,4級","0.3KM2,0.3KM2,0.3KM2,0.3KM2,4.5km","岡山県　玉野市
助言　　　H18.9.27 G 0119",(株)パスコ,"H18.9.27
H18.11.17"
岡山県,"赤磐市,",ほ場整備,"基準点,基準点","3級,,4級","9point,0.3KM2","岡山県　赤磐市
助言　　　H18.10.3 G 0120",(株)エイトコンサルタント,"H18.6.29
H19.1.31"
岡山県,"総社市,",ほ場整備事業(総社市南東部(三須地内ほ,基準点,2級,3point,"総社市土地改良区
助言　　　H18.10.27 G 0134",(株)ウジョウ,"H18.11.1
H19.3.31"
岡山県,"総社市,",ほ場整備事業(総社市南西部(山田地内)),基準点,2級,9point,"総社市土地改良区
助言　　　H18.10.27 G 0135",(株)ウジョウ,"H18.11.1
H19.3.31"
岡山県,"津山市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","8point,14point,4.6KM2","岡山県　津山市
助言　　　H18.11.10 G 0145",アールビーシーコンサルタント(株),"H18.11.1
H19.3.15"
岡山県,"岡山市,",岡山市都市情報システム基図データ修正,"数値図修正,数値図修正","1000,,2500","513.3KM2,145.3KM2","岡山県　岡山市
助言　　　H18.11.13 G 0146",(株)ウェスコ,"H18.8.16
H19.3.31"
岡山県,"浅口市,",地形図作成,"カラー撮影,数値図化,数値図修正,座標変換","10000,,2500,,2500,,2500","66.5KM2,30.0KM2,36.4KM2,36.4KM2","岡山県浅口市
助言　　　H18.11.20 G 0158",(株)パスコ,"H18.11.20
H19.2.28"
岡山県,"倉敷市,",公共基準点測量,"基準点,基準点","2級,,3級","6point,20point","岡山県　倉敷市
助言　　　H18.11.24 G 0159",(有)秋山測量設計事務所,"H18.11.6
H19.3.15"
岡山県,"津山市,美咲町,",道路計画,"基準点,基準点","3級,,4級","24point,190point","中国地方整備局岡山国道事務所
助言　　　H18.11.24 G 0161",(株)エイトコンサルタント,"H18.9.7
H19.3.28"
岡山県,"備前市,",下水道計画,"数値撮影,数値図化,数値図修正,水準,座標変換","5000,,500,,2500,,3級,,2500","18.8KM2,1.5KM2,3.7KM2,8.2km,3.7KM2","岡山県　備前市
助言　　　H18.12.25 G 0182",(株)ウェスコ,"H18.10.5
H19.3.31"
岡山県,"浅口市,",下水道計画,"数値撮影,直接定位計算,数値図化,水準,座標変換","8000,,,,1000,,簡級,,1000","35.0KM2,35.0KM2,1.5KM2,15.0km,1.4KM2","岡山県　浅口市
助言　　　　H19.1.9 G 0187",(株)ウェスコ,"H18.10.31
H19.3.30"
岡山県,"倉敷市,",土地区画整理事業,"基準点,基準点,基準点","１級,,3級,,4級","3point,5point,180point","新倉敷駅北土地区画整理事業準備委員会
助言　　　H19.1.11　G 0192   ",アールイーコンサルタント(有),"H19.1.15
H19.3.31"
岡山県,"空白,",土地改良(水土里情報利活用促進事業にかかるGIS),"その他,ディジタルオルソ,その他","2500,,,,2500","7105.0KM2,7105.0KM2,640.0km","岡山県土地改良事業団休運合会
助言　　　　H19.2.2 G 0203",岡山県土地改良事業団体連合会,"H18.6.12
H21.3.31"
岡山県,"倉敷市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","3point,5point,0.1KM2","岡山県　倉敷市
助言　　　H19.2.13 G 0207",(株)ウジョウ,"H18.12.7
H19.3.16"
岡山県,"岡山市,",世界測地系への座標変換,座標変換,地籍図根点,370point,"岡山県　岡山市
助言　　　H19.2.19 G 0212",(株)ウジョウ,"H19.1.26
H19.3.31"
岡山県,"岡山市,",2級基準点設置,基準点,2級,5point,"岡山県　岡山市
助言　　　H19.2.19 G 0213",(株)ウジョウ,"H19.2.1
H19.3.31"
岡山県,"総社市,",総社市清音上中島土地区画整理事業,基準点,4級,0.1KM2,"総社市清音上中島土地区画整理組合
助言　　　H19.2.19 G 0214",(株)サンワコン,"H19.2.1
H19.8.31"
広島県,"福山市,",道路台帳,"数値撮影,直接定位計算,ディジタルオルソ","10000,,,,10000","311.4KM2,311.4KM2,311.4KM2","広島県　福山市
助言　　　　H18.4.6 G 0001",国際航業(株),"H18.3.17
H18.9.30"
広島県,"広島市,",道路計画,基準点,１級,2point,"広島県　広島市
助言　　　　H18.4.6 G 0002",(株)山陽技術コンサルタント,"H18.4.15
H18.6.30"
広島県,"廿日市市,広島市,安芸太田町,北広島町,",地域森林計画編成及び森林調査のため,撮影,20000,320.0KM2,"広島県
助言　　　H18.5.22 G 0015",(株)日航コンサルタント,"　H18.5.2
H18.12.15"
広島県,"安芸高田市,北広島町,",河川管理,基準点,2級,9point,"中国地方整備局土師ダム管理所
助言　　　H18.5.29 G 0019",フクョシェンジニアリング(株),"H18.5.29
H19.3.23"
広島県,"三次市,",ほ場整備,"基準点,座標変換","3級,,地籍図根点","2point,1point","広島県備北地域事務所
助言　　　H18.6.14 G 0023",広島県土地改良事業団体連合会,"H18.6.15
H19.3.31"
広島県,"大竹市,",ほ場整備,基準点,3級,3point,"広島県　大竹市
助言　　　H18.6.14 G 0024",広島県土地改良事業団体連合会,"H18.6.15
H19.3.25"
広島県,"神石高原町,",地籍調査,座標変換,地籍図根点,2point,"広島県　神石高原町
助言　　　H18.6.19 G 0026",デルタェンジニアリング(株),"H18.6.26
H18.7.31"
広島県,"三次市,",ほ場整備,基準点,3級,6point,"広島県備北地域事務所
助言　　　　H18.7.3 G 0035",広島県土地改良事業団体連合会,"H18.7.4
H19.3.31"
広島県,"広島市,",砂防計画,"基準点,基準点","3級,,4級","4point,0.1KM2","中国地方整備局太田川河川事務所
助言　　　H18.7.13 G 0041",(株)広洋コンサルタント,"H18.6.9
H19.1.31"
広島県,"広島市,大竹市,廿日市市,府中町,海田町,坂町,",空中写真撮影,数値撮影,12500,622.0KM2,"中国地方整備局太田川河川事務所
助言　　　H18.7.19 G 0044",国際航業(株),"H18.6.20
H19.3.10"
広島県,"福山市,",道路計画,"基準点,基準点,水準","2級,,3級,,3級","2point,5point,1.3km","広島県福山地域事務所
助言　　　H18.7.21　G 0046",(株)睦地コンサルタント,"H18.6.24
H19.3.23"
広島県,"広島市,",ほ場整備,基準点,3級,3point,"広島県　広島市
助言　　　H18.7.25 G 0048",広島県土地改良事業団体連合会,"H18.7.25
H19.3.15"
