都道府県名,測量地域,測量目的,測量種別,縮尺･等級,事業量,計画機関,作業機関,自至時期
愛知県,"三好町,",固定資産,撮影,解像度:16cm,32.1KM2,"三好町
助言　　　H18.8.24　E 0097",(株)パスコ,"H18.7.28
H19.3.20"
愛知県,"北名古屋市,",道路計画,"基準点,平板","４級,,500","12point,0.1KM2","愛知県尾張建設事務所
助言　　　H18.8.31　E 0102",(株)葵エンジニアリング,"　H18.9.4
H18.12.29"
愛知県,"豊田市,",固定資産,"カラー撮影,直接定位計算",8000,"918.5KM2,918.5KM2","豊田市
助言　　　H18.8.31　E 0103",(株)パスコ,"H18.7.13
H19.3.30"
愛知県,"津島市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","5point,16point,0.2KM2","向島土地改良区
助言　　　　H18.9.6　E 0107",愛知県土地改良事業団体連合会,"H18.9.1
H19.3.15"
愛知県,"一宮市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","2point,3point,0.1KM2","奥町堤下一､二土地改良事業共同施行
助言　　　　H18.9.6　E 0108","あいちけん土地改良事業団体連
合会","H18.9.1
H19.3.27"
愛知県,"大口町,",土地区画整理,"基準点,水準,水準,平板","4級,,3級,,4級,,500","50point,1.9km,2.5km,0.1KM2","大口町
助言　　　　H18.9.6　E 0109",玉野総合コンサルタント(株),"H18.8.30
H19.3.23"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H18.9.11　E 0125",(株)神田設計,"H18.8.28
H18.9.30"
愛知県,"知多市,",都市計画,"写測修正,座標変換","2500,,2500","29.7KM2,29.7KM2","知多市
助言　　　H18.9.14　E 0129",アジア航測(株),"H18.9.11
H19.3.15"
愛知県,"名古屋市,",河川管理,基準点,4級,0.1KM2,"中部地方整備局庄内川河川事務所
助言　　　H18.9.19　E 0132",(株)石田技術コンサルタンツ,"　H18.8.3
H18.12.18"
愛知県,"岩倉市,",都市計画,"カラー撮影,写測修正","8000,,8000","10.5KM2,10.5KM2","岩倉市
助言　　　H18.9.25　E 0134",アジア航測(株),"H18.9.1
H19.3.30"
愛知県,"西尾市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,72point","西尾吉山土地区画整理組合発起人会
助言　　　H18.9.26　E 0138",愛知県経済農業協同組合連合会,"H18.9.25
H19.3.20"
愛知県,"名古屋市,",道路台帳,平板,500,0.4KM2,"名古屋市
助言　　　H18.9.27　E 0140","(株)大屋測量設計
(株)名邦テクノ","H18.10.2
H19.2.28"
愛知県,"大府市,",道路台帳,平板,1000,0.2KM2,"大府市
助言　　　H18.9.29　E 0141",アジア航測(株),"H18.6.28
H19.3.23"
愛知県,"大府市,",公共基準点改測,基準点,3級,1point,"大府市
助言　　　H18.10.2　E 0144",キタイ設計(株),"　H18.9.1
H18.10.12"
愛知県,"名古屋市,津島市,尾西市,一宮市,江南市,小牧市,春日井市,瀬戸市,尾張旭市,日進市,",河川計画,航空レーザ,,987.0KM2,"中部地方整備局庄内川河川事務所
助言　　　H18.10.3　E 0149",中日本航空(株),"H18.9.28
H19.2.28"
愛知県,"名古屋市,",土地区画整理,基準点,4級,0.1KM2,"名古屋市
助言　　　H18.10.3　E 0152",(株)日進サーベー,"H18.10.10
H19.1.25"
愛知県,"犬山市,",道路台帳,平板･修正,1000,0.7KM2,"犬山市
助言　　　H18.10.10　E 0154",アジア航測(株),"H18.9.14
H19.3.20"
愛知県,"名古屋市,",道路管理,"基準点,基準点,水準","3級,,4級,,3級","24point,100point,5.2km","中部地方整備局名古屋国道事務所
助言　　　H18.10.11　E 0155",新晃コンサルタント(株),"H18.8.15
H19.1.31"
愛知県,"春日井市,",土地区画整理,基準点,4級,0.1KM2,"春日井大留上土地区画整理組合
助言　　　H18.10.11　E 0156",玉野総合コンサルタント(株),"H18.9.11
H19.3.20"
愛知県,"名古屋市,大治町,甚目寺町,清須市,",地盤変動調査,水準,１級,16.1km,"中部地方整備局庄内川河川事務所
助言　　　H18.10.11　E 0158",三協調査設計(株),"H18.11.15
H19.2.28"
愛知県,"弥富市,飛島村,名古屋市,東海市,知多市,",地盤変動調査,水準,１級,105.0km,"名古屋港管理組合
助言　　　H18.10.11　E 0159",(株)愛河調査設計,"H18.9.27
H19.3.9"
愛知県県境岐阜県,"名古屋市,春日井市,県境多治見市,",河川計画,数値図化,2500,71.1KM2,"中部地方整備局庄内川河川事務所
助言　　　H19.10.11　E 0162",内外エンジニアリング(株),"H18.10.10
H19.3.15"
愛知県,"愛西市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","3point,4point,0.4KM2","立田村土地改良区
助言　　　H18.10.11　E 0163",アローコンサルタント(株),"H18.10.25
H19.2.15"
愛知県,"美浜町,南知多町,",道路台帳,カラー撮影,8000,20.4KM2,"美浜町
助言　　　H18.10.13　E 0164",中日本航空測量(株),"H18.10.10
H19.3.15"
愛知県,"豊明市,",不動産登記法第14条1項地図作成,基準点,4級,68point,"名古屋法務局
助言　　　H18.10.17　E 0166",イデア･コンサルタント(株),"H18.4.1
H19.3.31"
愛知県,"名古屋市,",地盤変動調査,水準,１級,242.0km,"名古屋市
助言　　　H18.10.17　E 0168",(株)オオバ,"H18.10.23
　H19.3.9"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H18.10.17　E 0169",三協調査設計(株),"H18.10.18
H18.11.17"
愛知県,"三好町,",道路台帳,"既成図数値化,平板･修正","500,,500","225.0km,19.0KM2","三好町
助言　　　H18.10.24　E 0173",アジア航測(株),"H18.10.6
H19.3.15"
愛知県,"小牧市,春日井市,瀬戸市,",土砂災害防止対策推進調査,数値図化,2500,0.4KM2,"愛知県尾張建設事務所
助言　　　H18.10.24　E 0174",中日本航空(株),"H18.10.24
H19.2.25"
愛知県,"大治町,",地籍調査,基準点,3級,17point,"大治町
助言　　　H18.10.20　E 0175",日本空間情報技術(株),"H18.6.14
H18.10.31"
愛知県,"豊田市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","15point,60point,1.4KM2","愛知県豊田加茂晨林水産事務所
助言　　　H18.10.27　E 0176",愛知県土地改良事業団体連合会,"H18.10.20
　H19.3.9"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H18.10.31　E 0180",三協調査設計(株),"H18.11.1
H18.12.14"
愛知県,"知立市,",道路台帳,数値図修正,1000,0.5KM2,"知立市
助言　　　H18.11.8　E 0182",中日本航空測量(株),"H18.10.30
H19.3.20"
愛知県,"岡崎市,",地籍調査,基準点,2級,2point,"岡崎市
助言　　　H18.11.8　E 0185",(株)オオバ,"H18.9.12
H19.1.29"
愛知県,"常滑市,知多市,南知多町,美浜町,",土砂災害防止対策推進調査,数値図化,2500,52.0KM2,"知多建設事務所
助言　　　H18.11.9　E 0205",朝日航洋(株),"H18.9.15
H19.3.31"
愛知県,"武豊町,",道路計画,"基準点,基準点","2級,,3級","5point,6point","愛知県知多建設事務所
助言　　　H18.11.8　E 0207",玉野総合コンサルタント(株),"H18.11.1
H19.2.28"
愛知県,"名古屋市,",土地区画整理,"基準点,基準点","2級,,3級","2point,7point","名古屋市諸ﾉ木南部土地区画整理組合
助言　　　H18.11.10　E 0210",(株)協同コンサルタント,"H18.9.15
H18.12.24"
愛知県,"名古屋市,",土地区画整理,"基準点,地上数値法","４級,,500","90point,0.1KM2","名古屋市大高中部土地区画整理組合
助言　　　H18.11.13　E 0213",敷島測量設計(株),"H18.11.1
H19.3.30"
愛知県,"豊田市,",道路計画,"基準点,基準点,基準点,基準点","１級,,2級,,3級,,4級","2point,2point,7point,25point","愛知県豊田加茂建設事務所
助言　　　H18.11.13　E 0214",(株)朝日設計事務所,"H18.10.13
H19.1.31"
愛知県,"豊田市,",道路計画,"カラー撮影,写真図","12500,,","0.1KM2,0.1KM2","名四国道事務所
助言　　　H18.11.15　E 0217",中日本航空(株),"H18.10.27
H19.3.16"
愛知県,"知立市,安城市,西尾市,刈谷市,岡崎市,飛島村,",道路台帳,"基準点,基準点,水準,カラー撮影,水準,数値図化","１級,,3級,,3級,,4000,,簡級,,500","15point,64point,70.6km,29.0KM2,18.2km,2.5KM2","中部地方整備局名古屋国道事務所
助言　　　H18.11.20　E 0219",(株)かんこう,"H18.11.15
H19.2.28"
愛知県,"弥富市,",公共基準点の改測,基準点,１級,2point,"中部地方整備局木曽川下流河川事務所
助言　　　H18.11.27　E 0231",(株)サンキ,"H18.7.11
H18.12.28"
愛知県,"名古屋市,",都市計画,基準点,4級,0.1KM2,"名古屋市
助言　　　H18.11.27　E 0232",中部復建(株),"H18.11.20
H19.3.15"
愛知県,"蟹江町,",公共基準点改測,基準点,2級,2point,"蟹江町
助言　　　H18.11.27　E 0233",(株)サンキ,"H18.7.11
H18.12.28"
愛知県,"東海市,",道路整備,基準点,2級,2point,"東海市
助言　　　H18.11.27　E 0234",アジア航測(株),"H18.11.20
H19.2.27"
愛知県,"名古屋市,",道路台帳附図,直接定位計算,,22point,"名古屋国道事務所
助言　　　H18.11.28　E 0235",中日本航空(株),"H18.11.1
H18.11.30"
愛知県,"名古屋市,",道路台帳附図,"カラー撮影,写測修正,数値図化","4000,,500,,500","0.5KM2,0.2KM2,0.1KM2","名古屋国道事務所
助言　　　H18.11.28　E 0236",中日本航空(株),"H18.11.1
H19.1.30"
愛知県,"刈谷市,",道路台帳現況平面図,平板･修正,500,"0.4KM2,24.9km","刈谷市
助言　　　H18.11.28　E 0237",アジア航測(株),"
H18.9.19

H19.3.16"
愛知県,"岡崎市,",固定資産,カラー撮影,8000,227.0KM2,"岡崎市
助言　　　H18.11.29　E 0240",アジア航測(株),"H18.12.1
H19.3.12"
愛知県,"豊川市,豊橋市,小坂井町,",河川管理,"水準,水準","2級,,3級","39.5km,83.0km","中部地方整備局豊橋河川事務所
助言　　　H18.11.30　E 0244",(株)葵設計事務所,"H18.11.27
H19.3.26"
愛知県,"碧南市,西尾市,安城市,岡崎市,豊田市,",河川管理,"水準,水準","2級,,3級","31.5km,31.5km","中部地方整備局豊橋河川事務所
助言　　　H18.11.30　E 0245",葵コンサルタント(株),"H18.11.27
H19.3.26"
愛知県,"安城市,",土地改良,基準点,2級,2point,"安城市
助言　　　H18.11.30　E 0246",愛知県土地改良事業団休連合会,"H18.12.5
H19.2.15"
愛知県,"弥富市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","3point,6point,110point","弥富平島中土地区画整理組合
助言　　　H18.11.30　E 0247",中央コンサルタンツ(株),"H18.12.11
H19.3.31"
愛知県,"西尾市,",道路台帳,"カラー撮影,写測修正","10000,,1000","22.0KM2,0.3KM2","西尾市
助言　　　H18.12.4　E 0250",中日本航空測量(株),"H18.11.9
H19.3.14"
愛知県,"常滑市,",道路台帳,"カラー撮影,写測修正","5000,,500","9.3KM2,0.1KM2","常滑市
助言　　　H18.12.4　E 0251",中日本航空測量(株),"H18.11.10
H19.3.30"
愛知県,"刈谷市,",固定資産,"直接定位計算,カラー撮影","7000,,7000","50.5KM2,50.5KM2","刈谷市
助言　　　H18.12.5　E 0253",朝日航洋(株),"H18.12.4
H19.3.15"
愛知県,"一宮市,",地籍調査,基準点,,14.7KM2,"国土交通省土地･水資源局国土調査課
助言　　　H18.12.12　E 0256",昭和(株),"H18.10.21
H19.3.31"
愛知県,"武豊町,",港湾計画,"基準点,基準点","１級,,2級","2point,2point","衣浦港務所
助言　　　H18.12.12　E 0259",(株)オリェンタルコンサルタンツ,"H18.12.1
H19.2.28"
愛知県,"吉良町,",道路台帳,平板･修正,1000,8.0km,"吉良町
助言　　　H18.12.12　E 0263",中日本航空測量(株),"H18.12.11
H19.3.22"
愛知県,"高浜市,",都市計画,カラー撮影,8000,13.0KM2,"高浜市
助言　　　H18.12.12　E 0264",(株)パスコ,"H19.1.1
H19.1.15"
愛知県,"東浦町,",道路台帳,平板･修正,1000,6.5km,"東浦町
助言　　　H18.12.18　E 0266",アジア航測(株),"H18.11.13
H19.3.15"
愛知県,"半田市,大府市,美浜町,東浦町,",河川管理,数値図化,1000,1.3KM2,"知多建設事務所
助言　　　H18.12.20　E 0270",朝日航洋(株),"H18.12.1
H19.2.20"
愛知県県境静岡県,"豊橋市,新城市,設楽町,豊根村,県境浜松市,",ダム計画,水準,2級,104.0km,"中部地方整備局設楽ダムエ事事務所
助言　　　H18.12.21　E 0274",(株)大地コンサルタント,"H18.12.18
H19.3.16"
愛知県,"甚目寺町,",道路台帳,"平板･修正,既成図数値化","1000,,1000","2.3km,1.5KM2","甚目寺町
助言　　　H18.12.22　E 0276",アジア航測(株),"H18.11.16
H19.3.20"
愛知県,"東海市,",道路台帳,平板･修正,500,9.1km,"東海市
助言　　　H18.12.22　E 0277",アジア航測(株),"H18.11.1
H19.3.31"
愛知県,"新城市,",道路台帳,平板･修正,1000,150.0km,"新城市
助言　　　H18.12.22　E 0278",アジア航測(株),"H18.12.22
H19.3.20"
愛知県,"安城市,",道路台帳,平板･修正,1000,"0.3KM2,32.6km","安城市
助言　　　H18.12.22　E 0279",アジア航測(株),"H18.12.12
H19.3.23"
愛知県,"一宮市,",土地区画整理,"基準点,基準点,基準点,水準,水準","2級,,3級,,4級,,3級,,4級","５point,９point,228point,7.0km,14.0km","一宮市
助言　　　H19.1.15　E 0281",玉野総合コンサルタント(株),"H18.11.14
H19.3.26"
愛知県,"弥富市,",土地区画整理,基準点,4級,110point,"弥富平島中土地区画整理組合
助言　　　H19.1.15　E 0292",中央コンサルタンツ(株),"H18.12.11
H19.3.31"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H19.1.15　E 0293",(株)サンキ,"H19.1.15
H19.2.28"
愛知県,"名古屋市,",都市計画,基準点,１級,1point,"名古屋市
助言　　　H19.1.15　E 0294",(株)サンキ,"H19.1.15
H19.2.28"
愛知県,"瀬戸市,",道路台帳,平板･修正,500,0.4KM2,"瀬戸市
助言　　　H19.1.17　E 0298",アジア航測(株),"H18.12.13
H19.3.22"
愛知県,"知多市,",道路台帳,平板･修正,1000,0.1KM2,"知多市
助言　　　H19.1.17　E 0299",アジア航測(株),"H18.11.28
H19.3.23"
愛知県,"小牧市,",道路台帳,平板･修正,500,17.6km,"小牧市
助言　　　H19.1.17　E 0300",アジア航測(株),"H18.12.8
H19.3.23"
岐阜県県境愛知県,"各務原市,県境江南市,一宮市,",河川計画,基準点,3級,155point,"中部地方整備局木曽川上流河川事務所
助言　　　H19.1.18　E 0301",玉野総合コンサルタント(株),"H18.11.14
　H19.3.9"
愛知県,"武豊町,",道路計画,"基準点,基準点","１級,,3級","2point,3point","愛知県知多建設事務所
助言　　　H19.1.18　E 0302",中日本建設コンサルタント(株),"H19.1.15
H19.2.28"
愛知県,"名古屋市,",道路台帳,平板,500,1.3km,"名古屋市
助言　　　H19.1.22　E 0305",双和測量設計(株),"H19.1.22
H19.3.25"
愛知県,"江南市,",道路台帳,"既成図数値化,平板･修正","1000,,1000","162.2km,31.0km","江南市
助言　　　H19.1.22　E 0306",アジア航測(株),"H18.12.6
H19.3.15"
愛知県,"南知多町,",道路台帳,"既成図数値化,写測修正","1000,,1000","3.7KM2,0.1KM2","南知多町
助言　　　H19.1.22　E 0307",中日本航空測量(株),"H19.1.15
H19.3.20"
愛知県,"美浜町,",道路台帳,"既成図数値化,写測修正","1000,,1000","0.2KM2,0.2KM2","美浜町
助言　　　H19.1.22　E 0308",中日本航空測量(株),"H19.1.15
H19.3.15"
愛知県,"安城市,",道路台帳,"基準点,基準点","3級,,4級","1point,50point","中部地方整備局愛知国道事務所
助言　　　H19.1.23　E 0312",中日本航空(株),"H19.1.19
H19.3.20"
愛知県,"空白,",土地改良,"既成図数値化,編集,編集","2500,,2500,,5000","86.0KM2,695.9KM2,781.9KM2","愛知県土地改良事業団体運合会
助言　　　　H19.2.1　E 0314",愛知県土地改良事業団体連合会,"H18.7.1
H19.3.31"
愛知県,"豊田市,",河川計画,"基準点,基準点","2級,,3級","3point,5point","愛知県豊田加茂建設事務所
助言　　　　H19.2.1　E 0318",三協調査設計(株),"H18.12.22
H19.3.20"
愛知県,"豊田市,",河川計画,"基準点,基準点","2級,,3級","2point,3point","愛知県豊田加茂建設事務所
助言　　　　H19.2.1　E 0319",司開発(株),"H18.12.22
H19.3.20"
愛知県,"犬山市,",地籍調査,基準点,2級,76point,"犬山市
助言　　　　H19.2.1　E 0320",(株)大増コンサルタンツ,"H18.10.3
H19.3.20"
愛知県,"美浜町,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,0.1KM2","愛知用水土地改良区
助言　　　　H19.2.1　E 0321",(株)名邦テクノ,"H19.1.30
H19.3.9"
愛知県,"豊田市,",砂防計画,"基準点,基準点","2級,,3級","4point,9point","愛知県豊田加茂建設事務所
助言　　　　H19.2.9　E 0329",(株冲部テック,"H19.2.9
H19.3.20"
愛知県,"扶桑町,",測量標保全,"基準点,水準","3級,,3級","２point,1.1km","扶桑町
助言　　　H19.2.16　E 0330",玉野総合コンサルタント(株),"H19.2.8
H19.3.26"
