都道府県名,測量地域,測量目的,測量種別,"縮尺･,,等級",事業量,計画機関,作業機関,自至時期
愛媛県,"西予市,",座標変換,座標変換,一次2級,1point,"愛媛県西予市
助言H19.10.4H0044","愛媛県土地改良事業団体
連合会","
H19.10.4

H20.3.10"
愛媛県,"西予市,",土地改良,"基準点,基準点","3級,,4級","4point,0.1KM2","愛媛県
助言H19.10.4H0045","愛媛県土地改良事業団体
連合会","H19.10.4
H20.3.10"
愛媛県,"宇和島市,",地形計測,航空レーザ,,4.5KM2,"愛媛県
助言H19.10.11H0046",アジア航測(株),"H19.10.11
H19.12.31"
愛媛県,"今治市,",道路台帳,基準点,2級,2point,"四国地方整備局松山河川国
道事務所
助言H19.10.10H0047",復建調査設計(株),"
H19.10.10

H20.3.21"
愛媛県,"西条市,",道路管理,基準点,2級,6point,"松山河川国道事務所
助言H19.10.12H0048",（株）芙蓉コンサルタント,"H19.10.12
H19.12.20"
愛媛県,"松山市,",土地区画整理,"成果改算,成果改算","3級,,3級","10point,10point","愛媛県松山市
助言H19.10.26H0055",玉野総合コンサルタント(株),"H19.11.1
H20.1.31"
愛媛県,"西条市,",総合計画,航空レーザ,,10.0KM2,"愛媛県西条市
助言H19.10.29H0059",(株)パスコ愛媛支店,"H19.10.29
H20.3.28"
愛媛県,"大洲市,西予市,愛南町,",道路計画,"座標変換,座標変換,基準点,基準点","１級,,3級,,１級,,3級","2point,4point,3point,9point","四国地方整備局大洲河川国
道事務所
助言H19.11.5H0060",富士建設コンサルタント,"
H19.11.5

H20.1.31"
愛媛県,"松前町,",固定資産,カラー撮影,８ｃｍ,20.3KM2,"愛媛県松前町
助言H19.11.12H0063",(株)パスコ愛媛支店,"H19.11.12
H20.3.31"
愛媛県,"愛南町,",土地改良,基準点,3級,4point,"愛媛県
助言H19.11.28H0069","（株）ハ紘設計コンサルタ
ント","H19.12.3
H20.3.10"
愛媛県,"東温市,",固定資産,"カラー撮影,ディジタルオルソ","10000,,10000","211.5KM2,211.5KM2","愛媛県東温市
助言H19.12.6H0071","国際航業(株)
松山営業所","H19.12.20
H20.3.24"
愛媛県,"伊方町,",砂防計画,数値図化,2500,14.8KM2,"愛媛県ハ幡浜地方局
助言H19.12.21H0081","アジア航測(株)
松山営業所","H19.12.21
H20.2.29"
愛媛県,"大洲市,",下水道計画･台帳,数値図化,500,0.3KM2,"愛媛県大洲市
助言H19.12.27H0085","(株)パスコ
愛媛支店","
H19.12.18

H20.3.20"
愛媛県県境高知県,"久万高原町,県境仁淀川町,",ダム管理,カラー撮影,10000,31.7KM2,"四国地方整備局大渡ダム管
助言H20.3.6H0100","アジア航測(株)
四国支店","H20.3.6
H20.3.7"
愛媛県,"東温市,",砂防計画,"数値図化,座標変換","2500,,2500","20.0KM2,3.0KM2,12.0km","愛媛県松山地方局
助言H20.3.17H0101","(株)アイ･エヌ･エー中･四
国支社","H20.3.17
H20.3.19"
高知県,"佐川町,",固定資産,カラー撮影,4000,7.4KM2,"高知県佐川町
助言H19.5.1H0001",(株)パスコ高知支店,"H19.5.1
H19.7.31"
高知県,"高知市,",土地区画整理,"基準点,基準点","3級,,4級","1point,88point","高知県高知市
助言H19.6.26H0009",昭和（株）中国･四国支社,"H19.7.1
H20.3.15"
高知県,"四万十町,",総合計画,"カラー撮影,ディジタルオルソ,数値図化","10000,,1000,,1000","642.0KM2,642.0KM2,642.0KM2","高知県四万十町
助言H19.6.29H0010","国際航業（株）高知営業
所","H19.6.29
H19.10.31"
高知県,"春野町,",固定資産,"カラー撮影,カラー撮影","8000,,15000","78point,79point","高知県春野町
助言H19.6.28H0012","アジア航測(株)
高知営業所","H19.6.28
H20.3.31"
高知県,"高知市,",土地区画整理,"基準点,基準点","3級,,4級","7point,30point","高知市
助言H19.8.24H0031","玉野総合コンサルタント
（株）大阪支店","H19.9.1
H20.3.21"
高知県,"香南市,",用地測量,"白地図等,基準点,基準点","500,,2級,,3級","0.6KM2,6point,15point","広島防衛施設局
助言H19.9.4H0034","昭和(株)
中国･四国支社","H19.9.4
H20.2.29"
高知県,"香南市,",都市計画,数値図修正,2500,48.4KM2,"香南市
助言H19.9.4H0036","国際航業（株）高知営業
所","H19.8.31
H20.3.14"
高知県,"中土佐町,",ほ場整備,基準点,2級,3point,"高知県
助言H19.10.26H0057","（有）高南技術コンサルタ
ント","H19.10.26
H19.12.15"
高知県,"奈半利町,",ほ場整備,基準点,3級,11point,"高知県
助言H19.10.26H0058",(有)フタバ測量設計,"H19.10.26
H20.3.14"
高知県,"南国市,高知市,春野町,土佐市,",深浅測量,水準,2級,39.8km,"四国地方整備局高知河川国
道事務所
助言H20.1.11H0086",国際航業(株),"
H20.1.11

H20.2.28"
高知県,"南国市,",砂防計画,写測図化,2500,2.5KM2,"高知県中央東土木事務所
助言H20.1.28H0091","（株）エイトコンサルタント
高知支店","H20.1.28
H20.3.25"
高知県,"須崎市,",砂防計画,数値図化,2500,0.3KM2,"高知県須崎土木事務所
助言H20.2.5H0094",（株）パスコ高知支店,"H20.2.5
H20.3.25"
高知県,"高知市,",土地区画整理,基準点,4級,326point,"高知県高知市
助言H20.2.8H0095","昭和(株)
中国･四国支社","H20.2.8
H20.3.15"
高知県,"香南市,",道路台帳,"既成図数値化,座標変換","1000,,1000","13.4KM2,13.4KM2","高知県香南市
助言H20.3.4H0096","国際航業(株)
高知営業所","H20.3.4
H20.3.10"
高知県,"いの町,",砂防計画,写測図化,2500,0.2KM2,"高知県
助言H20.3.24H0106",復建調査設計(株),"H20.3.24
H20.3.25"
福岡県,"久留米市,小郡市,朝倉市,うきは市,筑前町,東峰村,大刀洗町,",森林計画,"撮影,写真図","20000,,5000","901.0KM2,20.7KM2","福岡県
助言H19.4.310003","
写測エンジニアリング(株)","H19.4.10
H19.12.20"
福岡県,"太宰府市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","3point,5point,20point","太宰府市通古賀土地区画整理
組合
助言H19.4.310004",(株)アースプラニング,"
H19.4.3

H19.4.28"
福岡県,"筑後市,",ほ場整備,"基準点,基準点,白地図等","3級,,4級,,500","11point,51point,0.5KM2","福岡県筑後川水系農地開発事
務所
助言H19.4.610006","福岡県土地改良事業団体
連合会","
H19.4.6

H19.6.25"
福岡県,"北九州市,",総合計画,基準点,3級,1point,"福岡県北九州市建設局
助言H19.4.1010007",(有)ヤハタ設計,"H19.4.10
H19.5.30"
福岡県,"春日市,",都市計画,カラー撮影,12500,14.2KM2,"春日市役所
助言H19.4.2410008",アジア航測(株),"H19.4.12
H19.10.1"
福岡県,"福岡市,",土地改良,"座標変換,基準点,基準点,その他","2級,,3級,,4級,,500","3point,2point,11point,1KM2","福岡県福岡市
助言H19.5.710009","福岡県土地改良事業団体
連合会","H19.5.7
H19.5.31"
福岡県,"川崎町,",土地改良,"座標変換,基準点,基準点","2級,,2級,,3級","1point,3point,9point","福岡県飯塚農林事務所
助言H19.5.710010","福岡県土地改良事業団体
連合会","H19.5.7
H19.9.28"
福岡県,"朝倉市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","2.6KM2,2.6KM2","福岡県朝倉土木事務所
助言H19.5.1110016",サンコーコンサルタント(株),"H19.5.9
H19.5.31"
福岡県,"小竹町,",総合計画,基準点,3級,1point,"福岡県小竹町
助言H19.5.1510017",(株)協和コンサルタンツ,"H19.5.15
H19.5.31"
福岡県,"福岡市,",砂防計画,写測図化,2500,6.3KM2,"福岡県福岡土木事務所
助言H19.5.2210019",大成ジオテック(株),"H19.4.24
H19.12.3"
福岡県,"豊前市,",土地改良,基準点,2級,3point,"福岡県行橋農林事務所
助言H19.5.2110021","福岡県土地改良事業団体
連合会","H19.5.21
H19.5.31"
福岡県,"北九州市,",総合計画,基準点,3級,1point,"福岡県北九州市建設局
助言H19.5.2210022",(株)島添測量,"H19.5.29
H19.8.29"
福岡県,"北九州市,",道路計画,基準点,3級,1point,"福岡県北九州市建設局
助言H19.5.2810026",村井測量設計(株),"H19.5.25
H19.8.31"
福岡県,"福岡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.9KM2,4.9KM2","福岡県福岡土木事務所
助言H19.6.610028",(株)パスコ,"H19.3.2
H19.12.3"
福岡県,"北九州市,",道路台帳,基準点,3級,2point,"福岡県北九州市建設局
助言H19.5.2910030",(株)九州測量設計,"H19.5.28
H19.8.31"
福岡県,"苅田町,",土地区画整理,"基準点,基準点,基準点,水準,水準","2級,,3級,,4級,,3級,,4級","3point,2point,15point,8.7km,0.9km","福岡県苅田町
助言H19.5.3010031",福岡土地区画整理(株),"H19.6.11
H19.10.31"
福岡県,"福岡市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","14.7KM2,14.7KM2","福岡県福岡土木事務所
助言H19.6.410033",国際航業(株)福岡支店,"H19.4.21
H20.9.30"
福岡県,"志免町,",都市計画,数値図修正,2500,8.7KM2,"福岡県志免町
助言H19.6.1810042",九州地理情報(株),"H19.6.15
H19.9.28"
福岡県,"豊前市,",土地区画整理,"基準点,基準点,基準点,その他","2級,,3級,,4級,,500","2point,9point,82point,0.1KM2","福岡県豊前市
助言H19.6.1810044",福岡土地区画整理(株),"H19.6.18
H19.12.21"
福岡県,"築上町,",都市計画,数値図化,2500,16.8KM2,"福岡県築上町
助言H19.6.1810045",写測エンジニアリング(株),"H19.5.23
H19.10.31"
福岡県,"筑後市,",固定資産,"撮影,ディジタルオルソ","10000,,1000","41.9KM2,41.9KM2","筑後市
助言H19.7.1810049",国際航業(株),"H19.7.18
H20.3.31"
福岡県,"宗像市,",都市計画,"撮影,数値図化,数値図化,数値図化,数値図化","10000,,2500,,5000,,10000,,20000","119.6KM2,119.6KM2,119.6KM2,119.6KM2,119.6KM2","宗像市
助言H19.7.410054",国際航業株式会社,"H19.7.4
H20.3.21"
福岡県,"うきは市,",河川管理,基準点,2級,2point,"福岡県久留米土木事務所
助言H19.7.1710059",(株)荒谷建設コンサルタント,"H19.7.17
H19.8.31"
福岡県,"北九州市,",総合計画,基準点,１級,1point,"福岡県北九州市建設局
助言H19.7.1910061",村井測量設計(株),"H19.7.18
H19.9.3"
福岡県,"飯塚市,",道路台帳,数値図化,1000,1050.0KM2,"飯塚市
助言H19.7.2610063",アジア航測(株),"
H19.7.26

H20.3.31"
福岡県,"春日市,",総合計画,基準点,3級,2point,"福岡県春日市
助言H19.7.2410065",(株)大高開発,"H19.7.2
H19.8.31"
福岡県,"香春町,",道路計画,基準点,3級,1point,"九州地方整備局北九州国道
事務所
助言H19.7.2410066",日鉄鉱コンサルタント(株),"
H19.7.24

H19.8.31"
福岡県,"飯塚市,",ほ場整備,"基準点,基準点,基準点,座標変換,平板","2級,,3級,,4級,,3級,,500","901.0KM2,20.7KM2","福岡県飯塚農林事務所
助言H19.7.2410068","福岡県土地改良事業団体
連合会","H19.7.24
H20.3.7"
福岡県,"福智町,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","9point,50point,0.3KM2","福岡県飯塚農林事務所
助言H19.7.2410069","福岡県土地改良事業団体
連合会","H19.7.24
H20.3.7"
福岡県,"赤村,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","2point,5point,19point,0.1KM2","福岡県飯塚農林事務所
助言H19.7.2410070","福岡県土地改良事業団体
連合会","H19.7.24
H20.3.7"
福岡県,"赤村,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,3point,13point,0.1KM2","福岡県飯塚農林事務所
助言H19.7.2410071","福岡県土地改良事業団体
連合会","H19.7.24
H20.3.7"
福岡県,"添田町,",ほ場整備,"基準点,基準点,基準点,座標変換,平板","2級,,3級,,4級,,2級,,500","3point,5point,26point,1point,0.2KM2","福岡県飯塚農林事務所
助言H19.7.2410072","福岡県土地改良事業団体
連合会","H19.7.24
H20.3.7"
福岡県,"北九州市,",道路台帳,基準点,3級,3point,"福岡県北九州市建設局
助言H19.8.710089",藤井測量登記事務所,"H19.8.10
H19.9.10"
福岡県,"小郡市,",固定資産,撮影,10000,45.5KM2,"小郡市
助言H19.8.1310095",朝日航洋(株),"H19.8.9
H20.3.30"
福岡県,"前原市,",固定資産,"撮影,直接定位計","10000,,10000","104.5KM2,314point","前原市
助言H19.8.1310096",朝日航洋(株),"H19.12.15
H20.3.30"
福岡県,"福岡市,",都市計画,数値図修正,2500,59.1KM2,"福岡市
助言H19.8.2210097",東亜建設技術(株),"H19.8.22
H20.3.21"
福岡県,"朝倉市,",総合計画,基準点,2級,5point,"福岡県朝倉市
助言H19.8.1610100",(有)グローバルプラン,"H19.8.16
H19.9.15"
福岡県,"朝倉市,",総合計画,基準点,2級,5point,"福岡県朝倉市
助言H19.8.1710103",(株)山田開発測量,"H19.8.20
H19.9.30"
福岡県,"築上町,",土地改良,"基準点,基準点,地上数値法","3級,,4級,,","8point,56point,0.3KM2","福岡県行橋農林事務所
助言H19.8.2010105","福岡県土地改良事業団体
連合会","H19.8.20
H20.3.19"
福岡県,"みやこ町,",土地改良,"基準点,基準点,地上数値法","3級,,4級,,","12point,46point,0.3KM2","福岡県行橋農林事務所
助言H19.8.2010106","福岡県土地改良事業団体
連合会","H19.8.20
H20.3.19"
福岡県,"上毛町,",土地改良,"基準点,基準点,座標変換,地上数値法","3級,,4級,,2級,,","6point,41point,2point,0.3KM2","福岡県行橋農林事務所
助言H19.8.2010107","福岡県土地改良事業団体
連合会","H19.8.20
H20.3.19"
福岡県,"筑紫野市,",都市計画,"基準点,基準点,平板","3級,,4級,,500","3point,19point,0.04KM2","福岡県筑紫野市
助言H19.8.2110108",(株)ェスケイェンジニアリング,"H19.8.21
H19.11.30"
福岡県,"福岡市,",道路計画,基準点,3級,2point,"福岡県福岡市
助言H19.8.2310113",基洲測量(株),"H19.9.8
H20.3.15"
福岡県,"北九州市,",総合計画,水準,3級,85.0km,"福岡県北九州市建設局
助言H19.8.3010115",(株)松尾測量,"H19.9.1
H19.11.30"
福岡県,"田川市,",固定資産,",撮影,,ディジタルオルソ",,",150.74KM2,,54.5KM2","
田川市

助言H19.9.610126","
(株)パスコ","
H19.9.6

H20.3.25"
福岡県,"北九州市,",道路台帳,基準点,3級,1point,"福岡県北九州市建設局
助言H19.9.410130",(株冲村測建事務所,"H19.9.4
H19.9.30"
福岡県,"八女市,",ほ場整備,基準点,2級,4point,"福岡県筑後川水系農地開発事務所
助言H19.9.410136","福岡県土地改良事業団体
連合会","H19.9.4
H20.3.14"
福岡県,"志摩町,",土地改良,"基準点,基準点,平板","3級,,4級,,500","25point,151point,0.9KM2","福岡県福岡農林事務所
助言H19.9.410137","福岡県土地改良事業団体
連合会","H19.9.4
H20.3.17"
福岡県,"志摩町,",土地改良,"基準点,基準点,座標変換,平板","3級,,4級,,2級,,500","13point,48point,1point,0.4KM2","福岡県福岡農林事務所
助言H19.9.410138","福岡県土地改良事業団体
連合会","H19.9.4
H20.3.17"
福岡県,"みやま市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","3.4KM2,3.4KM2","柳川土木事務所
助言H19.9.610147",アジア航測(株),"H19.9.6
H20.3.19"
福岡県,"北九州市,",道路台帳,基準点,3級,1point,"福岡県北九州市建設局
助言H19.9.1010149",(有)サンェー設計,"H19.9.10
H19.10.13"
福岡県,"上毛町,",ほ場整備,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","6point,20point,149point,1.2KM2","福岡県行橋農林事務所
助言H19.9.1010150","福岡県土地改良事業団体
連合会","H19.9.10
H20.3.19"
福岡県,"北九州市,",道路台帳,基準点,3級,7point,"福岡県北九州市建設局
助言H19.9.1410157",(株)桐友,"H19.9.14
H19.11.16"
福岡県,"北九州市,",道路台帳,基準点,3級,7point,"福岡県北九州市建設局
助言H19.9.1410162",藤井測量登記事務所,"H19.9.21
H19.11.16"
福岡県,"筑紫野市,",河川計画,"基準点,基準点","2級,,3級","901.0KM2,20.7KM2","福岡県那珂土木事務所
助言H19.9.1810164",九航コンサルタント(有),"H19.9.18
H20.1.18"
福岡県,"筑紫野市,",河川計画,"基準点,基準点","2級,,3級","1point,3point","福岡県那珂土木事務所
助言H19.9.1810165",春日綜合技術(株),"H19.9.18
H20.1.18"
福岡県,"福岡市,",総合計画,"基準点,基準点","2級,,3級","6point,50point","福岡県福岡市
助言H19.9.1810166",柴邁測量設計(株),"H19.9.18
H19.11.30"
福岡県,"古賀市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","2point,40point,0.05KM2","古賀市鹿部土地区画整理組合
助言H19.9.1910168",福岡土地区画整理(株),"H19.9.21
H19.11.30"
福岡県,"立花町,",道路台帳,"基準点,基準点,水準","3級,,4級,,3級","11point,46point,4.0km","九州地方整備局福岡国道事
務所
助言H19.9.2110172",西技測量設計(株),"
H19.9.21

H20.2.29"
福岡県,"北九州市,",都市計画,"カラー撮影,数値図修正","10000,,2500","82.0KM2,76.0KM2","北九州市
助言H19.9.2810180",(株)パスコ,"H19.9.28
H20.3.31"
福岡県,"みやま市,",道路計画,"撮影,数値図化,空三","8000,,2500,,8000","33KM2,15.4KM2,24M","福岡国道工事事務所
助言H19.10.510188",中日本航空(株),"H19.10.9
H20.1.31"
福岡県,"八女市,立花町,",道路計画,"撮影,数値図化,数値図化","8000,,1000,,2500","49KM2,1.2KM2,2.8KM2","福岡国道事務所
助言H19.10.310189",朝日航洋(株),"H19.10.3
H20.1.31"
福岡県,"みやま市,",土地改良,"基準点,平板","４級,,500","3point,0.02KM2","福岡県筑後農林事務所
助言H19.10.310190","福岡県土地改良事業団体
連合会","H19.10.2
H20.3.17"
福岡県,"立花町,",土地改良,"基準点,基準点,平板","3級,,4級,,500","1point,7point,0.02KM2","福岡県筑後農林事務所
助言H19.10.310191","福岡県土地改良事業団体
連合会","H19.10.2
H20.3.17"
福岡県,"立花町,",土地改良,"基準点,基準点,平板","3級,,4級,,500","4point,15point,0.1KM2","福岡県筑後農林事務所
助言H19.10.310192","福岡県土地改良事業団体
連合会","H19.10.3
H20.3.17"
福岡県,"那珂川町,",総合計画,基準点,2級,21point,"福岡県那珂川町
助言H19.10.310193",伸光測量設計(株),"H19.10.3
H19.11.30"
福岡県,"北九州市,",総合計画,基準点,１級,27point,"福岡県北九州市建設局
助言H19.10.310194",(株)九州測量設計,"H19.10.3
H19.11.16"
福岡県,"北九州市,",道路台帳,基準点,3級,6point,"福岡県北九州市建設局
助言H19.10.310195",(株)島添測量,"H19.10.12
H19.10.31"
福岡県,"北九州市,",土地区画整理,基準点,3級,1point,"福岡県北九州市建築都市局
学術･研究都市開発事務所
助言H19.10.410196",村井測量設計(株),"
H19.9.10

H19.10.10"
福岡県,"飯塚市,",都市計画,"数値図化,数値図修正","2500,,2500","188.9KM2,25.2KM2","飯塚
助言H19.10.510198",大成ジオテック(株),"H19.10.3
H20.3.31"
福岡県,"北九州市,",道路台帳,基準点,3級,8point,"福岡県北九州市建設局
助言H19.10.1010200",吉村測量(株),"H19.10.10
H19.11.16"
福岡県,"北九州市,",総合計画,基準点,１級,28point,"福岡県北九州市建設局
助言H19.10.1210204",(株冲村測建事務所,"H19.10.11
H19.11.30"
福岡県,"大刀洗町,",土地区画整理,"基準点,基準点","2級,,3級","2point,3point","大刀洗町西部土地区画整理事
業設立準備委員会
助言H19.10.1210205","大刀洗町西部土地区画整
理事業設立準備委員会","
H19.10.15

H20.3.31"
福岡県,"北九州市,",土地区画整理,基準点,2級,1point,"福岡県北九州市建設局学
術･研究都市開発事業所
助言H19.10.1510208",村井測量設計(株),"
H18.11.10

H19.10.31"
福岡県,"うきは市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","13.5KM2,13.5KM2","福岡県久留米土木事務所
助言H19.10.1810211",玉野総合コンサルタント(株),"H19.8.23
H20.3.14"
福岡県,"大任町,",固定資産,",撮影,,ディジタルオルソ",,",69.61KM2,,69.61KM2","
大任町

助言H19.10.1910212","
(株)パスコ","
H19.9.18

H20.3.31"
福岡県,"築上町,",都市計画,"撮影,数値図修正","15000,,2500",",26.4KM2","築上町
助言H19.10.1910213",写測エンジニアリング(株),"H19.7.13
H20.3.28"
福岡県,"朝倉市,",河川計画,"基準点,水準","3級,,3級","3point,2.5km","独立行政法人水資源機構両
筑平野用水総合事業所
助言H19.10.1710214",久保測量設計(株),"
H19.10.17

H19.10.21"
福岡県,"柳川市,",総合計画,撮影,10000,76.9KM2,"柳川市
助言H19.10.1810215",九州地理情報株式会社,"H19.9.18
H20.3.20"
福岡県,"北九州市,",道路台帳,基準点,3級,2point,"福岡県北九州市建設局
助言H19.10.1910220",石橋開発(株),"H19.10.22
H20.3.31"
福岡県,"北九州市,",道路計画,基準点,3級,1point,"福岡県北九州市建設局
助言H19.10.1910221",北進測量企画設計(有),"H19.9.26
H19.11.30"
福岡県,"古賀市,",道路台帳,"基準点,水準","3級,,3級","5point,4.0km","九州地方整備局福岡国道事
務所
助言H19.10.2410222",東亜建設技術(株),"
H19.10.23

H20.3.14"
福岡県,"朝倉市,",ダム計画,"航空レーザ,数値図化,編集","500,,500,,500","5.8KM2,5.8KM2,1.3KM2","独立行政法人水資源機構小石
原川ダム建設所
助言H19.11.1610223",中日本航空(株),"
H19.11.16

H20.2.18"
福岡県,"宇美町,",固定資産,"カラー撮影,カラー撮影","5000,,10000","901.0KM2,20.7KM2","宇美町
助言H19.10.2510224",(株)パスコ,"H19.10.12
H20.3.28"
福岡県,"福岡市,",土地改良,基準点,3級,1point,"福岡県福岡市
助言H19.10.2410225","福岡県土地改良事業団体
連合会","H19.10.24
H20.3.20"
福岡県,"大野城市,",固定資産,"撮影,直接定位計","12500,,12500","26.9KM2,115point","大野城市
助言H19.10.2610228",朝日航洋(株),"H19.10.26
H20.3.31"
福岡県,"嘉麻市,",その他,"カラー撮影,写測図化","10000,,1000","33.9KM2,0.3KM2","嘉麻市
助言H19.10.2610229",東亜建設技術(株),"H19.10.26
H20.3.10"
福岡県県境佐賀県県境熊本県,"柳川市,みやま市,県境佐賀市,白石町,鹿島市,県境宇城市,",その他,"カラー撮影,カラー撮影,直接定位計,ディジタルオルソ","25000,,10000,,,,2500","436.0KM2,260.1KM2,266point,260.1KM2","熊本港湾･空港整備事務所
助言H19.10.3110231",アジア航測(株),"H19.10.9
H20.3.28"
福岡県,"黒木町,矢部村,八女市,星野村,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","13.1KM2,13.1KM2","福岡県ハ女土木事務所
助言H19.10.3010235",国際航業(株),"H19.9.19
H20.3.14"
福岡県,"小郡市,",土地区画整理,"基準点,基準点","2級,,3級","2point,10point","筑後小郡IC東部土地区画整理
組合設立準備委員会
助言H19.10.3010240",(株)久栄綜合コンサルタント,"
H19.10.31

H20.3.31"
福岡県,"北九州市,",土地区画整理,基準点,3級,1point,"福岡県北九州市建設局学
術･研究都市開発事業所
助言H19.11.510247",村井測量設計(株),"
H18.11.10

H19.11.15"
福岡県,"黒木町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","9.1KM2,9.1KM2","福岡県ハ女土木事務所
助言H19.11.610251",(株)パスコ,"H19.9.20
H20.3.14"
福岡県,"うきは市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.1KM2,5.1KM2","福岡県久留米土木事務所
助言H19.11.810252",ジーアンドェスェンジニアリング(株),"H19.8.24
H20.3.14"
福岡県,"みやこ町,",道路台帳,"撮影,ディジタルオルソ,空三","10000,,1000,,10000","151.3KM2,151.3KM2,599M","みやこ町
助言H19.11.810253",国際航業(株),"H19.11.8
H20.3.25"
福岡県,"大牟田市,",道路台帳,"基準点,基準点,水準","3級,,4級,,3級","4point,140point,8.3km","九州地方整備局福岡国道事
務所
助言H19.11.810256",(株)新世コンソーシアム,"
H19.11.12

H20.3.14"
福岡県,"志摩町,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","5.5KM2,5.5KM2","福岡県前原土木事務所
助言H19.11.910260",東亜建設技術(株),"H19.10.26
H20.3.7"
福岡県,"苅田町,",砂防計画,数値図化,2500,1.3KM2,"福岡県行橋土木事務所
助言H19.11.910261",株式会社GIS九州,"H19.9.14
H20.3.14"
福岡県,"大牟田市,みやま市,柳川市,大川市,大木町,筑後市,立花町,黒木町,矢部村,星野村,八女市,広川町,久留米市,うきは市,小郡市,大刀洗町,朝倉市,東峰村,筑前町,添田町,",農地開発,"カラー撮影,ディジタルオルソ","15000,,2500","2328.0KM2,2328.0KM2","福岡県土地改良事業団体達合会
助言H19.11.910262",(株)パスコ,"H19.11.9
H20.3.10"
福岡県,"北九州市,",その他,地上数値法,,0.5KM2,"土地･水資源局国土調査課
助言H19.11.910264",(株)GIS九州,"H19.11.9
H20.1.31"
福岡県,"筑紫野市,",都市計画,"撮影,数値図修正,座標変換","12500,,2500","87.8KM2,25.5KM2,87.8KM2","筑紫野市
助言H19.11.1310267",大成ジオテック(株),"H19.11.9
H20.3.21"
福岡県,"北九州市,",空港計画,基準点,3級,4point,"福岡県北九州市建設局
助言H19.11.1310268",(株)押川測量設計,"H19.11.12
H19.12.30"
福岡県,"福岡市,",土地区画整理,"基準点,基準点","3級,,4級","3point,38point","福岡市元岡土地区画整理準備
組合
助言H19.11.1310271",(株)拓研コンサルタント,"
H19.11.12

H20.3.20"
福岡県,"星野村,",土地改良,基準点,3級,6point,"筑後農林事務所
助言H19.11.1610275",(株)シーマコンサルタント,"H19.11.16
H19.12.20"
福岡県,"福岡市,",道路台帳,"基準点,水準","4級,,3級","106point,3.2km","国土交通省福岡国道事務所
助言H19.11.1610276",(株)ェスケイェンジニアリング,"H19.11.16
H20.2.29"
福岡県,"大川市,",固定資産,"撮影,ディジタルオルソ","10000,,1000","33.6KM2,33.6KM2","大川市
助言H19.11.1610277",大成ジオテック(株),"H19.11.16
H20.3.21"
福岡県,"北九州市,芦屋町,中間市,遠賀町,直方市,飯塚市,",河川計画,水準,3級,48.0km,"九州地方整備局遠賀川河川事
務所
助言H19.11.1510278",興建測量設計(株),"
H19.11.15

H20.3.21"
福岡県,"粕屋町,",都市計画,"撮影,数値図化","12500,,2500","35.2KM2,14.1KM2","粕屋町
助言H19.11.1910279",大成ジオテック(株),"H19.9.20
H20.3.25"
福岡県,"北九州市,",道路計画,基準点,3級,5point,"北九州市建設局
助言H19.11.1910281",(株)宇都宮設計,"H19.11.19
H20.2.29"
福岡県,"苅田町,",道路計画,"基準点,水準","2級,,3級","１point,0.8km","北九州国道事務所行橋維持
出張所
助言H19.11.1610283",(株)GIS九州,"
H19.11.16

H19.11.30"
福岡県,"北九州市,",その他,"基準点,水準","１級,,１級","１point,2.0km","福岡県北九州市
助言H19.11.2610289",村井測量設計(株),"H19.11.8
H20.1.7"
福岡県,"篠栗町,",固定資産,"カラー撮影,ディジタルオルソ,空三","10000,,1000,,",",38.9KM2,48M","篠栗町
助言H19.11.3010302",(株)GIS九州,"H19.11.30
H20.3.31"
福岡県,"筑後市,",ほ場整備,"基準点,基準点,地上数値法","3級,,4級,,500","901.0KM2,20.7KM2","福岡県筑後川水系農地開発事務所
助言H19.11.3010303","福岡県土地改良事業団体
連合会","H19.11.28
H20.3.15"
福岡県,"久留米市,",土地区画整理,"基準点,基準点,水準","2級,,3級(改測),,2級","4point,6point,1.0km","福岡県久留米市
助言H19.12.710320",平和測量設計(株),"H19.12.7

H20.3.17"
福岡県,"豊前市,",土地改良,基準点,2級,2point,"福岡県行橋農林事務所
助言H19.12.710329","福岡県土地改良事業団体
連合会","H19.12.7
H19.12.28"
福岡県,"星野村,",土地改良,基準点,2級,4point,"福岡県筑後農林事務所
助言H19.12.1210331","福岡県土地改良事業団体
連合会","H19.12.12
H20.3.10"
福岡県,"赤村,",固定資産,"撮影,空三,ディジタルオルソ","10000,,10000,,1000",",114M,32.0KM2","赤村
助言H19.12.1210334",(株)GIS九州,"H19.12.12
H20.3.31"
