都道府県名,測量地域,測量目的,測量種別,"縮尺･,,等級",事業量,計画機関,作業機関,自至時期
栃木県,"那須町,",都市計画,"カラー撮影,数値図修正","12500,,2500","41.1KM2,9.6KM2","栃木県那須町
助言H19.12.14C0450",那須測量(株),"H19.11.20
H20.3.20"
栃木県県境群馬県,"藤岡町,佐野市,足利市,県境板倉町,館林市,邑楽町,太田市,",河川計画,"基準点,基準点","2級,,4級","35point,367point","関東地方整備局渡良瀬川河川
事務所
助言H19.12.18C0469",(株)GIS関東,"
H19.11.10

H20.3.19"
栃木県県境群馬県,"佐野市,足利市,県境館林市,太田市,桐生市,",河川計画,"基準点,基準点","2級,,4級","31point,254point","関東地方整備局渡良瀬川河川
事務所
助言H19.12.18C0470",藤和航測(株),"
H19.11.13

H20.2.29"
栃木県県境群馬県,"足利市,県境桐生市,みどり市,",河川計画,"基準点,基準点","2級,,4級","30point,271point","関東地方整備局渡良瀬川河川
事務所
助言H19.12.18C0471",(株)オオバ,"
H19.10.19

H20.2.29"
栃木県,"さくら市,",固定資産,その他,ADS4,125.5KM2,"栃木県さくら市
助言H19.12.25C0483",(株)パスコ,"H19.12.3
H20.3.10"
栃木県,"日光市,",固定資産,"数値撮影,ディジタルオルソ","8000,,1000","408.0KM2,408.0KM2","栃木県日光市
助言H19.12.25C0493",国際航業(株),"H19.10.25
H20.3.20"
栃木県,"小山市,",地籍調査,"基準点,基準点","１級,,2級","1point,2point","栃木県小山市
助言H20.2.5C0574",(株)都市設計,"H20.2.4
H20.3.25"
群馬県,"渋川市,東吾妻町,",道路計画,"空三,数値図化",80001000,"27M,3.9KM2","群馬県
助言H19.4.6C0004",国際航業(株),"H18.11.28
H19.5.31"
群馬県,"前橋市,",宅地開発,基準点,4級,19point,"前橋工業団地造成組合
助言H19.4.18C0012",両毛測量(株),"H19.3.16
H19.6.29"
群馬県,"藤岡市,富岡市,吉井町,上野村,神流町,下仁田町,南牧村,甘楽町,",森林計画,撮影,20000,987.0KM2,"群馬県
助言H19.4.23C0014",(株)中庭測量コンサルタント,"H19.4.21
H19.11.30"
群馬県,"安中市,",都市計画,"数値撮影,数値図化","10000,,2500","276.3KM2,134.8KM2","群馬県安中市
助言H19.4.25C0020",朝日航洋(株),"H19.4.20
H19.11.30"
群馬県,"みなかみ町,",都市計画,"数値撮影,数値図化","8000,,2500","190.6KM2,18.0KM2","群馬県みなかみ町
助言H19.6.11C0061",国際航業(株),"H19.5.21
H19.9.28"
群馬県,"高崎市,",土地改良,"基準点,基準点","3級,,4級","5point,22point","京目土地改良区
助言H19.6.19C0073","群馬県土地改良事業団体
連合会","
H19.7.9

H19.7.27"
群馬県,"板倉町,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","6point,28point,150point","群馬県
助言H19.6.22C0076","群馬県土地改良事業団体
連合会","H19.7.2
H19.8.24"
群馬県,"みどり市,",都市計画,"数値撮影,既成図数値化,数値図修正","16,,2500,,2500","208.2KM2,66.7KM2,66.7KM2","群馬県みどり市
助言H19.7.10C0109",(株)パスコ,"H19.6.25

H19.9.30"
群馬県,"伊勢崎市,",都市計画,"基準点,基準点","１級,,１級","17point,59point","群馬県伊勢崎市
助言H19.7.17C0119",都市設計(株),"H19.5.17
H19.12.20"
群馬県,"大泉町,",総合計画,数値撮影,31.3,17.9KM2,"群馬県大泉町
助言H19.7.27C0143",(株)ナカノアイシステム,"H19.7.17
H19.10.31"
群馬県,"渋川市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","3point,5point,29point","群馬県渋川市
助言H19.8.2C0146","群馬県土地改良事業団体
連合","H19.7.30
H19.8.31"
群馬県,"前橋市,",土地区画整理,"基準点,基準点,基準点,水準,座標変換","2級,,3級,,4級,,3級,,2級","3point,4point,95point,4.4km,1point","群馬県前橋市
助言H19.8.9C0152",関東測量(株),"H19.7.10
H20.3.5"
群馬県,"太田市,",土地改良,"基準点,基準点,基準点","2級,,3級,,4級","7point,15point,93point","高尾西土地改良区
助言H19.8.21C0164","群馬県土地改良事業団体
連合会","H19.8.1
H19.9.29"
群馬県,"渋川市,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","8point,20point,200point","群馬県
助言H19.8.24C0170","群馬県土地改良事業団体
連合会","H19.8.20
H20.3.17"
群馬県,"玉村町,",都市計画,"既成図数値化,数値図修正","2500,,2500","25.9KM2,25.9KM2","群馬県玉村町
助言H19.9.14C0204",(株)草野測器社,"
H19.9.1

H19.10.31"
群馬県,"館林市,",土地区画整理,"座標変換,座標変換,基準点,基準点,平板","2級,,3級,,3級,,4級,,500","3point,3point,6point,0.2KM2,0.2KM2","館林市花山土地区画整理組合
助言H19.9.6C0211",技研測量設計(株),"H19.8.10
H20.3.25"
群馬県,"東吾妻町,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","5point,19point,100point","群馬県
助言H19.9.11C0212","群馬県土地改良事業団体
連合会","H19.10.1
H19.12.21"
群馬県,"前橋市,",14条地図作成,基準点,4級,0.5KM2,"前橋地方法務局
助言H19.9.11C0215",両毛測量(株),"H19.9.1
H20.3.31"
群馬県,"富士見村,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","6point,8point,65point","群馬県富士見村
助言H19.9.25C0229","群馬県土地改良事業団体
連合会","H19.11.1
H20.1.31"
群馬県,"前橋市,",地籍調査,基準点,2級,18point,"群馬県前橋市
助言H19.10.22C0299",藤和航測(株),"H19.7.30
H20.1.31"
群馬県,"前橋市,赤堀町,笠懸町,",道路計画,"基準点,基準点,路線","2級,,3級,,","4point,5point,19.7km","国土交通省関東地方整備局
高崎河川国道事務所
助言H19.10.29C0319",新井調査設計(株),"
H19.10.25

H20.2.28"
群馬県,"安中市,",固定資産,数値撮影,8000,276.3KM2,"群馬県安中市
助言H19.11.12C0358",国際航業(株),"H19.11.11
H20.3.31"
群馬県,"みどり市,",固定資産,"数値撮影,数値撮影",2012,"48.4KM2,57.1KM2","群馬県みどり市
助言H19.11.14C0362",アクリーグ(株),"H19.11.19
H20.3.31"
群馬県,"東吾妻町,",固定資産,数値撮影,16,253.7KM2,"群馬県東吾妻町
助言H19.11.22C0367",(株)パスコ,"H19.7.13
H20.3.25"
群馬県,"安中市,",河川計画,"基準点,基準点,路線,平板","2級,,4級,,,,500","5point,115point,2.2km,0.2KM2","関東地方整備局利根川水系
砂防事務所
助言H19.11.22C0371",(株)オリス,"
H19.11.19

H20.3.10"
群馬県,"富士見村,",固定資産,数値撮影,16,70.4KM2,"群馬県冨士見村
助言H19.12.6C0429",(株)パスコ,"H19.10.19
H20.3.21"
群馬県,"伊勢崎市,",固定資産,数値撮影,16,139.3KM2,"群馬県伊勢崎市
助言H19.12.6C0430",(株)パスコ,"H19.10.31
H20.3.10"
群馬県,"前橋市,",総合計画,数値撮影,14,241.2KM2,"群馬県前橋市
助言H19.12.11C0448",アジア航測(株),"H19.11.21
H20.3.25"
群馬県,"太田市,館林市,玉村町,板倉町,明和町,千代田町,大泉町,邑楽町,前橋市,高崎市,伊勢崎市,藤岡市,吉井町,",地盤変動調査,水準,１級,520.0km,"群馬県
助言H19.12.14C0458",(株)コイデ,"H19.12.6
H20.2.25"
群馬県,"前橋市,",道路台帳,"基準点,基準点","2級,,3級","3point,17point","関東地方整備局高崎河川国
道事務所
助言H19.12.14C0460",(株)測設,"
H19.12.15

H20.3.15"
群馬県,"藤岡市,安中市,",道路台帳,"基準点,基準点","2級,,3級","5point,6point","関東地方整備局高崎河川国
道事務所
助言H19.12.14C0461",大東測量設計(株),"
H19.12.10

H20.1.31"
群馬県,"富岡市,",固定資産,数値撮影,12500,122.9KM2,"群馬県富岡市
助言H19.12.25C0477",朝日航洋(株),"H19.12.20
H20.3.12"
群馬県,"藤岡市,",固定資産,数値撮影,16,58.0KM2,"群馬県藤岡市
助言H19.12.25C0484",(株)パスコ,"H19.12.1
H20.3.31"
群馬県,"板倉町,",固定資産,数値撮影,16,41.8KM2,"群馬県板倉町
助言H19.12.25C0487",(株)パスコ,"H19.7.19
H20.3.14"
群馬県,"明和町,",固定資産,数値撮影,16,19.7KM2,"群馬県明和町
助言H19.12.25C0489",(株)パスコ,"H19.7.26
H20.3.21"
群馬県,"館林市,",固定資産,数値撮影,16,61.0KM2,"群馬県館林市
助言H19.12.25C0490",(株)パスコ,"H19.8.10
H20.3.31"
群馬県,"大泉町,",固定資産,数値撮影,16,17.9KM2,"群馬県大泉町
助言H19.12.25C0491",(株)パスコ,"H19.11.1
H20.2.29"
群馬県,"邑楽町,",固定資産,数値撮影,16,31.1KM2,"群馬県邑楽町
助言H19.12.26C0494",(株)パスコ,"H19.8.21
H20.3.24"
群馬県,"東吾妻町,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","2point,2point,15point","群馬県東吾妻町
助言H19.12.27C0497","群馬県土地改良事業団体
連合会","H20.1.15
H20.2.28"
群馬県,"富岡市,",確定測量,"基準点,基準点,基準点","2級,,3級,,4級","13point,28point,170point","群馬県西部農業事務所
助言H20.1.8C0530","群馬県土地改良事業団体
連合会","H20.1.15
H20.2.29"
群馬県,"館林市,",宅地開発,"基準点,その他","4級,,500","0.1KM2,0.1KM2","館林市土地開発公社
助言H20.2.4C0573",技研測量設計(株),"H19.11.26
H20.3.25"
群馬県,"前橋市,",土地区画整理,"基準点,基準点,基準点","2級,,3級,,4級","1point,6point,115point","群馬県前橋市
助言H20.2.5C0575",(株)地測設計,"H20.2.4
H20.3.24"
群馬県,"前橋市,",土地区画整理,"座標変換,座標変換,座標変換","2級,,3級,,4級","3point,2point,32point","群馬県前橋市
助言H20.2.5C0576",(株)地測設計,"H20.2.4
H20.3.24"
群馬県,"前橋市,",土地区画整理,"基準点,基準点","3級,,4級","2point,31point","群馬県前橋市
助言H20.2.5C0577",三陽測量(株),"H20.2.4
H20.3.24"
群馬県,"沼田市,",砂防計画,"基準点,基準点,平板,路線","2級,,4級,,1000,,","2point,5point,0.3KM2,0.3km","関東地方整備局利根川水系
砂防事務所
助言H20.2.22C0600","(株)オリェンタルコンサルタ
ンツ","
H20.1.16

H20.3.28"
群馬県県境東京都,"沼田市,県境小金井市,狛江市,",総合計画,基準点,街区多角,4point,"土地･水資源局国土調査課
助言H20.3.3C0612",(株)オオバ,"
H20.1.10

H20.3.15"
群馬県,"上野村,",砂防計画,"基準点,基準点,路線","2級,,4級,,4級","2point,7point,0.2km","関東地方整備局利根川水系
砂防事務所
助言H20.3.3C0613",(株)オオバ,"
H20.2.25

H20.3.14"
群馬県,"吉岡町,",森林計画,基準点,2級,2point,"群馬県吉岡町
助言H20.3.10C0622",群馬県土地改良事業団体連合会,"H20.3.15
H20.3.25"
埼玉県,"伊奈町,",土地区画整理,平板,500,0.5KM2,"埼玉県伊奈新都市建設事務所
助言H19.4.12C0006","共和コンサルタント(株)
(株)宮原設計測量
芝測量建築設計(株)
埼玉測量設計(株)","H19.3.8
H19.9.28"
埼玉県,"川越市,",ほ場整備,"基準点,基準点,基準点","2級,,3級,,4級","2point,8point,33point","中福東土地改良区
助言H19.4.26C0024","埼玉県土地改良事業団体
連合会","H19.2.19
H20.3.31"
埼玉県,"さいたま市,",宅地開発,"基準点,平板","４級,,500","15point,0.003KM2","独立行政法人都市再生機構
助言H19.5.10C0032",サンコーコンサルタント(株),"H19.3.5
H19.7.31"
埼玉県,"蓮田市,",土地区画整理,基準点,4級,191point,"埼玉県蓮田市
助言H19.5.15C0042",昭和(株),"H19.5.14
H19.9.30"
埼玉県,"桶川市,",土地区画整理,基準点,500,0.1KM2,"桶川市坂田東特定土地区画整
理組合
助言H19.5.15C0043",昭和(株),"
H19.5.21

H20.3.21"
埼玉県,"寄居町,",都市計画,"編集,数値図修正","2500,,2500","64.2KM2,64.2KM2","埼玉県寄居町
助言H19.5.18C0047",国際航業(株),"H18.11.24
H19.8.31"
埼玉県,"戸田市,",都市計画,基準点,4級,252point,"埼玉県戸田市
助言H19.6.15C0063",(株)旭測量設計,"H19.5.30
H20.3.19"
埼玉県,"神川町,",総合計画,"カラー撮影,カラー撮影,空三,空三","8000,,12500,,8000,,12500","7.1KM2,17.2KM2,23M,20M","埼玉県神川町
助言H19.6.15C0066",(有)協同測地開発,"H19.6.5
H19.10.10"
埼玉県,"吉見町,",都市計画,基準点,3級,44point,"埼玉県吉見町
助言H19.6.19C0070",(株)新日本エグザ,"H19.6.25
H19.10.31"
埼玉県,"志木市,",都市計画,"カラー撮影,数値図修正","12500,,2500","9.1KM2,9.1KM2","埼玉県志木市
助言H19.6.19C0074",(株)パスコ,"H19.6.15
H19.11.30"
埼玉県,"和光市,",固定資産,"数値撮影,数値図化,数値図化","8,,1000,,500","11.0KM2,11.0KM2,11.0KM2","埼玉県和光市
助言H19.6.22C0078",(株)パスコ,"H19.6.15
H20.3.14"
埼玉県,"川越市,",都市計画,"基準点,基準点,基準点","2級,,3級,,4級","1point,5point,44point","埼玉県地域整備事務所
助言H19.6.26C0079",(株)ミカミ･アイェヌジー,"H19.6.18
H19.8.31"
埼玉県,"蓮田市,",土地区画整理,"基準点,座標変換,平板","4級,,4級,,500","50point,560point,1.1KM2","埼玉県蓮田市
助言H19.6.26C0082",昭和(株),"H19.6.20
H20.2.29"
埼玉県,"越谷市,",地籍調査,"基準点,,基準点","街区三角,,街区多角","6point,,123point","埼玉県越谷市

助言H19.7.2C0083",(株)パスコ,"H19.7.2

H19.8.31"
埼玉県,"大利根町,栗橋町,",土地区画整理,"基準点,平板","４級,,500","108point,0.2KM2","栗橋･大利根土地区画整理一部
事務組合
助言H19.7.2C0086",昭和(株),"
H19.6.7

H20.2.27"
埼玉県,"行田市,",道路台帳,"基準点,水準,平板","4級,,4級,,500","560point,28.0km,2.8KM2","埼玉県行田市
助言H19.7.2C0091",昭和(株),"H19.7.1
H19.12.7"
埼玉県,"菖蒲町,",土地区画整理,"基準点,基準点,基準点,平板","2級,,3級,,4級,,500","1point,5point,58point,0.3KM2","埼玉県企業局地域整備事務所
助言H19.7.2C0093",共和コンサルタント(株),"H19.6.18
H19.8.31"
埼玉県,"蕨市,",都市計画,"カラー撮影,数値図修正","12500,,2500","5.1KM2,5.1KM2","埼玉県蕨市
助言H19.7.2C0095",(株)パスコ,"H19.6.13
H19.11.28"
埼玉県,"小鹿野町,",地籍調査,基準点,2級,10point,"埼玉県小鹿野町
助言H19.7.9C0106",桂測量設計(株),"H19.8.1
H19.9.29"
埼玉県,"騎西町,鴻巣市,菖蒲町,",ほ場整備,"基準点,基準点,平板","3級,,4級,,500","64point,446point,2.8KM2","埼玉県加須農林振興センター
助言H19.7.17C0113","国内測量設計(株)
(株)坂田測量設計事務所
(株)富士測量
(株)新日本エグザ","H19.6.18
H20.3.28"
埼玉県,"川口市,",都市計画,"数値撮影,数値図化","8000,,2500","55.8KM2,55.8KM2","埼玉県川口市
助言H19.7.27C0141",国際航業(株),"H19.7.20
H20.3.21"
埼玉県,"さいたま市,",固定資産,数値撮影,16,217.5KM2,"埼玉県さいたま市
助言H19.8.6C0149",(株)パスコ,"H19.7.2
H20.2.29"
埼玉県,"狭山市,",都市計画,"カラー撮影,数値図化,数値図化","5000,,500,,2500","49.0KM2,1.5KM2,49.0KM2","埼玉県狭山市
助言H19.8.7C0150",(株)ハ州,"H19.7.5
H20.3.25"
埼玉県,"草加市,",土地区画整理,その他,地区界測,0.1KM2,"埼玉県草加市
助言H19.8.9C0154",太平洋航業(株),"
H19.6.29

H19.11.30"
埼玉県,"さいたま市,",土地区画整理,"基準点,基準点","3級,,4級","21point,280point","埼玉県さいたま市
助言H19.8.9C0157",日本測地設計(株),"H19.8.8
H20.3.24"
埼玉県,"さいたま市,",土地区画整理,"基準点,基準点,平板","3級,,4級,,500","22point,250point,0.5KM2","埼玉県さいたま市
助言H19.8.9C0158",昭和(株),"H19.8.8
H20.3.24"
埼玉県,"越谷市,",地籍調査,基準点,4級,129point,"埼玉県越谷市
助言H19.8.21C0165",(株)パスコ,"H19.8.16
H20.3.21"
埼玉県,"さいたま市,",都市計画,数値図修正,2500,217.5KM2,"埼玉県さいたま市
助言H19.8.24C0166",(株)GIS関東,"H19.8.6
H20.3.21"
埼玉県,"羽生市,",ほ場整備,"基準点,基準点,基準点","１級改測,,2級改測,,3級","3point,2point,22point","埼玉県加須農林振興センター

助言H19.8.24C0167",(株)塩崎テクノブレイン,"H19.7.26

H19.11.22"
埼玉県,"さいたま市,",地盤変動調査,水準,3級,26.8km,"埼玉県さいたま市
助言H19.8.24C0168",(株)宮原設計測量,"H19.8.20
H20.2.29"
埼玉県,"和光市,",土地区画整理,基準点,3級,4point,"埼玉県和光市
助言H19.8.24C0169",(株)シビック,"H19.6.25
H20.3.28"
埼玉県,"川越市,",都市基準点整備,"基準点,基準点","１級,,2級","41point,38point","埼玉県川越市
助言H19.8.24C0171",(株)ミカミ･アイェヌジー,"
H19.9.1

H19.12.31"
埼玉県,"幸手市,",都市計画,基準点,3級,1point,"埼玉県幸手市
助言H19.8.24C0173",(株)塩崎テクノブレイン,"H19.8.20
H19.9.28"
埼玉県,"さいたま市,",総合計画,基準点,3級,349point,"埼玉県さいたま市
助言H19.8.24C0175","塩川設計測量(株)
(株)GIS関東","H19.7.2
H19.12.28"
埼玉県,"伊奈町,",土地区画整理,"基準点,基準点","3級,,4級","9point,109point","埼玉県伊奈新都市建設事務所
助言H19.8.31C0191",昭和(株),"H19.9.4
H19.12.21"
埼玉県,"川口市,",その他,基準点,街区多角,1point,"埼玉県川口市
助言H19.9.11C0213",(株)本州,"
H19.8.24

H20.8.31"
