都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
福井県,"福井市,あわら市,坂井市,",地盤変動調査,水準,２級,53.6km,助言H20.10.6D0102福井県,(株)サンワコン,"H20.9.29
H21.1.31"
福井県,"おおい町,",総合計画,"数値図化,数値図修正","2500,,2500","97KM2,115KM2",助言H20.10.23D0116福井県　　おおい町,朝日航洋(株),"H20.9.15
H21.3.31"
福井県,"福井市,",地盤変動調査,水準,２級,118.7KM2,助言H20.11.6D0118福井県　　福井市,(株)サンワコン,"H20.10.27
H20.12.31"
福井県,"あわら市,",都市計画,"座標変換,数値図修正,数値図化,編集","2500,,2500,,10000","0.5KM2,60.4KM2,56.5KM2,116.9KM2",助言H20.11.6D0123福井県　　あわら市,(株)パスコ,"H20.9.5
H21.3.19"
福井県,"福井市,",ほ場整備,"基準点,基準点,数値図化","２級,,４級,,500","3point,15point,0.1KM2",助言H20.11.17D0126福井県福井農林総合事務所,福井県土地改良事業団体連合,"H20.6.24
H21.3.25"
福井県,"あわら市,",下水道計画,数値図化,500,0.2KM2,助言H20.11.17D0127福井県　　あわら市,(株)パスコ,"H20.11.20
H21.2.17"
福井県,"美浜町,若狭町,小浜市,おおい町,高浜町,",道路台帳,数値図化,500,4.4KM2,"助言H21.2.26D0163近畿地方整備局福井河川国道事務
所",(株)かんこう,"H20.12.26
H21.3.31"
福井県,"福井市,",土地区画整理,"数値図化,基準点,基準点,基準点","500,,２級,,３級,,４級","0.7KM2,2point,18point,252point",助言H21.3.5D0166福井県　　福井市,(株)サンワコン,"H21.2.2
H21.12.31"
福井県,"永平寺町,",道路台帳,数値図化,500,0.3KM2,"助言H21.3.30D0173近畿地方整備局福井河川国道事務
所",(株)かんこう,"H20.12.1
H21.3.31"
岐阜県,"可児市,",総合計画,"基準点,基準点,基準点","２級,,３級,,４級","7point,5point,87.6KM2",助言H20.4.2E0001可児市,(株)林事務所,"H20.4.1
H21.3.31"
岐阜県,"瑞浪市,",土地区画整理,"基準点,基準点,基準点","２級,,３級,,４級","1point,7point,43point",助言H20.4.2E0003瑞浪市下益見土地区画整理組合,中央コンサルタンツ(株),"H20.4.7
H20.6.30"
岐阜県,"高山市,",森林計画,"カラー撮影,ディジタルオルソ","地上：30cm,,5000","2163KM2,2163KM2",助言H20.4.23E0006岐阜県,アジア航測(株),"H20.5.1
H20.12.19"
岐阜県,"瑞浪市,",道路計画,基準点,２級,3point,助言H20.4.25E0011瑞浪市,(株)帝国建設コンサルタント,"H20.5.1
H20.5.23"
岐阜県,"岐阜市,",木曽川水系連絡導水路事業,"基準点,基準点","２級,,３級","1point,4point","助言H20.5.1E0013中部地方整備局木曽川上流河川事
務所",ニチイコンサルタント(株),"H20.5.7
H20.7.31"
岐阜県,"高山市,白川村,美濃市,七宗町,白川町,東白川村,下呂市,",砂防計画,数値図化,2500,50.5KM2,助言H20.5.7E0016岐阜県　県土整備部砂防課,(財)岐阜県建設研究センター,"H18.8.9
H20.8.31"
岐阜県,"海津市,",固定資産,"カラー撮影,写真図","地上：12cm,,1000","112.3KM2,112.3KM2",助言H20.5.12E0020岐阜県　　海津市,(株)パスコ,"H20.4.18
H21.3.27"
岐阜県,"各務原市,",総合計画,"カラー撮影,数値図修正,数値図修正","地上：20cm,,1000,,2500","87.8KM2,67.8KM2,67.8KM2",助言H20.6.6E0021岐阜県　　各務原市,(株)帝国建設コンサルタント,"H20.4.21
H21.3.31"
岐阜県,"山県市,",固定資産,カラー撮影,地上：18cm,222KM2,助言H20.5.19E0022岐阜県　　山県市,アジア航測(株),"H20.4.28
H20.8.29"
岐阜県,"養老町,",都市計画,"カラー撮影,ディジタルオルソ,数値図修正","地上：16cm,,1000,,2500","172.5KM2,72.1KM2,72.1KM2",助言H20.5.20E0023岐阜県　　養老町,中日本航空(株),"H20.5.16
H21.3.10"
岐阜県,"関ケ原町,垂井町,",固定資産,カラー撮影,地上：12cm,89.7KM2,助言H20.5.26E0025岐阜県　　関ケ原町,朝日航洋(株),"H20.5.9
H21.3.24"
岐阜県,"揖斐川町,",固定資産,カラー撮影,地上：12cm,248.1KM2,助言H20.5.26E0027岐阜県　　揖斐川町,朝日航洋(株),"H20.5.15
H20.8.29"
岐阜県,"北方町,",固定資産,カラー撮影,地上：10cm,5.2KM2,助言H20.5.26E0028岐阜県　　北方町,朝日航洋(株),"H20.5.19
H21.3.25"
岐阜県,"羽島市,",道路計画,基準点,３級,2point,助言H20.6.17E0038羽島市,中央エンジニアリング(株),"H20.5.16
H20.8.30"
岐阜県,"高山市,",都市計画,"数値図化,数値図修正","2500,,2500","71KM2,76KM2",助言H20.6.27E0065岐阜県　　高山市,(株)イビソク,"H19.11.21
H20.12.26"
岐阜県,"各務原市,",都市計画,基準点,３級,46point,助言H20.7.7E0069各務原市,(株)帝国建設コンサルタント,"H20.7.1
H21.3.31"
岐阜県,"各務原市,",岐阜飛行場周辺移転措置に係る調査・測量業務,基準点,４級,1point,助言H20.7.9E0071東海防衛支局,東和コンサルタント(株),"H20.6.26
H20.9.10"
岐阜県,"中津川市,",固定資産,"カラー撮影,カラー撮影,ディジタルオルソ,ディジタルオルソ","5000,,10000,,1000,,2500","25KM2,650KM2,20.2KM2,510KM2",助言H20.7.17E0077岐阜県　　中津川市,（株）カナエジオマチックス,"H20.7.15
H21.3.19"
岐阜県,"瑞浪市,",都市計画,"カラー撮影,数値図修正","地上：20cm,,2500","175KM2,96KM2",助言H20.7.24E0080岐阜県　　瑞浪市,アジア航測(株),"H20.7.16
H21.10.29"
岐阜県,"美濃加茂市,",土地区画整理,基準点,３級,2point,助言H20.7.25E0081美濃加茂市,中央コンサルタンツ(株),"H20.7.25
H20.8.15"
岐阜県,"神戸町,",固定資産,"カラー撮影,写真図","地上：16cm,,1000","18.8KM2,18.8KM2",助言H20.7.31E0088岐阜県　　神戸町,(株)パスコ,"H20.5.30
H21.2.27"
岐阜県,"岐阜市,",都市計画,"数値図修正,編集","2500,,10000","41.5KM2,37.1KM2",助言H20.8.12E0099岐阜県　　岐阜市,(株)帝国建設コンサルタント,"H20.7.18
H21.3.31"
岐阜県,"大垣市,",固定資産,カラー撮影,8000,159.8KM2,助言H20.8.21E0103岐阜県　　大垣市,朝日航洋(株),"H20.7.4
H21.5.31"
岐阜県,"羽島市,",道路計画,"基準点,基準点","２級,,３級","1point,1point",助言H20.8.21E0111羽島市,(株)ユニオン,"H20.8.7
H20.9.30"
岐阜県,"本巣市,",都市計画,数値図修正,2500,41.7KM2,助言H20.8.26E0115岐阜県　　本巣市,朝日航洋(株),"H20.8.1
H21.3.25"
岐阜県,"美濃加茂市,",総合計画,"カラー撮影,ディジタルオルソ","地上：16cm,,1000","74.2KM2,74.2KM2",助言H20.8.25E0124岐阜県　　美濃加茂市,中日本航空(株),"H20.7.30
H21.3.19"
岐阜県,"関ケ原町,",都市計画,"既成図数値化,座標変換,数値図修正","2500,,2500,,2500","49.4KM2,49.4KM2,12KM2",助言H20.8.25E0125岐阜県　　関ケ原町,中日本航空測量(株),"H20.6.27
H21.3.3"
岐阜県,"岐南町,",都市計画,"座標変換,数値図修正","2500,,2500","7.9KM2,7.9KM2",助言H20.9.9E0143岐阜県　　岐南町,国際航業(株),"H20.7.10
H21.1.31"
岐阜県,"関市,",道路計画,数値図化,1000,0.4KM2,助言H20.9.30E0148中部地方整備局　岐阜国道事務所,三和航測(株),"H20.7.29
H20.10.20"
岐阜県,"大垣市,各務原市,美濃加茂市,",河川計画,航空レーザ,数値標高,264KM2,"助言H20.9.24E0152中部地方整備局　木曽川下流河川事
務所",アジア航測(株),"H20.6.27
H20.10.10"
岐阜県,"飛騨市,",都市計画,数値図修正,2500,15.4KM2,助言H20.9.29E0156岐阜県　　飛騨市,(株)パスコ,"H20.6.17
H21.1.30"
岐阜県,"八百津町,",都市計画,"カラー撮影,写真図,数値図修正","地上：12cm,,1000,,2500","47.4KM2,47.4KM2,12KM2",助言H20.9.29E0158岐阜県　　八百津町,中日本航空(株),"H20.9.10
H21.3.24"
岐阜県,"瑞穂市,",固定資産,カラー撮影,8000,28.2KM2,助言H20.10.3E0171岐阜県　　瑞穂市,朝日航洋(株),"H20.9.12
H21.1.30"
岐阜県,"本巣市,",道路台帳,数値図修正,1000,10KM2,助言H20.10.8E0175岐阜県　　本巣市,(株)帝国建設コンサルタント,"H20.10.10
H21.3.23"
岐阜県,"揖斐川町,",河川計画,"基準点,基準点","２級,,３級","5point,2point","助言H20.10.10E0177中部地方整備局　木曽川上流河川事
務所",(株)建設環境研究所,"H20.10.10
H20.12.15"
岐阜県,"多治見市,",配水池用地測量,基準点,３級,1point,助言H20.10.16E0184多治見市,(株)帝国建設コンサルタント,"H20.6.30
H20.10.30"
岐阜県,"岐阜市,瑞穂市,神戸町,大垣市,安八町,輪之内町,海津市,養老町,羽島市,笠松町,",地盤変動調査,水準,１級,147km,助言H20.10.23E0192岐阜県,(株)帝国建設コンサルタント,"H20.10.14
H21.2.27"
岐阜県,"関市,",固定資産,"カラー撮影,ディジタルオルソ","地上：12cm,,1000","472.8KM2,472.8KM2",助言H20.10.31E0199岐阜県　　関市,国際航業(株),"H20.8.18
H21.3.14"
岐阜県,"揖斐川町,本巣市,",砂防計画,航空レーザ   ,1000,300KM2,"助言H20.11.11E0206中部地方整備局　越美山系砂防事務
所",朝日航洋(株),"H20.8.28
H21.3.16"
岐阜県,"本巣市,",公園改修計画,基準点,３級,1point,助言H20.11.11E0220本巣市,(株)帝国建設コンサルタント,"H20.9.16
H21.3.19"
岐阜県,"岐阜市,",道路台帳,"数値図化,平板・修正","1000,,500","1.2KM2,15.2KM2",助言H20.11.19E0229岐阜県　　岐阜市,アジア航測(株),"H20.9.5
H21.3.30"
岐阜県県境愛知県,"海津市,養老町,輪之内町,安八町,大垣市,羽島市,笠松町,県境一宮市,江南市,扶桑町,犬山市,",地盤変動調査,水準,１級,90.9km,"助言H20.11.20E0232中部地方整備局木曽川上流河川事
務所",(株)ユニオン,"H20.11.17
H21.3.16"
岐阜県,"輪之内町,安八町,大垣市,瑞穂市,神戸町,",河川管理,水準,３級,60km,"助言H20.11.20E0233中部地方整備局木曽川上流河川事
務所",(株)イビソク,"H20.11.17
H21.3.23"
岐阜県,"関市,",道路計画,"基準点,基準点","２級,,３級","3point,6point",助言H20.11.20E0236関市,大同コンサルタンツ(株),"H20.11.20
H21.1.25"
岐阜県,"下呂市,",道路台帳,"基準点,基準点,基準点,基準点","１級,,２級,,３級,,４級","1point,1point,9point,35point",助言H20.11.26E0247中部地方整備局　高山国道事務所,(株)相和コンサルタント,"H20.11.30
H21.2.10"
岐阜県,"瑞穂市,",都市計画,数値図修正,2500,0.3KM2,助言H20.12.2E0249岐阜県　　瑞穂市,朝日航洋(株),"H20.10.29
H21.3.20"
岐阜県,"各務原市,",土地区画整理,"基準点,水準","４級,,３級","30point,0.9km",助言H20.12.10E0262鵜沼駅東部土地区画整理組合,大同コンサルタンツ(株),"H20.12.8
H21.3.22"
岐阜県,"輪之内町,",ほ場整備,"基準点,基準点","３級,,４級","4point,45point",助言H20.12.10E0263岐阜県西濃農林事務所,"岐阜県土地改良事業団体連
合会","H20.12.10
H21.3.19"
岐阜県,"恵那市,",土地区画整理,"基準点,基準点","３級,,４級","1point,70point",助言H20.12.16E0270恵那市大崎土地区画整理組合,(株)帝国建設コンサルタント,"H20.12.1
H21.3.27"
岐阜県,"高山市,",道路計画,"基準点,基準点","２級,,３級","1point,11point",助言H20.12.16E0271中部地方整備局高山国道事務所,大同コンサルタンツ(株),"H20.10.27
H20.12.25"
岐阜県,"飛騨市,",砂防計画,数値図化,2500,23.5KM2,"助言H20.12.26E0281北陸地方整備局　神通川水系砂防事
務所",北陸航測(株),"H20.11.24
H21.2.27"
岐阜県,"岐阜市,",固定資産,カラー撮影,地上：12cm,202.9KM2,助言H20.12.26E0283岐阜県　　岐阜市,アジア航測(株),"H20.12.25
H21.2.27"
岐阜県,"海津市,",都市計画,数値図修正,1000,7KM2,助言H20.12.26E0284岐阜県　　海津市,(株)パスコ,"H20.9.26
H21.3.19"
岐阜県,"岐阜市,",土地区画整理,"基準点,基準点","３級,,４級","3point,118point","助言H21.1.7E0289岐阜市鷺山・下土居土地区画整理組
合",(株)帝国建設コンサルタント,"H20.12.15
H21.3.13"
岐阜県,"本巣市,",固定資産,"カラー撮影,ディジタルオルソ","地上：12cm,,1000","133.4KM2,133.4KM2",助言H21.1.9E0293岐阜県　　本巣市,国際航業(株),"H20.8.28
H21.1.30"
岐阜県,"可児市,",総合計画,"カラー撮影,ディジタルオルソ","地上12cm,,1000","87.6KM2,87.6KM2",助言H21.1.13E0295岐阜県　　可児市,国際航業(株),"H20.11.17
H21.3.31"
岐阜県,"岐阜市,",土地区画整理,"基準点,基準点","３級,,４級","4point,90point",助言H21.1.14E0306岐阜市正木西部土地区画整理組合,(株)帝国建設コンサルタント,"H20.12.25
H21.3.9"
岐阜県,"岐阜市,",砂防計画,航空レーザ,1000,12.8KM2,助言H21.1.23E0308岐阜県　岐阜土木事務所,中日本航空(株),"H20.12.26
H21.3.20"
岐阜県,"多治見市,",都市計画,"基準点,基準点,基準点","２級,,３級,,４級","3point,8point,176point",助言H21.1.23E0312多治見市,(株)帝国建設コンサルタント,"H21.1.13
H21.3.30"
岐阜県,"下呂市,",道路計画,基準点,１級,2point,助言H21.1.26E0313岐阜県下呂土木事務所,(株)帝国建設コンサルタント,"H20.12.8
H21.2.27"
岐阜県,"岐阜市,",総合計画,"基準点,基準点","２級,,３級","3point,9point",助言H21.1.29E0317岐阜市,大日コンサルタント(株),"H21.1.16
H21.3.10"
岐阜県,"多治見市,",砂防計画,航空レーザ,1000,8.7KM2,助言H21.2.2E0321岐阜県　多治見土木事務所,中日本航空(株),"H21.1.8
H21.3.20"
岐阜県,"岐阜市,瑞穂市,大垣市,羽島市,安八町,輪之内町,海津市,",河川計画,"基準点,基準点","１級,,３級","28point,341point","助言H21.2.4E0328中部地方整備局木曽川上流河川事
務所",藤コンサル(株),"H21.1.30
H21.3.23"
岐阜県,"本巣市,",土地区画整理,"基準点,基準点","２級,,４級","2point,20point",助言H21.2.6E0335本巣市高砂東部土地区画整理組合,中央エンジニアリング(株),"H21.1.7
H21.2.27"
岐阜県,"関市,",総合計画,基準点,３級,29point,助言H21.2.9E0339関市,(有)イマセジオシステムズ,"H21.2.16
H21.3.25"
岐阜県,"美濃加茂市,",砂防計画,航空レーザ,1000,21.6KM2,助言H21.2.16E0347岐阜県　可茂土木事務所,中日本航空(株),"H21.1.8
H21.3.20"
岐阜県,"本巣市,",工業団地確定測量,"基準点,基準点","２級,,３級","1point,7point",助言H21.2.24E0359本巣市土地開発公社,(株)帝国建設コンサルタント,"H21.1.16
H21.4.30"
岐阜県,"岐南町,岐阜市,美濃加茂市,瑞穂市,美濃市,",道路台帳,"カラー撮影,数値図化","4000,,500","20KM2,0.4KM2",助言H21.3.2E0369中部地方整備局　岐阜国道事務所,朝日航洋(株),"H21.1.31
H21.3.25"
岐阜県,"飛騨市,高山市,本巣市,岐南町,各務原市,八百津町,岐阜市,",総合計画,"数値図修正,数値図修正,数値図修正","2500,,5000,,1000","516.5KM2,1014KM2,69.7km",助言H21.3.3E0371岐阜県,(財)岐阜県建設研究センター,"H21.3.15
H21.9.30"
岐阜県,"関市,岐阜市,山県市,本巣市,神戸町,大垣市,養老町,",道路計画,"カラー撮影,カラー撮影,数値図化","12500,,10000,,1000","25.2KM2,10KM2,2.1KM2",助言H21.3.6E0379中部地方整備局　岐阜国道事務所,(株)帝国建設コンサルタント,"H21.2.27
H21.3.27"
岐阜県,"岐阜市,",土地区画整理,基準点,３級,1point,"助言H21.3.17E0386岐阜市鷺山・下土居土地区画整理組
合",(株)帝国建設コンサルタント,"H21.3.2
H21.3.31"
岐阜県,"郡上市,下呂市,",森林計画,"カラー撮影,ディジタルオルソ","地上：40cm,,5000","1563KM2,1563KM2",助言H21.3.19E0390岐阜県,アジア航測(株),"H21.4.13
H21.10.9"
長野県県境岐阜県,"大桑村,南木曽町,県境多治見市,土岐市,",砂防計画,航空レーザ,,220KM2,"助言H20.10.31E0205中部地方整備局　多治見砂防国道事
務所",中日本航空(株),"H20.10.20
H21.3.10"
静岡県,"菊川市,掛川市,",地盤変動調査,水準,１級,122.2km,助言H20.4.14E0005静岡県,(株)新日,"H20.4.10
H20.12.24"
静岡県,"御前崎市,",固定資産,カラー撮影,8000,65.9KM2,助言H20.5.7E0014静岡県　　御前崎市,(株)フジヤマ,"H20.4.22
H21.3.19"
静岡県,"新居町,",固定資産,カラー撮影,8000,13.5KM2,助言H20.5.7E0015静岡県　　新居町,(株)フジヤマ,"H20.4.26
H20.8.29"
静岡県,"湖西市,",固定資産,カラー撮影,地上：16cm,55.1KM2,助言H20.5.30E0029静岡県　　湖西市,（株）浜名湖国際頭脳センター,"H20.5.13
H20.8.29"
静岡県,"磐田市,",土地区画整理,"基準点,基準点","３級,,４級","2point,50point","助言H20.6.4E0031磐田市遠州豊田PA周辺土地区画整
理組合",(株)フジヤマ,"H20.4.18
H21.3.27"
