都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期
福岡県,"篠栗町,",総合計画,基準点,２級,4point,助言H21.2.24I0395篠栗町,株式会社　サンコンサル,"H21.2.6
H21.3.27"
福岡県,"行橋市,",その他,"基準点,水準","３級,,３級","1point,2km","助言H21.2.26I0398国土交通省九州地方整備局北九
州国道事務所行橋維持出張所",株式会社GIS九州,"H21.2.26
H21.2.28"
福岡県,"宗像市,福岡市,二丈町,",その他,カラー撮影,10000,360KM2,助言H21.3.2I0402福岡県,大成ジオテック(株),"H21.3.2
H21.3.15"
福岡県,"久留米市,",道路台帳,平板,500,0.6KM2,助言H21.3.5I0404久留米市,大成ジオテック(株),"H20.10.18
H21.3.20"
福岡県,"柳川市,みやま市,筑後市,八女市,",河川管理,写測図化,2500,33KM2,助言H21.3.10I0406筑後川河川事務所,第一復建(株),"H20.11.1
H21.3.19"
福岡県,"豊前市,",ほ場整備,基準点,２級,1point,助言H21.3.9I0407福岡県行橋農林事務所,"福岡県土地改良事業団体連合
会","H21.3.9
H21.3.17"
福岡県,"小郡市,",管理台帳,"撮影,既成図数値化,数値図修正,座標変換","4000,,500,,500,,500","3km,0.2KM2,0.2KM2,0.2KM2","助言H21.3.10I0411独立行政法人水資源機構筑後川
下流総合管理所",(株)ウエスコ,"H21.1.30
H21.3.15"
福岡県,"行橋市,",道路計画,数値図化,1000,2.6KM2,助言H21.3.17I0419福岡県　行橋土木事務所,(株)パスコ,"H21.3.9
H21.3.27"
福岡県,"鞍手町,遠賀町,中間市,岡垣町,",河川計画,航空レーザ,2500,48KM2,助言H21.3.19I0421福岡県直方土木事務所,朝日航洋(株),"H21.3.19
H21.3.31"
福岡県,"筑紫野市,",都市計画,基準点,３級,3point,助言H21.3.19I0422筑紫野市,"ジェイアール九州コンサルタン
ツ株式会社","H21.3.19
H21.3.25"
福岡県,"豊前市,",道路台帳,"既成図数値化,座標変換","1000,,1000","10.9KM2,10.9KM2",助言H21.3.23I0423豊前市,国際航業(株),"H21.3.23
H21.5.31"
佐賀県,"伊万里市,",固定資産,"撮影,空三,ディジタルオルソ","8000,,8000,,1000","418.7KM2,418.7KM2,255KM2",助言H20.5.2I0010佐賀県　　伊万里市,(株)パスコ,"H20.5.2
H21.3.31"
佐賀県,"唐津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1.6KM2,1.6KM2",助言H20.5.2I0013佐賀県唐津土木事務所,復建調査設計(株),"H20.3.11
H20.10.6"
佐賀県,"佐賀市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","1KM2,1KM2",助言H20.5.12I0014佐賀県佐賀土木事務所,国際航業(株),"H20.5.7
H20.12.26"
佐賀県,"江北町,",固定資産現況調査,"撮影,ディジタルオルソ","10000,,1000","24.5KM2,24.5KM2",助言H20.5.30I0024江北町,朝日航洋(株),"H20.5.30
H20.10.31"
佐賀県,"多久市,",固定資産,"撮影,ディジタルオルソ","10000,,2500","96.9KM2,96.9KM2",助言H20.6.4I0025多久市,アジア航測(株),"H20.6.4
H20.8.29"
佐賀県,"唐津市,",道路計画,"基準点,基準点,基準点,基準点","１級,,２級,,３級,,４級","1point,2point,3point,4point",助言H20.7.23I0058唐津市,間瀬コンサルタント福岡支店,"H20.7.23
H21.3.20"
佐賀県,"佐賀市,",その他,"基準点,基準点","２級,,４級","10point,0.5KM2",助言H20.7.25I0064佐賀市,国際技術コンサルタント(株),"H20.7.25
H20.8.29"
佐賀県,"佐賀市,",その他,水準,３級,13.6km,"助言H20.8.7I0082九州地方整備局　筑後川河川事
務所",平和測量設計株式会社,"H20.5.13
H20.10.31"
佐賀県,"玄海町,",固定資産,"水準,カラー撮影,空三,ディジタルオルソ,数値図修正","簡級,,5000,,5000,,500,,500","22.8km,36KM2,36KM2,36KM2,36KM2",助言H20.8.8I0083玄海町,国際航業(株),"H20.8.8
H21.3.25"
佐賀県,"鳥栖市,",道路計画,"基準点,水準","４級,,３級","60point,2.4km",助言H20.9.22I0155佐賀国道事務所,"株式会社　間瀬コンサルタント
佐賀営業所","H20.9.22
H21.3.19"
佐賀県,"嬉野市,",土地区画整理,"基準点,基準点,基準点","１級,,３級,,４級","1point,9point,121point",助言H20.9.30I0167嬉野市,福岡土地区画整理株式会社,"H20.9.30
H21.3.10"
佐賀県県境長崎県県境佐賀県,"鹿島市,武雄市,県境諫早市,大村市,東彼杵町,県境嬉野市,",鉄道計画,"基準点,基準点,水準,水準","１級,,３級,,２級,,２級","53point,137point,71.3km,55point","助言H20.9.30I0170独立行政法人　鉄道建設・運輸施
設整備支援機構　鉄道建設本部",株式会社　有明測量開発社,"H20.9.30
H21.3.19"
佐賀県,"多久市,",その他,"基準点,基準点,基準点","２級,,３級,,４級","3point,6point,39point",助言H20.9.30I0173多久市,"佐賀県土地改良事業団体連合
会","H20.9.30
H21.3.19"
佐賀県,"基山町,鳥栖市,上峰町,みやき町,吉野ヶ里町,神埼市,多久市,小城市,佐賀市,江北町,大町町,白石町,武雄市,有田町,嬉野市,鹿島市,太良町,",農業・農村基盤図,"数値撮影,ディジタルオルソ","地上画素寸法14.5cm,,2500","1821KM2,1821KM2",助言H20.10.9I0188佐賀県土地改良事業団体連合会,アジア航測(株),"H20.10.9
H21.3.18"
佐賀県,"小城市,",河川管理,水準,３級,12.4km,"助言H20.10.16I0205九州地方整備局　武雄河川事務
所","株式会社　高崎総合コンサルタ
ント","H20.10.16
H21.3.16"
佐賀県,"唐津市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.2KM2,4.2KM2",助言H20.10.22I0212佐賀県唐津土木事務所,国際航業(株),"H20.10.20
H21.2.26"
佐賀県,"佐賀市,",道路計画,"基準点,基準点,水準","２級,,３級,,３級","5point,5point,5.3km",助言H20.10.23I0218佐賀国道事務所,国際技術コンサルタント(株),"H20.10.23
H21.2.27"
佐賀県,"大町町,",河川管理,基準点,２級,2point,助言H20.10.27I0224武雄河川事務所,中央コンサルタンツ(株),"H20.10.28
H21.3.13"
佐賀県,"多久市,小城市,",河川計画,水準,３級,26km,助言H20.11.6I0233武雄河川事務所,(株)東亜コンサルタント,"H20.11.6
H21.3.16"
佐賀県,"唐津市,",砂防計画,数値図化,2500,5.9KM2,助言H20.11.21I0260佐賀県唐津土木事務所,(株)パスコ,"H20.10.30
H21.2.28"
佐賀県,"多久市,",砂防計画,"写測図化,ディジタルオルソ","2500,,2500","2.6KM2,2.6KM2",助言H20.12.2I0274佐賀県　佐賀土木事務所,国際航業(株),"H20.12.1
H21.3.19"
佐賀県,"多久市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","2.1KM2,2.1KM2",助言H20.12.2I0275佐賀県　佐賀土木事務所,(株)パスコ,"H20.12.1
H21.3.19"
佐賀県,"唐津市,",道路台帳,"数値図化,ディジタルオルソ","500,,500","0.8KM2,2.1KM2",助言H20.12.4I0280九州地方整備局佐賀国道事務所,国際航業(株),"H20.12.1
H21.3.15"
佐賀県,"神埼市,",道路台帳,"既成図数値化,編集,座標変換","500,,,,","21.6KM2,21.6KM2,21.6KM2",助言H20.12.5I0283神埼市,大成ジオテック(株),"H20.8.22
H21.3.31"
佐賀県,"鳥栖市,",固定資産,"基準点,撮影,空三,ディジタルオルソ","４級,,10000,,10000,,2500   ","8point,150KM2,150KM2,71.7KM2",助言H20.12.8I0285鳥栖市,(株)パスコ,"H20.12.8
H21.2.27"
佐賀県,"嬉野市,",河川計画,白地図等,2500,6.4KM2,助言H20.12.9I0288佐賀県　鹿島土木事務所,"中日本航空(株)
応用地質(株)","H20.12.4
H21.3.17"
佐賀県,"武雄市,多久市,小城市,大町町,江北町,白石町,",河川計画,数値図修正,2500,73.8KM2,助言H20.12.12I0294九州地方整備局武雄河川事務所,写測エンジニアリング（株）,"H20.11.20
H21.3.13"
佐賀県,"伊万里市,北波多村,",河川管理,水準,３級,14.4km,助言H20.12.16I0298九州地方整備局武雄河川事務所,東亜建設技術　株式会社,"H20.12.16
H21.3.16"
佐賀県,"唐津市,伊万里市,武雄市,",河川計画,数値図修正,2500,52.3KM2,助言H20.12.22I0303九州地方整備局武雄河川事務所,大和測量設計(株),"H20.11.20
H21.3.13"
佐賀県,"武雄市,嬉野市,",鉄道計画,基準点,４級,184point,"助言H20.12.17I0307独立行政法人鉄道建設・運輸施
設整備支援機構鉄道建設本部九
州新幹線建設局","株式会社　水野建設コンサルタ
ント","H20.12.17
H21.3.19"
佐賀県県境長崎県,"嬉野市,県境大村市,",鉄道計画,基準点,４級,308point,"助言H20.12.17I0308独立行政法人鉄道建設・運輸施
設整備支援機構鉄道建設本部九
州新幹線建設局","株式会社　中庭測量コンサルタ
ント","H20.12.17
H21.3.19"
佐賀県,"佐賀市,",海岸保全,"水準,水準","２級,,３級","3.2km,14.3km","助言H20.12.22I0311九州地方整備局　武雄河川事務
所","株式会社　エクセルコンサルタ
ント","H20.12.22
H21.2.27"
佐賀県,"武雄市,",砂防計画,数値図化,2500,1.7KM2,助言H21.1.8I0313武雄土木事務所,日本工営(株),"H20.10.8
H22.3.15"
佐賀県,"武雄市,",砂防計画,数値図化,2500,3.2KM2,助言H21.1.8I0314武雄土木事務所,中日本航空(株),"H20.10.8
H22.3.16"
佐賀県,"佐賀市,江北町,大町町,鹿島市,北方町,武雄市,小城市,神埼市,",地盤変動調査,水準,１級,274km,助言H21.1.5I0328佐賀県,株式会社　大日測量設計,"H21.1.5
H21.3.30"
佐賀県,"佐賀市,",固定資産,"数値撮影,ディジタルオルソ","地上画素寸法14.5cm,,1000","73KM2,431.4KM2",助言H21.1.14I0336佐賀市,アジア航測(株),"H21.1.13
H21.3.31"
佐賀県,"佐賀市,",その他,"基準点,水準","２級,,１級","6point,6km",助言H21.2.23I0392佐賀県佐賀空港事務所,"株式会社親和建設コンサルタ
ント","H20.12.26
H21.3.16"
佐賀県,"佐賀市,唐津市,伊万里市,武雄市,多久市,小城市,",その他,その他,,560KM2,助言H21.3.5I0405武雄河川事務所,アジア航測(株),"H21.2.3
H21.10.30"
佐賀県,"武雄市,",河川計画,"写測図化,ディジタルオルソ","2500,,2500","7.6KM2,7.6KM2",助言H21.3.12I0416佐賀県　武雄土木事務所,アジア航測(株),"H21.3.3
H21.3.16"
長崎県,"佐世保市,",砂防計画,数値図化,2500,2.7KM2,助言H20.5.26I0015長崎県県北振興局,日鉄鉱コンサルタント(株),"H20.5.26
H21.3.31"
長崎県,"時津町,",都市計画図修正,数値図修正,2500,20.6KM2,助言H20.5.30I0026時津町,アジア航測(株),"H20.5.13
H20.9.9"
長崎県,"諫早市,",都市計画,基準点,２級,38point,助言H20.5.30I0027長崎県諫早市,"長崎県土地改良事業団体連合
会","H20.6.2
H20.6.30"
長崎県,"雲仙市,",道路計画,基準点,３級,1point,助言H20.6.27I0039長崎県島原地方振興局,豊福設計株式会社,"H20.6.27
H20.8.20"
長崎県,"雲仙市,",道路台帳,"基準点,水準","１級,,３級","1point,0.4km",助言H20.6.30I0043長崎河川国道事務所,扇精光(株),"H20.7.7
H20.8.20"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.6KM2,助言H20.7.24I0060土地・水資源局,扇精光(株),"H20.6.17
H20.11.25"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.7.24I0061土地・水資源局,株式会社パスコ福岡支店,"H20.6.17
H20.12.22"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.7.24I0062土地・水資源局,扇精光(株),"H20.6.17
H21.1.30"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.9KM2,助言H20.7.24I0063土地・水資源局,株式会社　実行測量設計,"H20.6.18
H21.1.30"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.8KM2,助言H20.8.1I0068土地・水資源局　国土調査課,昭和株式会社九州支社,"H20.6.27
H21.2.27"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.8.1I0069土地・水資源局　国土調査課,東亜建設技術株式会社,"H20.6.27
H21.1.19"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.8.1I0070土地・水資源局　国土調査課,株式会社日豊,"H20.6.17
H21.1.16"
長崎県,"長崎市,",その他,基準点,街区点・補助点,0.5KM2,助言H20.8.1I0071土地・水資源局　国土調査課,国土技術共同企業体,"H20.6.27
H20.12.20"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.8KM2,助言H20.8.1I0072土地・水資源局　国土調査課,"テクノ・九州中央測量共同企業
体","H20.6.27
H21.2.6"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.9KM2,助言H20.8.1I0073土地・水資源局　国土調査課,株式会社怡土,"H20.6.27
H21.1.16"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.6KM2,助言H20.8.1I0074土地・水資源局　国土調査課,"双葉航測・大和測量設計・イー
ディーシー共同企業体","H20.6.27
H20.12.8"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.7KM2,助言H20.8.1I0075土地・水資源局　国土調査課,株式会社オオバ九州支店,"H20.6.27
H20.12.8"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.9KM2,助言H20.8.1I0076土地・水資源局　国土調査課,株式会社　実光測量設計,"H20.6.27
H21.1.16"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,0.8KM2,助言H20.8.1I0077土地・水資源局　国土調査課,株式会社河津測量設計,"H20.6.27
H21.1.26"
長崎県,"佐世保市,",その他,基準点,街区点・補助点,1KM2,助言H20.8.1I0078土地・水資源局　国土調査課,"長崎測量・工藤・吉川共同企業
体","H20.6.27
H21.3.9"
長崎県,"長崎市,",砂防計画,"写測図化,ディジタルオルソ","2500,,2500","4.1KM2,4.1KM2",助言H20.8.8I0084長崎県長崎土木事務所,東亜建設技術(株),"H20.7.24
H21.3.25"
長崎県,"雲仙市,",道路計画,"基準点,基準点","２級,,３級","2point,1point",助言H20.8.8I0090雲仙市,大和コンサル株式会社,"H20.8.8
H21.1.9"
長崎県,"島原市,",土地改良,"基準点,水準,空三,数値図化","２級,,３級,,10000,,1000","5point,2.6km,2M,0.6KM2",助言H20.8.25I0099長崎県島原振興局,国際航業(株),"H20.8.25
H20.12.1"
長崎県,"雲仙市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","2point,9point,0.2KM2",助言H20.8.27I0104西郷土地改良区,"長崎県土地改良事業団体連合
会","H20.10.1
H21.3.28"
長崎県,"南島原市,",土地改良,"基準点,基準点,基準点","２級,,３級,,４級","4point,11point,0.1KM2",助言H20.9.1I0111原山土地改良区,"長崎県土地改良事業団体連合
会","H20.9.1
H21.3.28"
長崎県,"長崎市,",その他,"基準点,基準点,基準点,水準","２級,,３級,,４級,,３級","2point,2point,12point,2point",助言H20.9.1I0112長崎県長崎土木事務所,株式会社　長崎測量,"H20.9.1
H20.9.24"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.8KM2,助言H20.9.8I0123土地・水資源局　国土調査課,中央テクノ株式会社,"H20.8.14
H21.3.2"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.4KM2,助言H20.9.8I0124土地・水資源局　国土調査課,東亜建設技術株式会社,"H20.8.11
H21.1.16"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.4KM2,助言H20.9.8I0125土地・水資源局　国土調査課,"国際技術コンサルタント株式会
社","H20.8.12
H21.1.16"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.6KM2,助言H20.9.8I0126土地・水資源局　国土調査課,株式会社　大進,"H20.8.11
H21.1.23"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.8KM2,助言H20.9.8I0127土地・水資源局　国土調査課,株式会社　オービット,"H20.8.11
H21.3.27"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.6KM2,助言H20.9.8I0128土地・水資源局　国土調査課,エクセル・西海・ワールドＪＶ,"H20.8.6
H21.1.30"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.5KM2,助言H20.9.8I0129土地・水資源局　国土調査課,株式会社オオバ九州支店,"H20.8.12
H21.1.19"
長崎県,"長崎市,",その他,その他,街区点,0.5KM2,助言H20.9.8I0130土地・水資源局　国土調査課,"株式会社　エスケイエンジニア
リング","H20.8.11
H21.1.31"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.6KM2,助言H20.9.8I0131土地・水資源局　国土調査課,株式会社　新世コンソーシアム,"H20.8.11
H21.1.30"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.8KM2,助言H20.9.8I0132土地・水資源局　国土調査課,日本ジタン株式会社,"H20.8.8
H21.2.27"
長崎県,"長崎市,",その他,その他,街区点・補助点,0.9KM2,助言H20.9.8I0133土地・水資源局　国土調査課,株式会社　新世コンソーシアム,"H20.8.11
H21.3.23"
長崎県,"佐世保市,",砂防計画,数値図化,2500,2.3KM2,助言H20.9.18I0143長崎県県北振興局,(株)間瀬コンサルタント,"H20.9.5
H20.11.30"
長崎県,"壱岐市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","3point,9point,0.2KM2",助言H20.9.22I0154壱岐市,"長崎県土地改良事業団体連合
会","H20.9.22
H21.3.28"
長崎県,"長崎市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","8.5KM2,8.5KM2",助言H20.9.24I0160長崎県長崎土木事務所,国土防災技術(株),"H20.8.27
H21.3.25"
長崎県,"長崎市,",砂防計画,"白地図等,ディジタルオルソ","2500,,2500","10.3KM2,10.3KM2",助言H20.9.24I0161長崎県長崎土木事務所,西日本技術開発(株),"H20.9.19
H21.3.25"
長崎県,"南島原市,",ほ場整備,基準点,３級,7point,助言H20.9.30I0169布津北部土地改良区,"長崎県土地改良事業団体連合
会","H20.9.30
H21.3.28"
長崎県,"南島原市,",ほ場整備,"基準点,基準点","３級,,４級","24point,0.4KM2",助言H20.9.30I0175大苑土地改良区,"長崎県土地改良事業団体連合
会","H20.9.30
H21.3.28"
長崎県,"雲仙市,",道路計画,基準点,３級,2point,助言H20.10.3I0179長崎県　雲仙市,"株式会社　重野設計事務所愛
野営業所","H20.10.3
H21.3.6"
長崎県,"大村市,",その他,基準点,１級,1point,"助言H20.10.3I0181九州地方整備局長崎河川国道事
務所",扇精光株式会社,"H20.10.6
H20.10.31"
長崎県,"五島市,",道路台帳,"水準,空三,数値図化,既成図数値化,ディジタルオルソ,座標変換","簡級,,,,1000,,1000,,,,","78.3km,317M,575.9km,485.9km,261KM2,485.9km",助言H20.10.7I0185五島市,国際航業(株),"H20.10.7
H22.3.19"
長崎県,"平戸市,",土地改良,"基準点,基準点","３級,,４級","2point,0.1KM2",助言H20.10.10I0193長崎県県北振興局,株式会社　ジルコ　九州支社,"H20.10.15
H20.12.31"
長崎県,"長崎市,",都市計画,基準点,３級,1point,助言H20.10.10I0194長崎市,株式会社　日豊,"H20.10.10
H20.12.28"
長崎県,"南島原市,",道路計画,"撮影,空三,水準,数値図化","8000,,8000,,簡級,,2500","3.9KM2,3M,7km,1.3KM2",助言H20.10.22I0211長崎県島原振興局,国際航業(株),"H20.10.22
H21.1.21"
長崎県,"対馬市,",都市計画,"既成図数値化,数値図修正","2500,,2500","7.9KM2,7.9KM2",助言H20.10.22I0216対馬市,(株)パスコ,"H20.10.22
H21.3.10"
長崎県,"諫早市,",県営畑地帯総合整備事業,"基準点,水準,撮影,空三,数値図化","簡級,,３級,,8000,,8000,,1000","2point,5.5km,3.7KM2,3M,1.2KM2",助言H20.10.27I0229長崎県県央農村整備事務所,アジア航測(株),"H20.10.27
H21.1.23"
長崎県,"諫早市,",砂防計画,数値図化,2500,13KM2,助言H20.11.4I0230長崎県諫早土木事務所,"(株)スリーエヌ技術コンサルタン
ト","H20.7.4
H21.2.27"
長崎県,"諫早市,",砂防計画,数値図化,2500,12.6KM2,助言H20.11.4I0231長崎県諫早土木事務所,第一復建(株),"H20.7.1
H21.2.27"
長崎県,"佐世保市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","2.5KM2,2.5KM2",助言H20.11.10I0239長崎県県北振興局,国際航業(株),"H20.9.22
H21.11.6"
長崎県,"佐世保市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.5KM2,4.5KM2",助言H20.11.10I0241長崎県県北振興局,中日本航空(株),"H20.9.4
H21.2.27"
長崎県,"佐世保市,",砂防計画,"空三,数値図化","10000,,2500","107M,2KM2",助言H20.11.17I0242長崎県県北振興局,(株)パスコ,"H20.11.17
H20.11.20"
長崎県,"五島市,",その他,"基準点,基準点","１級,,３級","4point,7point",助言H20.11.12I0244長崎県五島地方局,日本工営株式会社,"H20.11.12
H21.1.30"
長崎県,"諫早市,",経営体育成基盤整備事業,"基準点,水準,撮影,空三","簡級,,３級,,8000,,8000","2point,7.3km,7.7KM2,6M",助言H20.11.12I0245長崎県県央農村整備事務所,アジア航測(株),"H20.11.12
H21.2.2"
長崎県,"長崎市,",道路台帳,"基準点,基準点,基準点","１級,,２級,,３級","1point,1point,1point",助言H20.11.12I0246長崎河川国道事務所,扇精光株式会社,"H20.11.1
H20.11.29"
長崎県,"大村市,",下水道計画,"基準点,水準,空三,数値図化,数値図化","簡級,,３級,,5000,,500,,1000","11point,21.2km,30M,0.1KM2,4KM2",助言H20.11.17I0249大村市水道局,アジア航測(株),"H20.11.17
H21.2.16"
長崎県,"佐世保市,",砂防計画,数値図化,2500,4.9KM2,助言H20.11.17I0250長崎県県北振興局,応用地質(株),"H20.9.24
H20.11.20"
長崎県,"対馬市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","6point,11point,0.2km",助言H20.11.17I0251対馬市,"長崎県土地改良事業団体連合
会","H20.11.17
H22.3.26"
長崎県,"諫早市,雲仙市,",その他,"基準点,基準点,水準","２級,,３級,,３級","7point,12point,10km",助言H20.11.20I0257長崎県県央農村整備事務所,橋口環境設計株式会社,"H20.11.20
H21.2.27"
長崎県,"長崎市,",その他,"基準点,基準点","１級,,３級","1point,4point","助言H20.11.26I0263長崎県長崎土木事務所長崎港湾
漁港事務所",太洋技研株式会社,"H20.11.26
H21.1.31"
長崎県,"諫早市,",固定資産,"直接定位計算,ディジタルオルソ   ","10000,,1000","321KM2,321KM2",助言H20.12.2I0272諌早市,朝日航洋(株),"H20.12.2
H21.3.19"
長崎県,"長与町,",河川計画,基準点,３級,2point,助言H20.12.3I0277長崎県長崎土木事務所,"有限会社　吉川土木コンサルタ
ント","H20.12.3
H21.1.31"
長崎県,"諫早市,",地盤変動調査,"水準,水準","１級,,２級","15.2km,28.3km",助言H20.12.10I0290諫早市,扇精光  株式会社,"H21.1.5
H21.3.31"
長崎県,"大村市,諫早市,",鉄道計画,基準点,４級,192point,"助言H20.12.17I0309独立行政法人鉄道建設・運輸施
設整備支援機構鉄道建設本部九
州新幹線建設局","玉野総合コンサルタント　株式
会社","H20.12.17
H21.3.19"
長崎県,"新上五島町,",その他,"基準点,基準点","１級,,２級","11point,5point","助言H20.12.24I0315長崎県五島地方局上五島土木事
務所",光栄測量設計株式会社,"H20.12.24
H21.3.25"
長崎県,"長崎市,",鉄道計画,"基準点,基準点,基準点,基準点","１級,,２級,,３級,,４級","3point,4point,7point,38point",助言H20.12.24I0316長崎県長崎鉄道高架整備事務所,"九州オリエント測量設計　株式
会社","H20.12.24
H21.3.30"
長崎県,"松浦市,",砂防計画,"数値図化,ディジタルオルソ","2500,,2500","4.7KM2,4.7KM2","助言H21.1.5I0322長崎県県北振興局　田平土木事
務所",復建調査設計(株),"H20.11.21
H21.3.25"
長崎県,"波佐見町,",その他,基準点,３級,7point,助言H21.1.7I0331長崎県県北振興局,県北土地開発株式会社,"H21.1.7
H21.3.27"
長崎県,"平戸市,",その他,基準点,３級,8point,"助言H21.1.7I0332長崎県県北振興局田平土木事務
所",太洋技研(株),"H21.1.13
H21.2.10"
長崎県,"平戸市,",その他,基準点,１級,3point,"助言H21.1.30I0352長崎県県北振興局田平土木事務
所",株式会社　実光測量設計,"H21.1.30
H21.3.10"
長崎県,"松浦市,",下水道計画,"水準,カラー撮影,空三,数値図化","４級,,5000,,5000,,500","2.9km,0.5KM2,8M,0.5KM2",助言H21.2.10I0364松浦市,(株)パスコ,"H21.2.10
H21.4.30"
長崎県,"長崎市,",その他,基準点,４級,4point,助言H21.2.12I0369長崎市,扇精光株式会社,"H21.2.9
H21.2.27"
長崎県,"長崎市,",道路計画,数値図化,1000,1.9KM2,助言H21.2.17I0373長崎市,アジア航測(株),"H21.1.28
H21.3.18"
長崎県,"深江町,",その他,基準点,２級,1point,"助言H21.2.19I0376九州地方整備局長崎河川国道事
務所",扇精光株式会社,"H21.2.18
H21.3.10"
長崎県,"長与町,",河川計画,水準,３級,5.8km,助言H21.2.23I0387長崎県長崎土木事務所,"有限会社吉川土木コンサルタ
ント","H21.2.13
H21.3.10"
長崎県,"佐世保市,",その他,"基準点,基準点","１級,,２級","2point,1point",助言H21.2.23I0388佐世保市,有限会社吉永測量事務所,"H21.2.19
H21.3.25"
長崎県,"諫早市,",ほ場整備,"基準点,基準点,基準点","２級,,３級,,４級","3point,7point,0.3KM2",助言H21.2.25I0396飯盛南部土地改良区,"長崎県土地改良事業団体連合
会","H21.2.25
H21.3.25"
長崎県,"南島原市,",固定資産,"水準,基準点,同時調整,カラー撮影,ディジタルオルソ","簡級,,４級,,10000,,10000,,1000","88.9km,19point,169.9KM2,169.9KM2,169.9KM2",助言H21.2.27I0399南島原市,国際航業(株),"H21.2.27
H21.3.31"
長崎県,"南島原市,",道路台帳,基準点,３級,1point,"助言H21.3.2I0400国土交通省九州地方整備局長崎
河川国道事務所",扇精光株式会社,"H21.2.27
H21.3.20"
長崎県,"諫早市,",治水計画,その他,,53.1KM2,"助言H21.3.10I0412九州地方整備局長崎河川国道事
務所",(株)パスコ,"H21.2.6
H21.6.30"
長崎県,"佐世保市,",道路台帳,数値図化,500,1KM2,助言H21.3.12I0415佐世保市,(株)パスコ,"H20.8.29
H21.3.19"
長崎県,"長崎市,",その他,基準点,１級,1point,助言H21.3.13I0417長崎市,扇精光株式会社,"H21.3.16
H21.3.27"
長崎県,"南島原市,",道路計画,"撮影,水準,空三,数値図化","5000,,簡級,,5000,,1000","2.1KM2,7km,4M,1KM2",助言H21.3.18I0420長崎県島原振興局,国際航業(株),"H21.3.18
H21.3.31"
長崎県県境佐賀県,"諫早市,大村市,東彼杵町,県境嬉野市,鹿島市,太良町,",砂防計画,航空レーザ,,588KM2,"助言H21.3.30I0426九州地方整備局　雲仙復興事務
所",アジア航測(株),"H21.2.18
H21.10.30"
長崎県,"壱岐市,",固定資産,"撮影,水準,空三,ディジタルオルソ","10000,,簡級,,,,","138.5KM2,26km,954M,138.5KM2",助言H20.4.14I0486長崎県　　壱岐市,国際航業(株),"H20.4.14
H20.5.31"
熊本県,"菊池市,",土地改良,"基準点,基準点","２級,,３級","7point,11point",助言H20.5.23I0018熊本県,"熊本県土地改良事業団体連合
会","H20.5.16
H21.2.13"
熊本県,"阿蘇市,",道路計画,"基準点,基準点,水準","３級,,４級,,３級","16point,66point,6km",助言H20.6.4I0028熊本県阿蘇地域振興局,三共コンサルタント株式会社,"H20.6.2
H20.6.30"
熊本県,"菊池市,",土地改良,"基準点,基準点","２級,,３級","4point,13point",助言H20.6.13I0032熊本県菊池地域振興局,"熊本県土地改良事業団体連合
会","H20.6.13
H21.3.31"
熊本県,"水俣市,",土地改良,基準点,２級,3point,助言H20.6.26I0041熊本県,"熊本県土地改良事業団体連合
会","H20.7.1
H21.2.27"
熊本県,"荒尾市,",総合計画,"数値撮影,同時調整,ディジタルオルソ,基準点","10000,,10000,,1000,,","57.2KM2,535point,57.2KM2,11point",助言H20.6.30I0042荒尾市,(株)パスコ,"H20.7.1
H21.3.31"
